,,,,,,,,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count
year,,,,,,,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All
rank,pct_change_threshold,watch_days,hold_days,num_stocks_to_buy,loss_limit,fee,num_tickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsmallest,-99.0,2,4,3,0.999,0.002,1254,0.38,0.46,0.46,0.55,0.43,0.38,0.4,0.39,0.32,0.41,0.36,0.43,0.41,0.37,0.34,0.37,0.36,0.33,0.29,0.39,0.37,0.34,0.24,0.23,0.38,0.378,0.4640000000000001,0.40800000000000003,0.51,0.418,0.4,0.378,0.35,0.364,0.422,0.378,0.40599999999999997,0.368,0.372,0.326,0.362,0.358,0.37,0.3,0.332,0.366,0.346,0.242,0.25,0.36950000000000005,0.36,0.38,0.26,0.44,0.37,0.26,0.29,0.27,0.29,0.41,0.32,0.29,0.22,0.32,0.15,0.29,0.29,0.32,0.12,0.2,0.34,0.29,0.2,0.16,0.12,0.39,0.52,0.5,0.56,0.48,0.5,0.48,0.41,0.51,0.44,0.51,0.46,0.48,0.41,0.41,0.39,0.41,0.49,0.41,0.39,0.39,0.39,0.29,0.37,0.56,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-0.1,4,1,3,0.999,0.002,1254,0.38,0.48,0.36,0.43,0.42,0.48,0.48,0.45,0.39,0.46,0.42,0.36,0.37,0.4,0.36,0.4,0.38,0.41,0.33,0.35,0.32,0.3,0.37,0.22,0.38,0.386,0.438,0.374,0.438,0.4,0.48200000000000004,0.47000000000000003,0.44000000000000006,0.376,0.438,0.40800000000000003,0.394,0.386,0.37,0.31,0.404,0.356,0.382,0.328,0.348,0.33399999999999996,0.32599999999999996,0.33799999999999997,0.244,0.38208333333333333,0.37,0.32,0.27,0.36,0.31,0.4,0.43,0.38,0.24,0.38,0.32,0.32,0.26,0.32,0.22,0.36,0.28,0.22,0.31,0.28,0.26,0.28,0.2,0.13,0.13,0.41,0.55,0.5,0.52,0.47,0.6,0.5,0.51,0.46,0.47,0.46,0.52,0.52,0.4,0.38,0.46,0.42,0.5,0.34,0.4,0.42,0.42,0.42,0.35,0.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-0.05,2,1,3,0.999,0.002,1254,0.37,0.4,0.41,0.43,0.41,0.38,0.39,0.4,0.39,0.38,0.34,0.36,0.39,0.32,0.45,0.4,0.39,0.31,0.31,0.43,0.42,0.34,0.32,0.28,0.38,0.382,0.392,0.40800000000000003,0.4640000000000001,0.44000000000000006,0.406,0.386,0.39,0.376,0.396,0.362,0.358,0.362,0.33399999999999996,0.422,0.434,0.388,0.33999999999999997,0.32199999999999995,0.382,0.426,0.328,0.33199999999999996,0.312,0.3809166666666667,0.37,0.33,0.35,0.42,0.4,0.36,0.32,0.32,0.29,0.38,0.26,0.35,0.26,0.31,0.36,0.36,0.32,0.27,0.3,0.25,0.37,0.27,0.31,0.27,0.25,0.4,0.45,0.47,0.53,0.5,0.46,0.45,0.45,0.41,0.45,0.52,0.37,0.39,0.37,0.46,0.51,0.45,0.41,0.35,0.44,0.51,0.35,0.36,0.44,0.53,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-0.1,3,2,3,0.999,0.002,1254,0.37,0.42,0.38,0.44,0.39,0.52,0.44,0.35,0.28,0.38,0.4,0.38,0.38,0.44,0.28,0.32,0.42,0.34,0.24,0.29,0.42,0.29,0.26,0.35,0.37,0.372,0.41,0.40599999999999997,0.466,0.4,0.518,0.434,0.392,0.306,0.406,0.392,0.34199999999999997,0.374,0.41,0.302,0.308,0.41600000000000004,0.306,0.264,0.292,0.386,0.28200000000000003,0.262,0.318,0.3651666666666667,0.35,0.34,0.3,0.41,0.37,0.44,0.34,0.24,0.27,0.38,0.32,0.24,0.28,0.3,0.28,0.24,0.34,0.2,0.18,0.22,0.27,0.2,0.2,0.17,0.17,0.39,0.5,0.6,0.56,0.46,0.64,0.5,0.59,0.37,0.46,0.44,0.44,0.44,0.44,0.35,0.34,0.46,0.36,0.39,0.44,0.44,0.32,0.34,0.42,0.64,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-0.1,2,2,3,0.999,0.002,1254,0.37,0.44,0.43,0.49,0.44,0.43,0.4,0.4,0.29,0.43,0.42,0.39,0.35,0.34,0.35,0.32,0.44,0.38,0.29,0.31,0.27,0.27,0.27,0.21,0.37,0.376,0.43599999999999994,0.438,0.506,0.434,0.42800000000000005,0.402,0.392,0.328,0.41200000000000003,0.438,0.378,0.344,0.33199999999999996,0.386,0.33999999999999997,0.42800000000000005,0.364,0.304,0.306,0.292,0.28,0.23200000000000004,0.246,0.3675833333333333,0.37,0.37,0.4,0.48,0.4,0.32,0.33,0.34,0.27,0.35,0.32,0.29,0.32,0.29,0.32,0.29,0.38,0.32,0.23,0.27,0.23,0.22,0.16,0.1,0.1,0.39,0.48,0.52,0.57,0.46,0.54,0.51,0.43,0.44,0.48,0.52,0.49,0.35,0.39,0.46,0.42,0.45,0.41,0.37,0.33,0.4,0.37,0.29,0.38,0.57,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-99.0,4,3,3,0.999,0.002,1254,0.39,0.49,0.47,0.54,0.5,0.4,0.37,0.34,0.31,0.37,0.43,0.4,0.37,0.37,0.37,0.34,0.43,0.34,0.29,0.31,0.34,0.29,0.31,0.19,0.37,0.396,0.512,0.44000000000000006,0.536,0.466,0.42400000000000004,0.378,0.368,0.33399999999999996,0.404,0.406,0.41,0.388,0.386,0.354,0.33199999999999996,0.42400000000000004,0.34199999999999997,0.304,0.324,0.362,0.304,0.266,0.21800000000000003,0.37825000000000003,0.38,0.49,0.33,0.47,0.33,0.39,0.26,0.26,0.31,0.37,0.34,0.31,0.31,0.31,0.26,0.23,0.37,0.29,0.23,0.26,0.26,0.26,0.17,0.06,0.06,0.42,0.56,0.54,0.6,0.56,0.51,0.5,0.49,0.4,0.51,0.43,0.57,0.46,0.51,0.46,0.43,0.49,0.4,0.46,0.43,0.46,0.37,0.34,0.42,0.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-99.0,3,4,3,0.999,0.002,1254,0.37,0.46,0.43,0.44,0.46,0.46,0.37,0.34,0.31,0.34,0.46,0.37,0.4,0.49,0.31,0.31,0.46,0.34,0.31,0.26,0.31,0.26,0.34,0.12,0.37,0.376,0.44800000000000006,0.442,0.462,0.46799999999999997,0.44800000000000006,0.384,0.374,0.32999999999999996,0.402,0.42800000000000005,0.36,0.378,0.476,0.306,0.328,0.418,0.336,0.318,0.27999999999999997,0.32999999999999996,0.22400000000000003,0.308,0.16799999999999998,0.36633333333333334,0.37,0.4,0.33,0.37,0.36,0.36,0.33,0.29,0.26,0.31,0.34,0.29,0.26,0.43,0.29,0.31,0.31,0.2,0.29,0.23,0.2,0.14,0.11,0.06,0.06,0.39,0.49,0.54,0.6,0.56,0.51,0.46,0.49,0.46,0.51,0.51,0.43,0.43,0.54,0.31,0.37,0.49,0.43,0.34,0.37,0.43,0.29,0.43,0.33,0.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-0.1,4,2,3,0.999,0.002,1254,0.34,0.48,0.43,0.4,0.39,0.55,0.48,0.37,0.27,0.41,0.4,0.37,0.36,0.34,0.34,0.39,0.33,0.39,0.29,0.27,0.34,0.27,0.32,0.23,0.37,0.352,0.44800000000000006,0.404,0.404,0.364,0.48600000000000004,0.47400000000000003,0.396,0.262,0.414,0.378,0.346,0.348,0.326,0.312,0.364,0.33799999999999997,0.4,0.282,0.284,0.298,0.244,0.308,0.248,0.35333333333333333,0.34,0.32,0.32,0.33,0.26,0.29,0.39,0.34,0.24,0.37,0.29,0.2,0.32,0.24,0.24,0.24,0.29,0.37,0.2,0.22,0.17,0.12,0.2,0.16,0.12,0.37,0.56,0.45,0.49,0.48,0.62,0.57,0.46,0.29,0.51,0.41,0.41,0.37,0.39,0.37,0.44,0.37,0.44,0.39,0.37,0.37,0.32,0.46,0.32,0.62,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-0.3,2,4,3,0.999,0.002,1254,0.37,0.41,0.44,0.52,0.4,0.43,0.38,0.39,0.29,0.41,0.38,0.37,0.37,0.34,0.34,0.37,0.37,0.32,0.29,0.29,0.39,0.34,0.24,0.21,0.37,0.372,0.44800000000000006,0.4,0.504,0.4,0.41,0.374,0.35,0.33399999999999996,0.404,0.378,0.37,0.33399999999999996,0.352,0.33,0.362,0.356,0.354,0.294,0.296,0.382,0.332,0.23199999999999998,0.20600000000000002,0.35724999999999996,0.35,0.38,0.26,0.45,0.34,0.26,0.29,0.27,0.24,0.37,0.32,0.32,0.17,0.27,0.17,0.32,0.29,0.31,0.17,0.22,0.37,0.27,0.17,0.16,0.16,0.39,0.52,0.48,0.55,0.48,0.5,0.48,0.41,0.49,0.46,0.44,0.44,0.44,0.44,0.41,0.39,0.4,0.41,0.37,0.39,0.39,0.37,0.29,0.27,0.55,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-0.3,4,4,3,0.999,0.002,1254,0.37,0.45,0.48,0.52,0.42,0.39,0.35,0.4,0.4,0.48,0.37,0.33,0.43,0.45,0.32,0.39,0.42,0.26,0.3,0.26,0.3,0.23,0.27,0.19,0.37,0.37,0.45200000000000007,0.45,0.53,0.46399999999999997,0.386,0.356,0.368,0.392,0.47000000000000003,0.376,0.35,0.38,0.39,0.312,0.384,0.39,0.248,0.302,0.258,0.326,0.23399999999999999,0.264,0.162,0.35891666666666666,0.35,0.35,0.32,0.48,0.42,0.32,0.23,0.29,0.3,0.39,0.32,0.29,0.16,0.27,0.2,0.26,0.3,0.13,0.29,0.2,0.2,0.19,0.23,0.06,0.06,0.38,0.55,0.55,0.58,0.58,0.45,0.52,0.43,0.43,0.57,0.42,0.45,0.47,0.45,0.4,0.47,0.42,0.35,0.33,0.3,0.45,0.33,0.29,0.21,0.58,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-0.3,4,3,3,0.999,0.002,1254,0.39,0.49,0.43,0.54,0.5,0.43,0.37,0.34,0.31,0.4,0.43,0.43,0.37,0.37,0.4,0.37,0.43,0.31,0.31,0.34,0.43,0.26,0.29,0.17,0.37,0.388,0.476,0.426,0.53,0.458,0.43599999999999994,0.378,0.372,0.32,0.404,0.406,0.40599999999999997,0.378,0.41,0.366,0.348,0.406,0.31399999999999995,0.314,0.308,0.372,0.27,0.258,0.162,0.3710833333333333,0.37,0.42,0.31,0.44,0.33,0.39,0.26,0.26,0.29,0.34,0.31,0.31,0.29,0.34,0.26,0.26,0.34,0.23,0.2,0.23,0.26,0.23,0.17,0.12,0.12,0.41,0.51,0.54,0.6,0.58,0.51,0.5,0.49,0.37,0.51,0.46,0.49,0.49,0.51,0.43,0.37,0.46,0.37,0.43,0.37,0.43,0.34,0.31,0.21,0.6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-99.0,4,4,3,0.999,0.002,1254,0.36,0.48,0.45,0.52,0.48,0.39,0.32,0.4,0.4,0.45,0.35,0.35,0.42,0.42,0.35,0.35,0.39,0.26,0.32,0.3,0.33,0.32,0.27,0.21,0.365,0.37,0.45200000000000007,0.47000000000000003,0.542,0.476,0.374,0.348,0.362,0.4,0.446,0.376,0.364,0.398,0.364,0.33599999999999997,0.36,0.418,0.254,0.326,0.296,0.32,0.288,0.244,0.202,0.3660833333333333,0.35,0.32,0.42,0.48,0.42,0.32,0.23,0.29,0.3,0.42,0.32,0.3,0.29,0.23,0.23,0.32,0.37,0.16,0.23,0.29,0.23,0.2,0.13,0.07,0.07,0.39,0.55,0.55,0.61,0.58,0.42,0.48,0.42,0.5,0.47,0.47,0.43,0.48,0.48,0.43,0.43,0.52,0.32,0.43,0.3,0.39,0.37,0.29,0.36,0.61,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-0.3,3,4,3,0.999,0.002,1254,0.36,0.43,0.43,0.46,0.46,0.46,0.37,0.34,0.26,0.4,0.43,0.37,0.37,0.4,0.31,0.34,0.43,0.37,0.29,0.23,0.31,0.2,0.29,0.12,0.36,0.364,0.418,0.40800000000000003,0.446,0.446,0.45199999999999996,0.384,0.368,0.31,0.42800000000000005,0.39,0.36,0.37,0.44000000000000006,0.306,0.324,0.40800000000000003,0.348,0.274,0.22800000000000004,0.36,0.22800000000000004,0.268,0.148,0.3531666666666667,0.35,0.33,0.28,0.29,0.36,0.36,0.33,0.29,0.26,0.34,0.29,0.23,0.26,0.4,0.29,0.29,0.29,0.29,0.23,0.11,0.26,0.17,0.2,0.05,0.05,0.38,0.49,0.49,0.57,0.5,0.51,0.46,0.49,0.46,0.51,0.43,0.43,0.51,0.54,0.31,0.34,0.49,0.4,0.31,0.4,0.46,0.34,0.31,0.33,0.57,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-99.0,2,1,2,0.999,0.002,1254,0.34,0.38,0.36,0.46,0.41,0.38,0.35,0.36,0.3,0.42,0.24,0.4,0.31,0.35,0.3,0.31,0.27,0.35,0.37,0.31,0.35,0.32,0.3,0.23,0.35,0.348,0.372,0.41,0.44800000000000006,0.43,0.376,0.376,0.36,0.31399999999999995,0.394,0.27799999999999997,0.368,0.32,0.35,0.31799999999999995,0.284,0.284,0.354,0.346,0.32399999999999995,0.33799999999999997,0.316,0.31,0.246,0.3443333333333333,0.34,0.34,0.35,0.35,0.39,0.35,0.34,0.32,0.29,0.35,0.24,0.31,0.3,0.33,0.29,0.23,0.25,0.35,0.27,0.29,0.3,0.25,0.27,0.22,0.22,0.36,0.38,0.49,0.49,0.48,0.4,0.43,0.4,0.35,0.42,0.37,0.41,0.36,0.37,0.39,0.33,0.36,0.36,0.38,0.41,0.35,0.38,0.39,0.33,0.49,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-0.05,3,1,3,0.999,0.002,1254,0.36,0.4,0.38,0.39,0.45,0.43,0.38,0.42,0.32,0.46,0.29,0.3,0.33,0.33,0.35,0.37,0.32,0.34,0.32,0.35,0.33,0.35,0.34,0.27,0.35,0.354,0.404,0.376,0.40599999999999997,0.43600000000000005,0.42800000000000005,0.384,0.376,0.316,0.42400000000000004,0.308,0.288,0.358,0.32999999999999996,0.35,0.34199999999999997,0.346,0.33,0.308,0.35,0.322,0.33199999999999996,0.324,0.302,0.35391666666666666,0.34,0.38,0.33,0.37,0.37,0.38,0.27,0.3,0.27,0.35,0.24,0.24,0.27,0.27,0.32,0.25,0.32,0.27,0.18,0.26,0.3,0.24,0.26,0.24,0.18,0.37,0.46,0.41,0.48,0.49,0.46,0.46,0.43,0.35,0.48,0.4,0.35,0.44,0.37,0.39,0.39,0.4,0.4,0.4,0.41,0.34,0.37,0.35,0.48,0.49,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-99.0,4,1,2,0.999,0.002,1254,0.35,0.4,0.39,0.4,0.42,0.45,0.45,0.33,0.34,0.36,0.36,0.3,0.28,0.36,0.34,0.36,0.26,0.36,0.28,0.3,0.3,0.3,0.32,0.22,0.35,0.346,0.406,0.386,0.418,0.42800000000000005,0.466,0.43,0.344,0.34199999999999997,0.33799999999999997,0.32399999999999995,0.32599999999999996,0.29400000000000004,0.35,0.33,0.344,0.296,0.33399999999999996,0.3,0.29,0.302,0.306,0.336,0.262,0.34575,0.33,0.32,0.36,0.28,0.36,0.42,0.32,0.24,0.27,0.26,0.18,0.26,0.22,0.3,0.27,0.24,0.26,0.24,0.27,0.22,0.26,0.2,0.24,0.19,0.18,0.36,0.47,0.4,0.58,0.49,0.54,0.48,0.46,0.41,0.37,0.42,0.41,0.39,0.38,0.38,0.43,0.4,0.41,0.35,0.33,0.35,0.37,0.51,0.42,0.58,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-0.1,2,1,2,0.999,0.002,1254,0.33,0.36,0.42,0.41,0.39,0.4,0.35,0.35,0.35,0.35,0.28,0.4,0.31,0.19,0.3,0.34,0.34,0.34,0.26,0.19,0.37,0.39,0.3,0.22,0.345,0.33799999999999997,0.386,0.426,0.414,0.398,0.40199999999999997,0.356,0.33199999999999996,0.35,0.366,0.3,0.374,0.33199999999999996,0.22999999999999998,0.312,0.346,0.356,0.33399999999999996,0.244,0.22999999999999998,0.33199999999999996,0.33799999999999997,0.284,0.21400000000000002,0.33308333333333334,0.33,0.35,0.38,0.38,0.36,0.36,0.29,0.29,0.34,0.35,0.27,0.31,0.29,0.19,0.23,0.31,0.33,0.27,0.18,0.19,0.26,0.26,0.25,0.18,0.18,0.35,0.44,0.48,0.45,0.43,0.44,0.4,0.37,0.37,0.4,0.35,0.44,0.39,0.32,0.44,0.38,0.42,0.37,0.27,0.31,0.37,0.39,0.31,0.23,0.48,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-0.1,3,3,3,0.999,0.002,1254,0.33,0.45,0.43,0.4,0.34,0.49,0.39,0.37,0.22,0.34,0.34,0.29,0.29,0.37,0.37,0.27,0.38,0.29,0.24,0.44,0.37,0.24,0.2,0.32,0.34,0.33799999999999997,0.44000000000000006,0.4,0.454,0.354,0.466,0.418,0.368,0.24,0.378,0.328,0.3,0.312,0.388,0.33599999999999997,0.272,0.362,0.274,0.23199999999999998,0.352,0.33599999999999997,0.23199999999999998,0.21600000000000003,0.248,0.33516666666666667,0.32,0.37,0.21,0.29,0.26,0.37,0.34,0.32,0.2,0.29,0.22,0.22,0.26,0.37,0.17,0.22,0.29,0.17,0.17,0.2,0.24,0.22,0.17,0.05,0.05,0.36,0.52,0.55,0.61,0.48,0.52,0.5,0.41,0.29,0.46,0.38,0.37,0.37,0.44,0.41,0.34,0.39,0.34,0.29,0.44,0.39,0.24,0.27,0.37,0.61,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-0.1,2,3,3,0.999,0.002,1254,0.34,0.46,0.41,0.44,0.36,0.4,0.41,0.36,0.33,0.36,0.4,0.34,0.36,0.28,0.39,0.28,0.4,0.34,0.24,0.28,0.3,0.29,0.18,0.23,0.34,0.346,0.418,0.398,0.442,0.36,0.43,0.382,0.372,0.32999999999999996,0.366,0.40800000000000003,0.354,0.324,0.318,0.374,0.336,0.372,0.318,0.254,0.28200000000000003,0.29,0.262,0.20600000000000002,0.168,0.33791666666666664,0.33,0.34,0.32,0.4,0.28,0.34,0.24,0.31,0.29,0.3,0.36,0.33,0.18,0.27,0.26,0.26,0.32,0.2,0.18,0.24,0.27,0.18,0.18,0.0,0.0,0.37,0.49,0.46,0.5,0.42,0.61,0.5,0.46,0.36,0.41,0.5,0.42,0.38,0.4,0.42,0.55,0.4,0.37,0.33,0.34,0.3,0.32,0.29,0.26,0.61,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-99.0,3,1,2,0.999,0.002,1254,0.34,0.42,0.44,0.42,0.35,0.42,0.37,0.3,0.34,0.4,0.27,0.38,0.32,0.37,0.37,0.29,0.3,0.29,0.24,0.32,0.3,0.27,0.34,0.27,0.34,0.346,0.422,0.442,0.43,0.364,0.43599999999999994,0.41,0.312,0.358,0.384,0.31,0.322,0.312,0.362,0.316,0.302,0.312,0.31399999999999995,0.284,0.322,0.33599999999999997,0.32199999999999995,0.33999999999999997,0.288,0.34774999999999995,0.34,0.33,0.42,0.38,0.31,0.41,0.32,0.27,0.26,0.33,0.24,0.18,0.25,0.32,0.23,0.27,0.26,0.29,0.24,0.31,0.24,0.26,0.29,0.21,0.18,0.36,0.52,0.46,0.48,0.44,0.51,0.51,0.35,0.45,0.42,0.4,0.4,0.42,0.4,0.37,0.35,0.43,0.4,0.39,0.33,0.44,0.41,0.38,0.41,0.52,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-0.3,3,1,2,0.999,0.002,1254,0.34,0.41,0.41,0.44,0.35,0.43,0.35,0.31,0.35,0.37,0.32,0.35,0.34,0.35,0.35,0.29,0.3,0.26,0.27,0.27,0.33,0.31,0.29,0.21,0.34,0.34199999999999997,0.418,0.41600000000000004,0.44000000000000006,0.362,0.43599999999999994,0.396,0.32799999999999996,0.354,0.368,0.324,0.344,0.32199999999999995,0.33599999999999997,0.33199999999999996,0.282,0.306,0.282,0.28600000000000003,0.284,0.306,0.32,0.298,0.25,0.3388333333333333,0.34,0.38,0.36,0.38,0.32,0.41,0.3,0.29,0.21,0.32,0.24,0.21,0.24,0.29,0.27,0.27,0.24,0.24,0.21,0.27,0.23,0.26,0.29,0.21,0.21,0.35,0.48,0.48,0.49,0.45,0.49,0.51,0.37,0.45,0.39,0.37,0.44,0.35,0.35,0.37,0.29,0.44,0.37,0.4,0.32,0.33,0.37,0.32,0.38,0.51,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-0.3,4,1,2,0.999,0.002,1254,0.34,0.38,0.38,0.4,0.38,0.5,0.44,0.35,0.32,0.32,0.34,0.32,0.28,0.32,0.38,0.34,0.28,0.3,0.34,0.28,0.28,0.36,0.2,0.23,0.34,0.33799999999999997,0.394,0.366,0.434,0.41200000000000003,0.466,0.414,0.348,0.33399999999999996,0.318,0.32,0.32199999999999995,0.31,0.33399999999999996,0.358,0.33599999999999997,0.292,0.31799999999999995,0.324,0.28200000000000003,0.31,0.32599999999999996,0.22999999999999998,0.246,0.3388333333333334,0.33,0.34,0.26,0.32,0.36,0.38,0.32,0.24,0.31,0.26,0.22,0.24,0.24,0.28,0.3,0.22,0.24,0.28,0.27,0.24,0.28,0.16,0.18,0.22,0.16,0.35,0.45,0.45,0.54,0.53,0.54,0.47,0.46,0.41,0.41,0.44,0.42,0.43,0.38,0.4,0.43,0.42,0.36,0.39,0.34,0.37,0.38,0.31,0.3,0.54,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-0.05,4,1,3,0.999,0.002,1254,0.34,0.35,0.36,0.39,0.34,0.38,0.36,0.36,0.34,0.4,0.34,0.34,0.3,0.38,0.36,0.32,0.36,0.33,0.24,0.3,0.34,0.26,0.31,0.37,0.34,0.33599999999999997,0.366,0.362,0.39,0.356,0.386,0.402,0.376,0.316,0.422,0.352,0.32599999999999996,0.33399999999999996,0.354,0.362,0.3,0.33999999999999997,0.314,0.238,0.27999999999999997,0.33399999999999996,0.272,0.3,0.33799999999999997,0.3398333333333333,0.32,0.32,0.28,0.34,0.24,0.28,0.33,0.32,0.24,0.38,0.28,0.24,0.24,0.27,0.27,0.2,0.28,0.22,0.18,0.22,0.28,0.22,0.22,0.15,0.15,0.35,0.44,0.43,0.46,0.47,0.5,0.52,0.49,0.37,0.48,0.48,0.37,0.5,0.38,0.44,0.35,0.36,0.38,0.33,0.32,0.41,0.36,0.37,0.43,0.52,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-0.3,2,1,2,0.999,0.002,1254,0.34,0.38,0.38,0.46,0.39,0.35,0.35,0.38,0.3,0.38,0.27,0.37,0.36,0.35,0.32,0.31,0.27,0.33,0.35,0.29,0.37,0.32,0.29,0.26,0.34,0.344,0.38,0.42400000000000004,0.442,0.41200000000000003,0.376,0.372,0.364,0.30999999999999994,0.36,0.3,0.356,0.346,0.346,0.33199999999999996,0.288,0.284,0.334,0.32999999999999996,0.3,0.366,0.32,0.27999999999999997,0.294,0.3441666666666666,0.33,0.33,0.38,0.34,0.34,0.35,0.32,0.32,0.29,0.32,0.27,0.32,0.31,0.33,0.29,0.25,0.26,0.33,0.29,0.27,0.36,0.31,0.25,0.23,0.23,0.36,0.41,0.49,0.48,0.48,0.42,0.43,0.4,0.35,0.39,0.42,0.39,0.37,0.35,0.42,0.32,0.35,0.34,0.35,0.37,0.37,0.33,0.31,0.38,0.49,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-0.05,2,2,3,0.999,0.002,1254,0.35,0.44,0.37,0.43,0.44,0.38,0.3,0.32,0.31,0.3,0.29,0.29,0.29,0.35,0.35,0.35,0.33,0.31,0.25,0.29,0.38,0.27,0.26,0.18,0.33,0.33799999999999997,0.422,0.352,0.40800000000000003,0.40800000000000003,0.392,0.324,0.34199999999999997,0.318,0.32199999999999995,0.296,0.3,0.29,0.33199999999999996,0.36,0.356,0.33399999999999996,0.302,0.252,0.296,0.354,0.272,0.278,0.258,0.3294166666666667,0.31,0.33,0.27,0.33,0.27,0.33,0.29,0.31,0.21,0.24,0.25,0.27,0.27,0.27,0.34,0.27,0.29,0.25,0.21,0.24,0.3,0.23,0.25,0.17,0.17,0.35,0.47,0.4,0.44,0.48,0.46,0.4,0.43,0.42,0.43,0.37,0.35,0.32,0.35,0.38,0.48,0.39,0.34,0.29,0.39,0.39,0.33,0.32,0.38,0.48,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
