date_range,watch_days,hold_days,num_stocks_to_buy,loss_limit,fee_%,num_tickers,nsmallest/nlargest,total_profit,yearly_profit,win_ratio
2000-08-07/2022-12-31,3,5,1,0.999,0.6,208,nsmallest,14.20187,1.12577,1.0
2000-08-06/2022-12-31,3,5,1,0.999,0.6,208,nsmallest,14.20187,1.12575,1.0
2000-08-03/2022-12-31,8,3,1,1.0,0.6,208,nsmallest,14.17139,1.12559,1.0
2000-08-08/2022-12-31,3,5,1,0.999,0.6,208,nsmallest,13.98962,1.12502,1.0
2000-08-01/2022-12-31,40,9,2,0.999,0.6,208,nsmallest,14.00749,1.12498,0.97
2000-08-03/2022-12-31,2,13,1,0.998,0.6,208,nsmallest,13.83007,1.12437,0.98
2000-08-03/2022-12-31,8,8,1,0.999,0.6,208,nsmallest,13.76663,1.12414,0.98
2000-08-02/2022-12-31,15,9,1,1.0,0.6,208,nsmallest,13.76933,1.12413,0.99
2000-08-05/2022-12-31,7,17,1,1.0,0.6,208,nsmallest,13.73379,1.12405,0.99
2000-08-01/2022-12-31,9,8,1,0.999,0.6,208,nsmallest,13.67745,1.12378,0.94
2000-08-05/2022-12-31,6,8,1,1.0,0.6,208,nsmallest,13.52897,1.1233,0.99
2000-08-02/2022-12-31,7,8,1,1.0,0.6,208,nsmallest,13.53398,1.12327,0.99
2000-08-01/2022-12-31,40,9,2,0.998,0.6,208,nsmallest,13.36657,1.12263,0.97
2000-08-09/2022-12-31,4,5,1,1.0,0.6,208,nsmallest,13.13823,1.12189,0.99
2000-08-02/2022-12-31,3,40,1,0.999,0.6,208,nsmallest,13.05783,1.12147,0.95
2000-08-05/2022-12-31,2,20,1,1.0,0.6,208,nsmallest,12.98327,1.12123,0.86
2000-08-04/2022-12-31,7,30,1,0.999,0.6,208,nsmallest,12.84995,1.1207,0.97
2000-08-05/2022-12-31,6,25,1,0.999,0.6,208,nsmallest,12.71723,1.1202,0.94
2000-08-01/2022-12-31,17,25,2,1.0,0.6,208,nsmallest,12.53318,1.11941,0.93
2000-08-04/2022-12-31,4,9,1,1.0,0.6,208,nsmallest,12.2273,1.11822,0.89
2000-08-01/2022-12-31,4,9,1,0.999,0.6,208,nsmallest,12.19891,1.11806,1.0
2000-08-05/2022-12-31,3,10,1,0.999,0.6,208,nsmallest,11.98841,1.11725,0.79
2000-08-01/2022-12-31,9,8,1,0.998,0.6,208,nsmallest,11.85606,1.11664,0.94
2000-08-03/2022-12-31,5,17,1,1.0,0.6,208,nsmallest,11.78379,1.11636,0.91
2000-08-05/2022-12-31,15,4,2,1.0,0.6,208,nsmallest,11.625,1.11572,0.99
2000-08-05/2022-12-31,13,10,1,1.0,0.6,208,nsmallest,11.58844,1.11556,0.98
2000-08-01/2022-12-31,7,6,1,1.0,0.6,208,nsmallest,11.59667,1.11554,0.95
2000-08-05/2022-12-31,10,15,1,0.998,0.6,208,nsmallest,11.56059,1.11544,0.93
2000-08-02/2022-12-31,3,40,1,0.998,0.6,208,nsmallest,11.56757,1.11543,0.95
2000-08-03/2022-12-31,2,9,1,1.0,0.6,208,nsmallest,11.55191,1.11537,0.99
2000-08-03/2022-12-31,7,20,1,1.0,0.6,208,nsmallest,11.54346,1.11534,0.97
2000-08-09/2022-12-31,9,8,1,1.0,0.6,208,nsmallest,11.4619,1.11507,0.99
2000-08-05/2022-12-31,4,4,1,0.999,0.6,208,nsmallest,11.46324,1.11502,0.98
2000-08-09/2022-12-31,30,35,1,1.0,0.6,208,nsmallest,11.41753,1.11488,0.89
2000-08-09/2022-12-31,40,25,2,1.0,0.6,208,nsmallest,11.3596,1.11463,0.95
2000-08-09/2022-12-31,11,10,1,0.998,0.6,208,nsmallest,11.25966,1.11419,0.98
2000-08-09/2022-12-31,9,8,1,0.998,0.6,208,nsmallest,11.19969,1.11392,0.99
2000-08-03/2022-12-31,8,10,1,1.0,0.6,208,nsmallest,11.20025,1.11384,0.99
2000-08-04/2022-12-31,7,30,1,0.998,0.6,208,nsmallest,11.16886,1.11371,0.97
2000-08-09/2022-12-31,9,8,1,0.999,0.6,208,nsmallest,11.10582,1.1135,0.99
2000-08-02/2022-12-31,15,9,1,0.999,0.6,208,nsmallest,11.11546,1.11344,0.99
2000-08-01/2022-12-31,17,25,2,0.999,0.6,208,nsmallest,11.07808,1.11326,0.93
2000-08-05/2022-12-31,7,17,1,0.999,0.6,208,nsmallest,11.05354,1.11321,0.99
2000-08-03/2022-12-31,2,20,1,1.0,0.6,208,nsmallest,11.04632,1.11315,0.97
2000-08-01/2022-12-31,20,9,1,1.0,0.6,208,nsmallest,11.03689,1.11308,0.72
2000-08-03/2022-12-31,25,30,1,1.0,0.6,208,nsmallest,10.99023,1.1129,0.99
2000-08-03/2022-12-31,20,35,1,1.0,0.6,208,nsmallest,10.92964,1.11262,0.95
2000-08-03/2022-12-31,6,11,1,1.0,0.6,208,nsmallest,10.852,1.11227,0.97
2000-08-05/2022-12-31,6,25,1,0.998,0.6,208,nsmallest,10.76939,1.11192,0.94
2000-08-02/2022-12-31,5,25,2,1.0,0.6,208,nsmallest,10.76214,1.11184,0.97
2000-08-05/2022-12-31,2,8,1,0.999,0.6,208,nsmallest,10.69915,1.11159,0.96
2000-08-02/2022-12-31,7,8,1,0.999,0.6,208,nsmallest,10.65012,1.11132,0.99
2000-08-09/2022-12-31,5,8,1,1.0,0.6,208,nsmallest,10.57281,1.11106,0.99
2000-08-09/2022-12-31,30,35,1,0.999,0.6,208,nsmallest,10.5604,1.111,0.89
2000-08-05/2022-12-31,15,4,2,0.999,0.6,208,nsmallest,10.56403,1.11096,0.99
2000-08-09/2022-12-31,20,15,1,1.0,0.6,208,nsmallest,10.54171,1.11091,0.91
2000-08-09/2022-12-31,40,25,2,0.999,0.6,208,nsmallest,10.49918,1.11071,0.95
2000-08-04/2022-12-31,20,11,2,1.0,0.6,208,nsmallest,10.43698,1.11035,0.91
2000-08-03/2022-12-31,25,30,2,1.0,0.6,208,nsmallest,10.37311,1.11003,0.98
2000-08-09/2022-12-31,10,40,1,0.998,0.6,208,nsmallest,10.24762,1.10951,0.93
2000-08-05/2022-12-31,2,20,1,0.999,0.6,208,nsmallest,10.25273,1.10948,0.85
2000-08-09/2022-12-31,10,40,1,1.0,0.6,208,nsmallest,10.22443,1.1094,0.94
2000-08-07/2022-12-31,3,5,1,0.998,0.6,208,nsmallest,10.15742,1.10904,1.0
2000-08-06/2022-12-31,3,5,1,0.998,0.6,208,nsmallest,10.15742,1.10903,1.0
2000-08-03/2022-12-31,8,8,1,0.998,0.6,208,nsmallest,10.11263,1.10877,0.98
2000-08-04/2022-12-31,17,40,2,1.0,0.6,208,nsmallest,10.05785,1.10852,0.95
2000-08-07/2022-12-31,6,20,1,1.0,0.6,208,nsmallest,10.04479,1.10849,1.0
2000-08-06/2022-12-31,6,20,1,1.0,0.6,208,nsmallest,10.04479,1.10848,1.0
2000-08-01/2022-12-31,17,25,2,0.998,0.6,208,nsmallest,10.05286,1.10845,0.93
2000-08-03/2022-12-31,8,3,1,0.999,0.6,208,nsmallest,10.04553,1.10844,1.0
2000-08-08/2022-12-31,3,5,1,0.998,0.6,208,nsmallest,9.9956,1.10826,1.0
2000-08-03/2022-12-31,25,30,1,0.999,0.6,208,nsmallest,9.99374,1.10818,0.97
2000-08-01/2022-12-31,6,30,1,0.998,0.6,208,nsmallest,9.98464,1.10811,0.97
2000-08-03/2022-12-31,20,35,1,0.999,0.6,208,nsmallest,9.94859,1.10796,0.95
2000-08-01/2022-12-31,2,25,1,0.999,0.6,208,nsmallest,9.93888,1.10788,0.81
2000-08-05/2022-12-31,15,4,2,0.998,0.6,208,nsmallest,9.90421,1.10777,0.99
2000-08-03/2022-12-31,25,30,2,0.999,0.6,208,nsmallest,9.87332,1.10759,0.98
2000-08-09/2022-12-31,40,25,2,0.998,0.6,208,nsmallest,9.84439,1.10752,0.95
2000-08-09/2022-12-31,30,35,1,0.998,0.6,208,nsmallest,9.76685,1.10713,0.89
2000-08-03/2022-12-31,17,40,1,1.0,0.6,208,nsmallest,9.72121,1.10682,0.79
2000-08-05/2022-12-31,2,6,1,0.998,0.6,208,nsmallest,9.70173,1.10675,0.95
2000-08-02/2022-12-31,9,9,1,1.0,0.6,208,nsmallest,9.68157,1.1066,0.89
2000-08-09/2022-12-31,40,13,1,0.998,0.6,208,nsmallest,9.59539,1.10626,0.94
2000-08-01/2022-12-31,2,25,1,1.0,0.6,208,nsmallest,9.57822,1.10606,0.83
2000-08-02/2022-12-31,3,40,2,1.0,0.6,208,nsmallest,9.56923,1.10603,0.95
2000-08-03/2022-12-31,7,20,1,0.999,0.6,208,nsmallest,9.53193,1.10585,0.96
2000-08-01/2022-12-31,2,25,1,0.998,0.6,208,nsmallest,9.52045,1.10576,0.79
2000-08-02/2022-12-31,5,6,1,1.0,0.6,208,nsmallest,9.50622,1.1057,1.0
2000-08-05/2022-12-31,6,8,1,0.999,0.6,208,nsmallest,9.49396,1.10568,0.98
2000-08-02/2022-12-31,5,25,2,0.999,0.6,208,nsmallest,9.50081,1.10567,0.97
2000-08-09/2022-12-31,20,35,1,1.0,0.6,208,nsmallest,9.42511,1.10537,0.88
2000-08-04/2022-12-31,20,11,2,0.999,0.6,208,nsmallest,9.43408,1.10535,0.86
2000-08-03/2022-12-31,17,40,1,0.999,0.6,208,nsmallest,9.41033,1.10521,0.79
2000-08-01/2022-12-31,4,9,1,0.998,0.6,208,nsmallest,9.37053,1.10498,1.0
2000-08-08/2022-12-31,20,20,1,1.0,0.6,208,nsmallest,9.33071,1.10486,0.99
2000-08-05/2022-12-31,13,10,1,0.999,0.6,208,nsmallest,9.33621,1.10485,0.98
2000-08-03/2022-12-31,3,4,1,1.0,0.6,208,nsmallest,9.33082,1.1048,1.0
2000-08-03/2022-12-31,5,17,1,0.999,0.6,208,nsmallest,9.32415,1.10476,0.91
2000-08-05/2022-12-31,17,11,1,1.0,0.6,208,nsmallest,9.27624,1.10453,0.78
2000-08-02/2022-12-31,9,17,1,1.0,0.6,208,nsmallest,9.2778,1.1045,0.92
2000-08-02/2022-12-31,15,9,1,0.998,0.6,208,nsmallest,9.25542,1.10438,0.99
2000-08-01/2022-12-31,5,5,1,1.0,0.6,208,nsmallest,9.25156,1.10435,0.97
2000-08-07/2022-12-31,5,13,1,1.0,0.6,208,nsmallest,9.22976,1.10431,1.0
2000-08-06/2022-12-31,5,13,1,1.0,0.6,208,nsmallest,9.22976,1.1043,1.0
2000-08-08/2022-12-31,2,10,1,1.0,0.6,208,nsmallest,9.22304,1.10429,1.0
2000-08-07/2022-12-31,2,10,1,1.0,0.6,208,nsmallest,9.22304,1.10428,1.0
2000-08-01/2022-12-31,20,9,1,0.999,0.6,208,nsmallest,9.23642,1.10427,0.49
2000-08-06/2022-12-31,2,10,1,1.0,0.6,208,nsmallest,9.22304,1.10426,1.0
2000-08-07/2022-12-31,20,20,1,1.0,0.6,208,nsmallest,9.21941,1.10426,0.99
2000-08-06/2022-12-31,20,20,1,1.0,0.6,208,nsmallest,9.21941,1.10424,0.99
2000-08-09/2022-12-31,40,13,1,0.999,0.6,208,nsmallest,9.20906,1.10423,0.94
2000-08-09/2022-12-31,10,40,1,0.999,0.6,208,nsmallest,9.20483,1.10421,0.94
2000-08-04/2022-12-31,2,25,1,1.0,0.6,208,nsmallest,9.17324,1.10397,0.99
2000-08-04/2022-12-31,17,40,2,0.999,0.6,208,nsmallest,9.16739,1.10394,0.95
2000-08-03/2022-12-31,5,17,1,0.998,0.6,208,nsmallest,9.16084,1.10389,0.94
2000-08-05/2022-12-31,6,10,1,1.0,0.6,208,nsmallest,9.13124,1.10376,0.98
2000-08-02/2022-12-31,25,9,2,1.0,0.6,208,nsmallest,9.13091,1.10372,0.98
2000-08-03/2022-12-31,8,10,1,0.999,0.6,208,nsmallest,9.09885,1.10356,0.99
2000-08-09/2022-12-31,20,15,1,0.999,0.6,208,nsmallest,9.08173,1.10354,0.9
2000-08-03/2022-12-31,25,30,1,0.998,0.6,208,nsmallest,9.08674,1.10349,0.96
2000-08-03/2022-12-31,20,35,1,0.998,0.6,208,nsmallest,9.05475,1.10332,0.95
2000-08-02/2022-12-31,17,25,1,1.0,0.6,208,nsmallest,9.016,1.10309,0.97
2000-08-03/2022-12-31,25,30,2,0.998,0.6,208,nsmallest,8.96759,1.10284,0.98
2000-08-02/2022-12-31,25,35,1,1.0,0.6,208,nsmallest,8.94359,1.10269,0.88
2000-08-04/2022-12-31,3,7,1,0.998,0.6,208,nsmallest,8.93573,1.10268,0.94
2000-08-09/2022-12-31,20,10,1,0.999,0.6,208,nsmallest,8.90805,1.10259,0.98
2000-08-07/2022-12-31,6,20,1,0.999,0.6,208,nsmallest,8.90897,1.10257,1.0
2000-08-06/2022-12-31,6,20,1,0.999,0.6,208,nsmallest,8.90897,1.10256,1.0
2000-08-04/2022-12-31,3,7,1,0.999,0.6,208,nsmallest,8.90993,1.10254,0.94
2000-08-08/2022-12-31,13,35,1,1.0,0.6,208,nsmallest,8.89871,1.10253,0.95
2000-08-07/2022-12-31,13,35,1,1.0,0.6,208,nsmallest,8.89871,1.10251,0.95
2000-08-06/2022-12-31,13,35,1,1.0,0.6,208,nsmallest,8.89871,1.1025,0.95
2000-08-05/2022-12-31,7,17,1,0.998,0.6,208,nsmallest,8.89443,1.10246,0.99
2000-08-04/2022-12-31,4,9,1,0.999,0.6,208,nsmallest,8.84409,1.10217,0.87
2000-08-01/2022-12-31,20,13,2,0.999,0.6,208,nsmallest,8.82733,1.10204,0.98
2000-08-09/2022-12-31,20,10,1,1.0,0.6,208,nsmallest,8.78455,1.1019,0.98
2000-08-02/2022-12-31,5,25,2,0.998,0.6,208,nsmallest,8.77713,1.10177,0.97
2000-08-03/2022-12-31,2,20,1,0.999,0.6,208,nsmallest,8.74062,1.10158,0.97
2000-08-09/2022-12-31,13,30,2,1.0,0.6,208,nsmallest,8.72439,1.10157,0.98
2000-08-02/2022-12-31,8,9,2,1.0,0.6,208,nsmallest,8.73674,1.10154,0.91
2000-08-02/2022-12-31,20,5,1,1.0,0.6,208,nsmallest,8.68463,1.10125,0.99
2000-08-04/2022-12-31,20,11,2,0.998,0.6,208,nsmallest,8.67805,1.10124,0.85
2000-08-02/2022-12-31,2,9,1,1.0,0.6,208,nsmallest,8.67579,1.1012,1.0
2000-08-01/2022-12-31,20,13,2,1.0,0.6,208,nsmallest,8.64792,1.10103,0.98
2000-08-08/2022-12-31,2,4,1,1.0,0.6,208,nsmallest,8.59549,1.10082,0.99
2000-08-07/2022-12-31,2,4,1,1.0,0.6,208,nsmallest,8.59549,1.10081,0.99
2000-08-06/2022-12-31,2,4,1,1.0,0.6,208,nsmallest,8.59549,1.1008,0.99
2000-08-09/2022-12-31,20,35,1,0.999,0.6,208,nsmallest,8.5877,1.10079,0.88
2000-08-03/2022-12-31,17,40,1,0.998,0.6,208,nsmallest,8.56486,1.10058,0.79
2000-08-02/2022-12-31,3,40,2,0.998,0.6,208,nsmallest,8.54677,1.10046,0.95
2000-08-09/2022-12-31,20,35,1,0.998,0.6,208,nsmallest,8.52841,1.10045,0.88
2000-08-09/2022-12-31,40,35,1,1.0,0.6,208,nsmallest,8.49234,1.10024,0.93
2000-08-05/2022-12-31,10,15,1,1.0,0.6,208,nsmallest,8.49175,1.10019,0.94
2000-08-09/2022-12-31,40,6,1,0.998,0.6,208,nsmallest,8.47225,1.10012,0.97
2000-08-02/2022-12-31,3,40,2,0.999,0.6,208,nsmallest,8.47562,1.10005,0.95
2000-08-05/2022-12-31,3,10,1,0.998,0.6,208,nsmallest,8.43753,1.09987,0.78
2000-08-05/2022-12-31,6,3,1,1.0,0.6,208,nsmallest,8.40665,1.09969,0.96
2000-08-04/2022-12-31,17,40,2,0.998,0.6,208,nsmallest,8.355,1.09938,0.95
2000-08-09/2022-12-31,13,6,2,1.0,0.6,208,nsmallest,8.28083,1.099,0.97
2000-08-01/2022-12-31,6,9,1,1.0,0.6,208,nsmallest,8.28162,1.09891,0.99
2000-08-08/2022-12-31,20,20,1,0.999,0.6,208,nsmallest,8.23381,1.09871,0.99
2000-08-09/2022-12-31,4,5,1,0.999,0.6,208,nsmallest,8.22744,1.09868,0.99
2000-08-01/2022-12-31,4,7,1,1.0,0.6,208,nsmallest,8.17759,1.09829,0.97
2000-08-02/2022-12-31,25,35,1,0.999,0.6,208,nsmallest,8.16528,1.09822,0.88
2000-08-03/2022-12-31,8,10,1,0.998,0.6,208,nsmallest,8.15285,1.09816,0.99
2000-08-05/2022-12-31,10,40,1,0.998,0.6,208,nsmallest,8.14038,1.09811,0.93
2000-08-07/2022-12-31,20,20,1,0.999,0.6,208,nsmallest,8.12746,1.09806,0.99
2000-08-06/2022-12-31,20,20,1,0.999,0.6,208,nsmallest,8.12746,1.09805,0.99
2000-08-09/2022-12-31,20,10,1,0.998,0.6,208,nsmallest,8.10975,1.09798,0.98
2000-08-03/2022-12-31,6,11,1,0.999,0.6,208,nsmallest,8.11898,1.09796,0.97
2000-08-03/2022-12-31,25,4,1,1.0,0.6,208,nsmallest,8.11585,1.09794,0.97
2000-08-02/2022-12-31,7,8,1,0.998,0.6,208,nsmallest,8.11474,1.09792,0.99
2000-08-05/2022-12-31,2,20,1,0.998,0.6,208,nsmallest,8.09453,1.09784,0.84
2000-08-03/2022-12-31,7,20,1,0.998,0.6,208,nsmallest,8.07876,1.09772,0.96
2000-08-01/2022-12-31,7,5,1,1.0,0.6,208,nsmallest,8.04962,1.09751,0.93
2000-08-04/2022-12-31,7,9,1,1.0,0.6,208,nsmallest,8.03241,1.09745,0.98
2000-08-05/2022-12-31,4,4,1,0.998,0.6,208,nsmallest,8.02677,1.09742,0.98
2000-08-09/2022-12-31,30,35,2,1.0,0.6,208,nsmallest,8.01531,1.0974,0.89
2000-08-01/2022-12-31,20,9,1,0.998,0.6,208,nsmallest,8.02722,1.09738,0.35
2000-08-01/2022-12-31,7,6,1,0.999,0.6,208,nsmallest,8.02485,1.09736,0.94
2000-08-04/2022-12-31,2,25,1,0.998,0.6,208,nsmallest,8.01884,1.09736,0.99
2000-08-02/2022-12-31,17,25,1,0.999,0.6,208,nsmallest,8.004,1.09725,0.97
2000-08-08/2022-12-31,13,35,1,0.999,0.6,208,nsmallest,7.98729,1.09722,0.95
2000-08-09/2022-12-31,40,6,1,1.0,0.6,208,nsmallest,7.98419,1.09721,0.98
2000-08-07/2022-12-31,13,35,1,0.999,0.6,208,nsmallest,7.98729,1.09721,0.95
2000-08-09/2022-12-31,40,13,1,1.0,0.6,208,nsmallest,7.98078,1.09719,0.94
2000-08-06/2022-12-31,13,35,1,0.999,0.6,208,nsmallest,7.98729,1.09719,0.95
2000-08-05/2022-12-31,7,17,2,1.0,0.6,208,nsmallest,7.98606,1.09717,0.99
2000-08-09/2022-12-31,40,35,1,0.999,0.6,208,nsmallest,7.92585,1.09685,0.93
2000-08-09/2022-12-31,7,13,1,1.0,0.6,208,nsmallest,7.87908,1.09656,0.91
2000-08-01/2022-12-31,17,6,1,1.0,0.6,208,nsmallest,7.89004,1.09653,0.98
2000-08-02/2022-12-31,25,9,2,0.999,0.6,208,nsmallest,7.85139,1.09631,0.98
2000-08-03/2022-12-31,2,9,1,0.999,0.6,208,nsmallest,7.84121,1.09625,0.98
2000-08-09/2022-12-31,20,15,1,0.998,0.6,208,nsmallest,7.82279,1.09621,0.9
2000-08-01/2022-12-31,20,13,2,0.998,0.6,208,nsmallest,7.82733,1.09614,0.98
2000-08-07/2022-12-31,5,4,1,1.0,0.6,208,nsmallest,7.80327,1.09607,1.0
2000-08-06/2022-12-31,5,4,1,1.0,0.6,208,nsmallest,7.80327,1.09605,1.0
2000-08-04/2022-12-31,7,4,1,1.0,0.6,208,nsmallest,7.80141,1.09602,0.99
2000-08-04/2022-12-31,7,35,1,1.0,0.6,208,nsmallest,7.7963,1.09599,0.95
2000-08-03/2022-12-31,6,9,1,1.0,0.6,208,nsmallest,7.79751,1.09598,0.99
2000-08-05/2022-12-31,10,9,1,1.0,0.6,208,nsmallest,7.74146,1.09565,0.99
2000-08-05/2022-12-31,17,11,1,0.999,0.6,208,nsmallest,7.73972,1.09564,0.73
2000-08-09/2022-12-31,13,30,2,0.999,0.6,208,nsmallest,7.7155,1.09554,0.98
2000-08-09/2022-12-31,5,8,1,0.999,0.6,208,nsmallest,7.69505,1.09541,0.99
2000-08-04/2022-12-31,20,20,1,1.0,0.6,208,nsmallest,7.70385,1.0954,0.9
2000-08-02/2022-12-31,20,5,1,0.998,0.6,208,nsmallest,7.6507,1.09504,0.99
