date_range,year,start_watch_time,buy_time,sell_time,rank,pct_change_threshold,watch_days,hold_days,num_stocks_to_buy,loss_limit,fee,num_tickers,total_profit,yearly_profit,win_ratio
2001-01-03/2001-12-31,2001,Open,Open,Open,nsmallest,-9999,3,1,1,0.999,0.002,1254,2048254.6418,2333710.2041,0.36
2002-01-04/2002-12-31,2002,Close,Open,Close,nsmallest,-9999,3,2,1,0.999,0.002,1254,1959410.2033,2323815.4424,0.36
2004-01-02/2004-12-31,2004,Open,Open,Open,nsmallest,-9999,3,1,1,0.999,0.002,1254,2209218.8157,2322871.9386,0.39
2004-01-02/2004-12-31,2004,Open,Open,Close,nsmallest,-9999,3,1,2,0.999,0.002,1254,2192423.3264,2305151.9943,0.59
2022-01-04/2022-12-31,2022,Close,Close,Close,nsmallest,-9999,2,2,1,0.999,0.002,1254,1780372.1479,2109099.8338,0.24
2002-01-07/2002-12-31,2002,Open,Open,Open,nsmallest,-9999,2,2,1,0.999,0.002,1254,1570428.7548,2096506.7337,0.35
2006-01-05/2006-12-31,2006,Close,Open,Close,nsmallest,-9999,2,2,2,0.999,0.002,1254,1653495.3647,2037454.9988,0.56
2022-01-04/2022-12-31,2022,Close,Close,Open,nsmallest,-9999,2,2,1,0.999,0.002,1254,1692380.3749,2003665.2807,0.21
2005-01-05/2005-12-31,2005,Close,Open,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,1552278.6796,1910973.5114,0.65
2003-01-07/2003-12-31,2003,Close,Open,Open,nsmallest,-9999,3,1,2,0.999,0.002,1254,1366025.4314,1818487.81,0.54
2006-01-05/2006-12-31,2006,Open,Open,Close,nsmallest,-9999,2,2,2,0.999,0.002,1254,1476313.3484,1816124.987,0.6
2011-01-03/2011-12-31,2011,Close,Open,Close,nsmallest,-9999,3,2,1,0.999,0.002,1254,1551810.4891,1763678.4853,0.6
2022-01-04/2022-12-31,2022,Close,Open,Close,nsmallest,-9999,3,2,2,0.999,0.002,1254,1479039.8146,1748308.754,0.32
2002-01-07/2002-12-31,2002,Open,Open,Open,nsmallest,-9999,3,1,2,0.999,0.002,1254,1284299.4858,1707557.4848,0.54
2006-01-06/2006-12-31,2006,Close,Open,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,1326804.2048,1695905.5669,0.62
2001-01-04/2001-12-31,2001,Close,Open,Close,nsmallest,-9999,3,2,2,0.999,0.002,1254,1427399.8242,1686561.5735,0.58
2006-01-03/2006-12-31,2006,Close,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,1454226.2732,1651807.6906,0.38
2002-01-01/2002-12-31,2002,Open,Open,Open,nsmallest,-9999,2,2,1,0.999,0.002,1254,1562595.4185,1641030.3911,0.34
2001-01-04/2001-12-31,2001,Open,Open,Close,nsmallest,-9999,3,2,2,0.999,0.002,1254,1380632.5843,1630663.5261,0.5
2006-01-06/2006-12-31,2006,Close,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,1271464.3164,1623965.8086,0.38
2001-01-04/2001-12-31,2001,Close,Open,Open,nsmallest,-9999,3,2,2,0.999,0.002,1254,1361816.0661,1608179.5287,0.58
2003-01-07/2003-12-31,2003,Open,Open,Open,nsmallest,-9999,3,2,2,0.999,0.002,1254,1198708.3227,1591534.1407,0.6
2000-08-07/2022-12-31,2000,Open,Open,Close,nsmallest,-9999,2,1,1,0.999,0.002,1254,7.400615113767569e+138,1584804.0112,0.41
2000-08-06/2022-12-31,2000,Open,Open,Close,nsmallest,-9999,2,1,1,0.999,0.002,1254,7.400615113767569e+138,1582041.2527,0.41
2000-08-05/2022-12-31,2000,Open,Open,Close,nsmallest,-9999,2,1,1,0.999,0.002,1254,7.400615113767569e+138,1579283.9839,0.41
2006-01-03/2006-12-31,2006,Close,Open,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,1390399.87,1578673.126,0.63
2005-01-04/2005-12-31,2005,Open,Open,Open,nsmallest,-9999,3,1,1,0.999,0.002,1254,1334564.5973,1575623.0435,0.34
2000-08-02/2022-12-31,2000,Open,Open,Close,nsmallest,-9999,2,1,1,0.999,0.002,1254,7.491908866618029e+138,1571904.669,0.41
2001-01-04/2001-12-31,2001,Open,Open,Open,nsmallest,-9999,3,2,2,0.999,0.002,1254,1314255.9127,1551365.9679,0.5
2006-01-05/2006-12-31,2006,Open,Open,Open,nsmallest,-9999,3,1,1,0.999,0.002,1254,1257612.0869,1543470.8274,0.44
2022-01-04/2022-12-31,2022,Close,Open,Close,nsmallest,-9999,3,2,1,0.999,0.002,1254,1298776.5869,1532880.1293,0.16
2005-01-03/2005-12-31,2005,Open,Open,Open,nsmallest,-9999,3,1,1,0.999,0.002,1254,1337703.538,1518314.4504,0.52
2000-08-10/2022-12-31,2000,Open,Open,Close,nsmallest,-9999,2,1,1,0.999,0.002,1254,1.8971585043183158e+138,1499156.8412,0.41
2003-01-06/2003-12-31,2003,Open,Open,Open,nsmallest,-9999,3,2,1,0.999,0.002,1254,1150546.7073,1466970.5295,0.42
2022-01-07/2022-12-31,2022,Close,Close,Open,nsmallest,-9999,2,2,2,0.999,0.002,1254,1101358.4396,1459775.8629,0.27
2022-01-07/2022-12-31,2022,Close,Open,Open,nsmallest,-9999,2,2,2,0.999,0.002,1254,1095279.0198,1451555.282,0.45
2004-01-05/2004-12-31,2004,Open,Open,Open,nsmallest,-9999,3,1,2,0.999,0.002,1254,1197033.8245,1411442.1315,0.69
2003-01-01/2003-12-31,2003,Open,Open,Close,nsmallest,-9999,3,2,2,0.999,0.002,1254,1319950.0313,1385402.2499,0.53
2002-01-04/2002-12-31,2002,Close,Open,Open,nsmallest,-9999,3,1,1,0.999,0.002,1254,1163143.9265,1371018.3562,0.35
2006-01-05/2006-12-31,2006,Close,Open,Open,nsmallest,-9999,3,1,1,0.999,0.002,1254,1102191.0562,1350122.3566,0.4
2002-01-01/2002-12-31,2002,Open,Open,Open,nsmallest,-9999,3,1,2,0.999,0.002,1254,1277893.3692,1341110.9911,0.53
2022-01-04/2022-12-31,2022,Open,Close,Open,nsmallest,-9999,2,2,2,0.999,0.002,1254,1099325.0862,1294933.3909,0.4
2022-01-03/2022-12-31,2022,Close,Open,Open,nsmallest,-9999,2,2,2,0.999,0.002,1254,1130850.6329,1281598.8697,0.46
2022-01-03/2022-12-31,2022,Close,Close,Open,nsmallest,-9999,2,2,2,0.999,0.002,1254,1095864.8373,1241598.9302,0.27
2022-01-04/2022-12-31,2022,Open,Close,Close,nsmallest,-9999,2,2,2,0.999,0.002,1254,1030932.6951,1213453.6456,0.43
2000-08-14/2022-12-31,2000,Open,Open,Close,nsmallest,-9999,2,1,1,0.999,0.002,1254,3.315222794215501e+135,1136705.7673,0.39
2000-08-13/2022-12-31,2000,Open,Open,Close,nsmallest,-9999,2,1,1,0.999,0.002,1254,3.315222794215501e+135,1134768.6037,0.39
2000-08-12/2022-12-31,2000,Open,Open,Close,nsmallest,-9999,2,1,1,0.999,0.002,1254,3.315222794215501e+135,1132835.2141,0.39
2000-08-09/2022-12-31,2000,Open,Open,Close,nsmallest,-9999,2,1,1,0.999,0.002,1254,3.2986863835114154e+135,1126805.9542,0.39
2000-08-04/2022-12-31,2000,Open,Open,Close,nsmallest,-9999,2,1,1,0.999,0.002,1254,3.723587142544591e+135,1123311.5057,0.39
2005-01-04/2005-12-31,2005,Close,Open,Close,nsmallest,-9999,3,1,2,0.999,0.002,1254,955014.3124,1123082.4962,0.67
2000-08-01/2022-12-31,2000,Open,Open,Close,nsmallest,-9999,2,1,1,0.999,0.002,1254,3.705013800689858e+135,1117342.2166,0.39
2005-01-07/2005-12-31,2005,Close,Open,Close,nsmallest,-9999,2,1,1,0.999,0.002,1254,829552.3602,1093222.7401,0.54
2011-01-03/2011-12-31,2011,Close,Open,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,930755.0555,1052987.0121,0.71
2003-01-01/2003-12-31,2003,Open,Open,Open,nsmallest,-9999,3,2,2,0.999,0.002,1254,978913.1729,1026400.3304,0.51
2022-01-04/2022-12-31,2022,Close,Open,Open,nsmallest,-9999,3,2,2,0.999,0.002,1254,871436.366,1023691.7473,0.3
2004-01-01/2004-12-31,2004,Close,Open,Close,nsmallest,-9999,3,2,2,0.999,0.002,1254,1005464.0914,1015027.4214,0.73
2005-01-05/2005-12-31,2005,Open,Open,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,823229.3611,1004127.5061,0.66
2023-01-05/2023-12-23,2023,Open,Close,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,588059.2412,969602.8641,0.21
2006-01-04/2006-12-31,2006,Open,Open,Close,nsmallest,-9999,3,1,2,0.999,0.002,1254,805689.0025,945583.4834,0.64
2001-01-04/2001-12-31,2001,Open,Open,Close,nsmallest,-9999,2,2,2,0.999,0.002,1254,805158.7303,944953.8139,0.63
2003-01-06/2003-12-31,2003,Close,Open,Open,nsmallest,-9999,3,2,2,0.999,0.002,1254,722109.643,913268.1766,0.64
2002-01-04/2002-12-31,2002,Open,Open,Open,nsmallest,-9999,3,1,1,0.999,0.002,1254,751553.5781,881326.3615,0.32
2004-01-01/2004-12-31,2004,Close,Open,Open,nsmallest,-9999,3,2,2,0.999,0.002,1254,844042.3934,851968.257,0.71
2000-08-14/2022-12-31,2000,Close,Open,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,1.6983240401610955e+132,810241.55,0.62
2000-08-13/2022-12-31,2000,Close,Open,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,1.6983240401610955e+132,808894.2424,0.62
2000-08-12/2022-12-31,2000,Close,Open,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,1.6983240401610955e+132,807549.5039,0.62
2000-08-09/2022-12-31,2000,Close,Open,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,1.729142720037407e+132,804176.2273,0.62
2000-08-04/2022-12-31,2000,Close,Open,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,1.7213788347106046e+132,797363.1176,0.62
2000-08-01/2022-12-31,2000,Close,Open,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,1.7552204808460964e+132,794091.9409,0.62
2006-01-05/2006-12-31,2006,Open,Open,Close,nsmallest,-9999,3,1,2,0.999,0.002,1254,643773.4875,782426.9088,0.54
2005-01-05/2005-12-31,2005,Close,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,642225.3272,780517.9053,0.42
2005-01-05/2005-12-31,2005,Close,Open,Close,nsmallest,-9999,2,2,1,0.999,0.002,1254,628427.3449,763506.8905,0.41
2011-01-07/2011-12-31,2011,Open,Open,Close,nsmallest,-9999,2,1,1,0.999,0.002,1254,570040.4333,745539.7266,0.45
2004-01-05/2004-12-31,2004,Open,Open,Open,nsmallest,-9999,2,2,2,0.999,0.002,1254,620748.6532,726298.1418,0.61
2005-01-04/2005-12-31,2005,Close,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,608190.6747,711433.6578,0.54
2001-01-04/2001-12-31,2001,Open,Open,Open,nsmallest,-9999,2,2,2,0.999,0.002,1254,601079.0499,703017.449,0.63
2006-01-06/2006-12-31,2006,Open,Open,Close,nsmallest,-9999,2,2,2,0.999,0.002,1254,557769.7032,702259.5592,0.49
2006-01-05/2006-12-31,2006,Close,Open,Close,nsmallest,-9999,3,1,2,0.999,0.002,1254,575395.2584,698177.4006,0.6
2005-01-05/2005-12-31,2005,Close,Open,Open,nsmallest,-9999,2,2,1,0.999,0.002,1254,575119.0839,697837.4081,0.43
2011-01-04/2011-12-31,2011,Open,Open,Close,nsmallest,-9999,2,1,1,0.999,0.002,1254,567764.8228,663607.7693,0.44
2006-01-06/2006-12-31,2006,Open,Open,Open,nsmallest,-9999,2,2,2,0.999,0.002,1254,493865.2745,620484.8768,0.48
2022-01-04/2022-12-31,2022,Close,Open,Open,nsmallest,-9999,3,2,1,0.999,0.002,1254,531158.7771,620335.4327,0.14
2006-01-06/2006-12-31,2006,Close,Open,Close,nsmallest,-9999,2,2,2,0.999,0.002,1254,492483.7558,618718.9827,0.54
2004-01-05/2004-12-31,2004,Open,Open,Close,nsmallest,-9999,2,2,2,0.999,0.002,1254,527260.3566,615729.102,0.58
2005-01-04/2005-12-31,2005,Open,Open,Close,nsmallest,-9999,2,1,1,0.999,0.002,1254,525752.7829,613947.8768,0.53
2006-01-02/2006-12-31,2006,Open,Open,Close,nsmallest,-9999,2,2,2,0.999,0.002,1254,563856.1785,612091.1232,0.5
2023-01-05/2023-12-23,2023,Open,Close,Open,nsmallest,-9999,2,1,2,0.999,0.002,1254,363462.2311,588526.9426,0.34
2011-01-06/2011-12-31,2011,Close,Open,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,467242.7683,586470.7062,0.7
2023-01-03/2023-06-23,2023,Close,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,501.6454,586074.5688,0.33
2005-01-05/2005-12-31,2005,Close,Open,Open,nsmallest,-9999,3,2,1,0.999,0.002,1254,473450.9069,572847.971,0.52
2006-01-03/2006-12-31,2006,Close,Open,Open,nsmallest,-9999,3,2,1,0.999,0.002,1254,498255.013,560535.1241,0.35
2002-01-07/2002-12-31,2002,Close,Open,Open,nsmallest,-9999,2,2,2,0.999,0.002,1254,422457.7819,549178.1931,0.57
2003-01-03/2003-12-31,2003,Open,Open,Open,nsmallest,-9999,3,1,1,0.999,0.002,1254,488117.0252,549028.5872,0.35
2005-01-05/2005-12-31,2005,Close,Open,Close,nsmallest,-9999,3,2,1,0.999,0.002,1254,452639.8361,547308.8879,0.52
2011-01-06/2011-12-31,2011,Close,Open,Close,nsmallest,-9999,3,1,1,0.999,0.002,1254,432479.6413,542106.7909,0.5
2000-08-07/2022-12-31,2000,Close,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,2.6037732180549e+128,541078.001,0.39
2006-01-06/2006-12-31,2006,Close,Open,Open,nsmallest,-9999,2,2,2,0.999,0.002,1254,431192.4165,540465.2258,0.49
2000-08-06/2022-12-31,2000,Close,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,2.6037732180549e+128,540205.6979,0.39
2004-01-07/2004-12-31,2004,Close,Open,Open,nsmallest,-9999,2,2,2,0.999,0.002,1254,430637.7508,539757.9011,0.68
2000-08-05/2022-12-31,2000,Close,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,2.6037732180549e+128,539335.0138,0.39
2022-01-07/2022-12-31,2022,Close,Close,Close,nsmallest,-9999,2,2,2,0.999,0.002,1254,415033.7419,539333.5554,0.23
2000-08-02/2022-12-31,2000,Close,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,2.6571504656910184e+128,537218.8385,0.39
2006-01-02/2006-12-31,2006,Open,Open,Open,nsmallest,-9999,2,2,2,0.999,0.002,1254,494690.4436,536573.1989,0.48
2023-01-05/2023-12-23,2023,Close,Open,Open,nsmallest,-9999,2,1,2,0.999,0.002,1254,329683.1008,531874.4551,0.51
2006-01-02/2006-12-31,2006,Close,Open,Close,nsmallest,-9999,2,2,2,0.999,0.002,1254,490027.235,531483.9796,0.53
2022-01-04/2022-12-31,2022,Close,Close,Close,nsmallest,-9999,2,2,2,0.999,0.002,1254,449902.5954,524411.0481,0.38
2005-01-03/2005-12-31,2005,Close,Open,Open,nsmallest,-9999,3,1,2,0.999,0.002,1254,457279.5398,514041.6619,0.69
2000-08-10/2022-12-31,2000,Close,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,6.578876785735019e+127,511304.2173,0.39
2011-01-07/2011-12-31,2011,Close,Open,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,393196.9213,510397.7804,0.73
2002-01-01/2002-12-31,2002,Open,Open,Close,nsmallest,-9999,3,2,2,0.999,0.002,1254,455364.0039,476200.5294,0.53
2023-01-05/2023-12-23,2023,Close,Close,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,294323.9445,472806.433,0.19
2006-01-02/2006-12-31,2006,Close,Open,Open,nsmallest,-9999,2,2,2,0.999,0.002,1254,429041.6184,464955.7347,0.48
2022-01-03/2022-12-31,2022,Close,Close,Close,nsmallest,-9999,2,2,2,0.999,0.002,1254,412963.5436,463800.071,0.22
2005-01-04/2005-12-31,2005,Close,Open,Open,nsmallest,-9999,3,1,2,0.999,0.002,1254,391938.4554,456106.2355,0.69
2011-01-04/2011-12-31,2011,Close,Open,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,391627.2729,455739.845,0.73
2005-01-04/2005-12-31,2005,Open,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,382982.7138,445563.0015,0.54
2002-01-01/2002-12-31,2002,Close,Open,Open,nsmallest,-9999,2,2,2,0.999,0.002,1254,424872.0744,444207.6124,0.58
2005-01-07/2005-12-31,2005,Open,Open,Open,nsmallest,-9999,3,1,1,0.999,0.002,1254,337965.629,437360.8708,0.51
2004-01-01/2004-12-31,2004,Close,Open,Open,nsmallest,-9999,2,2,2,0.999,0.002,1254,428489.7194,432312.6064,0.67
2005-01-06/2005-12-31,2005,Open,Open,Open,nsmallest,-9999,2,1,2,0.999,0.002,1254,332328.4716,414662.8411,0.64
2000-08-07/2022-12-31,2000,Close,Open,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,6.5462950357018814e+125,414187.9459,0.63
2000-08-06/2022-12-31,2000,Close,Open,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,6.5462950357018814e+125,413533.7164,0.63
2000-08-05/2022-12-31,2000,Close,Open,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,6.5462950357018814e+125,412880.6798,0.63
2000-08-02/2022-12-31,2000,Close,Open,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,6.570345941243041e+125,410995.9479,0.63
2003-01-02/2003-12-31,2003,Open,Open,Open,nsmallest,-9999,3,2,2,0.999,0.002,1254,373885.1191,404836.765,0.65
2023-01-05/2023-12-23,2023,Close,Close,Open,nsmallest,-9999,2,1,2,0.999,0.002,1254,253209.438,404462.1862,0.32
2005-01-04/2005-12-31,2005,Open,Open,Close,nsmallest,-9999,3,1,2,0.999,0.002,1254,347895.3009,404284.6228,0.67
2000-08-10/2022-12-31,2000,Close,Open,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,2.674191229334594e+125,399846.3478,0.63
2023-01-05/2023-12-23,2023,Close,Open,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,249252.3776,397905.4174,0.55
2006-01-03/2006-12-31,2006,Close,Open,Close,nsmallest,-9999,3,2,1,0.999,0.002,1254,354294.3475,397361.5706,0.33
2005-01-03/2005-12-31,2005,Open,Open,Open,nsmallest,-9999,2,1,2,0.999,0.002,1254,348097.135,390349.1917,0.64
2022-01-04/2022-12-31,2022,Close,Close,Open,nsmallest,-9999,2,2,2,0.999,0.002,1254,324501.0013,376789.4885,0.35
2010-01-07/2010-12-31,2010,Close,Open,Close,nsmallest,-9999,2,1,1,0.999,0.002,1254,287691.2201,371088.5003,0.44
2002-01-01/2002-12-31,2002,Open,Open,Open,nsmallest,-9999,3,2,2,0.999,0.002,1254,353355.0974,369202.2034,0.53
2023-01-05/2023-12-23,2023,Close,Open,Open,nsmallest,-9999,3,2,1,0.999,0.002,1254,230270.4386,366508.2895,0.21
2004-01-07/2004-12-31,2004,Open,Open,Open,nsmallest,-9999,2,2,2,0.999,0.002,1254,291296.9327,362632.8205,0.67
2023-01-05/2023-12-23,2023,Open,Open,Open,nsmallest,-9999,3,2,1,0.999,0.002,1254,221852.2152,352614.8067,0.18
2011-01-03/2011-12-31,2011,Close,Open,Open,nsmallest,-9999,2,1,2,0.999,0.002,1254,307832.2178,344816.1585,0.72
2000-08-14/2022-12-31,2000,Close,Open,Close,nsmallest,-9999,2,2,1,0.999,0.002,1254,6.871759674190821e+123,341649.4711,0.38
2000-08-13/2022-12-31,2000,Close,Open,Close,nsmallest,-9999,2,2,1,0.999,0.002,1254,6.871759674190821e+123,341117.3916,0.38
2000-08-12/2022-12-31,2000,Close,Open,Close,nsmallest,-9999,2,2,1,0.999,0.002,1254,6.871759674190821e+123,340586.2706,0.38
2002-01-04/2002-12-31,2002,Close,Open,Close,nsmallest,-9999,3,2,2,0.999,0.002,1254,292787.2087,339554.128,0.64
2011-01-05/2011-12-31,2011,Close,Open,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,281995.5685,338629.6513,0.73
2000-08-08/2022-12-31,2000,Close,Open,Close,nsmallest,-9999,2,2,1,0.999,0.002,1254,6.837483172342909e+123,338395.7672,0.38
2005-01-04/2005-12-31,2005,Close,Open,Close,nsmallest,-9999,3,2,2,0.999,0.002,1254,290142.1673,336450.6459,0.65
2000-08-02/2022-12-31,2000,Close,Open,Close,nsmallest,-9999,2,2,1,0.999,0.002,1254,6.977651306021833e+123,335556.2309,0.38
2010-01-04/2010-12-31,2010,Close,Open,Close,nsmallest,-9999,2,1,1,0.999,0.002,1254,287691.2201,333575.1958,0.43
2023-01-05/2023-12-23,2023,Open,Close,Open,nsmallest,-9999,3,2,1,0.999,0.002,1254,210003.5541,333093.4878,0.32
2002-01-01/2002-12-31,2002,Close,Open,Close,nsmallest,-9999,3,2,2,0.999,0.002,1254,318352.2087,332510.3865,0.55
2002-01-01/2002-12-31,2002,Close,Open,Open,nsmallest,-9999,3,2,2,0.999,0.002,1254,310292.6504,324063.8554,0.53
2005-01-04/2005-12-31,2005,Close,Open,Open,nsmallest,-9999,3,2,2,0.999,0.002,1254,270831.2789,313803.0686,0.63
2023-01-05/2023-12-23,2023,Open,Open,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,196157.4359,310333.9187,0.4
2000-08-09/2022-12-31,2000,Close,Open,Close,nsmallest,-9999,2,2,1,0.999,0.002,1254,5.131666055871846e+122,301910.3245,0.42
2001-01-03/2001-12-31,2001,Open,Open,Open,nsmallest,-9999,3,1,2,0.999,0.002,1254,269129.2622,301099.8714,0.59
2006-01-03/2006-12-31,2006,Open,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,268953.6216,300901.6022,0.4
2000-08-03/2022-12-31,2000,Close,Open,Close,nsmallest,-9999,2,2,1,0.999,0.002,1254,5.106069182671021e+122,299063.9325,0.42
2023-01-05/2023-12-23,2023,Close,Close,Close,nsmallest,-9999,2,1,1,0.999,0.002,1254,187451.306,296053.8943,0.21
2000-08-14/2022-12-31,2000,Close,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,2.7259839588366845e+122,295769.6581,0.38
2000-08-13/2022-12-31,2000,Close,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,2.7259839588366845e+122,295314.2403,0.38
2000-08-12/2022-12-31,2000,Close,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,2.7259839588366845e+122,294859.6348,0.38
2000-08-09/2022-12-31,2000,Close,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,2.712386685556974e+122,293435.1429,0.38
2004-01-01/2004-12-31,2004,Open,Open,Open,nsmallest,-9999,2,2,2,0.999,0.002,1254,289843.9366,292351.5684,0.66
2006-01-06/2006-12-31,2006,Open,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,235152.4924,291649.9724,0.39
2000-08-04/2022-12-31,2000,Close,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,2.7015587945966815e+122,291134.8724,0.38
2000-08-01/2022-12-31,2000,Close,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,2.688083354621232e+122,289731.0958,0.38
2004-01-02/2004-12-31,2004,Open,Open,Open,nsmallest,-9999,3,2,1,0.999,0.002,1254,267028.7827,278736.1096,0.33
2011-01-04/2011-12-31,2011,Close,Open,Close,nsmallest,-9999,3,1,1,0.999,0.002,1254,235427.0428,272331.8421,0.46
2005-01-04/2005-12-31,2005,Close,Open,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,223942.5489,258894.5987,0.69
2000-08-11/2022-12-31,2000,Open,Open,Close,nsmallest,-9999,2,1,1,0.999,0.002,1254,1.45837680707158e+121,258311.7948,0.39
2004-01-01/2004-12-31,2004,Open,Open,Close,nsmallest,-9999,3,2,2,0.999,0.002,1254,255676.514,257866.3863,0.63
2000-08-08/2022-12-31,2000,Open,Open,Close,nsmallest,-9999,2,1,1,0.999,0.002,1254,1.4511023886267252e+121,257076.497,0.39
2000-08-03/2022-12-31,2000,Open,Open,Close,nsmallest,-9999,2,1,1,0.999,0.002,1254,1.4438642551553112e+121,255070.7148,0.39
2000-08-07/2022-12-31,2000,Open,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,1.0520966670888756e+121,253026.8355,0.39
2000-08-06/2022-12-31,2000,Open,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,1.0520966670888756e+121,252642.3845,0.39
2000-08-05/2022-12-31,2000,Open,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,1.0520966670888756e+121,252258.6114,0.39
2000-08-02/2022-12-31,2000,Open,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,1.073664607010417e+121,251338.814,0.39
2004-01-02/2004-12-31,2004,Open,Open,Open,nsmallest,-9999,3,1,2,0.999,0.002,1254,237084.3987,247377.814,0.53
2000-08-11/2022-12-31,2000,Close,Open,Close,nsmallest,-9999,3,1,1,0.999,0.002,1254,4.1383937489070565e+120,244179.4786,0.39
2000-08-07/2022-12-31,2000,Close,Open,Close,nsmallest,-9999,3,1,1,0.999,0.002,1254,4.117751341764293e+120,242648.6894,0.39
2000-08-06/2022-12-31,2000,Close,Open,Close,nsmallest,-9999,3,1,1,0.999,0.002,1254,4.117751341764293e+120,242281.2471,0.39
2000-08-05/2022-12-31,2000,Close,Open,Close,nsmallest,-9999,3,1,1,0.999,0.002,1254,4.117751341764293e+120,241914.4509,0.39
2023-01-05/2023-12-23,2023,Open,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,153595.2294,240770.6765,0.23
2000-08-01/2022-12-31,2000,Close,Open,Close,nsmallest,-9999,3,1,1,0.999,0.002,1254,4.1685477914533846e+120,240585.2607,0.39
2003-01-07/2003-12-31,2003,Open,Close,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,187826.7759,240191.9559,0.44
2000-08-10/2022-12-31,2000,Open,Open,Open,nsmallest,-9999,2,1,1,0.999,0.002,1254,2.658301533891211e+120,239036.9239,0.39
2023-01-05/2023-12-23,2023,Close,Close,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,150831.2844,236276.451,0.36
2002-01-04/2002-12-31,2002,Close,Open,Open,nsmallest,-9999,3,2,1,0.999,0.002,1254,201391.207,232532.786,0.34
2023-01-05/2023-12-23,2023,Open,Open,Close,nsmallest,-9999,2,1,1,0.999,0.002,1254,144763.9861,226421.8588,0.23
2023-01-05/2023-12-23,2023,Open,Open,Open,nsmallest,-9999,2,1,2,0.999,0.002,1254,141908.3064,221788.9626,0.38
2003-01-03/2003-12-31,2003,Open,Open,Open,nsmallest,-9999,3,1,2,0.999,0.002,1254,192854.4743,215119.6021,0.56
2001-01-03/2001-12-31,2001,Close,Open,Open,nsmallest,-9999,3,1,2,0.999,0.002,1254,186828.0423,208338.0263,0.53
2007-01-04/2007-12-31,2007,Close,Open,Open,nsmallest,-9999,2,2,1,0.999,0.002,1254,179252.3217,206686.9511,0.56
2006-01-06/2006-12-31,2006,Open,Open,Close,nsmallest,-9999,2,1,2,0.999,0.002,1254,167151.6004,206082.9817,0.64
2023-01-05/2023-12-23,2023,Close,Open,Close,nsmallest,-9999,3,2,1,0.999,0.002,1254,131061.9075,204224.9352,0.18
2023-01-05/2023-12-23,2023,Open,Open,Close,nsmallest,-9999,3,2,1,0.999,0.002,1254,130761.347,203738.9836,0.14
