date_range,year,start_watch_time,buy_time,sell_time,rank,pct_change_threshold,watch_days,hold_days,num_stocks_to_buy,loss_limit,fee,num_tickers,total_profit,yearly_profit,win_ratio
2000-08-04/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,1,1,0.999,0.002,1254,31375.0264,1.5874,0.27
2000-08-01/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,1,1,0.999,0.002,1254,31218.527,1.5868,0.27
2000-08-01/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,1,1,0.999,0.002,1254,31218.527,1.5868,0.27
2000-08-14/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,1,1,0.999,0.002,1254,30412.8636,1.5861,0.27
2000-08-14/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,1,1,0.999,0.002,1254,30412.8636,1.5861,0.27
2000-08-13/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,1,1,0.999,0.002,1254,30412.8636,1.586,0.27
2000-08-13/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,1,1,0.999,0.002,1254,30412.8636,1.586,0.27
2000-08-12/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,1,1,0.999,0.002,1254,30412.8636,1.5859,0.27
2000-08-12/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,1,1,0.999,0.002,1254,30412.8636,1.5859,0.27
2000-08-09/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,1,1,0.999,0.002,1254,30261.1636,1.5853,0.27
2000-08-09/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,1,1,0.999,0.002,1254,30261.1636,1.5853,0.27
2023-01-04/2023-06-23,2023,Open,Open,Open,nsmallest,-999,2,3,1,0.999,0.002,1254,1.2367,1.5785,0.26
2023-01-04/2023-06-23,2023,Close,Open,Open,nsmallest,-999,2,3,1,0.999,0.002,1254,1.2367,1.5785,0.26
2023-01-03/2023-06-23,2023,Close,Open,Close,nsmallest,-999,4,1,1,0.999,0.002,1254,1.2341,1.5672,0.43
2023-01-03/2023-06-23,2023,Open,Open,Close,nsmallest,-999,4,1,1,0.999,0.002,1254,1.2341,1.5672,0.43
2023-01-03/2023-06-23,2023,Close,Open,Close,nsmallest,-999,3,2,1,0.999,0.002,1254,1.229,1.5535,0.26
2023-01-03/2023-06-23,2023,Open,Open,Close,nsmallest,-999,3,2,1,0.999,0.002,1254,1.229,1.5535,0.26
2023-01-04/2023-06-23,2023,Close,Open,Open,nsmallest,-999,3,3,1,0.999,0.002,1254,1.2211,1.536,0.26
2023-01-04/2023-06-23,2023,Open,Open,Open,nsmallest,-999,3,3,1,0.999,0.002,1254,1.2211,1.536,0.26
2023-01-04/2023-06-23,2023,Close,Open,Open,nsmallest,-999,2,2,2,0.999,0.002,1254,1.215,1.5196,0.28
2023-01-04/2023-06-23,2023,Open,Open,Open,nsmallest,-999,2,2,2,0.999,0.002,1254,1.215,1.5196,0.28
2023-01-04/2023-06-23,2023,Open,Open,Close,nsmallest,-999,2,1,1,0.999,0.002,1254,1.2139,1.5165,0.28
2023-01-04/2023-06-23,2023,Close,Open,Close,nsmallest,-999,2,1,1,0.999,0.002,1254,1.2139,1.5165,0.28
2000-08-02/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,1,2,0.999,0.002,1254,7821.5365,1.4918,0.38
2000-08-02/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,1,2,0.999,0.002,1254,7821.5365,1.4918,0.38
2000-08-07/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,1,2,0.999,0.002,1254,7692.8701,1.4911,0.38
2000-08-07/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,1,2,0.999,0.002,1254,7692.8701,1.4911,0.38
2000-08-06/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,1,2,0.999,0.002,1254,7692.8701,1.491,0.38
2000-08-06/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,1,2,0.999,0.002,1254,7692.8701,1.491,0.38
2000-08-05/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,1,2,0.999,0.002,1254,7692.8701,1.4909,0.38
2000-08-05/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,1,2,0.999,0.002,1254,7692.8701,1.4909,0.38
2000-08-10/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,1,2,0.999,0.002,1254,7555.3564,1.4901,0.38
2000-08-10/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,1,2,0.999,0.002,1254,7555.3564,1.4901,0.38
2023-01-03/2023-06-23,2023,Open,Open,Open,nsmallest,-999,2,1,2,0.999,0.002,1254,1.2039,1.4864,0.44
2023-01-03/2023-06-23,2023,Close,Open,Open,nsmallest,-999,2,1,2,0.999,0.002,1254,1.2039,1.4864,0.44
2000-08-07/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,6841.0894,1.4833,0.34
2000-08-07/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,6841.0894,1.4833,0.34
2000-08-06/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,6841.0894,1.4832,0.34
2000-08-06/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,6841.0894,1.4832,0.34
2000-08-05/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,6841.0894,1.4831,0.34
2000-08-05/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,6841.0894,1.4831,0.34
2000-08-11/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,6774.4222,1.4829,0.34
2000-08-11/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,6774.4222,1.4829,0.34
2000-08-01/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,6806.9659,1.4825,0.34
2000-08-01/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,6806.9659,1.4825,0.34
2023-01-04/2023-06-23,2023,Close,Close,Close,nsmallest,-999,2,1,1,0.999,0.002,1254,1.2006,1.481,0.26
2023-01-04/2023-06-23,2023,Open,Close,Close,nsmallest,-999,2,1,1,0.999,0.002,1254,1.2006,1.481,0.26
2023-01-02/2023-06-23,2023,Open,Open,Close,nsmallest,-999,2,1,1,0.999,0.002,1254,1.2005,1.4742,0.28
2023-01-02/2023-06-23,2023,Close,Open,Close,nsmallest,-999,2,1,1,0.999,0.002,1254,1.2005,1.4742,0.28
2000-08-11/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,1,2,0.999,0.002,1254,5313.4515,1.4669,0.36
2000-08-11/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,1,2,0.999,0.002,1254,5313.4515,1.4669,0.36
2000-08-08/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,1,2,0.999,0.002,1254,5286.9478,1.4664,0.36
2000-08-08/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,1,2,0.999,0.002,1254,5286.9478,1.4664,0.36
2000-08-03/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,1,2,0.999,0.002,1254,5260.5764,1.4657,0.36
2000-08-03/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,1,2,0.999,0.002,1254,5260.5764,1.4657,0.36
2023-01-02/2023-06-23,2023,Close,Open,Close,nsmallest,-999,3,1,1,0.999,0.002,1254,1.1968,1.4644,0.38
2023-01-02/2023-06-23,2023,Open,Open,Close,nsmallest,-999,3,1,1,0.999,0.002,1254,1.1968,1.4644,0.38
2023-01-03/2023-06-23,2023,Close,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1.1899,1.4498,0.34
2023-01-03/2023-06-23,2023,Open,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1.1899,1.4498,0.34
2023-01-02/2023-06-23,2023,Open,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,1.1889,1.444,0.38
2023-01-02/2023-06-23,2023,Close,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,1.1889,1.444,0.38
2023-01-05/2023-12-23,2023,Open,Open,Close,nsmallest,-999,2,3,1,0.999,0.002,1254,1.4223,1.4413,0.3
2023-01-05/2023-12-23,2023,Close,Open,Close,nsmallest,-999,2,3,1,0.999,0.002,1254,1.4223,1.4413,0.3
2023-01-03/2023-06-23,2023,Close,Open,Close,nsmallest,-999,2,3,2,0.999,0.002,1254,1.1834,1.4329,0.22
2023-01-03/2023-06-23,2023,Open,Open,Close,nsmallest,-999,2,3,2,0.999,0.002,1254,1.1834,1.4329,0.22
2023-01-03/2023-06-23,2023,Close,Open,Close,nsmallest,-999,4,2,1,0.999,0.002,1254,1.1834,1.4328,0.26
2023-01-03/2023-06-23,2023,Open,Open,Close,nsmallest,-999,4,2,1,0.999,0.002,1254,1.1834,1.4328,0.26
2023-01-05/2023-12-23,2023,Open,Open,Open,nsmallest,-999,2,3,1,0.999,0.002,1254,1.4131,1.4317,0.3
2023-01-05/2023-12-23,2023,Close,Open,Open,nsmallest,-999,2,3,1,0.999,0.002,1254,1.4131,1.4317,0.3
2023-01-06/2023-12-23,2023,Open,Open,Close,nsmallest,-999,2,1,2,0.999,0.002,1254,1.4063,1.4259,0.48
2023-01-06/2023-12-23,2023,Close,Open,Close,nsmallest,-999,2,1,2,0.999,0.002,1254,1.4063,1.4259,0.48
2023-01-04/2023-06-23,2023,Open,Open,Close,nsmallest,-999,4,2,1,0.999,0.002,1254,1.1793,1.4254,0.26
2023-01-04/2023-06-23,2023,Close,Open,Close,nsmallest,-999,4,2,1,0.999,0.002,1254,1.1793,1.4254,0.26
2023-01-02/2023-06-23,2023,Open,Open,Close,nsmallest,-999,4,3,2,0.999,0.002,1254,1.1803,1.4219,0.25
2023-01-02/2023-06-23,2023,Close,Open,Close,nsmallest,-999,4,3,2,0.999,0.002,1254,1.1803,1.4219,0.25
2000-08-04/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,2567.2496,1.4196,0.33
2000-08-04/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,2567.2496,1.4196,0.33
2000-08-10/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,2515.1601,1.4187,0.33
2000-08-10/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,2515.1601,1.4187,0.33
2023-01-02/2023-06-23,2023,Close,Open,Open,nsmallest,-999,2,2,2,0.999,0.002,1254,1.179,1.4186,0.41
2023-01-02/2023-06-23,2023,Open,Open,Open,nsmallest,-999,2,2,2,0.999,0.002,1254,1.179,1.4186,0.41
2023-01-03/2023-06-23,2023,Open,Open,Open,nsmallest,-999,2,1,1,0.999,0.002,1254,1.1754,1.4123,0.33
2023-01-03/2023-06-23,2023,Close,Open,Open,nsmallest,-999,2,1,1,0.999,0.002,1254,1.1754,1.4123,0.33
2000-08-04/2022-12-31,2000,Close,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,2275.0716,1.412,0.39
2000-08-04/2022-12-31,2000,Open,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,2275.0716,1.412,0.39
2000-08-10/2022-12-31,2000,Close,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,2234.4036,1.4112,0.39
2000-08-10/2022-12-31,2000,Open,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,2234.4036,1.4112,0.39
2000-08-14/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,2072.6558,1.4067,0.33
2000-08-14/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,2072.6558,1.4067,0.33
2000-08-12/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,2072.6558,1.4066,0.33
2000-08-13/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,2072.6558,1.4066,0.33
2000-08-13/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,2072.6558,1.4066,0.33
2000-08-12/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,2072.6558,1.4066,0.33
2000-08-02/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,2085.2966,1.4064,0.33
2000-08-02/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,2085.2966,1.4064,0.33
2023-01-04/2023-06-23,2023,Open,Open,Close,nsmallest,-999,2,3,2,0.999,0.002,1254,1.1719,1.4061,0.35
2023-01-04/2023-06-23,2023,Close,Open,Close,nsmallest,-999,2,3,2,0.999,0.002,1254,1.1719,1.4061,0.35
2000-08-08/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,2062.3174,1.406,0.33
2000-08-08/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,2,2,0.999,0.002,1254,2062.3174,1.406,0.33
2023-01-03/2023-06-23,2023,Open,Open,Open,nsmallest,-999,4,3,2,0.999,0.002,1254,1.172,1.4035,0.31
2023-01-03/2023-06-23,2023,Close,Open,Open,nsmallest,-999,4,3,2,0.999,0.002,1254,1.172,1.4035,0.31
2000-08-01/2022-12-31,2000,Close,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1919.2434,1.4011,0.38
2000-08-01/2022-12-31,2000,Open,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1919.2434,1.4011,0.38
2000-08-11/2022-12-31,2000,Close,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1897.1343,1.401,0.38
2000-08-11/2022-12-31,2000,Open,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1897.1343,1.401,0.38
2000-08-07/2022-12-31,2000,Open,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1887.6713,1.4004,0.38
2000-08-06/2022-12-31,2000,Close,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1887.6713,1.4004,0.38
2000-08-07/2022-12-31,2000,Close,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1887.6713,1.4004,0.38
2000-08-06/2022-12-31,2000,Open,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1887.6713,1.4004,0.38
2000-08-05/2022-12-31,2000,Open,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1887.6713,1.4003,0.38
2000-08-05/2022-12-31,2000,Close,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1887.6713,1.4003,0.38
2000-08-03/2022-12-31,2000,Close,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1803.3107,1.3973,0.4
2000-08-03/2022-12-31,2000,Open,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1803.3107,1.3973,0.4
2000-08-09/2022-12-31,2000,Close,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1775.069,1.3967,0.4
2000-08-09/2022-12-31,2000,Open,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1775.069,1.3967,0.4
2023-01-04/2023-06-23,2023,Close,Open,Close,nsmallest,-999,2,1,2,0.999,0.002,1254,1.1679,1.3959,0.38
2023-01-04/2023-06-23,2023,Open,Open,Close,nsmallest,-999,2,1,2,0.999,0.002,1254,1.1679,1.3959,0.38
2023-01-04/2023-06-23,2023,Open,Open,Close,nsmallest,-999,4,1,1,0.999,0.002,1254,1.1662,1.3916,0.35
2023-01-04/2023-06-23,2023,Close,Open,Close,nsmallest,-999,4,1,1,0.999,0.002,1254,1.1662,1.3916,0.35
2023-01-02/2023-06-23,2023,Open,Open,Open,nsmallest,-999,3,1,1,0.999,0.002,1254,1.1647,1.3823,0.31
2023-01-02/2023-06-23,2023,Close,Open,Open,nsmallest,-999,3,1,1,0.999,0.002,1254,1.1647,1.3823,0.31
2000-08-14/2022-12-31,2000,Close,Open,Open,nsmallest,-999,2,1,2,0.999,0.002,1254,1309.8152,1.3781,0.38
2000-08-14/2022-12-31,2000,Open,Open,Open,nsmallest,-999,2,1,2,0.999,0.002,1254,1309.8152,1.3781,0.38
2000-08-13/2022-12-31,2000,Open,Open,Open,nsmallest,-999,2,1,2,0.999,0.002,1254,1309.8152,1.3781,0.38
2000-08-13/2022-12-31,2000,Close,Open,Open,nsmallest,-999,2,1,2,0.999,0.002,1254,1309.8152,1.3781,0.38
2000-08-12/2022-12-31,2000,Open,Open,Open,nsmallest,-999,2,1,2,0.999,0.002,1254,1309.8152,1.378,0.38
2000-08-12/2022-12-31,2000,Close,Open,Open,nsmallest,-999,2,1,2,0.999,0.002,1254,1309.8152,1.378,0.38
2000-08-09/2022-12-31,2000,Open,Open,Open,nsmallest,-999,2,1,2,0.999,0.002,1254,1303.2819,1.3776,0.38
2000-08-09/2022-12-31,2000,Close,Open,Open,nsmallest,-999,2,1,2,0.999,0.002,1254,1303.2819,1.3776,0.38
2000-08-04/2022-12-31,2000,Close,Open,Open,nsmallest,-999,2,1,2,0.999,0.002,1254,1300.558,1.3772,0.38
2000-08-04/2022-12-31,2000,Open,Open,Open,nsmallest,-999,2,1,2,0.999,0.002,1254,1300.558,1.3772,0.38
2000-08-01/2022-12-31,2000,Close,Open,Open,nsmallest,-999,2,1,2,0.999,0.002,1254,1294.0708,1.3767,0.38
2000-08-01/2022-12-31,2000,Open,Open,Open,nsmallest,-999,2,1,2,0.999,0.002,1254,1294.0708,1.3767,0.38
2000-08-06/2022-12-31,2000,Open,Open,Open,nsmallest,-999,2,2,2,0.999,0.002,1254,1253.2452,1.375,0.34
2000-08-07/2022-12-31,2000,Close,Open,Open,nsmallest,-999,2,2,2,0.999,0.002,1254,1253.2452,1.375,0.34
2000-08-06/2022-12-31,2000,Close,Open,Open,nsmallest,-999,2,2,2,0.999,0.002,1254,1253.2452,1.375,0.34
2000-08-07/2022-12-31,2000,Open,Open,Open,nsmallest,-999,2,2,2,0.999,0.002,1254,1253.2452,1.375,0.34
2000-08-05/2022-12-31,2000,Close,Open,Open,nsmallest,-999,2,2,2,0.999,0.002,1254,1253.2452,1.3749,0.34
2000-08-05/2022-12-31,2000,Open,Open,Open,nsmallest,-999,2,2,2,0.999,0.002,1254,1253.2452,1.3749,0.34
2000-08-01/2022-12-31,2000,Open,Open,Open,nsmallest,-999,2,2,2,0.999,0.002,1254,1246.994,1.3744,0.34
2000-08-01/2022-12-31,2000,Close,Open,Open,nsmallest,-999,2,2,2,0.999,0.002,1254,1246.994,1.3744,0.34
2000-08-11/2022-12-31,2000,Open,Open,Open,nsmallest,-999,2,2,2,0.999,0.002,1254,1232.2883,1.3742,0.34
2000-08-11/2022-12-31,2000,Close,Open,Open,nsmallest,-999,2,2,2,0.999,0.002,1254,1232.2883,1.3742,0.34
2000-08-14/2022-12-31,2000,Close,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1182.9784,1.3719,0.38
2000-08-14/2022-12-31,2000,Open,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1182.9784,1.3719,0.38
2000-08-12/2022-12-31,2000,Open,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1182.9784,1.3718,0.38
2000-08-13/2022-12-31,2000,Open,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1182.9784,1.3718,0.38
2000-08-12/2022-12-31,2000,Close,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1182.9784,1.3718,0.38
2000-08-13/2022-12-31,2000,Close,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1182.9784,1.3718,0.38
2000-08-08/2022-12-31,2000,Close,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1177.0777,1.3712,0.38
2000-08-08/2022-12-31,2000,Open,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1177.0777,1.3712,0.38
2000-08-02/2022-12-31,2000,Open,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1171.2064,1.3706,0.38
2000-08-02/2022-12-31,2000,Close,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1171.2064,1.3706,0.38
2000-08-03/2022-12-31,2000,Open,Open,Close,nsmallest,-999,4,1,2,0.999,0.002,1254,1127.1295,1.3683,0.38
2000-08-03/2022-12-31,2000,Close,Open,Close,nsmallest,-999,4,1,2,0.999,0.002,1254,1127.1295,1.3683,0.38
2000-08-10/2022-12-31,2000,Close,Open,Close,nsmallest,-999,4,1,2,0.999,0.002,1254,1106.9815,1.3676,0.38
2000-08-10/2022-12-31,2000,Open,Open,Close,nsmallest,-999,4,1,2,0.999,0.002,1254,1106.9815,1.3676,0.38
2000-08-04/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,3,2,0.999,0.002,1254,1093.0152,1.3665,0.3
2000-08-04/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,3,2,0.999,0.002,1254,1093.0152,1.3665,0.3
2000-08-11/2022-12-31,2000,Open,Open,Close,nsmallest,-999,2,3,2,0.999,0.002,1254,1079.7237,1.3661,0.3
2000-08-11/2022-12-31,2000,Close,Open,Close,nsmallest,-999,2,3,2,0.999,0.002,1254,1079.7237,1.3661,0.3
2000-08-03/2022-12-31,2000,Open,Open,Close,nsmallest,-999,3,1,1,0.999,0.002,1254,1015.6967,1.362,0.25
2000-08-03/2022-12-31,2000,Close,Open,Close,nsmallest,-999,3,1,1,0.999,0.002,1254,1015.6967,1.362,0.25
2023-01-02/2023-06-23,2023,Close,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1.1562,1.361,0.48
2023-01-02/2023-06-23,2023,Open,Open,Close,nsmallest,-999,3,1,2,0.999,0.002,1254,1.1562,1.361,0.48
