date_range,year,rank,pct_change_threshold,watch_days,hold_days,num_stocks_to_buy,loss_limit,fee,num_tickers,total_profit,yearly_profit,win_ratio
2012-01-02/2012-12-31,2012,nsmallest,-999,4,3,1,0.999,0.002,1254,12.2305,12.3362,0.34
2006-01-03/2006-12-31,2006,nsmallest,-999,2,3,3,0.999,0.002,1254,12.0475,12.3197,0.51
2018-01-05/2018-12-31,2018,nsmallest,-999,4,2,1,0.999,0.002,1254,11.8823,12.319,0.29
2003-01-02/2003-12-31,2003,nsmallest,-999,3,4,3,0.999,0.002,1254,12.1019,12.2904,0.61
2003-01-02/2003-12-31,2003,nsmallest,-999,2,4,3,0.999,0.002,1254,12.0756,12.2635,0.45
2003-01-02/2003-12-31,2003,nsmallest,-999,4,3,2,0.999,0.002,1254,12.0749,12.2628,0.33
2016-01-06/2016-12-31,2016,nsmallest,-999,2,1,2,0.999,0.002,1254,11.8255,12.2593,0.48
2005-01-03/2005-12-31,2005,nsmallest,-999,3,1,1,0.999,0.002,1254,11.9793,12.2494,0.34
2010-01-05/2010-12-31,2010,nsmallest,-999,4,3,2,0.999,0.002,1254,11.8097,12.2427,0.42
2003-01-02/2003-12-31,2003,nsmallest,-999,4,1,2,0.999,0.002,1254,12.0532,12.2406,0.42
2019-01-04/2019-12-31,2019,nsmallest,-999,2,2,1,0.999,0.002,1254,11.8862,12.2377,0.21
2000-08-09/2022-12-31,2000,nsmallest,-999,3,1,2,0.999,0.002,1254,2.2638901113144641e+24,12.2353,0.43
2000-08-03/2022-12-31,2000,nsmallest,-999,3,1,2,0.999,0.002,1254,2.2584228270843492e+24,12.2116,0.43
2001-01-03/2001-12-31,2001,nsmallest,-999,3,2,2,0.999,0.002,1254,11.9229,12.1912,0.44
2022-01-06/2022-12-31,2022,nsmallest,-999,4,4,3,0.999,0.002,1254,11.6798,12.1904,0.3
2015-01-08/2015-12-31,2015,nsmallest,-999,2,2,1,0.999,0.002,1254,11.5197,12.189,0.27
2020-01-07/2020-12-31,2020,nsmallest,-999,3,2,3,0.999,0.002,1254,11.671,12.1811,0.52
2021-01-07/2021-12-31,2021,nsmallest,-999,2,1,2,0.999,0.002,1254,11.5793,12.1681,0.43
2020-01-07/2020-12-31,2020,nsmallest,-999,2,1,1,0.999,0.002,1254,11.6502,12.159,0.23
2021-01-04/2021-12-31,2021,nsmallest,-999,2,2,2,0.999,0.002,1254,11.8091,12.1574,0.32
2022-01-07/2022-12-31,2022,nsmallest,-999,3,3,1,0.999,0.002,1254,11.5663,12.1542,0.22
2021-01-05/2021-12-31,2021,nsmallest,-999,2,3,2,0.999,0.002,1254,11.7199,12.1482,0.32
2022-01-06/2022-12-31,2022,nsmallest,-999,4,4,2,0.999,0.002,1254,11.6381,12.1462,0.2
2010-01-04/2010-12-31,2010,nsmallest,-999,4,3,2,0.999,0.002,1254,11.7979,12.1457,0.42
2017-01-02/2017-12-31,2017,nsmallest,-999,2,1,2,0.999,0.002,1254,11.9571,12.1424,0.46
2006-01-02/2006-12-31,2006,nsmallest,-999,3,2,3,0.999,0.002,1254,11.9458,12.1309,0.59
2009-01-07/2009-12-31,2009,nsmallest,-999,2,4,1,0.999,0.002,1254,11.5034,12.0867,0.19
2020-01-03/2020-12-31,2020,nsmallest,-999,2,2,3,0.999,0.002,1254,11.8922,12.0761,0.49
2020-01-06/2020-12-31,2020,nsmallest,-999,2,1,1,0.999,0.002,1254,11.6502,12.0749,0.23
2001-01-04/2001-12-31,2001,nsmallest,-999,2,3,2,0.999,0.002,1254,11.7276,12.0724,0.46
2000-08-10/2022-12-31,2000,nsmallest,-999,3,2,3,0.999,0.002,1254,1.6304854967365292e+24,12.061,0.5
2000-08-03/2022-12-31,2000,nsmallest,-999,3,2,3,0.999,0.002,1254,1.7063482904051248e+24,12.0598,0.5
2011-01-05/2011-12-31,2011,nsmallest,-999,3,2,1,0.999,0.002,1254,11.5897,12.0113,0.18
2003-01-06/2003-12-31,2003,nsmallest,-999,4,3,2,0.999,0.002,1254,11.5109,12.0111,0.43
2022-01-06/2022-12-31,2022,nsmallest,-999,3,2,1,0.999,0.002,1254,11.5016,12.0013,0.14
2002-01-01/2002-12-31,2002,nsmallest,-999,3,1,3,0.999,0.002,1254,11.863,11.9642,0.48
2006-01-04/2006-12-31,2006,nsmallest,-999,2,3,3,0.999,0.002,1254,11.6182,11.9585,0.49
2023-01-04/2023-06-23,2023,nsmallest,-999,2,2,3,0.999,0.002,1254,3.1724,11.9467,0.38
2016-01-01/2016-12-31,2016,nsmallest,-999,3,1,2,0.999,0.002,1254,11.892,11.9122,0.46
2021-01-01/2021-12-31,2021,nsmallest,-999,2,2,2,0.999,0.002,1254,11.8091,11.9096,0.32
2017-01-06/2017-12-31,2017,nsmallest,-999,2,1,2,0.999,0.002,1254,11.4073,11.9012,0.45
2009-01-01/2009-12-31,2009,nsmallest,-999,4,1,1,0.999,0.002,1254,11.791,11.8913,0.33
2012-01-06/2012-12-31,2012,nsmallest,-999,3,3,3,0.999,0.002,1254,11.4698,11.8852,0.54
2003-01-03/2003-12-31,2003,nsmallest,-999,4,3,2,0.999,0.002,1254,11.6216,11.8804,0.31
2023-01-03/2023-06-23,2023,nsmallest,-999,3,1,1,0.999,0.002,1254,3.1844,11.8704,0.14
2021-01-04/2021-12-31,2021,nsmallest,-999,2,1,2,0.999,0.002,1254,11.5273,11.8639,0.43
2014-01-02/2014-12-31,2014,nsmallest,-999,2,1,3,0.999,0.002,1254,11.6843,11.8637,0.68
2003-01-03/2003-12-31,2003,nsmallest,-999,4,1,2,0.999,0.002,1254,11.6008,11.8589,0.4
2003-01-06/2003-12-31,2003,nsmallest,-999,4,1,3,0.999,0.002,1254,11.3602,11.8512,0.64
2003-01-01/2003-12-31,2003,nsmallest,-999,3,3,1,0.999,0.002,1254,11.7413,11.8411,0.24
2004-01-05/2004-12-31,2004,nsmallest,-999,3,3,2,0.999,0.002,1254,11.4939,11.8291,0.43
2003-01-01/2003-12-31,2003,nsmallest,-999,2,3,3,0.999,0.002,1254,11.7293,11.8289,0.51
2022-01-03/2022-12-31,2022,nsmallest,-999,4,3,2,0.999,0.002,1254,11.5516,11.8082,0.34
2015-01-07/2015-12-31,2015,nsmallest,-999,3,1,3,0.999,0.002,1254,11.2432,11.8079,0.56
2019-01-07/2019-12-31,2019,nsmallest,-999,3,3,1,0.999,0.002,1254,11.2293,11.793,0.2
2020-01-03/2020-12-31,2020,nsmallest,-999,3,2,1,0.999,0.002,1254,11.5952,11.7726,0.22
2009-01-07/2009-12-31,2009,nsmallest,-999,4,3,1,0.999,0.002,1254,11.1849,11.7454,0.25
2003-01-07/2003-12-31,2003,nsmallest,-999,4,1,3,0.999,0.002,1254,11.1822,11.7425,0.62
2020-01-06/2020-12-31,2020,nsmallest,-999,2,1,2,0.999,0.002,1254,11.3274,11.7356,0.46
2020-01-07/2020-12-31,2020,nsmallest,-999,2,2,2,0.999,0.002,1254,11.2447,11.7286,0.35
2014-01-03/2014-12-31,2014,nsmallest,-999,2,1,3,0.999,0.002,1254,11.4729,11.727,0.67
2011-01-05/2011-12-31,2011,nsmallest,-999,3,3,1,0.999,0.002,1254,11.3061,11.7132,0.22
2010-01-06/2010-12-31,2010,nsmallest,-999,4,1,2,0.999,0.002,1254,11.2057,11.6872,0.38
2012-01-06/2012-12-31,2012,nsmallest,-999,4,1,1,0.999,0.002,1254,11.2579,11.6625,0.26
2020-01-03/2020-12-31,2020,nsmallest,-999,2,2,1,0.999,0.002,1254,11.4808,11.6558,0.22
2011-01-05/2011-12-31,2011,nsmallest,-999,4,1,3,0.999,0.002,1254,11.2501,11.6543,0.48
2013-01-07/2013-12-31,2013,nsmallest,-999,2,2,2,0.999,0.002,1254,11.0991,11.6535,0.39
2004-01-07/2004-12-31,2004,nsmallest,-999,4,3,3,0.999,0.002,1254,11.1658,11.6449,0.6
2006-01-06/2006-12-31,2006,nsmallest,-999,2,1,2,0.999,0.002,1254,11.1557,11.6341,0.31
2021-01-01/2021-12-31,2021,nsmallest,-999,2,1,2,0.999,0.002,1254,11.5273,11.6245,0.43
2020-01-01/2020-12-31,2020,nsmallest,-999,2,1,1,0.999,0.002,1254,11.6037,11.6232,0.22
2018-01-02/2018-12-31,2018,nsmallest,-999,3,4,1,0.999,0.002,1254,11.4248,11.5986,0.2
2017-01-03/2017-12-31,2017,nsmallest,-999,2,1,2,0.999,0.002,1254,11.3418,11.5918,0.42
2006-01-02/2006-12-31,2006,nsmallest,-999,2,1,2,0.999,0.002,1254,11.4143,11.5879,0.31
2015-01-01/2015-12-31,2015,nsmallest,-999,2,2,1,0.999,0.002,1254,11.4622,11.5586,0.27
2018-01-01/2018-12-31,2018,nsmallest,-999,3,4,1,0.999,0.002,1254,11.4248,11.5207,0.2
2016-01-06/2016-12-31,2016,nsmallest,-999,2,1,1,0.999,0.002,1254,11.0814,11.477,0.21
2000-08-07/2022-12-31,2000,nsmallest,-999,2,2,3,0.999,0.002,1254,5.4346430308278406e+23,11.4732,0.49
2000-08-06/2022-12-31,2000,nsmallest,-999,2,2,3,0.999,0.002,1254,5.4346430308278406e+23,11.4698,0.49
2023-01-06/2023-12-23,2023,nsmallest,-999,3,2,1,0.999,0.002,1254,10.4283,11.4697,0.22
2000-08-05/2022-12-31,2000,nsmallest,-999,2,2,3,0.999,0.002,1254,5.4346430308278406e+23,11.4663,0.49
2009-01-05/2009-12-31,2009,nsmallest,-999,3,1,2,0.999,0.002,1254,11.0693,11.4643,0.36
2004-01-06/2004-12-31,2004,nsmallest,-999,3,3,2,0.999,0.002,1254,11.067,11.4619,0.43
2000-08-11/2022-12-31,2000,nsmallest,-999,2,2,3,0.999,0.002,1254,5.15174544303633e+23,11.4595,0.49
2000-08-01/2022-12-31,2000,nsmallest,-999,2,2,3,0.999,0.002,1254,5.407534901219003e+23,11.4501,0.49
2019-01-02/2019-12-31,2019,nsmallest,-999,2,1,3,0.999,0.002,1254,11.2652,11.4356,0.52
2002-01-04/2002-12-31,2002,nsmallest,-999,4,2,2,0.999,0.002,1254,11.1074,11.4267,0.33
2000-08-11/2022-12-31,2000,nsmallest,-999,3,1,3,0.999,0.002,1254,4.8269558436584426e+23,11.4262,0.53
2004-01-07/2004-12-31,2004,nsmallest,-999,3,2,2,0.999,0.002,1254,10.9567,11.423,0.36
2000-08-01/2022-12-31,2000,nsmallest,-999,3,1,3,0.999,0.002,1254,4.998496069350274e+23,11.41,0.53
2000-08-07/2022-12-31,2000,nsmallest,-999,3,1,3,0.999,0.002,1254,4.8028788722945546e+23,11.41,0.53
2000-08-06/2022-12-31,2000,nsmallest,-999,3,1,3,0.999,0.002,1254,4.8028788722945546e+23,11.4067,0.53
2000-08-05/2022-12-31,2000,nsmallest,-999,3,1,3,0.999,0.002,1254,4.8028788722945546e+23,11.4033,0.53
2015-01-07/2015-12-31,2015,nsmallest,-999,3,1,2,0.999,0.002,1254,10.8552,11.3922,0.42
2009-01-06/2009-12-31,2009,nsmallest,-999,3,1,2,0.999,0.002,1254,10.9213,11.3854,0.34
2010-01-07/2010-12-31,2010,nsmallest,-999,2,2,2,0.999,0.002,1254,10.8184,11.3529,0.33
2008-01-07/2008-12-31,2008,nsmallest,-999,2,1,1,0.999,0.002,1254,10.8676,11.3285,0.19
2020-01-01/2020-12-31,2020,nsmallest,-999,2,1,2,0.999,0.002,1254,11.2822,11.3009,0.46
2000-08-10/2022-12-31,2000,nsmallest,-999,2,2,3,0.999,0.002,1254,3.7512763530891916e+23,11.2949,0.49
2012-01-03/2012-12-31,2012,nsmallest,-999,3,3,2,0.999,0.002,1254,11.125,11.2924,0.41
2011-01-04/2011-12-31,2011,nsmallest,-999,4,1,2,0.999,0.002,1254,10.962,11.2754,0.4
2000-08-04/2022-12-31,2000,nsmallest,-999,2,2,3,0.999,0.002,1254,3.732564896789044e+23,11.2723,0.49
2009-01-02/2009-12-31,2009,nsmallest,-999,2,3,1,0.999,0.002,1254,11.0957,11.2624,0.24
2020-01-07/2020-12-31,2020,nsmallest,-999,2,1,2,0.999,0.002,1254,10.788,11.2441,0.45
2002-01-03/2002-12-31,2002,nsmallest,-999,3,4,1,0.999,0.002,1254,11.0038,11.2433,0.19
2017-01-04/2017-12-31,2017,nsmallest,-999,2,1,2,0.999,0.002,1254,10.9141,11.2256,0.4
2011-01-03/2011-12-31,2011,nsmallest,-999,4,1,2,0.999,0.002,1254,10.9565,11.1945,0.4
2016-01-06/2016-12-31,2016,nsmallest,-999,3,4,1,0.999,0.002,1254,10.811,11.1929,0.26
2013-01-01/2013-12-31,2013,nsmallest,-999,2,2,2,0.999,0.002,1254,11.0548,11.1464,0.38
2022-01-03/2022-12-31,2022,nsmallest,-999,4,3,1,0.999,0.002,1254,10.9008,11.1371,0.2
2000-08-04/2022-12-31,2000,nsmallest,-999,3,2,3,0.999,0.002,1254,2.7186823723475375e+23,11.114,0.51
2023-01-05/2023-12-23,2023,nsmallest,-999,2,2,1,0.999,0.002,1254,10.1829,11.1124,0.15
2000-08-11/2022-12-31,2000,nsmallest,-999,3,2,3,0.999,0.002,1254,2.5771627397340028e+23,11.1104,0.51
2014-01-01/2014-12-31,2014,nsmallest,-999,3,3,3,0.999,0.002,1254,11.0137,11.1048,0.64
2022-01-05/2022-12-31,2022,nsmallest,-999,3,3,2,0.999,0.002,1254,10.7131,11.0901,0.24
2004-01-07/2004-12-31,2004,nsmallest,-999,2,3,3,0.999,0.002,1254,10.6404,11.0876,0.54
2021-01-05/2021-12-31,2021,nsmallest,-999,3,3,1,0.999,0.002,1254,10.6686,11.0434,0.24
2012-01-06/2012-12-31,2012,nsmallest,-999,2,2,3,0.999,0.002,1254,10.6604,11.0348,0.53
2009-01-05/2009-12-31,2009,nsmallest,-999,4,4,1,0.999,0.002,1254,10.6497,11.0235,0.35
2016-01-01/2016-12-31,2016,nsmallest,-999,2,2,1,0.999,0.002,1254,10.9995,11.0176,0.19
2012-01-04/2012-12-31,2012,nsmallest,-999,4,2,1,0.999,0.002,1254,10.7767,11.0092,0.2
2010-01-05/2010-12-31,2010,nsmallest,-999,3,1,2,0.999,0.002,1254,10.6218,10.9942,0.42
2018-01-05/2018-12-31,2018,nsmallest,-999,4,2,2,0.999,0.002,1254,10.6202,10.9925,0.49
2020-01-06/2020-12-31,2020,nsmallest,-999,3,2,2,0.999,0.002,1254,10.6138,10.9858,0.38
2008-01-03/2008-12-31,2008,nsmallest,-999,2,1,1,0.999,0.002,1254,10.8134,10.9741,0.19
2017-01-06/2017-12-31,2017,nsmallest,-999,2,2,2,0.999,0.002,1254,10.5056,10.9447,0.47
2012-01-03/2012-12-31,2012,nsmallest,-999,4,2,1,0.999,0.002,1254,10.7659,10.9257,0.2
2010-01-04/2010-12-31,2010,nsmallest,-999,3,1,2,0.999,0.002,1254,10.6111,10.9103,0.42
2010-01-01/2010-12-31,2010,nsmallest,-999,2,2,2,0.999,0.002,1254,10.8167,10.9055,0.33
2008-01-02/2008-12-31,2008,nsmallest,-999,2,1,1,0.999,0.002,1254,10.8134,10.9022,0.19
2000-08-09/2022-12-31,2000,nsmallest,-999,3,2,2,0.999,0.002,1254,1.6333369315667302e+23,10.88,0.38
2001-01-03/2001-12-31,2001,nsmallest,-999,3,2,3,0.999,0.002,1254,10.6429,10.8713,0.6
2000-08-11/2022-12-31,2000,nsmallest,-999,4,1,1,0.999,0.002,1254,1.5737159222657216e+23,10.8683,0.27
2000-08-11/2022-12-31,2000,nsmallest,-999,2,1,3,0.999,0.002,1254,1.5645875759903608e+23,10.8654,0.52
2012-01-04/2012-12-31,2012,nsmallest,-999,3,3,2,0.999,0.002,1254,10.6354,10.8635,0.39
2000-08-02/2022-12-31,2000,nsmallest,-999,3,2,2,0.999,0.002,1254,1.625189807830233e+23,10.8554,0.38
2000-08-08/2022-12-31,2000,nsmallest,-999,2,1,3,0.999,0.002,1254,1.5567833756861728e+23,10.8535,0.52
2000-08-04/2022-12-31,2000,nsmallest,-999,4,1,1,0.999,0.002,1254,1.565866189551665e+23,10.8437,0.27
2012-01-04/2012-12-31,2012,nsmallest,-999,3,4,1,0.999,0.002,1254,10.6122,10.8396,0.23
2000-08-03/2022-12-31,2000,nsmallest,-999,2,1,3,0.999,0.002,1254,1.5490181029200293e+23,10.8353,0.52
2012-01-06/2012-12-31,2012,nsmallest,-999,2,4,1,0.999,0.002,1254,10.4619,10.8263,0.2
2002-01-04/2002-12-31,2002,nsmallest,-999,3,3,3,0.999,0.002,1254,10.5104,10.8056,0.6
2014-01-02/2014-12-31,2014,nsmallest,-999,3,2,1,0.999,0.002,1254,10.6205,10.7772,0.26
2020-01-02/2020-12-31,2020,nsmallest,-999,3,2,2,0.999,0.002,1254,10.6831,10.7703,0.44
2022-01-07/2022-12-31,2022,nsmallest,-999,4,2,3,0.999,0.002,1254,10.2738,10.7701,0.41
2012-01-03/2012-12-31,2012,nsmallest,-999,3,4,1,0.999,0.002,1254,10.6016,10.7579,0.23
2000-08-09/2022-12-31,2000,nsmallest,-999,2,3,1,0.999,0.002,1254,1.1661741764948518e+23,10.7175,0.23
2016-01-06/2016-12-31,2016,nsmallest,-999,2,3,1,0.999,0.002,1254,10.3407,10.699,0.26
2016-01-06/2016-12-31,2016,nsmallest,-999,3,3,1,0.999,0.002,1254,10.3354,10.6935,0.2
2000-08-02/2022-12-31,2000,nsmallest,-999,2,3,1,0.999,0.002,1254,1.1603572717701805e+23,10.6934,0.23
2004-01-07/2004-12-31,2004,nsmallest,-999,2,2,3,0.999,0.002,1254,10.2606,10.6851,0.52
2012-01-02/2012-12-31,2012,nsmallest,-999,4,4,3,0.999,0.002,1254,10.5897,10.6759,0.65
2000-08-09/2022-12-31,2000,nsmallest,-999,4,1,2,0.999,0.002,1254,9.812368847577356e+22,10.6352,0.42
2006-01-05/2006-12-31,2006,nsmallest,-999,2,1,2,0.999,0.002,1254,10.2749,10.63,0.49
2014-01-07/2014-12-31,2014,nsmallest,-999,2,3,1,0.999,0.002,1254,10.1352,10.6218,0.22
2008-01-07/2008-12-31,2008,nsmallest,-999,2,2,2,0.999,0.002,1254,10.2007,10.6215,0.39
2000-08-02/2022-12-31,2000,nsmallest,-999,4,1,2,0.999,0.002,1254,9.763424516738831e+22,10.6113,0.42
2004-01-02/2004-12-31,2004,nsmallest,-999,3,3,3,0.999,0.002,1254,10.5257,10.6112,0.57
2011-01-04/2011-12-31,2011,nsmallest,-999,3,3,2,0.999,0.002,1254,10.3151,10.6024,0.4
2004-01-01/2004-12-31,2004,nsmallest,-999,2,4,3,0.999,0.002,1254,10.5683,10.5854,0.45
2000-08-14/2022-12-31,2000,nsmallest,-999,2,3,1,0.999,0.002,1254,8.510064975838087e+22,10.583,0.2
2000-08-13/2022-12-31,2000,nsmallest,-999,2,3,1,0.999,0.002,1254,8.510064975838087e+22,10.58,0.2
2000-08-12/2022-12-31,2000,nsmallest,-999,2,3,1,0.999,0.002,1254,8.510064975838087e+22,10.5769,0.2
2000-08-07/2022-12-31,2000,nsmallest,-999,2,3,1,0.999,0.002,1254,8.476092660565261e+22,10.5598,0.2
2000-08-06/2022-12-31,2000,nsmallest,-999,2,3,1,0.999,0.002,1254,8.476092660565261e+22,10.5567,0.2
2000-08-05/2022-12-31,2000,nsmallest,-999,2,3,1,0.999,0.002,1254,8.476092660565261e+22,10.5537,0.2
2004-01-01/2004-12-31,2004,nsmallest,-999,2,2,3,0.999,0.002,1254,10.5252,10.5421,0.52
2014-01-06/2014-12-31,2014,nsmallest,-999,2,3,1,0.999,0.002,1254,10.125,10.5414,0.22
2005-01-04/2005-12-31,2005,nsmallest,-999,3,1,1,0.999,0.002,1254,10.2472,10.5318,0.34
2003-01-07/2003-12-31,2003,nsmallest,-999,4,3,2,0.999,0.002,1254,10.0487,10.5294,0.4
2011-01-03/2011-12-31,2011,nsmallest,-999,3,3,2,0.999,0.002,1254,10.3048,10.5228,0.4
2000-08-14/2022-12-31,2000,nsmallest,-999,2,4,1,0.999,0.002,1254,7.091224501504887e+22,10.4971,0.19
2009-01-02/2009-12-31,2009,nsmallest,-999,3,2,3,0.999,0.002,1254,10.3442,10.495,0.51
2000-08-13/2022-12-31,2000,nsmallest,-999,2,4,1,0.999,0.002,1254,7.091224501504887e+22,10.4941,0.19
2000-08-12/2022-12-31,2000,nsmallest,-999,2,4,1,0.999,0.002,1254,7.091224501504887e+22,10.4911,0.19
2019-01-03/2019-12-31,2019,nsmallest,-999,2,2,2,0.999,0.002,1254,10.2703,10.4874,0.37
2018-01-02/2018-12-31,2018,nsmallest,-999,3,3,2,0.999,0.002,1254,10.3316,10.4822,0.37
2000-08-14/2022-12-31,2000,nsmallest,-999,2,3,2,0.999,0.002,1254,6.6757557718782686e+22,10.4688,0.35
2002-01-03/2002-12-31,2002,nsmallest,-999,4,3,3,0.999,0.002,1254,10.2513,10.4677,0.56
2000-08-13/2022-12-31,2000,nsmallest,-999,2,3,2,0.999,0.002,1254,6.6757557718782686e+22,10.4658,0.35
2000-08-04/2022-12-31,2000,nsmallest,-999,2,4,1,0.999,0.002,1254,7.055853303841695e+22,10.4647,0.19
2000-08-12/2022-12-31,2000,nsmallest,-999,2,3,2,0.999,0.002,1254,6.6757557718782686e+22,10.4628,0.35
2000-08-07/2022-12-31,2000,nsmallest,-999,2,3,2,0.999,0.002,1254,6.645781495213911e+22,10.4457,0.35
2000-08-06/2022-12-31,2000,nsmallest,-999,2,3,2,0.999,0.002,1254,6.645781495213911e+22,10.4427,0.35
2000-08-05/2022-12-31,2000,nsmallest,-999,2,3,2,0.999,0.002,1254,6.645781495213911e+22,10.4397,0.35
2013-01-04/2013-12-31,2013,nsmallest,-999,2,1,3,0.999,0.002,1254,10.1488,10.4295,0.52
2009-01-01/2009-12-31,2009,nsmallest,-999,3,2,3,0.999,0.002,1254,10.3455,10.4288,0.5
2018-01-01/2018-12-31,2018,nsmallest,-999,3,3,2,0.999,0.002,1254,10.3316,10.4148,0.37
2000-08-10/2022-12-31,2000,nsmallest,-999,2,4,3,0.999,0.002,1254,5.298346168432394e+22,10.3494,0.47
2000-08-02/2022-12-31,2000,nsmallest,-999,2,4,3,0.999,0.002,1254,5.440151334888477e+22,10.338,0.47
2000-08-03/2022-12-31,2000,nsmallest,-999,3,3,1,0.999,0.002,1254,5.2997245149988715e+22,10.3289,0.21
2022-01-05/2022-12-31,2022,nsmallest,-999,3,1,2,0.999,0.002,1254,9.9759,10.3162,0.37
2009-01-06/2009-12-31,2009,nsmallest,-999,4,4,1,0.999,0.002,1254,9.9096,10.3132,0.32
2022-01-07/2022-12-31,2022,nsmallest,-999,4,4,3,0.999,0.002,1254,9.8453,10.312,0.3
2017-01-04/2017-12-31,2017,nsmallest,-999,2,3,2,0.999,0.002,1254,10.0078,10.2829,0.56
2013-01-03/2013-12-31,2013,nsmallest,-999,4,1,2,0.999,0.002,1254,10.066,10.2769,0.5
2000-08-11/2022-12-31,2000,nsmallest,-999,3,3,1,0.999,0.002,1254,4.496590958274851e+22,10.2768,0.21
2012-01-02/2012-12-31,2012,nsmallest,-999,4,2,1,0.999,0.002,1254,10.1822,10.2636,0.26
2000-08-09/2022-12-31,2000,nsmallest,-999,2,2,3,0.999,0.002,1254,4.3239400250663395e+22,10.253,0.5
2000-08-03/2022-12-31,2000,nsmallest,-999,2,2,3,0.999,0.002,1254,4.302372108653888e+22,10.2333,0.5
2022-01-04/2022-12-31,2022,nsmallest,-999,3,4,1,0.999,0.002,1254,9.9429,10.2155,0.2
2017-01-03/2017-12-31,2017,nsmallest,-999,2,3,2,0.999,0.002,1254,9.9978,10.2066,0.56
2013-01-02/2013-12-31,2013,nsmallest,-999,4,1,2,0.999,0.002,1254,10.061,10.206,0.5
2011-01-05/2011-12-31,2011,nsmallest,-999,3,1,3,0.999,0.002,1254,9.8539,10.1882,0.54
2016-01-06/2016-12-31,2016,nsmallest,-999,2,1,3,0.999,0.002,1254,9.8393,10.1729,0.54
2022-01-06/2022-12-31,2022,nsmallest,-999,2,1,3,0.999,0.002,1254,9.773,10.1686,0.46
2008-01-01/2008-12-31,2008,nsmallest,-999,2,2,2,0.999,0.002,1254,10.1498,10.1659,0.38
2001-01-04/2001-12-31,2001,nsmallest,-999,2,3,3,0.999,0.002,1254,9.8382,10.1066,0.64
2023-01-06/2023-12-23,2023,nsmallest,-999,2,4,3,0.999,0.002,1254,9.2256,10.0966,0.27
2000-08-07/2022-12-31,2000,nsmallest,-999,2,4,2,0.999,0.002,1254,3.0483035370402764e+22,10.0885,0.35
2009-01-05/2009-12-31,2009,nsmallest,-999,4,2,1,0.999,0.002,1254,9.7584,10.0881,0.21
2000-08-06/2022-12-31,2000,nsmallest,-999,2,4,2,0.999,0.002,1254,3.0483035370402764e+22,10.0856,0.35
2000-08-05/2022-12-31,2000,nsmallest,-999,2,4,2,0.999,0.002,1254,3.0483035370402764e+22,10.0828,0.35
2012-01-06/2012-12-31,2012,nsmallest,-999,4,2,2,0.999,0.002,1254,9.7497,10.079,0.32
2004-01-07/2004-12-31,2004,nsmallest,-999,2,4,2,0.999,0.002,1254,9.6851,10.0757,0.43
2009-01-02/2009-12-31,2009,nsmallest,-999,3,4,2,0.999,0.002,1254,9.9255,10.0677,0.33
2013-01-07/2013-12-31,2013,nsmallest,-999,3,3,1,0.999,0.002,1254,9.6158,10.0668,0.27
2021-01-06/2021-12-31,2021,nsmallest,-999,4,2,1,0.999,0.002,1254,9.6442,10.0324,0.32
2000-08-08/2022-12-31,2000,nsmallest,-999,2,3,3,0.999,0.002,1254,2.670586080435163e+22,10.0319,0.46
2000-08-01/2022-12-31,2000,nsmallest,-999,2,3,3,0.999,0.002,1254,2.65726513309982e+22,10.0099,0.46
2019-01-07/2019-12-31,2019,nsmallest,-999,2,1,3,0.999,0.002,1254,9.5603,10.0075,0.51
2011-01-05/2011-12-31,2011,nsmallest,-999,2,3,3,0.999,0.002,1254,9.6779,10.0037,0.46
2002-01-04/2002-12-31,2002,nsmallest,-999,3,4,3,0.999,0.002,1254,9.7377,10.0022,0.6
2013-01-07/2013-12-31,2013,nsmallest,-999,2,4,1,0.999,0.002,1254,9.5458,9.992,0.32
2020-01-03/2020-12-31,2020,nsmallest,-999,3,2,2,0.999,0.002,1254,9.804,9.9437,0.42
2002-01-07/2002-12-31,2002,nsmallest,-999,2,3,3,0.999,0.002,1254,9.4923,9.9349,0.62
2011-01-07/2011-12-31,2011,nsmallest,-999,3,2,1,0.999,0.002,1254,9.4856,9.9278,0.26
2022-01-03/2022-12-31,2022,nsmallest,-999,2,1,3,0.999,0.002,1254,9.7242,9.9248,0.45
2009-01-01/2009-12-31,2009,nsmallest,-999,3,4,1,0.999,0.002,1254,9.8436,9.9212,0.25
2021-01-05/2021-12-31,2021,nsmallest,-999,2,2,1,0.999,0.002,1254,9.5655,9.8858,0.25
2023-01-02/2023-06-23,2023,nsmallest,-999,3,2,1,0.999,0.002,1254,2.9411,9.8831,0.13
2000-08-10/2022-12-31,2000,nsmallest,-999,2,3,1,0.999,0.002,1254,1.885080129714427e+22,9.8826,0.21
2000-08-03/2022-12-31,2000,nsmallest,-999,2,3,1,0.999,0.002,1254,1.8756773048757904e+22,9.8611,0.21
2000-08-10/2022-12-31,2000,nsmallest,-999,4,2,2,0.999,0.002,1254,1.7404116887789594e+22,9.8474,0.4
2000-08-02/2022-12-31,2000,nsmallest,-999,4,2,2,0.999,0.002,1254,1.731730473588821e+22,9.8233,0.4
2021-01-04/2021-12-31,2021,nsmallest,-999,3,1,1,0.999,0.002,1254,9.5529,9.8101,0.32
2000-08-08/2022-12-31,2000,nsmallest,-999,3,2,1,0.999,0.002,1254,1.607805577838405e+22,9.8072,0.23
2001-01-02/2001-12-31,2001,nsmallest,-999,2,4,3,0.999,0.002,1254,9.6699,9.8068,0.62
