,count_2000,count_2001,count_2002,count_2003,count_2004,count_2005,count_2006,count_2007,count_2008,count_2009,count_2010,count_2011,count_2012,count_2013,count_2014,count_2015,count_2016,count_2017,count_2018,count_2019,count_2020,count_2021,count_2022,count_2023,filter_lower_limit,filter_width,loss_limit,max_2000,max_2001,max_2002,max_2003,max_2004,max_2005,max_2006,max_2007,max_2008,max_2009,max_2010,max_2011,max_2012,max_2013,max_2014,max_2015,max_2016,max_2017,max_2018,max_2019,max_2020,max_2021,max_2022,max_2023,mean,mean_2000,mean_2001,mean_2002,mean_2003,mean_2004,mean_2005,mean_2006,mean_2007,mean_2008,mean_2009,mean_2010,mean_2011,mean_2012,mean_2013,mean_2014,mean_2015,mean_2016,mean_2017,mean_2018,mean_2019,mean_2020,mean_2021,mean_2022,mean_2023,median,median_2000,median_2001,median_2002,median_2003,median_2004,median_2005,median_2006,median_2007,median_2008,median_2009,median_2010,median_2011,median_2012,median_2013,median_2014,median_2015,median_2016,median_2017,median_2018,median_2019,median_2020,median_2021,median_2022,median_2023,min_2000,min_2001,min_2002,min_2003,min_2004,min_2005,min_2006,min_2007,min_2008,min_2009,min_2010,min_2011,min_2012,min_2013,min_2014,min_2015,min_2016,min_2017,min_2018,min_2019,min_2020,min_2021,min_2022,min_2023,n_days_future,n_days_past,n_results,median_median_10_last_years,mean_median_10_last_years,min_median_10_last_years,median_mean_10_last_years,mean_mean_10_last_years,min_mean_10_last_years
0,29.0,140.0,100.0,113.0,104.0,61.0,29.0,10.0,10.0,24.0,51.0,73.0,78.0,39.0,5.0,8.0,10.0,13.0,13.0,15.0,16.0,13.0,46.0,52.0,-100,50,-0.5,1939.215724406817,2126.4150142160447,2650.000046832222,1935.7143203822939,1965.2174341205396,1913.380096491548,1901.5698946721343,987.9999796549479,913.698638071724,252.26517667264199,200.0,100.0,100.0,214.0991563147749,262.2727665305229,68.75007107028817,46.66666004392862,119.19192478688629,177.89475137176956,233.33332298530482,198.3333151208037,50.0000109139367,9999900.252621254,1079900.070198441,10819.868992449121,688.3020221687573,461.7292205710719,509.2719377312094,442.67267092415324,538.9611476506683,381.7472583548813,522.7000875901198,636.78760512336,108.05960662507255,48.80966027159263,52.90365399104726,42.78082191780822,25.431624337640844,27.089931400827073,58.821218400591604,8.281258883786021,5.61096144631804,22.968183933986662,13.338057797828428,35.36289789604901,19.9358805521987,8.910256738358612,217417.43716118205,20806.08286001614,100.0,438.06226600296793,294.92635132034223,287.4483653086842,297.58225451877445,362.7894357259564,296.45851052891965,372.4964529574773,889.001818777808,4.751230732984168,0.0,98.1981913867919,0.0,0.0,0.0,-0.5,-0.5,-0.25,0.0,-0.5,-0.5,-0.5,-0.5,0.0,0.0,-0.5,-0.7407400212333817,-0.5,-0.5,-0.5,-0.5261814598655999,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-3.9999961853027344,-0.5,-0.5,-0.5,2,1,1052,-0.5,-0.29545454545454547,-0.5,22.968183933986662,21674.894424386195,5.61096144631804
1,32.0,172.0,146.0,160.0,135.0,79.0,44.0,11.0,13.0,29.0,57.0,81.0,96.0,46.0,10.0,18.0,16.0,23.0,34.0,33.0,41.0,30.0,76.0,122.0,-100,50,-0.5,1939.215724406817,2126.4150142160447,2650.000046832222,1935.7143203822939,1965.2174341205396,1913.380096491548,1901.5698946721343,987.9999796549479,913.698638071724,252.26517667264199,200.0,100.0,100.0,214.0991563147749,262.2727665305229,98.47322223435,46.66666004392862,119.19192478688629,499.9999689559145,233.33332298530482,198.3333151208037,50.0000109139367,263.6363710253692,1079900.070198441,959.453903032442,736.1277267961677,432.37140339886815,411.95310160823846,410.39085265187225,470.87161454515734,364.9084222198693,479.89309177200994,578.8523682939635,75.60833030868052,54.660279963606826,47.29885620892426,39.77160493827161,27.59846263231682,18.0327677891144,29.2106092002958,13.404875351260678,3.906521982378764,15.003756136601156,23.438128949255628,22.834285263535865,8.621533222448962,3.7483750389458765,17.624798245410297,8878.258399462911,53.73672990483027,885.3381516482382,265.9813201223983,210.29418583645528,290.3354533040474,301.08107821396226,294.184189382842,303.6580004476324,888.3529161466454,2.0833301696397792,21.666669845581055,0.0,0.0,0.0,0.0,-0.5,-0.25,-0.25,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.7407400212333817,-2.2185661659550027,-0.8064508376086847,-0.5,-0.5261814598655999,-0.5,-0.5,-1.4705080497860576,-0.5,-0.5,-0.5,-30.714285633571148,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-0.5,-3.9999961853027344,-21.964284351893834,-6.315737187845373,-39.99999813735481,2,2,1504,-0.5,-0.4090909090909091,-0.5,17.624798245410297,821.2803682401963,3.7483750389458765
