,,,,,,,,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count
year,,,,,,,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All
rank,pct_change_threshold,watch_days,hold_days,num_stocks_to_buy,loss_limit,fee,num_tickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsmallest,-999,2,3,3,0.999,0.002,1254,8.082650000000001,10.1066,15.7067,11.8289,11.0876,7.8057,12.3197,1.7821,3.1047,4.2477,5.6195,5.8729,9.3079,4.6299,3.2645,3.4163,3.3131,4.8889,8.3323,4.4118,4.3878,2.8053,6.823,5.0183,5.2681,8.88647142857143,58.7676,81.35868,245.8801,31.17174,8.29646,18.079720000000002,2.01154,3.0260800000000003,4.2562,4.87096,8.18492,14.392419999999998,4.14632,4.083679999999999,3.8116999999999996,3.2692799999999997,4.640980000000001,18.33118,4.07926,11.986099999999999,3.98238,14264.82428,721.66642,602.7131829457364,6.0921,1.7614,3.2306,2.8674,2.7307,1.5973,1.7943,1.2171,2.2768,3.6206,2.7702,3.4944,4.3281,2.5059,2.9867,2.9936,1.5785,3.1903,2.1807,2.7771,2.8576,1.778,1.9365,1.8726,1.2171,14.86,225.6708,345.8464,611.0466,67.6798,14.5271,48.5997,2.8493,4.1412,5.2681,7.1463,15.7153,33.0368,4.7879,5.5179,4.9839,5.52,5.7564,39.023,5.2798,43.5316,8.5948,71295.0298,3341.0963,71295.0298,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,3,3,2,0.999,0.002,1254,7.6114999999999995,5.0971,43.8494,7.1145,15.7851,6.1484,13.4733,1.6907,3.2676,7.2781,6.4584,8.8035,10.8635,2.4698,2.952,2.4902,3.2647,2.6053,5.2307,3.5851,7.5471,2.9152,3.2366,3.2668,5.2307,8.053671428571429,42.86914,74.60942,25634.65582,24.81288,55.863699999999994,10.2655,1.6379000000000001,3.01388,7.0854,5.9841999999999995,7.8147199999999994,9.04688,3.1435400000000002,4.15172,3.44198,3.85466,2.95648,6.17198,4.1886600000000005,6.65804,4.98472,4.6175,3451534.9614600004,134786.020948062,5.7889,3.0943,4.0058,2.6711,11.4619,2.7999,2.021,1.4877,2.1606,3.3206,2.9546,3.8529,2.5862,1.2144,1.9704,2.459,1.8554,2.2466,1.4449,3.0903,3.9692,2.8896,1.67,0.928,0.928,13.4185,102.3168,246.0452,65069.4887,63.1443,219.9877,19.1569,1.8077,3.6016,12.6834,8.2752,10.6024,15.0456,6.7096,9.7492,6.7682,6.9,4.2585,10.4822,6.5824,8.0789,12.7817,11.0901,17257628.8281,17257628.8281,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,4,1,2,0.999,0.002,1254,6.246700000000001,4.7173,5.3234,13.3152,3.3861,5.4893,2.1254,1.6698,2.6929,6.6528,9.6651,11.2754,9.0407,7.6601,3.3561,5.037,3.7518,2.5272,3.5971,3.6573,5.0274,2.9425,4.6676,6.2507,5.037,7.152121428571428,93.83668,511.50844000000006,134.97888,33.153659999999995,9.235499999999998,8.53458,1.7967600000000001,2.91004,6.75042,15.575380000000001,93.64456,24.60642,6.9417,3.93562,4.777559999999999,3.39796,2.92254,3.55614,4.96472,4.55996,3.3479599999999996,6.9851399999999995,10355525.7588,401415.8025333333,5.8173,1.6976,2.7705,11.8589,3.0054,4.8141,1.379,1.4402,2.2069,1.627,8.823,2.572,2.4506,2.6135,2.4047,3.306,2.5511,2.2025,2.3986,3.1147,3.0255,1.5426,3.2477,3.8075,1.379,10.6352,424.1405,2520.7224,623.9388,141.7386,23.9272,18.7198,2.4238,3.6752,15.4334,38.1067,422.2412,53.3266,10.2769,5.7913,6.4564,4.0366,3.9455,4.1843,7.4137,6.197,5.7086,14.3692,51777292.4133,51777292.4133,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,2,4,2,0.999,0.002,1254,6.9361,5.7539,29.8459,24.9988,18.3784,3.0132,7.4991,1.9446,2.7752,4.1259,8.0165,6.2736,5.1639,3.1325,5.7254,3.7638,4.6409,4.0959,3.2365,4.8305,5.5241,8.7165,4.0677,1.7302,4.7052,7.792371428571428,40.11754,25.137880000000003,323.49038,15.785480000000002,10.87804,25.23148,1.96212,3.28016,4.82302,8.4739,6.08916,4.68766,3.7992800000000004,4.95694,3.6741,4.02576,3.7527999999999997,6.85136,5.0271799999999995,4.99254,6.928700000000001,4.37088,1489143.94926,57739.69396356589,4.1165,3.2279,1.474,1.3166,10.0757,1.4654,1.4559,1.3863,2.6429,3.4826,3.1232,4.531,3.0785,2.2992,2.5943,2.1822,2.7888,3.0063,1.5438,3.7647,2.5226,2.892,2.088,1.3885,1.3166,12.3473,173.5964,46.0274,790.451,18.8167,42.753,102.1093,2.3475,4.7052,8.8724,13.3612,8.3573,6.3257,7.731,6.0046,5.009,4.7953,4.2748,13.7405,6.7386,6.4586,9.6772,9.0793,7445700.4102,7445700.4102,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,3,4,1,0.999,0.002,1254,8.2808,14.972,7.5338,18.7944,3.8745,41.8267,22.7545,1.3875,3.803,4.8769,5.704,3.9706,4.4908,4.3636,2.4565,1.8003,7.3918,3.7908,6.2111,8.0811,5.0707,1.3475,2.9773,2.6018,4.6049,7.550614285714286,22.537399999999998,245.56571999999997,13.24504,68.22486,347.68580000000003,18.08468,1.4719799999999998,3.61676,6.0482,8.07724,15.001920000000002,6.684279999999999,7.219799999999999,2.54006,2.1665,7.3257,4.16962,7.03158,8.08466,7.73736,2.07848,4.699199999999999,2.22802,32.2738984496124,3.4763,1.4224,4.2233,2.2909,2.2176,1.2583,1.1958,1.1953,1.8757,3.0773,2.8173,1.4532,2.9177,1.18,1.5732,1.3454,2.1876,2.4026,2.362,4.4366,1.6099,1.1991,1.8156,0.8538,0.8538,9.6789,58.7644,1199.8382,23.8964,243.0747,945.1108,29.3179,2.0318,5.0506,9.9212,17.2049,34.049,10.8396,14.7342,3.9385,3.8127,11.1929,6.67,11.5986,14.425,17.6328,4.6049,10.2155,3.7577,1199.8382,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,4,2,2,0.999,0.002,1254,6.9262,4.8685,11.4267,68.2341,14.9636,4.0019,2.3168,1.5342,3.0683,4.18,12.9009,5.8259,7.7668,2.9529,3.0609,2.1726,5.4678,2.4986,2.9959,2.8721,3.3798,4.3401,8.2765,3.8972,4.5467,7.083885714285714,53.16184,41.1043,85.71902,25.8851,42.79086,3.6062000000000003,1.63714,3.3668799999999997,6.772320000000001,11.30706,11.037020000000002,7.02294,4.55434,3.9643,4.14084,4.50082,2.9569199999999998,4.432119999999999,3.0645800000000003,3.42518,4.01832,7.95394,13029594.01896,505036.8323984496,4.7639,2.6516,3.749,1.8476,2.5278,1.7076,1.8138,1.4375,1.6054,2.4345,2.9893,4.514,2.9865,1.7315,2.613,1.9279,1.4359,1.4868,1.9967,2.4016,2.673,2.3507,2.0005,1.7271,1.4359,9.8474,248.4501,147.0145,147.8319,48.843,187.8831,9.1346,1.9064,4.5657,16.1964,14.7171,23.8912,10.079,7.8224,6.1352,9.0714,6.3387,5.039,10.9925,4.2833,4.0235,5.5892,16.6046,65145832.8088,65145832.8088,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,4,3,1,0.999,0.002,1254,6.93865,2.9582,7.1421,24.3946,39.166,1.3281,25.022,1.2539,2.5635,4.9825,7.5427,4.1162,7.1107,4.4885,2.3169,3.9079,2.9322,3.6836,2.3892,3.9957,3.1922,1.8965,2.416,1.0608,4.4369,6.787835714285714,60.05404,108.15366000000002,434.0305,69.17898,54.35104,19.386599999999998,0.8996999999999999,2.7107,5.726940000000001,10.11564,7.3354,8.37902,6.53524,2.5321399999999996,4.0472,4.22372,4.642740000000001,2.56794,4.70486,4.17438,2.4287599999999996,4.14114,2118.1318,114.63015813953488,5.084,1.2055,0.466,20.017,3.286,1.0973,4.5041,0.1701,2.1245,2.2461,4.502,2.6144,2.3629,1.5163,2.2154,1.9162,1.4048,1.1084,1.5205,2.3119,1.975,1.1787,1.0596,0.8455,0.1701,8.0388,287.0646,333.1288,2074.2037,150.6483,136.3586,28.1287,1.6056,3.7029,11.7454,24.2757,23.0004,13.02,12.5223,3.4303,5.4361,9.2213,8.1628,3.3917,8.8564,8.0859,5.0557,11.1371,10586.0784,10586.0784,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,3,3,3,0.999,0.002,1254,6.029450000000001,4.1265,30.0605,6.4547,8.7904,4.2916,9.3955,1.5369,2.447,4.9007,4.5542,5.0365,8.9593,2.7644,4.5994,2.9528,3.4386,2.8969,3.566,2.5451,7.7276,3.0789,2.9624,3.1513,4.363,6.408242857142858,39.78486,33.656600000000005,4427.51286,13.91336,28.765480000000004,7.70096,1.47536,2.59698,5.59372,4.19784,5.65486,7.30822,2.84084,5.10828,3.43368,3.58476,2.84612,3.9220999999999995,2.8345399999999996,7.816599999999999,3.4520600000000004,3.9973,2294522.19788,89114.65652480621,5.0734,3.225,3.3026,2.8337,7.1536,2.2363,1.8763,1.2755,2.0582,3.9555,2.7723,2.9295,2.1562,1.3084,2.0413,2.8175,2.0851,2.2268,1.4672,2.3007,5.4905,2.2122,2.2546,1.3956,1.2755,9.6067,131.9128,88.5273,11206.3738,35.7391,106.4214,14.8934,1.6647,3.0385,8.7337,6.0669,9.0002,11.8852,4.934,11.1048,5.504,5.5509,3.742,5.6187,4.1021,9.6775,6.4967,6.4511,11472579.2172,11472579.2172,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,4,1,3,0.999,0.002,1254,4.873200000000001,4.0696,5.4827,11.7425,2.6684,4.358,2.3193,1.543,2.9659,5.3085,7.145,8.4127,8.8202,5.359,2.7877,3.7148,2.6831,2.6683,2.473,3.3817,4.711,2.5004,3.606,6.686,4.1731,5.7355,53.12542,235.1038,60.442240000000005,20.5063,7.70676,6.617839999999999,1.673,2.8972,4.83184,8.433159999999999,26.8322,11.35894,4.74574,3.04786,3.94566,2.86238,2.84634,2.9892399999999997,4.3604199999999995,3.9396999999999998,3.1092199999999997,4.7795000000000005,4772850.1824,185013.27118449612,4.7454,1.8862,3.461,8.1322,2.3558,3.8555,1.4903,1.3717,1.8925,1.7908,5.5856,2.9024,2.7432,2.3895,2.2031,3.2456,2.3945,2.0011,1.8556,2.746,2.5918,2.2311,3.1085,2.4978,1.3717,8.7469,227.6995,1146.0754,262.1883,85.128,20.2223,13.6974,2.3188,3.7095,9.6565,15.6887,102.8311,20.4529,6.1716,4.007,4.9034,4.0526,3.4565,4.1731,6.5458,4.9264,4.7151,8.9061,23864029.6081,23864029.6081,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,4,2,3,0.999,0.002,1254,5.68485,4.5545,8.5165,30.4502,9.2325,3.4936,2.0833,1.4949,2.6042,3.5539,8.8124,4.61,5.2245,2.8317,2.5596,2.4629,4.0272,2.9407,2.7675,3.3902,3.1722,3.3812,4.812,3.5137,4.0469,5.774035714285715,47.519040000000004,24.55014,46.26844,16.81138,30.08596,2.80772,1.52342,3.1585,4.74892,7.4289000000000005,7.7647,5.03278,3.5885400000000005,3.2577399999999996,3.88016,3.45674,2.85424,3.47964,3.0351,3.5105199999999996,3.29442,5.52696,11496227.17314,445599.8807906977,4.1558,2.3527,4.1228,2.167,2.1059,2.1008,1.843,1.4491,2.4517,2.5604,2.8518,3.934,3.1994,2.0823,2.3232,1.8638,1.5212,1.4583,2.0772,2.0037,2.9392,2.4364,3.0503,2.218,1.4491,7.3185,221.8041,55.674,84.9529,32.9553,128.6981,5.6596,1.614,4.1108,7.4705,9.2024,16.3675,6.5042,5.6278,4.6888,7.4392,4.502,3.6875,7.0064,3.9002,4.2345,3.8678,10.7701,57480706.6628,57480706.6628,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,4,3,2,0.999,0.002,1254,5.949999999999999,5.1646,19.2377,12.0111,24.5738,4.3328,17.8314,1.0402,3.3377,3.8999,8.8786,3.326,6.905,3.7726,2.7096,3.6747,2.8639,3.5715,2.9696,3.8446,3.3944,2.0171,3.227,1.4568,4.0453,5.865707142857143,24.5303,54.1962,76.28171999999999,23.43048,27.144599999999997,12.917580000000001,1.1926999999999999,2.97666,4.41544,8.03844,4.40846,5.70312,3.7572,3.36486,4.14716,2.82382,3.8526800000000003,2.56636,3.63442,4.07558,2.4378599999999997,4.7976,1118.8849599999999,54.88380542635659,4.3413,2.5957,4.7464,10.5294,2.7941,1.091,2.7308,0.9754,2.107,2.861,2.8799,3.0644,1.7647,1.7279,2.1711,2.7344,1.4404,1.7077,1.8346,1.6816,1.7464,1.8045,2.1331,0.908,0.908,7.153,93.1141,164.6571,334.7249,42.9507,65.6706,18.1687,1.5285,3.3696,7.6594,12.2427,9.1432,7.002,5.1681,4.9779,5.7234,4.1575,6.4519,3.2021,4.6046,7.4304,3.8677,11.8082,5587.9734,5587.9734,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,3,4,2,0.999,0.002,1254,6.5133,9.5718,6.0193,17.4222,3.1737,29.8089,16.8951,1.5054,3.3234,3.7046,3.7052,2.4491,5.6711,3.5741,2.4837,2.3868,3.786,3.0229,4.1258,4.433,2.8829,2.011,2.9222,1.6759,3.6627,6.085535714285714,17.352359999999997,127.4917,20.00958,29.6132,77.40729999999999,11.53236,1.5301200000000001,3.22744,4.82096,4.4875,6.8307199999999995,5.76738,4.22586,2.5313600000000003,2.36906,4.18696,3.0456399999999997,5.66718,4.563280000000001,4.6798,3.0596,3.5064599999999997,1.55446,14.205417829457364,3.6296,2.3418,3.6627,2.5152,1.9089,1.2833,1.5221,1.3279,1.9781,2.0665,2.5498,1.1611,4.2155,1.5295,1.8499,1.6857,2.4339,2.2571,2.2009,2.7551,2.3776,1.5319,1.7291,1.0755,1.0755,7.4944,41.6209,602.1381,60.0285,79.4204,187.7475,17.9427,1.6927,4.0519,10.0677,6.4747,14.3781,7.3265,7.0288,3.38,3.2806,6.3231,4.0981,9.034,7.3877,9.5214,7.7633,6.2627,2.1566,602.1381,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
All,,,,,,,,6.45885,4.0984,5.918100000000001,17.49125,10.563749999999999,2.25975,2.90225,1.53995,2.60705,4.0234000000000005,5.61735,4.93585,5.5964,2.9457,3.0183999999999997,3.058,3.35265,3.02905,3.02635,3.6511,4.2856000000000005,2.62235,3.35065,2.50465,3.5854,9.416870089285714,73.07195458333332,136.44624833333333,11134.10258,65.03090958333333,30.667224583333333,39.45984958333334,1.633115,3.0644054166666668,8.321247916666668,14.924164166666666,67.943125,61.47883125,4.5594975,4.483187083333333,4.407522083333333,5.448114166666667,4.217357083333334,5.960157083333333,5.78079625,6.4473883333333335,3.797751666666667,7616.5754495833335,9104222631.437586,352877595.1792906,1.1654,0.1829,0.146,0.9476,0.8798,0.7665,0.9034,0.1701,0.8749,1.1265,0.8462,0.9403,0.8667,1.0919,0.9964,1.0505,1.0444,0.8882,0.9893,0.8222,0.8667,0.9174,0.8652,0.8198,0.146,116.3177,2928.1519,11747.8812,1094596.8882,1640.4848,945.1108,4202.3352,4.0142,11.3285,166.2079,345.3514,7113.2294,4154.2892,43.0458,28.1732,45.2688,91.4994,31.0835,43.6623,86.5382,43.5316,19.435,702551.3914,2103683708601.6165,2103683708601.6165,672,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,240,6192
nsmallest,-999,2,4,3,0.999,0.002,1254,5.94705,4.1341,17.176,12.3445,13.2321,2.4137,4.8292,1.8024,2.8746,3.1622,6.0653,4.5301,4.6043,2.4507,3.423,2.7099,3.4697,3.1799,2.9979,3.5136,4.3132,6.4986,2.8583,1.5905,3.5563,6.348071428571428,30.754540000000002,16.092319999999997,138.86726000000002,20.69752,7.11866,16.111439999999998,1.7478000000000002,2.99178,3.56706,5.4682,4.461720000000001,4.063219999999999,2.64128,3.5669399999999998,2.85632,3.4593200000000004,2.93806,6.70294,3.62878,4.4689,5.39644,4.12382,621824.0962599999,24113.705239534884,3.5511,3.1615,1.6243,1.4457,5.1887,1.3767,1.4349,1.2292,2.1122,2.9774,2.8604,3.4747,2.6977,1.8527,2.7317,1.9173,2.7214,2.4579,1.4513,3.1251,2.5148,2.229,2.3741,1.1762,1.1762,10.3494,133.3117,30.5157,343.4033,61.2457,25.9488,52.7728,2.0648,4.3066,5.4299,7.503,5.2152,5.0897,4.5308,4.4841,3.7705,4.2435,3.2319,13.1767,4.4449,6.0055,8.5162,9.2542,3109106.1802,3109106.1802,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,4,3,3,0.999,0.002,1254,4.89565,4.5676,10.4677,8.8491,11.6449,3.3538,13.2948,1.3881,3.1358,3.8847,5.5573,2.7695,4.6529,3.1984,2.2621,3.7953,2.4711,2.5375,3.0548,3.1791,2.7711,2.452,2.6261,1.2603,3.5403,4.773307142857143,19.44778,37.947500000000005,31.95704,14.40618,19.1536,10.93252,1.31642,2.85356,3.6699599999999997,5.445819999999999,3.17814,4.662,3.03054,2.54136,3.5602199999999997,2.51294,3.27646,2.95828,3.17104,7.66142,2.43916,3.1304600000000002,523.88856,28.159155813953486,3.87,2.6932,4.2424,8.3257,1.95,1.4823,2.2725,1.0995,2.1148,2.356,3.0024,2.5106,1.7034,1.7539,1.81,2.5425,1.5165,1.8674,2.1354,1.6112,2.6297,1.6514,1.6515,1.0156,1.0156,6.0149,66.299,123.9379,124.8412,27.7069,44.9651,18.8728,1.4053,3.2289,5.0269,7.8546,5.0498,7.5793,3.8053,3.494,4.5885,3.4023,5.1529,4.3587,4.1224,17.538,3.5403,5.3968,2609.9518,2609.9518,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,4,4,1,0.999,0.002,1254,5.1541999999999994,4.5988,3.8994,23.5664,98.0117,5.6873,1.0652,1.7605,2.1424,9.7055,7.1795,3.8937,6.6412,2.0138,3.5333,2.0516,2.1743,3.2733,4.3019,2.9306,2.3494,1.4309,2.8296,1.9808,3.5333,4.8661642857142855,6.547,28.88644,59.27914,175.77447999999998,50.01838,4.77172,1.71834,2.52346,7.6111,6.0746,6.657260000000001,6.62042,3.664,3.65304,2.2331600000000003,2.73084,2.60262,4.6521,3.02958,2.8709,3.09588,4.57582,1.8680599999999998,15.700914728682172,3.4304,1.2834,2.3494,3.0055,2.6412,1.2942,0.9034,1.174,1.8008,2.0829,2.0701,3.8603,0.8667,1.5282,2.3604,1.4076,2.1467,0.8882,2.4725,1.1536,1.9756,1.2967,1.7963,0.8666,0.8666,6.8137,19.7895,82.0589,241.9647,383.3125,123.2624,19.705,2.5798,4.2775,11.0235,7.2134,16.1898,17.5474,7.9107,4.4735,2.9047,4.6664,3.8244,6.8945,4.8053,5.2002,5.7024,8.7809,2.8356,383.3125,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,3,4,3,0.999,0.002,1254,5.1327,7.0846,4.6714,12.2904,2.3147,18.3838,13.0756,1.4766,2.5991,3.0922,3.253,2.1525,4.6366,2.9502,2.0405,2.2531,3.3088,2.5778,3.2664,4.5466,3.4996,2.0183,4.4785,1.373,3.2546,5.035178571428572,13.4393,65.31418,13.853800000000001,15.03868,31.92826,10.3961,1.56862,2.72018,3.95576,3.53622,4.24664,5.2674199999999995,3.0970000000000004,2.205,2.2560200000000004,3.63272,2.62862,3.47354,4.330579999999999,5.19406,2.66906,4.45544,1.42724,8.55554031007752,3.2381,2.4941,3.4792,2.3831,1.762,1.315,1.6538,1.3284,1.7972,2.5454,2.3627,1.2436,3.7273,1.4031,1.7338,1.8482,2.3381,2.4123,2.3797,2.4125,2.4763,1.4756,1.8154,1.024,1.024,6.0807,31.2413,304.3863,39.8308,36.469,71.9228,17.2336,2.0481,3.3802,6.4717,4.607,8.6497,6.8263,4.6988,3.3006,2.9542,5.8328,3.0929,4.6165,7.3646,9.8047,6.1338,8.8286,2.1541,304.3863,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,4,4,2,0.999,0.002,1254,4.5209,3.0111,21.9062,20.5844,55.4289,3.9508,1.5941,1.791,1.7119,4.3958,5.7579,3.7942,3.4871,2.0525,2.8631,2.7251,1.9592,2.1915,3.8137,2.603,3.1762,1.7075,5.201,1.6079,3.2241,4.190857142857142,10.877699999999999,21.72074,27.27946,68.26732000000001,24.057139999999997,2.6199000000000003,1.6782,1.89242,4.39028,4.85556,4.81896,4.86184,2.6730600000000004,3.27322,2.58734,2.1037,2.23928,3.4587200000000005,3.07824,3.38116,2.26952,7.4519,1.59672,8.64987519379845,3.141,1.621,3.3204,2.8089,2.2196,1.2003,1.1326,1.1876,1.6567,1.8573,3.1464,2.9246,1.273,1.9941,2.4216,1.759,1.6614,1.1049,2.1376,1.8301,2.3578,1.1863,2.6326,1.1384,1.1049,5.5202,44.5228,52.3546,88.4797,138.7714,57.7816,7.5486,2.1975,2.5162,7.7315,6.1028,8.2091,14.6273,4.142,4.736,2.8924,2.7608,3.2362,4.0441,4.2719,5.0593,3.4565,14.299,2.1018,138.7714,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,4,4,3,0.999,0.002,1254,3.7068000000000003,2.7053,12.4362,19.1081,22.9032,2.9603,1.6071,1.6914,1.8847,3.3376,4.2696,3.1892,4.6802,2.2618,2.5278,2.1956,1.982,1.786,2.5976,2.0618,3.1068,2.2819,3.1173,1.6332,2.7053,3.604807142857143,11.54392,14.724100000000002,16.765880000000003,30.90004,16.61244,2.1974,1.57564,2.02688,3.6170999999999998,3.92842,3.8992199999999997,4.52304,2.3276,2.55242,2.2790600000000003,2.0431999999999997,2.13232,2.69872,2.47254,2.7971399999999997,2.07822,6.00368,1.85546,5.877825581395349,2.8293,1.4512,4.0384,2.3262,2.0398,1.2389,1.1157,1.1984,1.5419,1.9349,2.3841,2.8922,1.2086,1.9382,2.2024,1.6131,1.6221,1.1666,1.6335,1.554,1.7587,1.5418,1.9355,1.444,1.1157,4.64,47.6345,34.1141,40.3442,62.1913,38.4838,5.444,1.979,3.1295,6.2282,5.242,6.1853,10.6759,2.9338,3.1917,2.93,2.3204,3.0132,4.2798,3.4507,3.4059,2.6189,12.1904,2.5501,62.1913,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,1,1,2,0.999,0.002,1254,1.4336,1.2339,1.1667,1.1137,1.0956,0.9668,1.0146,0.8951,1.2764,1.8016,1.1809,1.2615,1.2851,1.4714,1.193,1.8879,1.8934,1.4709,1.6093,1.6652,7.2471,1.8604,1.8773,1.4256,1.4055,1.4334928571428571,1.19366,1.16906,1.12614,1.09276,0.9601599999999999,0.9895399999999999,0.8846399999999999,1.27016,1.72754,1.17086,1.2124000000000001,1.3911799999999999,1.50654,1.19852,1.781,1.94972,1.46626,1.5249599999999999,1.6595,6.6653,1.9462,1.9554200000000002,1.3380800000000002,1.5966426356589147,1.4051,1.1185,1.1588,1.1131,1.0471,0.908,0.9128,0.861,1.2511,1.6004,1.1137,1.1321,1.2747,1.4608,1.1872,1.3077,1.7815,1.4443,1.1779,1.4603,4.0345,1.8047,1.6786,1.1654,0.861,1.462,1.2494,1.1813,1.1701,1.113,0.9926,1.047,0.9004,1.2903,1.8195,1.1932,1.2659,1.5672,1.5698,1.2274,1.9144,2.2238,1.4846,1.6174,1.9163,7.4466,2.1095,2.3332,1.447,7.4466,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
nsmallest,-999,1,2,2,0.999,0.002,1254,1.44425,1.3349,1.2805,1.3498,1.2605,1.115,1.0527,0.9565,1.0433,1.7684,1.2556,1.1845,1.5445,1.4053,1.1587,1.7585,1.5714,1.6102,1.1295,1.3209,2.5656,1.5866,1.7379,1.3351,1.3763,1.4518071428571429,1.3062,1.26296,1.37746,1.22922,1.1091799999999998,1.07772,0.95198,1.17854,1.8046600000000002,1.25648,1.19232,1.54696,1.5382200000000001,1.1503999999999999,1.7525400000000002,1.5059200000000001,1.54174,1.2190400000000001,1.41996,4.61034,1.7085000000000001,1.79038,1.41986,1.5122341085271318,1.3758,1.1518,1.2007,1.2785,1.1214,1.0486,1.0281,0.8501,1.0375,1.7514,1.1645,1.1755,1.4561,1.3917,1.1131,1.5751,1.1549,1.4146,1.1276,1.2068,2.5136,1.5557,1.2796,1.1268,0.8501,1.5464,1.4485,1.3357,1.5115,1.2645,1.1588,1.1658,1.0484,1.4652,1.8886,1.3133,1.2395,1.605,1.9904,1.172,1.839,1.8317,1.6411,1.4096,1.7251,7.7336,2.2187,2.4096,1.7828,7.7336,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
