date_range,watch_days,hold_days,num_stocks_to_buy,loss_limit,total_profit,yearly_profit,win_ratio
2000-08-09/2022-12-31,7,20,1,1.0,0.79956,0.99006,0.0
2000-08-09/2022-12-31,6,30,1,1.0,0.79947,0.99006,0.2
2000-08-01/2022-12-31,8,6,2,1.0,0.79907,0.99004,0.53
2000-08-03/2022-12-31,25,7,1,1.0,0.79889,0.99003,0.51
2000-08-01/2022-12-31,15,20,1,1.0,0.7988,0.99003,0.24
2000-08-01/2022-12-31,10,17,1,1.0,0.79818,0.98999,0.25
2000-08-09/2022-12-31,20,40,2,0.998,0.79788,0.98997,0.59
2000-08-05/2022-12-31,3,13,2,0.999,0.79782,0.98997,0.16
2000-08-02/2022-12-31,5,40,2,1.0,0.79759,0.98996,0.2
2000-08-01/2022-12-31,20,25,1,1.0,0.7976,0.98996,0.35
2000-08-08/2022-12-31,11,40,2,0.999,0.79756,0.98995,0.63
2000-08-07/2022-12-31,11,40,2,0.999,0.79756,0.98995,0.63
2000-08-02/2022-12-31,6,40,1,0.999,0.79749,0.98995,0.0
2000-08-04/2022-12-31,9,8,2,1.0,0.79755,0.98995,0.28
2000-08-06/2022-12-31,11,40,2,0.999,0.79756,0.98995,0.63
2000-08-04/2022-12-31,30,30,2,0.999,0.79731,0.98994,0.4
2000-08-02/2022-12-31,30,4,1,1.0,0.79675,0.98991,0.13
2000-08-09/2022-12-31,13,5,2,0.998,0.79666,0.9899,0.02
2000-08-05/2022-12-31,30,4,1,1.0,0.79659,0.9899,0.07
2000-08-01/2022-12-31,4,40,2,0.998,0.7964,0.9899,0.4
2000-08-01/2022-12-31,20,9,2,0.998,0.79604,0.98988,0.17
2000-08-01/2022-12-31,11,9,1,0.999,0.79604,0.98988,0.07
2000-08-01/2022-12-31,20,30,2,0.998,0.79558,0.98985,0.48
2000-08-05/2022-12-31,40,8,1,0.998,0.7955,0.98984,0.24
2000-08-01/2022-12-31,20,9,2,0.999,0.79524,0.98983,0.14
2000-08-06/2022-12-31,25,40,1,1.0,0.79522,0.98982,0.53
2000-08-07/2022-12-31,25,40,1,1.0,0.79522,0.98982,0.53
2000-08-08/2022-12-31,25,40,1,1.0,0.79522,0.98982,0.53
2000-08-02/2022-12-31,8,11,2,1.0,0.79491,0.98981,0.01
2000-08-03/2022-12-31,7,7,1,1.0,0.79466,0.9898,0.45
2000-08-01/2022-12-31,30,20,2,1.0,0.79466,0.9898,0.51
2000-08-01/2022-12-31,7,10,2,0.998,0.79377,0.98975,0.19
2000-08-07/2022-12-31,15,3,1,0.998,0.79366,0.98974,0.18
2000-08-06/2022-12-31,15,3,1,0.998,0.79366,0.98974,0.18
2000-08-08/2022-12-31,20,25,2,1.0,0.79349,0.98972,0.09
2000-08-04/2022-12-31,40,10,2,1.0,0.79318,0.98971,0.15
2000-08-05/2022-12-31,20,30,1,1.0,0.79309,0.98971,0.04
2000-08-05/2022-12-31,13,40,1,0.998,0.79324,0.98971,0.06
2000-08-01/2022-12-31,17,5,1,1.0,0.79289,0.9897,0.02
2000-08-02/2022-12-31,30,15,2,0.999,0.79297,0.9897,0.53
2000-08-09/2022-12-31,40,4,2,0.999,0.79281,0.98969,0.0
2000-08-01/2022-12-31,13,7,2,0.998,0.79198,0.98965,0.04
2000-08-04/2022-12-31,20,10,2,0.998,0.79201,0.98965,0.01
2000-08-03/2022-12-31,40,25,2,0.998,0.79178,0.98964,0.05
2000-08-03/2022-12-31,40,9,2,0.998,0.79137,0.98961,0.5
2000-08-02/2022-12-31,15,13,2,0.999,0.79117,0.9896,0.06
2000-08-01/2022-12-31,17,11,1,1.0,0.79099,0.98959,0.1
2000-08-09/2022-12-31,11,6,1,1.0,0.79107,0.98959,0.89
2000-08-03/2022-12-31,30,5,2,0.998,0.79094,0.98959,0.09
2000-08-02/2022-12-31,17,30,1,0.999,0.79073,0.98958,0.0
2000-08-04/2022-12-31,15,13,1,1.0,0.79066,0.98957,0.07
2000-08-02/2022-12-31,13,25,2,0.999,0.79059,0.98957,0.22
2000-08-02/2022-12-31,4,9,2,0.998,0.79049,0.98956,0.63
2000-08-02/2022-12-31,40,10,2,0.999,0.79017,0.98955,0.0
2000-08-04/2022-12-31,4,17,1,0.999,0.79026,0.98955,0.74
2000-08-02/2022-12-31,25,17,2,0.998,0.78982,0.98953,0.0
2000-08-02/2022-12-31,7,15,2,1.0,0.78978,0.98953,0.67
2000-08-04/2022-12-31,25,9,1,0.998,0.78991,0.98953,0.53
2000-08-03/2022-12-31,6,8,2,0.998,0.78963,0.98952,0.63
2000-08-05/2022-12-31,17,6,2,0.998,0.78951,0.98951,0.0
2000-08-09/2022-12-31,9,10,2,1.0,0.78912,0.98948,0.53
2000-08-05/2022-12-31,10,13,1,0.999,0.78861,0.98946,0.76
2000-08-05/2022-12-31,13,35,1,1.0,0.78847,0.98945,0.45
2000-08-05/2022-12-31,13,15,2,0.999,0.78835,0.98944,0.0
2000-08-05/2022-12-31,20,13,1,0.999,0.78791,0.98942,0.18
2000-08-05/2022-12-31,4,9,1,0.999,0.78753,0.9894,0.0
2000-08-05/2022-12-31,15,40,2,0.998,0.7875,0.98939,0.0
2000-08-09/2022-12-31,8,20,2,1.0,0.78744,0.98939,0.41
2000-08-07/2022-12-31,4,13,2,1.0,0.78689,0.98936,0.62
2000-08-05/2022-12-31,35,25,2,1.0,0.78696,0.98936,0.0
2000-08-06/2022-12-31,4,13,2,1.0,0.78689,0.98936,0.62
2000-08-08/2022-12-31,4,13,2,1.0,0.78689,0.98936,0.62
2000-08-06/2022-12-31,7,11,1,0.998,0.7868,0.98935,0.05
2000-08-01/2022-12-31,40,7,1,1.0,0.78655,0.98935,0.19
2000-08-08/2022-12-31,7,11,1,0.998,0.7868,0.98935,0.05
2000-08-09/2022-12-31,15,17,1,0.998,0.78678,0.98935,0.78
2000-08-07/2022-12-31,7,11,1,0.998,0.7868,0.98935,0.05
2000-08-04/2022-12-31,8,6,2,0.999,0.78647,0.98934,0.21
2000-08-09/2022-12-31,10,15,1,0.999,0.78627,0.98932,0.3
2000-08-04/2022-12-31,30,40,2,0.998,0.78617,0.98932,0.3
2000-08-05/2022-12-31,4,40,2,0.999,0.7859,0.9893,0.28
2000-08-05/2022-12-31,8,15,1,0.999,0.78579,0.9893,0.6
2000-08-03/2022-12-31,13,25,1,0.999,0.78572,0.9893,0.74
2000-08-09/2022-12-31,40,15,2,1.0,0.78553,0.98928,0.04
2000-08-07/2022-12-31,30,25,2,1.0,0.78545,0.98928,0.0
2000-08-06/2022-12-31,30,25,2,1.0,0.78545,0.98928,0.0
2000-08-08/2022-12-31,30,25,2,1.0,0.78545,0.98927,0.0
2000-08-08/2022-12-31,40,30,2,0.999,0.78519,0.98926,0.22
2000-08-07/2022-12-31,40,30,2,0.999,0.78519,0.98926,0.22
2000-08-06/2022-12-31,40,30,2,0.999,0.78519,0.98926,0.22
2000-08-01/2022-12-31,30,9,1,0.999,0.78494,0.98926,0.46
2000-08-03/2022-12-31,11,8,2,1.0,0.78488,0.98925,0.12
2000-08-04/2022-12-31,17,8,1,0.999,0.78403,0.9892,0.09
2000-08-06/2022-12-31,20,25,2,1.0,0.78403,0.9892,0.07
2000-08-07/2022-12-31,20,25,2,1.0,0.78403,0.9892,0.07
2000-08-02/2022-12-31,35,10,1,1.0,0.78377,0.98919,0.0
2000-08-03/2022-12-31,35,10,1,0.999,0.78345,0.98917,0.0
2000-08-06/2022-12-31,17,6,2,0.999,0.78338,0.98916,0.0
2000-08-07/2022-12-31,17,6,2,0.999,0.78338,0.98916,0.0
2000-08-08/2022-12-31,17,6,2,0.999,0.78338,0.98916,0.0
2000-08-04/2022-12-31,15,25,2,1.0,0.78298,0.98914,0.48
2000-08-02/2022-12-31,13,40,2,1.0,0.78283,0.98913,0.24
2000-08-09/2022-12-31,6,10,1,1.0,0.78287,0.98913,0.3
2000-08-03/2022-12-31,40,4,1,1.0,0.78263,0.98912,0.02
2000-08-05/2022-12-31,30,40,2,1.0,0.78257,0.98912,0.47
2000-08-09/2022-12-31,7,15,2,1.0,0.78251,0.98911,0.02
2000-08-04/2022-12-31,25,10,1,0.998,0.78251,0.98911,0.21
2000-08-03/2022-12-31,25,35,1,0.999,0.78229,0.9891,0.17
2000-08-01/2022-12-31,17,10,1,0.999,0.78192,0.98909,0.14
2000-08-09/2022-12-31,35,15,1,0.999,0.78208,0.98908,0.0
2000-08-06/2022-12-31,3,20,2,0.999,0.78169,0.98907,0.47
2000-08-08/2022-12-31,7,30,1,0.999,0.78161,0.98906,0.22
2000-08-05/2022-12-31,13,35,1,0.998,0.78155,0.98906,0.42
2000-08-08/2022-12-31,3,20,2,0.999,0.78169,0.98906,0.47
2000-08-06/2022-12-31,7,30,1,0.999,0.78161,0.98906,0.22
2000-08-07/2022-12-31,3,20,2,0.999,0.78169,0.98906,0.47
2000-08-07/2022-12-31,7,30,1,0.999,0.78161,0.98906,0.22
2000-08-04/2022-12-31,5,30,2,1.0,0.78135,0.98905,0.34
2000-08-06/2022-12-31,15,4,2,0.998,0.7811,0.98903,0.5
2000-08-04/2022-12-31,30,40,2,1.0,0.78103,0.98903,0.31
2000-08-07/2022-12-31,15,4,2,0.998,0.7811,0.98903,0.5
2000-08-02/2022-12-31,35,4,2,0.998,0.78085,0.98902,0.1
2000-08-01/2022-12-31,35,5,1,0.998,0.78085,0.98902,0.0
2000-08-04/2022-12-31,25,35,1,0.999,0.78092,0.98902,0.63
2000-08-02/2022-12-31,3,10,2,0.998,0.78085,0.98902,0.48
2000-08-09/2022-12-31,30,40,1,1.0,0.78062,0.989,0.57
2000-08-04/2022-12-31,35,25,1,0.999,0.78024,0.98899,0.51
2000-08-09/2022-12-31,5,8,1,0.998,0.78044,0.98899,0.24
2000-08-02/2022-12-31,7,15,1,1.0,0.78018,0.98899,0.56
2000-08-03/2022-12-31,6,30,2,1.0,0.78016,0.98898,0.55
2000-08-03/2022-12-31,20,20,2,0.998,0.77993,0.98897,0.03
2000-08-04/2022-12-31,30,8,2,0.998,0.7798,0.98896,0.24
2000-08-06/2022-12-31,40,40,2,1.0,0.7796,0.98895,0.04
2000-08-07/2022-12-31,40,40,2,1.0,0.7796,0.98895,0.04
2000-08-07/2022-12-31,13,40,2,0.999,0.7795,0.98894,0.35
2000-08-08/2022-12-31,13,40,2,0.999,0.7795,0.98894,0.35
2000-08-06/2022-12-31,13,40,2,0.999,0.7795,0.98894,0.35
2000-08-08/2022-12-31,40,40,2,1.0,0.7796,0.98894,0.04
2000-08-03/2022-12-31,13,10,1,1.0,0.77866,0.9889,0.49
2000-08-04/2022-12-31,13,15,2,1.0,0.77811,0.98887,0.17
2000-08-02/2022-12-31,35,9,2,0.998,0.77806,0.98887,0.5
2000-08-09/2022-12-31,15,35,2,1.0,0.7783,0.98887,0.54
2000-08-07/2022-12-31,13,4,1,0.998,0.77822,0.98887,0.35
2000-08-06/2022-12-31,13,4,1,0.998,0.77822,0.98887,0.35
2000-08-08/2022-12-31,17,15,2,1.0,0.77789,0.98885,0.26
2000-08-07/2022-12-31,17,15,2,1.0,0.77789,0.98885,0.26
2000-08-06/2022-12-31,17,15,2,1.0,0.77789,0.98885,0.26
2000-08-03/2022-12-31,40,40,2,0.998,0.77769,0.98884,0.0
2000-08-05/2022-12-31,3,30,1,0.999,0.77747,0.98883,0.28
2000-08-03/2022-12-31,10,9,1,1.0,0.77746,0.98883,0.82
2000-08-05/2022-12-31,17,20,2,0.999,0.7773,0.98882,0.37
2000-08-01/2022-12-31,13,7,2,0.999,0.77729,0.98882,0.06
2000-08-09/2022-12-31,5,9,2,0.998,0.77747,0.98882,0.07
2000-08-05/2022-12-31,3,40,2,0.999,0.7772,0.98881,0.75
2000-08-06/2022-12-31,8,9,2,0.998,0.77706,0.9888,0.59
2000-08-07/2022-12-31,8,9,2,0.998,0.77706,0.9888,0.59
2000-08-08/2022-12-31,8,9,2,0.998,0.77706,0.9888,0.59
2000-08-03/2022-12-31,11,20,1,1.0,0.77669,0.98879,0.47
2000-08-09/2022-12-31,15,7,2,0.998,0.77679,0.98878,0.0
2000-08-02/2022-12-31,3,25,1,0.999,0.77635,0.98877,0.49
2000-08-01/2022-12-31,9,10,2,1.0,0.77626,0.98876,0.37
2000-08-06/2022-12-31,10,30,2,1.0,0.77604,0.98875,0.26
2000-08-01/2022-12-31,40,3,1,1.0,0.77593,0.98875,0.0
2000-08-02/2022-12-31,30,8,2,1.0,0.77602,0.98875,0.0
2000-08-07/2022-12-31,10,30,2,1.0,0.77604,0.98874,0.26
2000-08-02/2022-12-31,11,8,1,0.999,0.77592,0.98874,0.37
2000-08-05/2022-12-31,3,25,2,0.998,0.77557,0.98872,0.42
2000-08-03/2022-12-31,17,20,2,1.0,0.77545,0.98872,0.62
2000-08-03/2022-12-31,20,4,1,1.0,0.77528,0.98871,0.02
2000-08-08/2022-12-31,15,4,2,0.998,0.77556,0.98871,0.49
2000-08-05/2022-12-31,11,35,2,1.0,0.77506,0.98869,0.46
2000-08-06/2022-12-31,40,8,1,0.998,0.77494,0.98868,0.06
2000-08-07/2022-12-31,40,8,1,0.998,0.77494,0.98868,0.06
2000-08-01/2022-12-31,30,20,2,0.999,0.77477,0.98868,0.48
2000-08-08/2022-12-31,40,8,1,0.998,0.77494,0.98868,0.06
2000-08-03/2022-12-31,15,15,2,1.0,0.77462,0.98867,0.24
2000-08-03/2022-12-31,40,8,2,0.999,0.77391,0.98863,0.38
2000-08-03/2022-12-31,30,11,1,0.998,0.77366,0.98861,0.0
2000-08-01/2022-12-31,8,9,1,0.999,0.77351,0.98861,0.51
2000-08-06/2022-12-31,13,5,2,0.998,0.77347,0.9886,0.03
2000-08-07/2022-12-31,13,5,2,0.998,0.77347,0.9886,0.03
2000-08-08/2022-12-31,15,3,1,0.998,0.77312,0.98858,0.16
2000-08-04/2022-12-31,6,7,1,0.998,0.77295,0.98857,0.46
2000-08-04/2022-12-31,35,3,1,0.998,0.77211,0.98852,0.52
2000-08-03/2022-12-31,13,25,1,1.0,0.77165,0.9885,0.73
2000-08-06/2022-12-31,30,20,1,1.0,0.77168,0.9885,0.32
2000-08-07/2022-12-31,30,20,1,1.0,0.77168,0.9885,0.32
2000-08-03/2022-12-31,30,30,1,0.999,0.77158,0.98849,0.23
2000-08-04/2022-12-31,15,13,2,0.999,0.77146,0.98849,0.38
2000-08-08/2022-12-31,30,20,1,1.0,0.77168,0.98849,0.32
2000-08-05/2022-12-31,35,30,2,0.998,0.77141,0.98848,0.24
2000-08-09/2022-12-31,4,40,1,0.999,0.77144,0.98848,0.0
2000-08-04/2022-12-31,35,3,2,1.0,0.77131,0.98848,0.32
2000-08-03/2022-12-31,40,40,2,1.0,0.7711,0.98847,0.0
2000-08-01/2022-12-31,15,40,2,0.999,0.77104,0.98847,0.0
2000-08-09/2022-12-31,35,10,2,0.998,0.77133,0.98847,0.14
2000-08-05/2022-12-31,40,9,2,1.0,0.77109,0.98846,0.14
2000-08-02/2022-12-31,8,6,1,0.998,0.77087,0.98846,0.08
2000-08-04/2022-12-31,30,20,2,0.998,0.77095,0.98846,0.25
2000-08-05/2022-12-31,13,40,2,0.999,0.77088,0.98845,0.06
2000-08-02/2022-12-31,7,7,1,0.999,0.7708,0.98845,0.53
2000-08-05/2022-12-31,40,13,1,1.0,0.77024,0.98842,0.32
2000-08-02/2022-12-31,20,8,2,0.998,0.77007,0.98841,0.01
2000-08-01/2022-12-31,17,6,2,1.0,0.77001,0.98841,0.04
2000-08-03/2022-12-31,9,11,2,1.0,0.77,0.9884,0.04
2000-08-03/2022-12-31,30,40,1,0.998,0.76994,0.9884,0.0
2000-08-09/2022-12-31,40,17,1,1.0,0.76982,0.98839,0.17
2000-08-03/2022-12-31,25,13,1,1.0,0.76979,0.98839,0.65
2000-08-09/2022-12-31,4,35,1,0.998,0.76978,0.98838,0.29
2000-08-05/2022-12-31,30,30,2,0.999,0.76941,0.98837,0.46
2000-08-04/2022-12-31,25,10,2,0.999,0.769,0.98835,0.01
2000-08-09/2022-12-31,13,5,1,0.999,0.76888,0.98833,0.04
2000-08-05/2022-12-31,25,30,2,0.998,0.7688,0.98833,0.07
2000-08-09/2022-12-31,8,35,1,0.998,0.76857,0.98831,0.62
2000-08-05/2022-12-31,10,13,1,1.0,0.76842,0.98831,0.68
2000-08-03/2022-12-31,9,3,1,0.999,0.76807,0.98829,0.14
2000-08-03/2022-12-31,40,17,2,0.998,0.76805,0.98829,0.04
2000-08-04/2022-12-31,20,25,2,1.0,0.768,0.98829,0.0
2000-08-05/2022-12-31,15,10,1,0.998,0.76812,0.98829,0.32
2000-08-01/2022-12-31,40,7,1,0.999,0.76773,0.98828,0.16
2000-08-04/2022-12-31,15,15,2,0.998,0.76785,0.98828,0.0
2000-08-05/2022-12-31,10,13,1,0.998,0.7677,0.98827,0.77
2000-08-02/2022-12-31,35,17,2,1.0,0.76767,0.98827,0.0
2000-08-09/2022-12-31,40,25,1,1.0,0.76741,0.98825,0.14
2000-08-05/2022-12-31,8,35,1,1.0,0.76733,0.98825,0.08
2000-08-03/2022-12-31,30,20,1,0.999,0.7672,0.98824,0.42
2000-08-05/2022-12-31,8,13,2,1.0,0.76723,0.98824,0.11
2000-08-09/2022-12-31,20,6,1,1.0,0.76699,0.98822,0.22
2000-08-09/2022-12-31,25,5,1,1.0,0.7666,0.9882,0.3
2000-08-01/2022-12-31,15,20,2,0.999,0.76636,0.9882,0.13
2000-08-09/2022-12-31,13,40,2,1.0,0.76649,0.98819,0.17
2000-08-09/2022-12-31,25,13,1,0.998,0.76648,0.98819,0.0
2000-08-07/2022-12-31,40,11,2,0.998,0.76614,0.98818,0.66
2000-08-06/2022-12-31,40,11,2,0.998,0.76614,0.98818,0.66
2000-08-08/2022-12-31,40,11,2,0.998,0.76614,0.98818,0.66
2000-08-01/2022-12-31,30,6,2,1.0,0.76612,0.98818,0.45
2000-08-01/2022-12-31,7,30,2,0.999,0.76566,0.98816,0.62
2000-08-03/2022-12-31,17,6,2,1.0,0.76568,0.98816,0.02
2000-08-08/2022-12-31,10,4,2,1.0,0.76578,0.98815,0.0
2000-08-02/2022-12-31,8,15,1,0.999,0.76531,0.98814,0.47
2000-08-07/2022-12-31,10,15,2,1.0,0.76536,0.98813,0.23
2000-08-05/2022-12-31,3,40,2,0.998,0.76533,0.98813,0.75
2000-08-06/2022-12-31,10,15,2,1.0,0.76536,0.98813,0.23
2000-08-01/2022-12-31,35,6,1,1.0,0.76507,0.98812,0.06
2000-08-01/2022-12-31,25,11,2,0.998,0.76496,0.98812,0.23
2000-08-05/2022-12-31,40,10,1,1.0,0.76498,0.98811,0.0
2000-08-09/2022-12-31,20,35,2,0.999,0.76492,0.9881,0.0
2000-08-09/2022-12-31,6,15,1,0.999,0.7648,0.9881,0.65
2000-08-01/2022-12-31,25,9,1,1.0,0.76443,0.98809,0.37
2000-08-05/2022-12-31,35,30,2,1.0,0.76434,0.98808,0.07
2000-08-01/2022-12-31,15,4,2,0.998,0.7643,0.98808,0.06
2000-08-04/2022-12-31,8,25,1,0.998,0.76437,0.98808,0.3
2000-08-05/2022-12-31,40,25,2,0.998,0.76381,0.98805,0.41
2000-08-02/2022-12-31,30,30,2,0.999,0.76376,0.98805,0.51
2000-08-02/2022-12-31,4,35,2,0.998,0.76363,0.98804,0.63
2000-08-04/2022-12-31,4,17,1,0.998,0.76329,0.98802,0.72
2000-08-02/2022-12-31,13,30,1,0.999,0.76334,0.98802,0.7
2000-08-01/2022-12-31,20,15,2,1.0,0.76275,0.98799,0.0
2000-08-05/2022-12-31,15,3,2,1.0,0.76272,0.98798,0.0
2000-08-02/2022-12-31,10,25,2,0.998,0.76245,0.98797,0.0
2000-08-05/2022-12-31,30,35,2,1.0,0.76239,0.98796,0.0
2000-08-06/2022-12-31,10,25,1,1.0,0.76228,0.98796,0.1
2000-08-05/2022-12-31,20,35,2,0.999,0.76227,0.98796,0.0
2000-08-07/2022-12-31,10,25,1,1.0,0.76228,0.98795,0.1
2000-08-08/2022-12-31,10,25,1,1.0,0.76228,0.98795,0.1
2000-08-01/2022-12-31,25,5,1,0.999,0.76174,0.98793,0.01
2000-08-04/2022-12-31,9,25,2,0.999,0.76186,0.98793,0.06
2000-08-02/2022-12-31,30,25,2,0.998,0.76164,0.98792,0.0
2000-08-04/2022-12-31,35,8,2,0.998,0.76146,0.98791,0.02
2000-08-09/2022-12-31,40,3,2,0.999,0.7614,0.9879,0.0
2000-08-04/2022-12-31,5,11,2,1.0,0.76107,0.98789,0.12
2000-08-05/2022-12-31,11,11,1,0.998,0.76112,0.98789,0.0
2000-08-01/2022-12-31,40,13,1,1.0,0.76076,0.98788,0.49
2000-08-09/2022-12-31,20,13,2,1.0,0.76082,0.98787,0.0
2000-08-05/2022-12-31,4,6,2,1.0,0.76069,0.98787,0.31
2000-08-07/2022-12-31,5,4,1,1.0,0.7607,0.98786,0.31
2000-08-08/2022-12-31,5,4,1,1.0,0.7607,0.98786,0.31
2000-08-06/2022-12-31,5,4,1,1.0,0.7607,0.98786,0.31
2000-08-09/2022-12-31,40,30,2,1.0,0.76063,0.98786,0.14
2000-08-06/2022-12-31,40,5,2,1.0,0.76036,0.98784,0.19
2000-08-07/2022-12-31,40,5,2,1.0,0.76036,0.98784,0.19
2000-08-08/2022-12-31,40,5,2,1.0,0.76036,0.98784,0.19
2000-08-07/2022-12-31,11,4,1,1.0,0.76015,0.98783,0.06
2000-08-06/2022-12-31,11,4,1,1.0,0.76015,0.98783,0.06
2000-08-08/2022-12-31,11,4,1,1.0,0.76015,0.98783,0.06
2000-08-02/2022-12-31,35,30,2,0.999,0.76002,0.98783,0.11
2000-08-02/2022-12-31,15,35,2,0.999,0.7598,0.98782,0.74
2000-08-05/2022-12-31,7,5,1,0.998,0.75995,0.98782,0.04
2000-08-03/2022-12-31,10,40,2,0.999,0.75945,0.9878,0.0
2000-08-09/2022-12-31,4,30,1,0.999,0.7597,0.9878,0.8
2000-08-02/2022-12-31,30,25,2,0.999,0.75939,0.98779,0.01
2000-08-09/2022-12-31,25,9,1,1.0,0.75936,0.98778,0.02
2000-08-03/2022-12-31,40,8,2,1.0,0.75898,0.98777,0.35
2000-08-06/2022-12-31,3,20,1,1.0,0.75901,0.98777,0.36
2000-08-07/2022-12-31,17,30,2,0.998,0.75898,0.98776,0.14
2000-08-07/2022-12-31,3,20,1,1.0,0.75901,0.98776,0.36
2000-08-05/2022-12-31,35,30,1,1.0,0.75896,0.98776,0.0
2000-08-08/2022-12-31,3,20,1,1.0,0.75901,0.98776,0.36
2000-08-08/2022-12-31,17,30,2,0.998,0.75898,0.98776,0.14
2000-08-07/2022-12-31,13,15,2,1.0,0.75885,0.98776,0.03
2000-08-06/2022-12-31,17,30,2,0.998,0.75898,0.98776,0.14
2000-08-06/2022-12-31,13,15,2,1.0,0.75885,0.98776,0.03
2000-08-06/2022-12-31,40,5,2,0.998,0.75869,0.98775,0.15
2000-08-02/2022-12-31,9,30,2,1.0,0.75855,0.98775,0.13
2000-08-07/2022-12-31,40,5,2,0.998,0.75869,0.98775,0.15
2000-08-06/2022-12-31,30,10,1,0.999,0.7586,0.98774,0.11
2000-08-08/2022-12-31,30,10,1,0.999,0.7586,0.98774,0.11
2000-08-08/2022-12-31,40,5,2,0.998,0.75869,0.98774,0.15
2000-08-07/2022-12-31,30,10,1,0.999,0.7586,0.98774,0.11
2000-08-09/2022-12-31,17,7,1,1.0,0.75821,0.98772,0.0
2000-08-03/2022-12-31,4,11,1,1.0,0.75821,0.98772,0.15
2000-08-01/2022-12-31,13,25,2,1.0,0.75815,0.98772,0.58
2000-08-02/2022-12-31,25,3,2,1.0,0.75791,0.98771,0.12
2000-08-04/2022-12-31,11,17,1,1.0,0.75752,0.98768,0.06
2000-08-03/2022-12-31,35,9,1,0.998,0.75728,0.98767,0.47
2000-08-03/2022-12-31,8,20,2,1.0,0.75718,0.98766,0.08
2000-08-09/2022-12-31,30,5,2,0.998,0.75695,0.98764,0.07
2000-08-01/2022-12-31,20,35,1,1.0,0.75657,0.98763,0.0
2000-08-01/2022-12-31,25,10,1,0.999,0.756,0.9876,0.75
2000-08-06/2022-12-31,25,9,1,1.0,0.75574,0.98758,0.36
2000-08-05/2022-12-31,7,6,2,1.0,0.75575,0.98758,0.31
2000-08-02/2022-12-31,17,7,1,0.999,0.75561,0.98757,0.63
2000-08-05/2022-12-31,15,3,1,1.0,0.75564,0.98757,0.0
2000-08-08/2022-12-31,35,35,2,0.999,0.75563,0.98757,0.44
2000-08-06/2022-12-31,35,35,2,0.999,0.75563,0.98757,0.44
2000-08-08/2022-12-31,25,9,1,1.0,0.75574,0.98757,0.36
2000-08-07/2022-12-31,35,35,2,0.999,0.75563,0.98757,0.44
2000-08-07/2022-12-31,25,9,1,1.0,0.75574,0.98757,0.36
2000-08-02/2022-12-31,6,30,2,0.998,0.75538,0.98756,0.4
2000-08-01/2022-12-31,30,4,2,0.999,0.75538,0.98756,0.5
2000-08-05/2022-12-31,4,10,2,1.0,0.75534,0.98755,0.48
2000-08-03/2022-12-31,10,5,1,1.0,0.75411,0.98749,0.16
2000-08-07/2022-12-31,11,40,1,0.999,0.7539,0.98747,0.63
2000-08-08/2022-12-31,11,40,1,0.999,0.7539,0.98747,0.63
2000-08-06/2022-12-31,11,40,1,0.999,0.7539,0.98747,0.63
2000-08-03/2022-12-31,35,10,1,0.998,0.75385,0.98747,0.02
2000-08-09/2022-12-31,25,20,1,1.0,0.75384,0.98746,0.58
2000-08-08/2022-12-31,9,11,2,0.999,0.7537,0.98745,0.0
2000-08-01/2022-12-31,40,40,1,0.999,0.75346,0.98745,0.0
2000-08-03/2022-12-31,3,15,2,0.998,0.75321,0.98743,0.01
2000-08-04/2022-12-31,40,10,1,0.998,0.75313,0.98743,0.0
2000-08-09/2022-12-31,30,4,1,1.0,0.75334,0.98743,0.1
2000-08-02/2022-12-31,35,6,2,1.0,0.75305,0.98742,0.38
2000-08-01/2022-12-31,35,10,2,0.998,0.75287,0.98742,0.52
2000-08-04/2022-12-31,40,4,2,0.999,0.75264,0.9874,0.0
2000-08-06/2022-12-31,40,25,2,1.0,0.7525,0.98739,0.0
2000-08-07/2022-12-31,40,25,2,1.0,0.7525,0.98738,0.0
2000-08-08/2022-12-31,40,25,2,1.0,0.7525,0.98738,0.0
2000-08-05/2022-12-31,13,3,1,0.999,0.75212,0.98737,0.14
2000-08-02/2022-12-31,25,30,2,0.999,0.75189,0.98736,0.0
2000-08-04/2022-12-31,35,17,2,0.999,0.75174,0.98734,0.64
2000-08-01/2022-12-31,3,10,1,1.0,0.75158,0.98734,0.73
2000-08-04/2022-12-31,40,25,2,1.0,0.75143,0.98733,0.01
2000-08-02/2022-12-31,10,9,1,1.0,0.75122,0.98732,0.42
2000-08-02/2022-12-31,17,20,2,1.0,0.75128,0.98732,0.59
2000-08-06/2022-12-31,8,13,1,0.999,0.75114,0.98731,0.0
2000-08-09/2022-12-31,11,15,2,0.999,0.75118,0.9873,0.19
2000-08-05/2022-12-31,40,20,2,0.998,0.75094,0.9873,0.06
2000-08-07/2022-12-31,8,13,1,0.999,0.75114,0.9873,0.0
2000-08-08/2022-12-31,8,13,1,0.999,0.75114,0.9873,0.0
2000-08-01/2022-12-31,3,30,2,0.999,0.75092,0.9873,0.1
2000-08-05/2022-12-31,40,8,2,1.0,0.75092,0.9873,0.18
2000-08-02/2022-12-31,40,20,2,1.0,0.75095,0.9873,0.0
2000-08-09/2022-12-31,13,20,1,1.0,0.75097,0.98729,0.47
2000-08-04/2022-12-31,13,35,2,0.998,0.75059,0.98728,0.15
2000-08-03/2022-12-31,13,20,2,0.998,0.75068,0.98728,0.35
2000-08-05/2022-12-31,30,40,1,1.0,0.75048,0.98727,0.26
