date_range,watch_days,hold_days,num_stocks_to_buy,loss_limit,total_profit,yearly_profit,win_ratio
2000-08-04/2022-12-31,13,20,1,0.999,0.37744,0.95745,0.26
2000-08-09/2022-12-31,3,35,2,1.0,0.37759,0.95744,0.0
2000-08-04/2022-12-31,15,9,2,0.999,0.37737,0.95744,0.04
2000-08-01/2022-12-31,3,25,2,1.0,0.37723,0.95744,0.11
2000-08-03/2022-12-31,17,35,1,1.0,0.3772,0.95743,0.0
2000-08-09/2022-12-31,10,25,1,0.999,0.37732,0.95741,0.0
2000-08-03/2022-12-31,11,6,1,1.0,0.3771,0.95741,0.01
2000-08-09/2022-12-31,5,13,1,0.998,0.37734,0.95741,0.15
2000-08-01/2022-12-31,9,11,2,0.998,0.37695,0.95741,0.02
2000-08-03/2022-12-31,30,17,2,0.998,0.37698,0.9574,0.02
2000-08-09/2022-12-31,3,17,2,0.999,0.37713,0.95739,0.24
2000-08-09/2022-12-31,35,13,1,0.998,0.37719,0.95739,0.07
2000-08-04/2022-12-31,35,4,2,0.998,0.37685,0.95738,0.01
2000-08-01/2022-12-31,17,30,1,0.998,0.37676,0.95738,0.02
2000-08-01/2022-12-31,30,13,2,0.999,0.37664,0.95737,0.02
2000-08-08/2022-12-31,20,7,1,0.998,0.37694,0.95737,0.13
2000-08-04/2022-12-31,15,30,2,1.0,0.37675,0.95737,0.0
2000-08-04/2022-12-31,13,30,1,0.998,0.3768,0.95737,0.31
2000-08-06/2022-12-31,35,4,2,0.999,0.37679,0.95736,0.0
2000-08-07/2022-12-31,35,4,2,0.999,0.37679,0.95736,0.0
2000-08-09/2022-12-31,4,25,2,0.999,0.37686,0.95736,0.02
2000-08-05/2022-12-31,40,6,2,0.999,0.37663,0.95735,0.0
2000-08-08/2022-12-31,35,4,2,0.999,0.37679,0.95735,0.0
2000-08-01/2022-12-31,15,25,2,1.0,0.37635,0.95734,0.03
2000-08-03/2022-12-31,30,13,1,0.999,0.37633,0.95733,0.0
2000-08-08/2022-12-31,10,10,2,0.999,0.3766,0.95733,0.0
2000-08-02/2022-12-31,20,6,1,1.0,0.37603,0.9573,0.0
2000-08-01/2022-12-31,17,40,1,0.999,0.37604,0.9573,0.0
2000-08-03/2022-12-31,17,3,1,0.999,0.37606,0.9573,0.13
2000-08-01/2022-12-31,13,4,2,1.0,0.37597,0.9573,0.0
2000-08-06/2022-12-31,17,15,1,0.998,0.37612,0.95729,0.32
2000-08-06/2022-12-31,8,3,2,0.999,0.37609,0.95728,0.02
2000-08-04/2022-12-31,40,3,2,0.999,0.37594,0.95728,0.0
2000-08-07/2022-12-31,8,3,2,0.999,0.37609,0.95728,0.02
2000-08-09/2022-12-31,40,8,2,0.999,0.3762,0.95728,0.0
2000-08-08/2022-12-31,17,15,1,0.998,0.37612,0.95728,0.32
2000-08-07/2022-12-31,17,15,1,0.998,0.37612,0.95728,0.32
2000-08-03/2022-12-31,25,4,1,0.998,0.37592,0.95728,0.41
2000-08-08/2022-12-31,8,3,2,0.999,0.37609,0.95727,0.02
2000-08-04/2022-12-31,11,6,2,0.998,0.37579,0.95726,0.03
2000-08-03/2022-12-31,11,15,1,1.0,0.37568,0.95725,0.14
2000-08-03/2022-12-31,9,4,2,0.998,0.37561,0.95724,0.0
2000-08-06/2022-12-31,11,6,2,1.0,0.3757,0.95724,0.06
2000-08-08/2022-12-31,11,6,2,1.0,0.3757,0.95723,0.06
2000-08-07/2022-12-31,11,6,2,1.0,0.3757,0.95723,0.06
2000-08-01/2022-12-31,25,7,2,0.999,0.37534,0.95722,0.04
2000-08-09/2022-12-31,17,15,1,1.0,0.3757,0.95722,0.0
2000-08-02/2022-12-31,9,35,1,0.999,0.37516,0.9572,0.09
2000-08-04/2022-12-31,10,8,1,0.999,0.3753,0.9572,0.21
2000-08-03/2022-12-31,30,6,2,1.0,0.37513,0.95719,0.06
2000-08-07/2022-12-31,4,30,2,0.998,0.37528,0.95719,0.37
2000-08-06/2022-12-31,4,30,2,0.998,0.37528,0.95719,0.37
2000-08-02/2022-12-31,10,20,2,0.998,0.375,0.95718,0.0
2000-08-05/2022-12-31,20,7,1,0.998,0.37516,0.95718,0.0
2000-08-08/2022-12-31,4,30,2,0.998,0.37528,0.95718,0.37
2000-08-03/2022-12-31,11,10,2,0.998,0.37507,0.95718,0.0
2000-08-06/2022-12-31,5,25,1,0.999,0.37516,0.95718,0.0
2000-08-01/2022-12-31,13,17,1,0.998,0.37497,0.95718,0.02
2000-08-08/2022-12-31,5,25,1,0.999,0.37516,0.95717,0.0
2000-08-03/2022-12-31,20,17,2,0.998,0.375,0.95717,0.01
2000-08-03/2022-12-31,13,40,2,0.998,0.37499,0.95717,0.0
2000-08-04/2022-12-31,11,15,1,1.0,0.37502,0.95717,0.07
2000-08-07/2022-12-31,5,25,1,0.999,0.37516,0.95717,0.0
2000-08-02/2022-12-31,11,17,1,1.0,0.37477,0.95715,0.05
2000-08-06/2022-12-31,17,35,1,1.0,0.3749,0.95715,0.0
2000-08-07/2022-12-31,17,35,1,1.0,0.3749,0.95714,0.0
2000-08-08/2022-12-31,17,35,1,1.0,0.3749,0.95714,0.0
2000-08-02/2022-12-31,4,25,2,0.998,0.37457,0.95713,0.0
2000-08-01/2022-12-31,5,6,1,1.0,0.37454,0.95713,0.0
2000-08-02/2022-12-31,11,3,2,0.998,0.37458,0.95713,0.0
2000-08-03/2022-12-31,8,7,2,1.0,0.37451,0.95712,0.01
2000-08-02/2022-12-31,40,30,1,0.999,0.37443,0.95712,0.0
2000-08-02/2022-12-31,40,20,1,1.0,0.37433,0.9571,0.0
2000-08-06/2022-12-31,13,10,2,0.999,0.37442,0.95709,0.03
2000-08-06/2022-12-31,6,11,2,0.998,0.37442,0.95709,0.0
2000-08-07/2022-12-31,13,10,2,0.999,0.37442,0.95709,0.03
2000-08-07/2022-12-31,6,11,2,0.998,0.37442,0.95709,0.0
2000-08-08/2022-12-31,6,11,2,0.998,0.37442,0.95708,0.0
2000-08-07/2022-12-31,40,9,2,1.0,0.37431,0.95708,0.0
2000-08-09/2022-12-31,10,5,2,0.999,0.3744,0.95708,0.01
2000-08-06/2022-12-31,40,9,2,1.0,0.37431,0.95708,0.0
2000-08-08/2022-12-31,40,9,2,1.0,0.37431,0.95707,0.0
2000-08-04/2022-12-31,15,35,1,0.998,0.37413,0.95707,0.01
2000-08-01/2022-12-31,6,6,1,1.0,0.37399,0.95707,0.2
2000-08-02/2022-12-31,8,8,1,0.998,0.37398,0.95706,0.01
2000-08-02/2022-12-31,30,7,2,1.0,0.37385,0.95705,0.0
2000-08-08/2022-12-31,9,4,1,0.999,0.3741,0.95705,0.42
2000-08-09/2022-12-31,7,20,2,1.0,0.37404,0.95704,0.0
2000-08-02/2022-12-31,4,10,1,1.0,0.37365,0.95703,0.0
2000-08-09/2022-12-31,17,25,2,1.0,0.37401,0.95703,0.0
2000-08-09/2022-12-31,7,3,2,1.0,0.37397,0.95703,0.09
2000-08-09/2022-12-31,35,8,2,0.998,0.37389,0.95702,0.0
2000-08-05/2022-12-31,30,25,1,0.999,0.37364,0.95701,0.12
2000-08-08/2022-12-31,9,4,1,1.0,0.3737,0.957,0.25
2000-08-02/2022-12-31,6,25,1,1.0,0.37345,0.957,0.22
2000-08-09/2022-12-31,35,8,1,0.998,0.37376,0.957,0.0
2000-08-09/2022-12-31,20,5,2,1.0,0.37365,0.95699,0.06
2000-08-05/2022-12-31,2,20,1,0.999,0.37338,0.95698,0.25
2000-08-04/2022-12-31,6,35,2,0.998,0.37329,0.95697,0.0
2000-08-06/2022-12-31,20,10,2,0.999,0.37333,0.95697,0.0
2000-08-01/2022-12-31,17,6,1,0.999,0.37309,0.95697,0.0
2000-08-07/2022-12-31,20,10,2,0.999,0.37333,0.95696,0.0
2000-08-05/2022-12-31,25,8,2,0.999,0.37318,0.95696,0.24
2000-08-06/2022-12-31,17,3,1,1.0,0.3732,0.95695,0.0
2000-08-07/2022-12-31,17,3,1,1.0,0.3732,0.95695,0.0
2000-08-05/2022-12-31,8,13,1,0.999,0.37308,0.95695,0.32
2000-08-01/2022-12-31,20,3,2,0.998,0.37283,0.95694,0.03
2000-08-08/2022-12-31,17,3,1,1.0,0.3732,0.95694,0.0
2000-08-01/2022-12-31,5,9,2,0.998,0.37288,0.95694,0.0
2000-08-02/2022-12-31,13,35,1,1.0,0.37291,0.95694,0.0
2000-08-01/2022-12-31,3,25,2,0.999,0.37275,0.95693,0.23
2000-08-05/2022-12-31,40,4,2,0.999,0.37294,0.95693,0.05
2000-08-01/2022-12-31,2,17,1,1.0,0.37272,0.95693,0.0
2000-08-03/2022-12-31,6,5,2,1.0,0.37275,0.95692,0.0
2000-08-09/2022-12-31,35,11,1,1.0,0.37305,0.95692,0.0
2000-08-01/2022-12-31,4,40,1,0.999,0.37269,0.95692,0.27
2000-08-06/2022-12-31,30,17,2,0.999,0.37286,0.95692,0.0
2000-08-01/2022-12-31,35,13,1,0.999,0.37268,0.95692,0.0
2000-08-07/2022-12-31,30,17,2,0.999,0.37286,0.95691,0.0
2000-08-08/2022-12-31,30,17,2,0.999,0.37286,0.95691,0.0
2000-08-09/2022-12-31,15,3,1,1.0,0.37286,0.9569,0.01
2000-08-02/2022-12-31,5,6,2,1.0,0.37253,0.9569,0.09
2000-08-05/2022-12-31,25,17,2,0.999,0.37258,0.95689,0.0
2000-08-05/2022-12-31,40,6,1,0.998,0.37259,0.95689,0.03
2000-08-08/2022-12-31,13,8,2,0.999,0.37261,0.95688,0.13
2000-08-09/2022-12-31,20,9,2,0.998,0.37269,0.95688,0.08
2000-08-04/2022-12-31,3,13,1,1.0,0.3725,0.95688,0.16
2000-08-03/2022-12-31,9,20,1,0.998,0.37236,0.95687,0.0
2000-08-02/2022-12-31,4,25,1,0.999,0.37217,0.95686,0.0
2000-08-04/2022-12-31,35,40,1,0.999,0.3723,0.95686,0.0
2000-08-05/2022-12-31,6,10,2,0.998,0.37221,0.95685,0.0
2000-08-01/2022-12-31,5,35,1,1.0,0.37198,0.95684,0.3
2000-08-04/2022-12-31,11,13,1,1.0,0.37214,0.95684,0.0
2000-08-09/2022-12-31,10,17,1,1.0,0.37233,0.95684,0.0
2000-08-09/2022-12-31,9,17,2,0.999,0.37207,0.95681,0.05
2000-08-06/2022-12-31,3,17,1,0.999,0.37198,0.95681,0.52
2000-08-09/2022-12-31,8,11,1,1.0,0.37207,0.95681,0.01
2000-08-03/2022-12-31,8,3,2,1.0,0.37181,0.95681,0.1
2000-08-09/2022-12-31,2,20,2,1.0,0.37209,0.95681,0.01
2000-08-07/2022-12-31,3,17,1,0.999,0.37198,0.95681,0.52
2000-08-05/2022-12-31,11,15,1,1.0,0.37193,0.95681,0.0
2000-08-08/2022-12-31,3,17,1,0.999,0.37198,0.9568,0.52
2000-08-06/2022-12-31,8,10,2,0.998,0.37186,0.9568,0.13
2000-08-06/2022-12-31,30,11,1,0.999,0.37188,0.9568,0.0
2000-08-07/2022-12-31,30,11,1,0.999,0.37188,0.9568,0.0
2000-08-07/2022-12-31,8,10,2,0.998,0.37186,0.9568,0.13
2000-08-05/2022-12-31,6,10,1,0.999,0.37179,0.9568,0.09
2000-08-08/2022-12-31,30,11,1,0.999,0.37188,0.95679,0.0
2000-08-05/2022-12-31,30,3,1,0.999,0.37173,0.95679,0.0
2000-08-08/2022-12-31,8,10,2,0.998,0.37186,0.95679,0.13
2000-08-01/2022-12-31,6,35,2,0.999,0.37151,0.95679,0.0
2000-08-06/2022-12-31,20,7,1,0.998,0.3717,0.95678,0.11
2000-08-07/2022-12-31,20,7,1,0.998,0.3717,0.95678,0.11
2000-08-05/2022-12-31,15,6,1,0.998,0.37152,0.95677,0.0
2000-08-01/2022-12-31,17,8,2,1.0,0.3714,0.95677,0.0
2000-08-03/2022-12-31,6,9,2,1.0,0.37141,0.95676,0.03
2000-08-09/2022-12-31,30,17,1,0.998,0.37152,0.95675,0.05
2000-08-09/2022-12-31,7,5,1,1.0,0.37153,0.95675,0.44
2000-08-01/2022-12-31,40,15,1,0.999,0.37119,0.95675,0.0
2000-08-09/2022-12-31,15,20,1,1.0,0.37154,0.95675,0.42
2000-08-04/2022-12-31,9,15,2,1.0,0.37112,0.95673,0.0
2000-08-06/2022-12-31,10,7,2,1.0,0.37122,0.95673,0.01
2000-08-07/2022-12-31,10,7,2,1.0,0.37122,0.95672,0.01
2000-08-03/2022-12-31,2,35,1,0.998,0.37094,0.95671,0.0
2000-08-01/2022-12-31,4,25,2,0.999,0.37084,0.95671,0.0
2000-08-04/2022-12-31,8,40,2,0.998,0.37093,0.9567,0.0
2000-08-09/2022-12-31,40,7,1,1.0,0.37106,0.95669,0.02
2000-08-03/2022-12-31,17,17,1,0.999,0.37076,0.95669,0.02
2000-08-02/2022-12-31,10,3,1,0.998,0.37068,0.95669,0.08
2000-08-03/2022-12-31,8,13,2,0.999,0.37078,0.95669,0.31
2000-08-01/2022-12-31,7,13,2,0.999,0.37055,0.95668,0.15
2000-08-01/2022-12-31,30,13,1,0.998,0.37056,0.95668,0.0
2000-08-03/2022-12-31,5,25,1,1.0,0.37064,0.95668,0.08
2000-08-04/2022-12-31,30,9,2,0.998,0.37054,0.95666,0.0
2000-08-01/2022-12-31,3,7,1,0.998,0.37042,0.95666,0.09
2000-08-01/2022-12-31,9,40,2,0.998,0.37029,0.95665,0.05
2000-08-03/2022-12-31,30,9,2,0.998,0.37027,0.95663,0.0
2000-08-09/2022-12-31,9,35,1,1.0,0.37054,0.95663,0.01
2000-08-01/2022-12-31,2,20,2,1.0,0.37018,0.95663,0.0
2000-08-09/2022-12-31,2,15,1,0.999,0.37032,0.95661,0.09
2000-08-05/2022-12-31,40,40,1,0.998,0.37004,0.9566,0.0
2000-08-01/2022-12-31,40,30,1,0.999,0.36976,0.95659,0.0
2000-08-01/2022-12-31,20,11,2,0.999,0.36977,0.95659,0.0
2000-08-09/2022-12-31,10,35,2,0.999,0.3701,0.95658,0.0
2000-08-05/2022-12-31,6,40,2,1.0,0.36992,0.95658,0.0
2000-08-02/2022-12-31,30,11,1,0.999,0.36973,0.95658,0.11
2000-08-02/2022-12-31,15,25,2,0.999,0.36967,0.95657,0.15
2000-08-05/2022-12-31,30,6,2,1.0,0.3697,0.95656,0.0
2000-08-01/2022-12-31,25,17,2,0.999,0.36943,0.95655,0.0
2000-08-09/2022-12-31,15,20,2,0.998,0.36969,0.95654,0.41
2000-08-05/2022-12-31,35,5,2,0.998,0.36954,0.95654,0.0
2000-08-04/2022-12-31,17,3,2,1.0,0.36944,0.95653,0.02
2000-08-01/2022-12-31,25,6,2,1.0,0.36916,0.95652,0.02
2000-08-07/2022-12-31,30,7,2,1.0,0.36946,0.95652,0.02
2000-08-06/2022-12-31,35,4,1,0.999,0.36943,0.95652,0.0
2000-08-06/2022-12-31,30,7,2,1.0,0.36946,0.95652,0.02
2000-08-07/2022-12-31,35,4,1,0.999,0.36943,0.95652,0.0
2000-08-08/2022-12-31,35,4,1,0.999,0.36943,0.95651,0.0
2000-08-08/2022-12-31,30,7,2,1.0,0.36946,0.95651,0.02
2000-08-05/2022-12-31,25,7,1,0.999,0.36923,0.9565,0.0
2000-08-01/2022-12-31,40,6,2,0.999,0.36892,0.95649,0.0
2000-08-01/2022-12-31,8,35,2,0.999,0.36897,0.95649,0.03
2000-08-03/2022-12-31,40,6,1,0.999,0.36906,0.95649,0.0
2000-08-06/2022-12-31,10,3,2,0.999,0.36913,0.95649,0.2
2000-08-07/2022-12-31,10,3,2,0.999,0.36913,0.95648,0.2
2000-08-02/2022-12-31,13,17,2,0.998,0.36893,0.95648,0.0
2000-08-01/2022-12-31,25,6,1,1.0,0.36885,0.95648,0.17
2000-08-02/2022-12-31,25,9,2,1.0,0.36884,0.95647,0.0
2000-08-05/2022-12-31,5,40,2,0.999,0.36894,0.95647,0.0
2000-08-09/2022-12-31,3,17,2,0.998,0.36917,0.95647,0.16
2000-08-07/2022-12-31,15,10,2,1.0,0.36899,0.95647,0.02
2000-08-06/2022-12-31,15,10,2,1.0,0.36899,0.95647,0.02
2000-08-09/2022-12-31,5,30,1,1.0,0.36903,0.95646,0.0
2000-08-08/2022-12-31,15,10,2,1.0,0.36899,0.95646,0.02
2000-08-04/2022-12-31,5,3,1,1.0,0.36885,0.95646,0.3
2000-08-01/2022-12-31,8,30,2,1.0,0.36867,0.95646,0.13
2000-08-09/2022-12-31,6,6,1,0.998,0.36903,0.95646,0.03
2000-08-06/2022-12-31,9,25,1,0.999,0.36883,0.95645,0.0
2000-08-07/2022-12-31,9,25,1,0.999,0.36883,0.95645,0.0
2000-08-01/2022-12-31,17,35,1,0.999,0.36863,0.95645,0.04
2000-08-07/2022-12-31,25,5,1,0.998,0.36874,0.95644,0.05
2000-08-08/2022-12-31,9,25,1,0.999,0.36883,0.95644,0.0
2000-08-06/2022-12-31,25,5,1,0.998,0.36874,0.95644,0.05
2000-08-08/2022-12-31,25,5,1,0.998,0.36874,0.95643,0.05
2000-08-09/2022-12-31,15,9,1,0.998,0.36875,0.95643,0.12
2000-08-02/2022-12-31,20,40,1,0.998,0.36845,0.95643,0.0
2000-08-05/2022-12-31,7,9,2,0.999,0.36857,0.95643,0.0
2000-08-05/2022-12-31,25,7,1,1.0,0.36847,0.95642,0.0
2000-08-09/2022-12-31,6,20,1,0.998,0.36857,0.95641,0.52
2000-08-01/2022-12-31,7,15,1,0.998,0.36821,0.95641,0.15
2000-08-04/2022-12-31,6,4,2,0.999,0.36841,0.95641,0.13
2000-08-09/2022-12-31,35,7,2,0.998,0.36856,0.9564,0.0
2000-08-04/2022-12-31,4,30,2,0.999,0.36818,0.95639,0.0
2000-08-02/2022-12-31,15,7,1,0.999,0.36815,0.95639,0.0
2000-08-01/2022-12-31,3,8,2,0.998,0.36809,0.95639,0.04
2000-08-01/2022-12-31,7,5,2,0.998,0.36797,0.95638,0.06
2000-08-02/2022-12-31,15,3,2,1.0,0.36799,0.95637,0.07
2000-08-06/2022-12-31,13,7,2,0.999,0.36812,0.95637,0.08
2000-08-05/2022-12-31,9,35,1,0.999,0.36801,0.95636,0.14
2000-08-07/2022-12-31,13,7,2,0.999,0.36812,0.95636,0.08
2000-08-04/2022-12-31,9,15,1,0.998,0.36792,0.95636,0.0
2000-08-07/2022-12-31,7,20,1,0.998,0.36808,0.95636,0.02
2000-08-06/2022-12-31,7,20,1,0.998,0.36808,0.95636,0.02
2000-08-08/2022-12-31,7,20,1,0.998,0.36808,0.95635,0.02
2000-08-05/2022-12-31,17,13,1,1.0,0.36779,0.95634,0.0
2000-08-09/2022-12-31,25,10,2,1.0,0.36803,0.95634,0.04
2000-08-04/2022-12-31,10,40,1,0.999,0.36775,0.95634,0.0
2000-08-07/2022-12-31,7,5,2,0.998,0.36779,0.95633,0.01
2000-08-05/2022-12-31,2,15,2,0.999,0.36778,0.95633,0.11
2000-08-07/2022-12-31,13,5,1,0.999,0.36782,0.95633,0.03
2000-08-06/2022-12-31,13,5,1,0.999,0.36782,0.95633,0.03
2000-08-06/2022-12-31,7,5,2,0.998,0.36779,0.95633,0.01
2000-08-03/2022-12-31,17,35,2,0.998,0.36758,0.95632,0.02
2000-08-08/2022-12-31,7,5,2,0.998,0.36779,0.95632,0.01
2000-08-09/2022-12-31,15,40,2,1.0,0.36781,0.95632,0.0
2000-08-05/2022-12-31,20,11,2,1.0,0.36769,0.95632,0.0
2000-08-03/2022-12-31,15,30,2,0.998,0.36746,0.95631,0.0
2000-08-01/2022-12-31,30,10,2,0.998,0.36738,0.95631,0.0
2000-08-01/2022-12-31,7,9,2,1.0,0.36729,0.9563,0.0
2000-08-03/2022-12-31,35,4,2,0.999,0.3673,0.95629,0.0
2000-08-05/2022-12-31,17,8,1,1.0,0.36742,0.95629,0.0
2000-08-05/2022-12-31,4,30,2,0.998,0.3673,0.95628,0.16
2000-08-09/2022-12-31,15,13,2,1.0,0.3675,0.95628,0.18
2000-08-01/2022-12-31,11,13,1,0.998,0.36694,0.95626,0.1
2000-08-09/2022-12-31,20,4,2,0.999,0.36715,0.95624,0.03
2000-08-04/2022-12-31,2,15,1,1.0,0.36696,0.95624,0.0
2000-08-02/2022-12-31,15,8,1,0.998,0.36676,0.95623,0.0
2000-08-01/2022-12-31,10,40,1,0.998,0.36662,0.95622,0.19
2000-08-09/2022-12-31,9,9,2,1.0,0.36693,0.95622,0.03
2000-08-02/2022-12-31,40,5,1,1.0,0.36658,0.95621,0.0
2000-08-06/2022-12-31,15,15,2,0.999,0.36676,0.95621,0.09
2000-08-07/2022-12-31,15,15,2,0.999,0.36676,0.95621,0.09
2000-08-08/2022-12-31,15,15,2,0.999,0.36676,0.9562,0.09
2000-08-03/2022-12-31,10,7,2,0.999,0.36652,0.9562,0.02
2000-08-09/2022-12-31,8,25,1,0.998,0.3668,0.9562,0.0
2000-08-09/2022-12-31,20,10,2,1.0,0.3666,0.95618,0.06
2000-08-03/2022-12-31,40,17,1,0.998,0.36629,0.95617,0.0
2000-08-02/2022-12-31,15,7,1,0.998,0.3662,0.95617,0.0
2000-08-09/2022-12-31,35,7,2,0.999,0.36658,0.95617,0.0
2000-08-03/2022-12-31,9,3,2,1.0,0.36618,0.95616,0.0
2000-08-02/2022-12-31,6,17,2,0.998,0.36613,0.95616,0.0
2000-08-02/2022-12-31,20,15,2,0.998,0.36606,0.95615,0.29
2000-08-02/2022-12-31,25,40,1,0.998,0.36609,0.95615,0.0
2000-08-04/2022-12-31,9,17,2,0.999,0.36618,0.95615,0.09
2000-08-07/2022-12-31,7,35,1,1.0,0.36609,0.95613,0.14
2000-08-09/2022-12-31,5,17,1,1.0,0.36619,0.95613,0.0
2000-08-06/2022-12-31,7,35,1,1.0,0.36609,0.95613,0.14
2000-08-01/2022-12-31,17,8,2,0.999,0.36583,0.95613,0.0
2000-08-08/2022-12-31,7,35,1,1.0,0.36609,0.95612,0.14
2000-08-06/2022-12-31,10,10,2,0.998,0.36589,0.95611,0.13
2000-08-07/2022-12-31,10,10,2,0.998,0.36589,0.9561,0.13
2000-08-05/2022-12-31,9,15,1,0.999,0.36573,0.9561,0.04
2000-08-09/2022-12-31,15,5,2,0.998,0.36582,0.95609,0.16
2000-08-03/2022-12-31,15,25,1,1.0,0.36547,0.95608,0.0
2000-08-06/2022-12-31,30,3,1,0.999,0.36564,0.95608,0.01
2000-08-07/2022-12-31,30,3,1,0.999,0.36564,0.95608,0.01
2000-08-08/2022-12-31,30,3,1,0.999,0.36564,0.95607,0.01
2000-08-08/2022-12-31,20,11,2,1.0,0.36566,0.95607,0.09
2000-08-09/2022-12-31,40,7,2,0.998,0.36557,0.95606,0.0
2000-08-02/2022-12-31,3,15,1,1.0,0.3653,0.95606,0.0
2000-08-04/2022-12-31,17,15,2,0.999,0.36536,0.95606,0.06
2000-08-06/2022-12-31,10,17,2,0.998,0.36537,0.95605,0.07
2000-08-03/2022-12-31,40,6,2,0.999,0.36518,0.95604,0.0
2000-08-07/2022-12-31,10,17,2,0.998,0.36537,0.95604,0.07
2000-08-03/2022-12-31,25,8,1,0.999,0.36484,0.956,0.29
2000-08-03/2022-12-31,35,4,1,1.0,0.36485,0.956,0.0
2000-08-08/2022-12-31,13,4,2,1.0,0.36501,0.956,0.13
2000-08-01/2022-12-31,10,11,1,0.999,0.36462,0.95599,0.33
2000-08-05/2022-12-31,9,15,2,0.999,0.36472,0.95598,0.0
2000-08-06/2022-12-31,40,10,1,1.0,0.36475,0.95598,0.0
2000-08-08/2022-12-31,40,10,1,1.0,0.36475,0.95597,0.0
2000-08-07/2022-12-31,40,10,1,1.0,0.36475,0.95597,0.0
2000-08-01/2022-12-31,6,40,1,1.0,0.36435,0.95596,0.04
2000-08-01/2022-12-31,30,30,1,0.999,0.36439,0.95596,0.0
2000-08-09/2022-12-31,30,25,1,0.998,0.36467,0.95595,0.0
2000-08-03/2022-12-31,17,7,1,1.0,0.36441,0.95595,0.0
2000-08-01/2022-12-31,20,4,1,1.0,0.36427,0.95595,0.04
2000-08-02/2022-12-31,40,7,1,0.999,0.36434,0.95595,0.0
2000-08-04/2022-12-31,35,7,2,1.0,0.36433,0.95594,0.0
2000-08-07/2022-12-31,11,25,1,1.0,0.36445,0.95594,0.0
2000-08-06/2022-12-31,11,25,1,1.0,0.36445,0.95594,0.0
2000-08-08/2022-12-31,11,25,1,1.0,0.36445,0.95593,0.0
2000-08-04/2022-12-31,15,35,1,0.999,0.36423,0.95593,0.03
2000-08-06/2022-12-31,30,9,2,0.999,0.36424,0.95592,0.14
2000-08-07/2022-12-31,30,9,2,0.999,0.36424,0.95591,0.14
2000-08-08/2022-12-31,30,9,2,0.999,0.36424,0.95591,0.14
2000-08-02/2022-12-31,10,35,2,0.999,0.36402,0.95591,0.09
2000-08-01/2022-12-31,6,25,2,0.998,0.36391,0.9559,0.0
2000-08-05/2022-12-31,13,10,1,1.0,0.36402,0.9559,0.0
2000-08-09/2022-12-31,9,5,1,0.998,0.36426,0.9559,0.0
2000-08-05/2022-12-31,6,5,2,1.0,0.36405,0.9559,0.06
2000-08-06/2022-12-31,7,17,2,0.999,0.36382,0.95587,0.0
2000-08-04/2022-12-31,40,13,1,0.999,0.36374,0.95587,0.14
2000-08-02/2022-12-31,17,13,2,0.998,0.36362,0.95587,0.0
2000-08-03/2022-12-31,30,4,2,0.999,0.36375,0.95587,0.05
2000-08-08/2022-12-31,7,17,2,0.999,0.36382,0.95586,0.0
2000-08-07/2022-12-31,7,17,2,0.999,0.36382,0.95586,0.0
2000-08-05/2022-12-31,8,25,2,0.998,0.36365,0.95585,0.0
2000-08-04/2022-12-31,25,8,2,0.999,0.3635,0.95584,0.1
2000-08-09/2022-12-31,10,7,1,0.998,0.36369,0.95584,0.28
2000-08-02/2022-12-31,9,35,2,1.0,0.36342,0.95584,0.0
2000-08-03/2022-12-31,10,30,1,0.998,0.36346,0.95584,0.1
2000-08-04/2022-12-31,10,6,2,1.0,0.36334,0.95582,0.0
2000-08-03/2022-12-31,15,8,2,0.999,0.36319,0.95581,0.0
2000-08-06/2022-12-31,13,25,2,1.0,0.3633,0.95581,0.04
2000-08-09/2022-12-31,17,6,2,0.999,0.36348,0.95581,0.0
2000-08-07/2022-12-31,13,25,2,1.0,0.3633,0.9558,0.04
2000-08-04/2022-12-31,3,30,2,1.0,0.36313,0.9558,0.24
2000-08-08/2022-12-31,13,25,2,1.0,0.3633,0.9558,0.04
2000-08-07/2022-12-31,5,30,2,0.998,0.36317,0.95579,0.0
2000-08-06/2022-12-31,5,30,2,0.998,0.36317,0.95579,0.0
2000-08-04/2022-12-31,17,3,1,0.998,0.36308,0.95579,0.17
2000-08-04/2022-12-31,13,20,2,0.998,0.36303,0.95579,0.24
2000-08-06/2022-12-31,9,4,1,0.999,0.36315,0.95579,0.39
2000-08-06/2022-12-31,9,4,1,1.0,0.36313,0.95579,0.22
2000-08-06/2022-12-31,2,6,1,1.0,0.36303,0.95578,0.06
2000-08-01/2022-12-31,2,40,2,0.998,0.36283,0.95578,0.0
2000-08-07/2022-12-31,9,4,1,1.0,0.36313,0.95578,0.22
2000-08-08/2022-12-31,5,30,2,0.998,0.36317,0.95578,0.0
2000-08-07/2022-12-31,9,4,1,0.999,0.36315,0.95578,0.39
2000-08-06/2022-12-31,3,17,2,0.999,0.36299,0.95577,0.57
2000-08-07/2022-12-31,2,6,1,1.0,0.36303,0.95577,0.06
2000-08-08/2022-12-31,2,6,1,1.0,0.36303,0.95576,0.06
2000-08-04/2022-12-31,10,3,1,0.999,0.36285,0.95576,0.05
2000-08-02/2022-12-31,9,8,2,1.0,0.36272,0.95576,0.0
2000-08-05/2022-12-31,13,8,2,0.999,0.36285,0.95576,0.0
2000-08-07/2022-12-31,3,17,2,0.999,0.36299,0.95576,0.57
