watch_days,num_stocks_to_buy,hold_days,loss_limit,total_profit,yearly_profit
3,1,5,0.998,4081.66059209999,1.44907796319875
3,1,4,0.998,2095.8615443813947,1.4066217095406266
3,1,7,0.998,1733.491069823028,1.3947595462513875
3,1,5,0.995,1359.8611028714065,1.3797356373426504
3,1,7,0.995,677.1940022096157,1.3374814535927237
3,1,4,0.995,532.699719453147,1.3232371471850308
5,1,5,0.998,395.31224633693006,1.3057449800296692
3,1,3,0.998,359.1652455931631,1.300170764706212
4,1,4,0.998,301.69988792193624,1.2900968251888125
5,1,3,0.998,278.99350070958343,1.2856012776038586
4,1,5,0.998,250.09608955375327,1.2793451587296174
3,2,7,0.998,236.73187566882444,1.276214553697881
4,1,6,0.998,230.53758743677338,1.274705822961211
4,1,6,0.995,210.56656234530678,1.2695632069728768
2,1,4,0.998,204.53600156466882,1.2679184523142124
5,1,5,0.995,199.0125243865795,1.2663708281996926
5,2,6,0.998,169.11666262068317,1.257207597197063
3,2,5,0.998,168.18312895337166,1.2568971670974498
2,2,6,0.998,161.55222790532903,1.2546435966879834
4,1,7,0.998,141.72101510139382,1.2473341756450478
2,1,6,0.998,139.16089130885965,1.2463201454466897
5,2,5,0.998,129.09668341340907,1.242153087962144
3,2,7,0.995,127.73220748620885,1.2415643884076946
4,1,5,0.995,127.27913796685333,1.241367583441144
2,2,4,0.998,126.98693169374509,1.2412402991289122
5,1,7,0.998,109.673607778998,1.2331500243704974
4,2,4,0.998,107.43477948894098,1.2320158727069637
5,1,3,0.995,107.27512133034179,1.2319341323649822
5,2,3,0.998,100.68910233795046,1.2284567787224412
4,1,4,0.995,93.31697162062333,1.2242966595026437
4,2,7,0.998,87.33041656478733,1.2206805274408963
5,2,6,0.995,82.17835686645732,1.2173735518071949
4,2,5,0.998,81.22515042349202,1.2167400661418857
5,1,6,0.998,79.47087656996112,1.2155554129288613
5,1,2,0.998,79.39789082335732,1.2155055863751638
3,1,8,0.998,79.0901652683528,1.2152950232389987
3,1,3,0.995,75.1131990630521,1.2125009884779496
3,2,4,0.998,70.79150259440249,1.2092997677302717
4,1,7,0.995,69.6458866070588,1.208419859655097
4,2,6,0.998,69.03200644381525,1.2079426527492005
3,1,8,0.995,66.69269712432532,1.2060862185159362
2,2,6,0.995,63.87665657320184,1.203767110845293
3,1,2,0.998,63.289055705369556,1.2032709027235313
5,2,5,0.995,60.702340741570744,1.201032827495147
5,1,4,0.998,60.54587103869836,1.2008945407797966
2,1,4,0.995,60.24031921077359,1.2006235092497237
2,1,3,0.998,58.83023641484096,1.1993554680380323
3,2,5,0.995,58.44626034241428,1.1990051402046888
5,2,7,0.998,54.448266914174134,1.1952208794284875
4,1,3,0.998,53.521329550853565,1.1943056355197414
3,2,8,0.998,51.46793014024193,1.192222987316213
4,2,7,0.995,47.088901653734254,1.1875026956762444
2,1,7,0.998,44.44836054270173,1.1844492752533438
4,2,6,0.995,44.18333369278984,1.1841332978111947
3,1,6,0.998,43.39306819589207,1.1831802407491359
5,2,3,0.995,41.98913340531146,1.1814454524170412
2,1,6,0.995,41.845303452946155,1.1812646088039014
2,2,8,0.998,41.20494195244448,1.1804521784632118
2,1,8,0.998,40.76415185565338,1.1798859058987385
4,2,5,0.995,39.86831903162495,1.178716796738915
2,2,7,0.998,39.17451788665052,1.1777939735735168
5,1,6,0.995,38.462124445946124,1.1768300283988355
5,1,7,0.995,35.25661614633494,1.1722700860243755
5,2,4,0.998,35.02480300344374,1.1719251343042933
2,2,4,0.995,34.9562551977126,1.1718227131865622
5,1,4,0.995,32.48761015550175,1.1680001182207456
3,2,8,0.995,32.114318668964174,1.1673980665070718
4,2,4,0.995,31.54864807855192,1.1664728776252413
5,2,7,0.995,26.47960931240551,1.1573932349413143
2,2,3,0.998,25.96467011834058,1.1563796552081778
4,2,3,0.998,25.853719759594945,1.1561587531065782
2,1,5,0.998,25.021333820320265,1.154471988353906
