watch_days,num_stocks_to_buy,hold_days,loss_limit,total_profit,yearly_profit
5,2,3,0.995,5.861028500366243,1.0821281145640118
2,1,8,0.995,5.699562594154749,1.0807796341273193
5,1,2,0.998,5.529765409686253,1.079321620657872
4,2,2,0.998,5.02940494149753,1.0747621105741787
5,1,4,0.995,4.853853721624346,1.0730590696923492
5,2,7,0.995,4.394016435322351,1.0683025670454263
2,1,6,0.995,3.0964008877252693,1.051742728401091
5,1,7,0.995,2.9963755802946794,1.050202331531634
5,2,2,0.998,2.897037455673349,1.0486231061212559
2,2,3,0.998,2.6787028455950486,1.0449620193329692
2,2,7,0.995,2.6050435699372128,1.043662294069083
2,1,3,0.998,1.6045628121549071,1.0213301258937402
3,2,2,0.998,1.4259556163972285,1.015964552522942
3,1,2,0.995,1.0985293804947056,1.00420328596526
4,2,2,0.995,1.0197699680837873,1.0008742091752365
5,1,2,0.995,0.9368825956138237,0.9970941343142361
5,2,2,0.995,0.7447453544456523,0.9869315672345489
2,2,3,0.995,0.4658226413246218,0.9664757319067475
2,2,2,0.998,0.309857668802031,0.9490474254497963
2,1,3,0.995,0.2906825760978172,0.9463452124541029
2,1,2,0.998,0.22413926359281344,0.9354276992923279
3,2,2,0.995,0.21853544136585626,0.9343711363958085
2,2,2,0.995,0.035689137544688096,0.8617715038829208
2,1,2,0.995,0.018916784393730533,0.8376965018561411
