,,,,,,,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count
year,,,,,,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All
watch_days,hold_days,num_stocks_to_buy,loss_limit,fee_%,num_tickers,nsmallest/nlargest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3,1,0.998,0.3,208,nlargest,1.09277,,,,,,,,,,,,,,,,,,,,,,,,1.09277,1.0942566666666667,,,,,,,,,,,,,,,,,,,,,,,,1.0942566666666667,1.02071,,,,,,,,,,,,,,,,,,,,,,,,1.02071,1.19264,,,,,,,,,,,,,,,,,,,,,,,,1.19264,9.0,,,,,,,,,,,,,,,,,,,,,,,,9
3,15,2,0.999,0.3,208,nsmallest,1.09277,,,,,,,,,,,,,,,,,,,,,,,,1.09277,1.0869066666666667,,,,,,,,,,,,,,,,,,,,,,,,1.0869066666666667,1.01561,,,,,,,,,,,,,,,,,,,,,,,,1.01561,1.1304,,,,,,,,,,,,,,,,,,,,,,,,1.1304,9.0,,,,,,,,,,,,,,,,,,,,,,,,9
5,4,1,0.999,0.3,208,nsmallest,1.1560199999999998,2.13664,1.42252,1.24248,1.39748,1.04107,0.99348,1.22404,0.99132,0.98047,0.92263,1.30021,0.91444,0.96768,1.29425,0.94774,1.51428,1.45739,1.10104,0.98071,0.84459,0.89114,0.98073,0.97716,1.09276,1.1729142857142858,2.248676,1.38324,1.22343,1.33279,1.51695,1.013792,1.067398,1.4565540000000001,1.064552,0.922982,1.299914,0.9278179999999999,0.965028,1.2352779999999999,1.027726,2.43052,1.3853719999999998,1.1708479999999999,0.946602,0.852726,0.893332,1.30477,1.112326,1.2428986046511628,1.06655,1.36931,0.87576,0.96824,0.96193,0.87818,0.92662,0.82332,0.83689,0.87868,0.86088,0.96212,0.86373,0.92366,0.92352,0.89766,1.13551,0.87726,1.09276,0.82593,0.83438,0.79312,0.83528,0.84751,0.79312,1.27279,2.89945,1.98334,1.59217,1.54764,3.64652,1.15595,1.23354,2.24328,1.44004,0.99607,1.48691,1.04673,1.00069,1.53097,1.29209,4.15199,1.62475,1.38857,1.01122,0.90488,0.96088,2.39295,1.66186,4.15199,14.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,129
6,6,1,0.997,0.2,208,nsmallest,1.15625,1.28879,1.25659,1.59213,0.94429,1.10496,1.05736,1.01794,1.2079,0.88172,0.90424,1.26097,1.1609,1.01958,0.94836,1.01128,1.44808,0.91488,0.95842,1.09064,1.56358,1.01308,1.25793,0.94351,1.0927,1.1665865217391305,1.6481100000000002,1.439556,1.736552,1.000406,1.081522,1.097546,0.982058,1.192544,0.93688,0.988996,1.163504,1.228362,0.991128,0.9879439999999999,0.989574,1.439276,1.082916,0.980044,1.052326,1.4064,0.965658,1.401684,0.9516859999999999,1.1634409420289855,1.08218,1.11551,1.00588,1.41855,0.89436,0.92669,0.92659,0.83936,0.86886,0.77659,0.86785,0.86948,0.95551,0.86948,0.89408,0.869,1.34577,0.87196,0.86853,0.86682,0.84348,0.82375,0.91136,0.87402,0.77659,1.33346,3.13642,2.12514,2.30522,1.18522,1.26951,1.28059,1.06555,1.78023,1.19671,1.19961,1.34212,1.63425,1.0979,1.24603,1.07547,1.55825,1.79125,1.11461,1.26616,2.03719,1.01594,1.981,1.004,3.13642,23.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,138
40,13,1,0.998,0.3,208,nsmallest,1.09269,,,,,,,,,,,,,,,,,,,,,,,,1.09269,1.070072222222222,,,,,,,,,,,,,,,,,,,,,,,,1.070072222222222,0.98635,,,,,,,,,,,,,,,,,,,,,,,,0.98635,1.13813,,,,,,,,,,,,,,,,,,,,,,,,1.13813,9.0,,,,,,,,,,,,,,,,,,,,,,,,9
2,6,2,0.999,0.3,208,nsmallest,1.12665,2.11379,2.22783,1.40637,1.12856,1.03054,1.0703,1.23127,1.51523,1.10019,0.94819,1.06336,0.95448,0.86272,1.0018,1.10743,0.95683,1.14223,0.92935,1.0573,1.90815,1.04729,1.13716,0.99117,1.09266,1.1365735714285714,2.163524,1.959292,1.555208,1.168212,1.3782020000000001,1.062144,1.166434,1.379224,1.0625740000000001,1.018914,1.083222,0.9911540000000001,0.904754,0.9668720000000001,1.1082839999999998,1.026338,1.189242,0.9252040000000001,1.366272,2.241956,1.2060140000000001,1.0821260000000001,0.954328,1.2458100775193799,1.08908,1.20943,0.99087,1.19161,0.98381,0.99178,0.9534,0.9479,0.99784,0.92161,0.8802,0.88368,0.82524,0.84182,0.83524,1.00772,0.87178,1.0852,0.82343,0.86801,1.08104,0.97561,0.8534,0.83248,0.82343,1.26025,2.89638,2.71377,2.17082,1.54044,2.63227,1.15086,1.47298,1.86505,1.26773,1.24383,1.31278,1.31365,1.02824,1.08095,1.25921,1.3997,1.35713,1.01454,2.52817,3.57598,1.93748,1.28831,1.04082,3.57598,14.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,129
10,10,1,0.998,0.3,208,nsmallest,1.09262,,,,,,,,,,,,,,,,,,,,,,,,1.09262,1.1034677777777777,,,,,,,,,,,,,,,,,,,,,,,,1.1034677777777777,1.06076,,,,,,,,,,,,,,,,,,,,,,,,1.06076,1.15962,,,,,,,,,,,,,,,,,,,,,,,,1.15962,9.0,,,,,,,,,,,,,,,,,,,,,,,,9
2,3,2,0.997,0.3,208,nsmallest,1.11163,1.58904,1.41961,1.36909,1.07187,0.92848,1.16005,1.04387,1.25302,1.10321,0.78984,1.09253,1.09271,0.85034,0.93854,1.02454,0.95284,1.08163,0.90346,1.67488,1.32565,1.024,1.0334,0.88885,1.09253,1.1300892857142857,1.7189900000000002,1.529764,1.283646,1.122494,1.262534,1.115132,1.070106,1.21793,1.1263020000000001,0.810234,0.998902,0.9927860000000001,0.87285,0.902668,1.011974,1.0841720000000001,1.263938,0.907574,1.5523859999999998,1.429598,1.0948660000000001,1.11233,0.98192,1.1483467441860464,1.0998,1.36723,1.32341,0.98389,1.02951,0.7979,0.89536,1.0283,0.90711,0.87202,0.76469,0.83557,0.80797,0.8328,0.8415,0.83956,0.87982,0.76908,0.88279,0.95065,1.17334,0.97008,0.8784,0.82767,0.76469,1.21992,2.21749,1.77516,1.53169,1.28347,2.43124,1.30943,1.20592,1.68573,1.58649,0.85816,1.13572,1.14863,0.9626,0.94631,1.13553,1.32247,2.47846,0.9447,1.86027,1.74236,1.29798,1.42327,1.26812,2.47846,14.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,129
10,3,2,1.0,0.3,208,nsmallest,1.09251,,,,,,,,,,,,,,,,,,,,,,,,1.09251,1.0911122222222223,,,,,,,,,,,,,,,,,,,,,,,,1.0911122222222223,1.05356,,,,,,,,,,,,,,,,,,,,,,,,1.05356,1.12131,,,,,,,,,,,,,,,,,,,,,,,,1.12131,9.0,,,,,,,,,,,,,,,,,,,,,,,,9
9,10,2,0.999,0.3,208,nsmallest,1.09247,,,,,,,,,,,,,,,,,,,,,,,,1.09247,1.0899922222222223,,,,,,,,,,,,,,,,,,,,,,,,1.0899922222222223,1.00589,,,,,,,,,,,,,,,,,,,,,,,,1.00589,1.14068,,,,,,,,,,,,,,,,,,,,,,,,1.14068,9.0,,,,,,,,,,,,,,,,,,,,,,,,9
6,15,1,0.998,0.3,208,nlargest,1.09243,,,,,,,,,,,,,,,,,,,,,,,,1.09243,1.0825455555555556,,,,,,,,,,,,,,,,,,,,,,,,1.0825455555555556,0.96244,,,,,,,,,,,,,,,,,,,,,,,,0.96244,1.13552,,,,,,,,,,,,,,,,,,,,,,,,1.13552,9.0,,,,,,,,,,,,,,,,,,,,,,,,9
6,6,2,0.999,0.3,208,nlargest,1.0924,,,,,,,,,,,,,,,,,,,,,,,,1.0924,1.0753588888888888,,,,,,,,,,,,,,,,,,,,,,,,1.0753588888888888,1.0425,,,,,,,,,,,,,,,,,,,,,,,,1.0425,1.10872,,,,,,,,,,,,,,,,,,,,,,,,1.10872,9.0,,,,,,,,,,,,,,,,,,,,,,,,9
11,13,2,1.0,0.3,208,nsmallest,1.09238,,,,,,,,,,,,,,,,,,,,,,,,1.09238,1.099788888888889,,,,,,,,,,,,,,,,,,,,,,,,1.099788888888889,1.04819,,,,,,,,,,,,,,,,,,,,,,,,1.04819,1.15226,,,,,,,,,,,,,,,,,,,,,,,,1.15226,9.0,,,,,,,,,,,,,,,,,,,,,,,,9
10,4,2,1.0,0.3,208,nsmallest,1.09219,,,,,,,,,,,,,,,,,,,,,,,,1.09219,1.0931422222222222,,,,,,,,,,,,,,,,,,,,,,,,1.0931422222222222,1.06608,,,,,,,,,,,,,,,,,,,,,,,,1.06608,1.13733,,,,,,,,,,,,,,,,,,,,,,,,1.13733,9.0,,,,,,,,,,,,,,,,,,,,,,,,9
20,15,2,0.999,0.3,208,nsmallest,1.09217,,,,,,,,,,,,,,,,,,,,,,,,1.09217,1.0937611111111112,,,,,,,,,,,,,,,,,,,,,,,,1.0937611111111112,1.02756,,,,,,,,,,,,,,,,,,,,,,,,1.02756,1.13869,,,,,,,,,,,,,,,,,,,,,,,,1.13869,9.0,,,,,,,,,,,,,,,,,,,,,,,,9
20,11,2,0.999,0.3,208,nsmallest,1.09217,,,,,,,,,,,,,,,,,,,,,,,,1.09217,1.098147777777778,,,,,,,,,,,,,,,,,,,,,,,,1.098147777777778,1.0595,,,,,,,,,,,,,,,,,,,,,,,,1.0595,1.16087,,,,,,,,,,,,,,,,,,,,,,,,1.16087,9.0,,,,,,,,,,,,,,,,,,,,,,,,9
5,10,2,0.999,0.2,208,nsmallest,1.13113,1.25482,1.13218,1.4119,1.11678,1.00786,1.04201,1.08812,1.09284,1.17533,0.99828,1.09124,1.11567,0.96266,1.12198,0.95833,1.11358,1.36148,0.97335,1.04472,0.99769,1.04519,0.99334,0.92836,1.09204,1.1307800000000001,1.271544,1.26913,1.328386,1.101136,1.020524,1.095126,1.0835940000000002,1.120266,1.1399979999999998,1.0135960000000002,1.133806,1.1291579999999999,0.9823660000000001,1.150648,0.993886,1.133514,1.22752,0.9938359999999999,1.139148,1.078566,1.028478,1.022504,0.944504,1.1087978985507245,1.06378,0.95505,1.08045,1.10544,0.92565,0.98168,0.99782,1.00111,1.00748,0.95575,0.93161,0.9334,1.03827,0.92633,0.94895,0.93088,0.9973,0.96316,0.95845,0.92161,0.95186,0.9543,0.92633,0.92755,0.92161,1.19008,1.87622,1.76567,1.50387,1.20873,1.09528,1.22015,1.17706,1.39372,1.35272,1.08358,1.3591,1.25701,1.05924,1.38826,1.14332,1.33638,1.42011,1.04798,1.74296,1.28155,1.12567,1.23345,0.97432,1.87622,23.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,138
10,3,1,0.998,0.3,208,nsmallest,1.09202,,,,,,,,,,,,,,,,,,,,,,,,1.09202,1.1003177777777777,,,,,,,,,,,,,,,,,,,,,,,,1.1003177777777777,1.06236,,,,,,,,,,,,,,,,,,,,,,,,1.06236,1.17188,,,,,,,,,,,,,,,,,,,,,,,,1.17188,9.0,,,,,,,,,,,,,,,,,,,,,,,,9
6,2,2,0.999,0.3,208,nsmallest,1.1260050000000001,1.1962,1.2936,1.27024,1.0783,1.00192,0.95678,0.97831,1.01969,1.29341,0.9288,1.2099,1.15506,0.98653,1.01776,1.01006,1.30368,0.97939,0.92848,1.23383,1.26921,1.16603,1.1267,1.00848,1.09194,1.141755,1.203796,1.930168,1.29569,1.116398,1.00161,0.97072,0.9643900000000001,1.09327,1.22118,0.92964,1.15797,1.1259919999999999,1.022208,0.99816,1.006014,1.4142,1.156658,0.9518800000000001,1.20539,1.210744,1.118702,1.087932,1.0481960000000001,1.1406132558139535,1.09508,1.11727,1.03892,1.07035,0.98635,0.97257,0.8145,0.90711,0.98811,1.03805,0.85021,1.0214,0.9073,0.96185,0.89653,0.90296,1.15441,0.9666,0.88981,0.91007,0.99773,0.77333,0.87738,0.91306,0.77333,1.23701,1.35136,3.08966,1.50655,1.40992,1.03325,1.18702,1.04485,1.36547,1.31162,0.99717,1.30462,1.27443,1.10571,1.11997,1.06418,1.7609,1.82397,1.04952,1.41433,1.39968,1.27374,1.39485,1.33546,3.08966,14.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,129
20,3,1,0.999,0.3,208,nsmallest,1.09192,,,,,,,,,,,,,,,,,,,,,,,,1.09192,1.0847411111111112,,,,,,,,,,,,,,,,,,,,,,,,1.0847411111111112,1.00934,,,,,,,,,,,,,,,,,,,,,,,,1.00934,1.13472,,,,,,,,,,,,,,,,,,,,,,,,1.13472,9.0,,,,,,,,,,,,,,,,,,,,,,,,9
6,7,1,0.998,0.3,208,nsmallest,1.115595,2.09234,1.54705,1.57426,1.01456,1.13227,0.93944,0.9447,0.94101,1.09601,1.10544,0.90819,1.04227,1.0721,1.42047,1.07228,1.15882,0.93626,1.1976,1.09276,1.22434,1.01575,1.56806,0.93556,1.09192,1.138202857142857,3.837074,1.5956620000000001,1.55514,1.0384039999999999,1.745972,0.925942,0.953622,1.322092,1.0464040000000001,1.006428,1.132054,1.12197,1.012444,1.384922,1.022902,1.154936,1.166634,1.087522,1.133966,1.2921179999999999,0.976634,1.7640319999999998,0.925198,1.2941488372093024,1.06432,1.13711,1.17733,0.96802,0.88138,0.98019,0.87917,0.87208,0.86627,0.95035,0.81597,0.86369,0.85295,0.88562,0.89948,0.86543,0.89035,0.91676,0.89539,0.92771,1.22216,0.88654,0.86369,0.8722,0.81597,1.28676,7.47355,2.04908,2.34101,1.2328,4.24463,0.96215,1.06913,1.96705,1.09961,1.13956,2.08113,1.64384,1.13715,1.59819,1.1729,1.30134,2.06606,1.23571,1.38612,1.56623,1.0549,2.69277,0.95091,7.47355,14.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,129
8,6,1,0.997,0.2,208,nsmallest,1.19602,1.34044,1.59458,1.31343,1.07169,0.93384,0.96526,1.04547,0.97657,1.16046,0.89364,1.11615,0.99139,1.11503,1.09215,0.89717,1.10751,1.1365,1.13152,1.15316,1.11477,0.8856,0.90125,0.92858,1.09188,1.1937914285714286,1.478338,2.314068,1.49146,1.084084,1.030796,1.024082,1.040704,0.956448,1.26996,0.9219060000000001,1.107916,1.004826,1.060008,1.1151339999999998,0.940766,1.0928419999999999,1.2205759999999999,1.161354,1.11034,1.205636,0.8884380000000001,1.26727,0.9645440000000001,1.1664384496124032,1.08325,0.98787,1.4505,1.16512,0.97077,0.86626,0.88977,1.00598,0.88679,1.15219,0.8862,0.88679,0.9149,0.91854,0.97837,0.8853,0.96365,0.9986,0.91027,0.8865,0.88738,0.87722,0.88679,0.90057,0.86626,1.30988,2.6184,4.00659,2.4552,1.21272,1.43293,1.30386,1.07188,1.04314,1.70323,0.99912,1.36998,1.11865,1.11537,1.22729,1.09755,1.29547,1.55695,1.4008,1.21995,1.98125,0.91531,2.26673,1.14219,4.00659,14.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,129
4,6,1,0.999,0.2,208,nlargest,1.1618750000000002,1.04195,1.68428,0.95622,1.02664,0.96519,1.06288,1.13374,0.91613,1.14006,0.9719,1.01123,1.446,1.23728,1.05105,1.02952,1.29855,1.02413,0.891,1.30206,1.10899,1.72137,1.11253,1.12526,1.09184,1.1510235714285713,1.259798,1.491146,0.988728,1.028932,0.9666779999999999,1.114258,1.104908,1.059284,1.284936,0.983652,1.035636,1.525244,1.22103,1.108092,1.025538,1.1763540000000001,1.16501,1.097308,1.2168160000000001,1.179476,1.645504,1.0687440000000001,2.103292,1.2043887596899225,1.0871,0.932,1.00679,0.94202,0.87407,0.88506,0.88566,1.0411,0.91497,0.91405,0.88536,0.89257,1.20289,0.91157,0.88625,0.94963,0.82461,0.93735,0.88566,0.98315,0.88654,1.05367,0.96097,0.88854,0.82461,1.20698,1.90198,1.88511,1.08827,1.20328,1.06318,1.3752,1.16876,1.38795,2.25159,1.11889,1.25135,1.99798,1.48121,1.60435,1.15101,1.44406,1.45523,1.84082,1.45002,1.82271,1.9332,1.14264,4.55697,4.55697,14.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,129
6,10,2,0.997,0.2,208,nsmallest,1.11941,1.1936,1.18787,1.37136,1.11214,0.98403,1.0407,0.95967,1.31352,1.06247,0.93433,1.54438,1.12528,1.09194,1.08806,0.90618,1.11069,1.03127,0.96043,1.07446,1.06882,0.89994,0.90763,0.95721,1.091825,1.1242517391304347,1.6219819999999998,1.321032,1.427668,1.08473,1.00856,1.053528,0.9655440000000001,1.192926,1.047804,0.9358879999999999,1.4130639999999999,1.107542,1.0610199999999999,1.0670439999999999,0.9548400000000001,1.132608,1.111018,0.986288,1.092658,1.088908,0.97105,1.052962,1.03271,1.1196714492753623,1.03129,1.09989,1.12216,1.17384,0.96812,0.94745,0.92015,0.9493,0.94508,0.93203,0.92008,1.09171,0.94992,0.95229,1.00433,0.89994,0.97179,0.96253,0.92106,0.91568,1.0136,0.89889,0.88903,0.91414,0.88903,1.17281,3.1218,1.80251,1.75416,1.25675,1.13932,1.22504,0.99194,1.43044,1.17315,0.95273,1.65981,1.28504,1.12679,1.13424,1.11735,1.45638,1.49931,1.12106,1.40194,1.24496,1.10032,1.2927,1.36016,3.1218,23.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,138
17,15,1,0.998,0.3,208,nsmallest,1.09182,,,,,,,,,,,,,,,,,,,,,,,,1.09182,1.0944522222222224,,,,,,,,,,,,,,,,,,,,,,,,1.0944522222222224,1.05992,,,,,,,,,,,,,,,,,,,,,,,,1.05992,1.11525,,,,,,,,,,,,,,,,,,,,,,,,1.11525,9.0,,,,,,,,,,,,,,,,,,,,,,,,9
5,6,1,0.999,0.3,208,nlargest,1.09178,,,,,,,,,,,,,,,,,,,,,,,,1.09178,1.1275933333333334,,,,,,,,,,,,,,,,,,,,,,,,1.1275933333333334,1.03246,,,,,,,,,,,,,,,,,,,,,,,,1.03246,1.28268,,,,,,,,,,,,,,,,,,,,,,,,1.28268,9.0,,,,,,,,,,,,,,,,,,,,,,,,9
5,6,2,0.999,0.2,208,nsmallest,1.1808,1.72001,1.55943,1.32226,1.05024,1.15154,1.13767,0.99445,1.11271,1.22499,1.00726,1.21736,1.10498,1.04267,0.91712,0.98312,1.50435,1.03659,0.90657,1.00651,0.94404,0.94778,0.99123,0.97543,1.0917,1.1723878260869565,1.5371080000000001,1.7619320000000003,1.405856,1.128294,1.402258,1.173052,1.0237180000000001,1.052474,1.217994,1.007524,1.171744,1.1018979999999998,1.034084,1.043938,0.982964,1.399946,1.042802,0.9601979999999999,1.062838,1.01735,0.9330680000000001,0.963328,1.021196,1.1535705797101448,1.08885,0.96081,1.11073,1.17623,1.03042,1.01762,1.07332,0.94641,0.89521,1.04893,0.95272,0.87163,1.00745,0.97041,0.90713,0.91078,1.03795,0.99898,0.89939,0.98548,0.91102,0.84279,0.9004,0.8987,0.84279,1.22005,1.9229,2.75712,1.72316,1.33107,2.59487,1.37096,1.15555,1.1227,1.49495,1.03754,1.37708,1.20146,1.08563,1.33244,1.09455,1.70131,1.08746,1.08015,1.26442,1.20809,0.981,1.00367,1.31742,2.75712,23.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,138
5,6,2,0.999,0.2,208,nlargest,1.12644,0.99711,1.2559,1.04658,0.97266,1.09314,1.04213,1.06042,1.07854,1.12138,1.05475,1.01922,1.18887,0.90931,1.02258,1.07892,1.20589,1.51897,0.9321,1.12829,2.56276,1.05278,1.01446,1.1545,1.09167,1.1302364285714286,1.10657,1.25626,1.087404,1.0013580000000002,1.057072,1.033458,1.07309,1.087604,1.124912,1.030298,1.007844,1.212202,0.958314,1.148276,1.075312,1.132778,1.520612,1.052006,1.1495039999999999,2.648714,1.2043,1.0193439999999998,1.54764,1.1899044186046512,1.0558,0.94354,1.17698,0.93936,0.93238,0.94381,0.98021,1.01991,0.95062,1.02735,0.91186,0.91893,0.99203,0.90386,1.02207,0.91047,0.93075,1.00492,0.90275,0.89494,1.45699,0.98508,0.95018,0.9493,0.89494,1.18522,1.50624,1.3372,1.32223,1.09629,1.16072,1.07802,1.16449,1.27708,1.32299,1.12212,1.08427,1.52282,1.11425,1.51617,1.20631,1.21878,2.36048,1.48744,1.40613,3.63905,1.4995,1.11196,2.76509,3.63905,14.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,129
4,15,1,1.0,0.3,208,nsmallest,1.09157,,,,,,,,,,,,,,,,,,,,,,,,1.09157,1.0928177777777777,,,,,,,,,,,,,,,,,,,,,,,,1.0928177777777777,1.04083,,,,,,,,,,,,,,,,,,,,,,,,1.04083,1.13665,,,,,,,,,,,,,,,,,,,,,,,,1.13665,9.0,,,,,,,,,,,,,,,,,,,,,,,,9
10,9,2,0.998,0.3,208,nsmallest,1.09153,,,,,,,,,,,,,,,,,,,,,,,,1.09153,1.0820733333333332,,,,,,,,,,,,,,,,,,,,,,,,1.0820733333333332,1.03576,,,,,,,,,,,,,,,,,,,,,,,,1.03576,1.11459,,,,,,,,,,,,,,,,,,,,,,,,1.11459,9.0,,,,,,,,,,,,,,,,,,,,,,,,9
11,10,1,1.0,0.3,208,nsmallest,1.09152,,,,,,,,,,,,,,,,,,,,,,,,1.09152,1.1053477777777776,,,,,,,,,,,,,,,,,,,,,,,,1.1053477777777776,1.07927,,,,,,,,,,,,,,,,,,,,,,,,1.07927,1.21466,,,,,,,,,,,,,,,,,,,,,,,,1.21466,9.0,,,,,,,,,,,,,,,,,,,,,,,,9
11,5,2,1.0,0.3,208,nsmallest,1.09138,,,,,,,,,,,,,,,,,,,,,,,,1.09138,1.1050066666666667,,,,,,,,,,,,,,,,,,,,,,,,1.1050066666666667,1.03357,,,,,,,,,,,,,,,,,,,,,,,,1.03357,1.1496,,,,,,,,,,,,,,,,,,,,,,,,1.1496,9.0,,,,,,,,,,,,,,,,,,,,,,,,9
5,4,2,0.998,0.3,208,nlargest,1.09132,,,,,,,,,,,,,,,,,,,,,,,,1.09132,1.0905144444444446,,,,,,,,,,,,,,,,,,,,,,,,1.0905144444444446,1.03145,,,,,,,,,,,,,,,,,,,,,,,,1.03145,1.16009,,,,,,,,,,,,,,,,,,,,,,,,1.16009,9.0,,,,,,,,,,,,,,,,,,,,,,,,9
4,10,2,0.999,0.3,208,nsmallest,1.0934249999999999,1.35424,1.37041,1.51086,0.98521,1.30528,1.19623,1.31244,1.27777,1.15837,1.04849,0.99602,1.10561,0.9488,1.03526,0.97541,1.37733,1.61146,1.04499,0.94479,1.12586,1.16028,1.0801,0.97925,1.09131,1.1070864285714286,1.277578,1.533848,1.49273,0.989264,1.643322,1.228166,1.212974,1.325154,1.17086,1.01278,1.068448,1.104364,0.970828,1.03484,1.015526,1.3092219999999999,1.442074,1.032012,1.019622,1.1216380000000001,1.215022,0.990432,0.994694,1.1746217054263566,1.07998,1.09841,0.96382,1.18479,0.92856,0.96647,0.98346,1.03331,1.13787,1.0795,0.89698,0.97646,0.90263,0.90923,0.93969,0.93855,0.99145,1.02059,0.94505,0.89369,0.90872,0.97654,0.80554,0.92679,0.80554,1.1534,1.4365,2.35225,1.74562,1.05463,2.47747,1.43838,1.37229,1.75644,1.35789,1.13789,1.38027,1.2372,1.08643,1.08457,1.13365,1.61223,1.77199,1.07785,1.35006,1.51001,1.51701,1.10053,1.10533,2.47747,14.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,129
9,4,2,1.0,0.3,208,nsmallest,1.09123,,,,,,,,,,,,,,,,,,,,,,,,1.09123,1.099501111111111,,,,,,,,,,,,,,,,,,,,,,,,1.099501111111111,1.07089,,,,,,,,,,,,,,,,,,,,,,,,1.07089,1.15097,,,,,,,,,,,,,,,,,,,,,,,,1.15097,9.0,,,,,,,,,,,,,,,,,,,,,,,,9
15,9,1,0.999,0.3,208,nsmallest,1.09116,,,,,,,,,,,,,,,,,,,,,,,,1.09116,1.09695,,,,,,,,,,,,,,,,,,,,,,,,1.09695,1.03484,,,,,,,,,,,,,,,,,,,,,,,,1.03484,1.1867,,,,,,,,,,,,,,,,,,,,,,,,1.1867,9.0,,,,,,,,,,,,,,,,,,,,,,,,9
11,9,2,0.999,0.3,208,nsmallest,1.09111,,,,,,,,,,,,,,,,,,,,,,,,1.09111,1.1061477777777777,,,,,,,,,,,,,,,,,,,,,,,,1.1061477777777777,1.03164,,,,,,,,,,,,,,,,,,,,,,,,1.03164,1.16321,,,,,,,,,,,,,,,,,,,,,,,,1.16321,9.0,,,,,,,,,,,,,,,,,,,,,,,,9
