,,,,,,,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count
year,,,,,,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All
watch_days,hold_days,num_stocks_to_buy,loss_limit,fee,num_tickers,nlargest_nsmallest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2,1,0.999,0.002,208,nsmallest,1.1922000000000001,1.26341,1.48039,1.19068,1.16537,1.05955,1.10069,1.00252,0.96869,1.23534,1.05499,1.12948,0.98736,0.98701,1.02145,0.97961,1.14122,1.4339,1.35845,1.06948,1.17863,1.08904,1.8042,2.23163,1.15278,1.2219328571428572,1.2914619999999999,2.315056,1.18939,1.284604,1.0684,1.174822,0.9769180000000001,1.00533,1.2721120000000001,1.08452,1.108336,1.045434,0.9973000000000001,1.16261,1.002552,1.312408,1.3215119999999998,1.226518,1.250966,1.225908,1.132636,2.213104,2.784174,1.3126931782945737,1.16999,0.91007,0.93442,0.94918,1.01622,0.96072,0.98075,0.92669,0.90991,0.98745,0.94644,0.90385,0.93475,0.94654,0.9577,0.96163,1.01789,0.91279,0.90008,0.94418,1.07097,0.87287,0.89773,0.93947,0.87287,1.33446,1.53366,5.52644,1.49784,1.76822,1.18186,1.40283,1.00784,1.24427,1.46863,1.35088,1.30774,1.17982,1.09712,1.61126,1.07935,1.6673,1.61262,1.44151,1.61513,1.62831,1.67344,4.90919,5.18642,5.52644,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
4,4,2,0.999,0.002,208,nsmallest,1.26519,1.2331,1.67041,1.36615,1.12173,1.13956,1.32593,1.26261,1.05424,1.16584,1.01139,1.21395,1.1202,1.07002,1.12071,1.03991,1.54939,1.23354,1.01196,1.11044,1.35206,1.17583,1.11589,0.95511,1.15257,1.2309707142857143,1.3156320000000001,1.817764,1.342414,1.06762,1.5321339999999999,1.262254,1.178032,1.061108,1.31886,1.009314,1.242192,1.157456,1.0633839999999999,1.0788280000000001,1.082404,1.4819179999999998,1.346924,1.054062,1.15103,1.3752600000000001,1.30633,1.094262,0.9724780000000001,1.2309448837209302,1.13081,1.15455,1.01268,1.12697,0.91593,0.91131,1.0389,1.03744,0.85595,1.05788,0.95638,1.04761,0.99971,1.05027,0.92487,0.97905,1.06236,1.14427,0.98765,0.90921,1.16235,0.86881,0.95547,0.91913,0.85595,1.28648,1.64455,3.3434,1.51898,1.16318,3.08488,1.41666,1.26479,1.28847,1.8425,1.06565,1.4722,1.37066,1.07614,1.12136,1.28667,1.75238,1.59681,1.13685,1.31341,1.77041,1.77429,1.25348,1.09589,3.3434,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
6,1,1,0.999,0.002,208,nlargest,1.2108599999999998,1.13591,1.47572,1.16031,1.09394,1.12253,1.12432,0.93044,1.14849,1.52724,0.89913,1.09679,1.1736,1.14069,1.36553,1.10587,1.42547,1.23558,1.05436,1.04748,1.45187,1.51769,1.08478,1.60973,1.15237,1.2136542857142858,1.2061899999999999,1.407442,1.167886,1.0957899999999998,1.085888,1.199924,1.027764,1.198468,1.39038,0.901234,1.232462,1.149198,1.099246,1.2815699999999999,1.153006,1.4657959999999999,1.145762,0.992106,1.1804919999999999,2.196314,2.082204,1.160752,1.449888,1.2662013178294573,1.14845,0.93294,0.9312,1.01368,1.02591,0.94355,0.86479,0.92629,0.97358,0.98425,0.88612,0.97649,0.91688,0.97741,0.94393,0.97481,0.98511,0.95034,0.84818,1.04576,1.06019,1.38758,0.97314,0.92033,0.84818,1.26047,1.57239,1.9528,1.36014,1.16776,1.2764,1.59234,1.26455,1.42758,1.82507,0.93401,1.85832,1.3177,1.1532,1.414,1.39083,2.3832,1.28418,1.05696,1.6182,4.19684,3.02322,1.4168,2.00797,4.19684,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
4,6,2,0.999,0.002,208,nsmallest,1.1960600000000001,1.26861,1.41963,1.44591,1.11964,1.05598,1.3135,1.14879,1.03752,1.18356,0.94317,1.16794,1.06778,1.04668,1.08897,1.01144,1.17609,1.14272,1.05069,1.16535,1.33379,0.97393,1.12232,0.96103,1.15204,1.1953642857142857,1.535,1.651382,1.4349560000000001,1.12882,1.08094,1.299032,1.122146,1.138706,1.2205,0.966052,1.1507159999999999,1.076892,1.02744,1.200212,1.0688119999999999,1.212712,1.10578,1.1129120000000001,1.190092,1.3172979999999999,1.046186,1.090006,1.0605360000000001,1.1854320930232558,1.12945,1.07974,1.09968,1.31699,1.08121,0.99025,1.15204,1.00623,0.9675,1.028,0.93787,0.94302,1.00794,0.97315,0.95026,0.93521,0.91999,0.96946,1.01345,0.94758,1.1892,0.9554,0.88476,0.88854,0.88476,1.27302,2.14297,2.46082,1.49165,1.18064,1.2001,1.4158,1.29581,1.42327,1.66568,1.01499,1.41241,1.16721,1.08488,1.74003,1.36959,1.50907,1.21793,1.23241,1.54649,1.46957,1.35626,1.20365,1.39965,2.46082,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
4,3,1,0.998,0.002,208,nlargest,1.188455,1.05082,1.13401,1.11842,1.17001,1.2479,1.04401,1.07916,1.33613,1.52978,1.00883,1.03364,1.20384,0.95843,1.02755,1.11298,1.46543,1.61478,1.01739,0.9437,1.60759,1.34594,1.08649,1.36801,1.15151,1.2046507142857144,1.097534,1.223792,1.3889099999999999,1.122766,1.198844,1.181598,1.063272,1.188032,1.4090479999999999,1.0539,1.46121,1.177432,1.0088620000000001,1.215504,1.077432,1.486118,1.6426079999999998,1.016622,1.03197,1.650846,2.271478,1.110728,2.330422,1.3093779069767442,1.10413,1.00798,0.99848,1.0485,0.94969,0.82517,1.00679,0.86433,0.83679,1.09993,0.88218,0.80709,1.05044,0.81204,1.00073,0.91733,1.42399,0.93004,0.90449,0.9211,0.83183,1.10108,0.88046,1.09385,0.80709,1.29068,1.30624,1.45182,2.30422,1.25398,1.51815,1.68697,1.15728,1.41073,1.709,1.18745,2.29499,1.2432,1.37808,1.99717,1.22461,1.57417,2.66259,1.21037,1.40378,3.0541,4.27946,1.37052,5.29631,5.29631,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
5,3,1,0.998,0.002,208,nsmallest,1.2312850000000002,1.3187,0.92802,1.28217,1.19721,1.0276,1.1363,1.13946,1.28327,1.24002,0.90224,1.14972,1.03739,1.0067,1.12816,0.95863,1.25057,1.30168,0.98842,1.00262,1.23683,1.097,1.02466,0.95317,1.15082,1.2759321428571428,1.355812,1.099832,1.32725,1.379356,1.022344,1.188936,1.06746,1.357692,1.215282,0.923612,1.214492,1.0974059999999999,0.9978060000000001,1.163508,1.0270620000000001,1.39492,1.6040680000000003,1.056274,1.058108,1.38034,1.1898060000000001,1.184154,1.114186,1.2012525581395348,1.15082,1.2036,0.82879,1.13182,1.06716,0.86448,0.98241,0.89346,1.19133,0.90825,0.86742,1.01235,0.83642,0.83218,1.08488,0.89258,1.05169,0.8343,0.88736,0.82841,0.85875,0.8954,0.95783,0.83482,0.82841,1.41105,1.67044,1.63598,1.50893,2.11919,1.17949,1.41038,1.20045,1.82195,1.422,1.06181,1.47071,1.41117,1.13732,1.33443,1.26504,2.12002,3.22751,1.48282,1.6247,1.90185,1.50432,1.85548,1.57124,3.22751,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
2,3,1,0.997,0.002,208,nlargest,1.23072,0.97809,1.63204,1.39691,1.09371,0.88308,1.22233,1.18666,1.08575,1.46561,0.89535,0.96134,1.02923,0.92101,1.14388,1.06402,1.64757,1.24977,0.98687,1.39798,2.08307,1.85476,1.03175,1.90971,1.15068,1.2084785714285715,1.1695980000000001,1.485706,1.28524,1.073708,0.899222,1.361434,1.056192,1.02225,1.398088,0.9162079999999999,1.125568,1.118308,0.862508,1.149016,1.118524,1.4381819999999998,1.288706,0.9393119999999999,1.319826,2.595466,1.950064,1.038678,2.271684,1.2894274418604652,1.0689,0.91811,0.7674,0.87753,0.91314,0.69955,0.93554,0.78688,0.88499,0.90284,0.79888,0.92207,0.93978,0.7388,1.03358,0.89386,0.95566,1.04446,0.78229,0.73859,1.22648,1.48995,0.85175,0.75739,0.69955,1.23682,1.72981,1.91366,1.4625,1.30946,1.12559,1.99757,1.20482,1.08871,1.69705,1.15068,1.82715,1.36464,0.92678,1.28687,1.36851,1.82008,1.61892,1.14177,2.1447,3.94873,2.92179,1.28959,4.32831,4.32831,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
5,4,1,0.999,0.002,208,nsmallest,1.238135,1.44327,1.23284,1.22107,1.37667,1.20542,1.04944,1.28812,1.15055,1.30628,0.97465,1.37202,1.06498,0.9753,1.2404,1.0001,1.6633,1.27306,1.21169,0.97179,0.87362,0.94118,1.55295,1.29091,1.15055,1.225315714285714,1.6115860000000002,1.31075,1.25084,1.358276,1.6743320000000002,1.154884,1.146688,1.576904,1.215144,0.967782,1.329944,1.04911,0.9810800000000001,1.24101,1.043254,2.533024,1.270456,1.231922,0.9924839999999999,0.9745799999999999,0.927948,2.193666,1.42449,1.3136061240310077,1.14209,0.90802,0.92348,1.02301,1.02895,0.9348,1.03169,0.90912,0.88057,0.87199,0.90974,1.00924,0.96603,0.92322,0.87132,0.87098,1.18611,0.92624,1.13581,0.87265,0.87199,0.87132,0.87265,0.88915,0.87098,1.31996,2.56748,1.70376,1.47015,1.53353,3.85417,1.3661,1.33498,2.41696,1.48927,1.05233,1.55447,1.13195,1.01777,1.56507,1.3643,4.33439,1.71344,1.46225,1.07778,1.21305,1.01305,5.09875,2.55665,5.09875,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
3,3,1,0.999,0.003,208,nsmallest,1.21148,1.97439,1.75281,1.14194,1.09284,1.2007,1.29619,1.09998,1.10216,1.75944,0.8654,1.13792,0.81665,0.87597,1.03441,1.05825,1.20086,1.01577,1.07916,0.91897,1.34991,1.25889,1.07889,1.17337,1.15014,1.2348364285714286,1.8203340000000001,1.615296,1.3443559999999999,1.248232,1.65032,1.289816,1.082248,1.353408,1.671546,1.264102,1.174672,0.9037839999999999,0.9181800000000001,0.996656,1.031818,1.357564,1.200102,1.0515560000000002,1.328814,1.258654,1.285418,2.08841,1.26764,1.3046693023255813,1.13255,1.1832,0.9587,0.97674,0.92704,0.99793,1.06229,0.92916,0.87563,1.16641,0.78782,0.88948,0.78434,0.81333,0.84526,0.84005,1.03415,0.87148,0.88591,0.87936,0.95426,0.90065,0.9125,0.8608,0.78434,1.36202,2.01543,2.13246,1.94719,1.88903,3.6536,1.50379,1.24311,1.92658,2.09133,2.91672,1.44686,1.08567,1.10199,1.18655,1.15422,1.73551,2.06454,1.14782,2.29248,1.39701,1.73107,6.13356,2.01317,6.13356,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
5,4,1,0.999,0.002,208,nlargest,1.21996,0.96253,1.19829,1.04876,1.11571,1.00754,1.08046,1.01957,1.39373,1.49749,0.98297,1.45154,1.15463,1.07887,0.9636,1.24338,1.16463,1.15089,1.15782,0.89228,1.32662,1.72767,0.96697,0.95911,1.15001,1.2062528571428572,0.9761599999999999,1.127646,1.114624,1.1376659999999998,1.066238,1.12943,1.05201,1.23402,1.415344,1.019702,1.349794,1.284274,1.015466,1.0646900000000001,1.220608,1.594312,1.265634,1.1243539999999999,1.346344,1.4324919999999999,2.167426,1.004096,1.163672,1.228043023255814,1.11281,0.9075,0.95076,0.92188,0.87013,0.87776,0.99101,0.96757,0.95787,0.93706,0.92732,0.99682,1.13499,0.87232,0.91928,0.89145,0.90163,1.09041,0.9337,0.87738,0.95885,1.62,0.87334,0.88915,0.87013,1.24279,1.08673,1.28251,1.52112,1.54991,1.30154,1.41111,1.22954,1.45825,1.60527,1.17987,1.62971,1.79465,1.09746,1.29367,1.66051,2.41278,1.70961,1.1943,3.12508,2.45462,3.81967,1.15055,1.79272,3.81967,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
5,3,2,0.998,0.002,208,nsmallest,1.1979899999999999,1.38433,1.3051,1.29274,1.17429,1.09226,1.20738,1.04502,1.12518,1.15878,1.01622,1.17581,1.11426,0.9892,1.13876,1.1197,1.26676,1.24046,0.95295,1.25601,1.33132,0.97239,0.98032,0.93471,1.14971,1.2113764285714286,1.3754060000000001,1.243954,1.3974220000000002,1.258076,1.083186,1.129104,1.09668,1.177604,1.247036,1.00738,1.2332940000000001,1.0773220000000001,1.0038740000000002,1.109726,1.087878,1.341186,1.2824579999999999,0.975774,1.137696,1.339098,1.030848,1.076874,1.020896,1.1676211627906976,1.14916,1.22343,0.87223,1.10529,1.10033,0.96028,0.94625,0.8789,1.00994,1.01553,0.92071,0.98656,0.92995,0.98248,1.03034,0.91331,1.05655,0.90776,0.877,0.92176,1.01979,0.86217,0.92638,0.83482,0.83482,1.28785,1.62969,1.52407,1.97649,1.6003,1.21891,1.26923,1.33214,1.36513,1.45802,1.08957,1.54048,1.18709,1.0581,1.19672,1.26771,1.61491,1.8035,1.1589,1.2863,1.65744,1.18373,1.43262,1.35698,1.97649,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
5,3,1,0.997,0.002,208,nsmallest,1.20798,1.28577,0.904,1.33243,1.17219,1.0018,1.10689,1.10972,1.30729,1.32601,0.93519,1.19912,1.01251,0.98071,1.10229,0.93436,1.21811,1.27099,0.95992,1.06331,1.23154,1.1019,0.99596,0.94033,1.14947,1.2606535714285714,1.394608,1.071494,1.3482020000000001,1.387608,1.0088940000000002,1.16847,1.055944,1.344322,1.248932,0.9336420000000001,1.241764,1.0717940000000001,0.9821880000000001,1.145164,0.998776,1.3615659999999998,1.571852,1.0372780000000001,1.075114,1.359566,1.164404,1.15161,1.091212,1.1916369767441861,1.13416,1.17108,0.80375,1.12019,1.04281,0.90198,0.9597,0.86851,1.15572,0.97304,0.87938,0.98686,0.81294,0.85973,1.06189,0.86738,1.02521,0.80999,0.86514,0.80276,0.87902,0.87114,0.92904,0.81002,0.80276,1.40471,1.99298,1.59675,1.53813,2.27034,1.14947,1.41816,1.20265,1.773,1.38479,1.03394,1.5457,1.38298,1.10885,1.3459,1.22952,2.07311,3.15667,1.45568,1.63898,1.85648,1.46368,1.80864,1.55175,3.15667,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
4,5,1,0.998,0.002,208,nsmallest,1.22068,1.99599,1.09517,1.25872,1.33703,1.14945,1.18683,1.01766,1.02583,1.17985,1.01002,1.16639,1.07484,1.02496,1.2251,1.16523,1.35431,1.40655,1.01678,0.96283,0.97692,0.92398,0.93064,0.96704,1.14945,1.2357614285714287,2.2815199999999995,1.492028,1.39364,1.3587479999999998,1.7734200000000002,1.213562,1.078522,1.1547360000000002,1.204876,0.975456,1.3047140000000002,1.060446,1.05095,1.168728,1.08932,1.459864,1.348038,1.021128,1.023438,1.1095599999999999,0.935266,1.339372,1.034576,1.2531798449612404,1.16355,1.03561,1.02977,1.01978,1.08059,0.85394,0.90962,0.95732,1.00452,0.86343,0.88072,1.04501,0.88543,0.94742,1.00647,0.84722,1.11125,0.96333,0.90173,0.85432,0.94321,0.84761,0.84877,0.85818,0.84722,1.32172,4.50015,2.2636,2.11976,1.64899,4.56947,1.61543,1.27448,1.45662,1.42757,1.03706,1.94912,1.20075,1.12985,1.28844,1.33169,1.78836,1.73213,1.23648,1.28856,1.37561,1.00206,2.12397,1.45456,4.56947,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
3,6,2,0.998,0.002,208,nsmallest,1.207005,1.88271,1.24776,1.38845,1.15718,1.10822,1.22108,0.92177,1.15221,1.1517,0.98908,1.12678,1.01216,0.9763,0.99045,1.12516,1.12031,1.19826,1.02187,1.09948,1.18317,1.15793,0.98078,1.10623,1.14938,1.20442,1.9704900000000003,1.388836,1.38158,1.21082,1.334922,1.202056,0.952714,1.185342,1.288932,0.9712099999999999,1.2341419999999999,1.040684,1.00925,1.04497,1.110818,1.116362,1.250436,1.04236,1.20094,1.26681,1.2125460000000001,1.064596,1.178488,1.2027782945736434,1.14444,1.37133,1.10797,0.92146,1.02847,0.99303,1.00553,0.85754,0.96171,1.10927,0.89011,0.99088,0.93191,0.94945,0.94655,0.93235,0.94978,0.97314,0.92091,0.99553,1.10908,0.88172,0.85483,0.86918,0.85483,1.24352,2.66882,1.73866,1.91309,1.4487,2.35288,1.28778,1.03658,1.37556,1.72621,1.03767,1.76176,1.24633,1.16913,1.30859,1.2234,1.3147,1.77165,1.12976,1.42903,1.70871,1.53432,1.38033,1.65019,2.66882,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
5,1,2,0.999,0.002,208,nsmallest,1.24516,1.50143,1.58192,1.09439,1.2862,1.08563,1.10862,1.07332,1.01092,1.14932,1.10757,1.06736,1.10983,1.0266,1.16377,1.22811,1.48753,1.16564,0.9917,1.14574,1.2581,1.09563,1.08349,0.97273,1.14932,1.247407857142857,1.5524140000000002,1.579636,1.350872,1.246632,1.453834,1.085176,1.074608,1.082756,1.27263,1.335378,1.14758,1.126558,1.0145279999999999,1.18432,1.156948,1.582474,1.1879279999999999,1.078768,1.2027139999999998,1.365476,1.100334,1.2363279999999999,1.004772,1.2370312403100776,1.14893,1.24001,1.13967,1.00689,1.10384,1.03524,0.97058,1.04953,0.97745,1.05355,0.9316,0.96107,1.04781,0.9797,0.97702,0.94656,1.26336,1.01172,0.92792,1.08111,1.16326,0.9784,0.97313,0.84306,0.84306,1.3237,2.11452,1.86592,2.23886,1.32781,2.95066,1.17299,1.09289,1.3179,1.65562,1.77053,1.46889,1.30382,1.05495,1.46504,1.26381,1.88919,1.41478,1.48806,1.51445,1.91416,1.20175,2.05081,1.21334,2.95066,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
7,1,1,0.998,0.002,208,nlargest,1.161775,1.04657,1.38338,1.24169,1.01919,1.23259,1.14908,0.99457,0.98679,1.32678,1.01162,1.01326,1.01977,1.29899,1.28869,1.11382,1.11899,1.02645,0.94848,0.98127,1.31814,1.45196,1.11106,1.23186,1.14908,1.1797371428571428,1.074456,1.322232,1.431142,1.056172,1.165404,1.18222,1.008096,1.181838,1.426712,1.0052020000000002,1.095606,1.077948,1.220094,1.21655,1.1422180000000002,1.150692,1.070134,0.9434660000000001,1.021444,1.757142,1.633332,1.124558,1.460982,1.2042986046511628,1.08215,0.95201,0.91231,0.97669,0.9716,0.9237,0.94465,0.90807,0.96167,1.18628,0.94991,0.86576,0.96667,0.91786,1.04803,0.8456,1.0102,0.84843,0.91423,0.89969,1.17353,1.36708,0.93883,0.8357,0.8357,1.25911,1.25801,1.79388,2.49007,1.26486,1.37575,1.62221,1.08379,1.76495,1.79533,1.0453,1.39614,1.24388,1.33166,1.3721,1.49204,1.43943,1.30436,0.9726,1.22008,3.07975,1.9656,1.37748,2.18462,3.07975,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
2,3,2,0.999,0.003,208,nsmallest,1.1853799999999999,1.7724,1.62716,1.30694,1.26063,0.9821,1.08684,1.09956,1.40639,1.11683,0.85828,1.15516,1.1193,0.91126,0.90027,1.06836,1.16994,0.95053,0.97137,1.42137,1.35399,1.06041,1.31215,0.9317,1.14848,1.1906207142857144,1.831532,1.585222,1.316192,1.2446,1.334558,1.108332,1.1143100000000001,1.2835079999999999,1.200464,0.9228439999999999,1.076476,1.07626,0.9376239999999999,0.98245,1.034704,1.228974,1.2636699999999998,0.966028,1.49383,1.539878,1.221102,1.2620339999999999,1.04909,1.2173418604651163,1.14797,1.28737,1.12969,1.12025,1.09771,0.83109,0.96152,0.87597,0.93816,0.97506,0.78853,0.83002,0.87539,0.90315,0.8662,0.90771,0.90816,0.8756,0.90834,0.92788,1.27405,0.97926,0.95614,0.76938,0.76938,1.28048,2.53566,2.00844,1.55884,1.41656,2.52789,1.37346,1.32156,1.66831,1.44006,1.19386,1.16925,1.19978,1.04469,1.18357,1.16234,1.48394,2.44955,1.00761,1.95267,2.12971,1.66743,1.51542,1.68305,2.53566,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
5,4,1,0.998,0.002,208,nsmallest,1.23317,1.4102,1.2033,1.19437,1.39156,1.29413,1.02625,1.26601,1.12185,1.27387,0.98435,1.50689,1.04058,0.99568,1.26347,0.97501,1.62809,1.24365,1.1825,0.94768,0.8503,0.91764,1.51553,1.26644,1.14768,1.2076157142857142,1.660982,1.28125,1.257228,1.34477,1.6616039999999999,1.12943,1.135022,1.539598,1.1852019999999999,0.9580500000000001,1.383164,1.0541740000000002,0.9839460000000001,1.260002,1.017588,2.5229,1.2402279999999999,1.2137959999999999,0.97187,0.9566100000000001,0.904784,2.141968,1.4013,1.301813565891473,1.11958,0.92671,0.90203,0.99932,1.00544,0.91148,1.00798,0.88829,0.85842,0.84839,0.88782,0.98587,0.9698,0.89922,0.84761,0.84722,1.17362,0.90229,1.13634,0.84916,0.84839,0.84761,0.84916,0.86847,0.84722,1.30141,2.68542,1.66986,1.55439,1.51339,3.76157,1.33615,1.32676,2.36173,1.45468,1.02691,1.75548,1.15768,1.01625,1.62417,1.33125,4.24767,1.67238,1.43002,1.07343,1.22042,0.99065,4.98032,2.51302,4.98032,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
3,5,2,0.999,0.002,208,nlargest,1.1760950000000001,1.07806,1.18547,1.3996,1.08506,1.03724,1.06332,1.13764,1.08254,1.27893,0.96365,1.04818,0.98584,0.94981,1.04221,1.20793,1.16694,1.50131,1.05845,1.04141,2.59726,1.8363,1.0437,1.52316,1.14768,1.1845885714285715,1.093016,1.24923,1.715116,1.077026,1.0619619999999999,1.144814,1.092394,1.0854240000000002,1.266832,0.975274,1.15639,1.080412,0.9820880000000001,1.0719660000000002,1.229288,1.242934,1.3493439999999999,1.019384,1.265512,2.468096,2.101798,1.023078,1.4346720000000002,1.2598022480620155,1.08165,0.91416,1.15644,0.85844,0.96582,0.94379,0.9696,0.95385,1.01415,1.08679,0.92054,0.99709,0.93159,0.94923,0.93634,1.02311,1.08943,0.94207,0.90772,0.94265,1.39027,1.82338,0.95511,1.20226,0.85844,1.23627,1.32462,1.42923,3.53188,1.16983,1.24574,1.43163,1.20842,1.20861,1.53312,1.09101,1.45364,1.32008,1.0808,1.33739,1.41474,1.46611,1.52907,1.09883,1.66092,3.39206,2.74489,1.06198,1.56549,3.53188,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
5,1,2,0.998,0.002,208,nlargest,1.1895099999999998,1.12013,1.11644,1.0734,1.03176,0.99306,1.109,1.00281,1.21014,1.21412,0.95239,1.02027,1.15117,1.01393,1.17157,1.13537,1.21698,1.18251,1.05175,1.14143,1.93475,1.73917,1.14703,1.45798,1.14703,1.1801028571428571,1.1214140000000001,1.171166,1.138144,1.029312,0.9670799999999999,1.098968,1.022402,1.1926299999999999,1.2975780000000001,0.9505480000000001,1.105716,1.214788,1.084732,1.109424,1.1266399999999999,1.230402,1.144352,1.195616,1.14783,1.734716,1.8114260000000002,1.194488,1.4085860000000001,1.193885503875969,1.12871,1.06797,0.90973,1.00161,0.96443,0.88896,0.9725,0.89934,0.99608,1.21316,0.81634,0.94377,0.98841,0.98908,0.89218,0.9796,1.07237,1.01415,0.95165,1.07441,1.33644,1.14943,0.91263,1.05293,0.81634,1.21595,1.16605,1.39534,1.3514,1.08574,1.01291,1.17498,1.12746,1.51163,1.46411,1.12416,1.42153,1.52085,1.22579,1.32755,1.20176,1.45912,1.25518,1.46588,1.21552,2.08302,2.74112,1.52229,1.59752,2.74112,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
5,4,2,0.999,0.002,208,nsmallest,1.2005249999999998,1.61741,1.22038,1.19475,1.30321,1.16374,1.06986,1.13945,1.18553,1.13919,0.96384,1.12451,1.02836,1.05129,1.17447,1.14587,1.31871,1.147,1.09814,1.07968,1.00562,1.00729,1.21715,1.09572,1.147,1.1924942857142857,1.609562,1.451984,1.471852,1.290832,1.33604,1.1091760000000002,1.091712,1.252778,1.13307,0.98316,1.346566,1.0497539999999999,1.041884,1.15881,1.15405,1.8415039999999998,1.157896,1.131728,1.10033,1.072386,0.9611979999999999,1.442544,1.15996,1.2282077519379844,1.15542,1.10682,1.12051,0.97983,1.00924,0.90354,0.97254,0.93203,0.94656,0.96857,0.95222,1.06096,0.94321,1.02456,0.90101,0.90256,1.10536,1.05522,1.0893,0.99486,0.91666,0.87842,0.94279,0.88915,0.87842,1.24024,1.97841,1.91042,2.22785,1.51563,2.2859,1.29899,1.26027,1.58004,1.2332,1.07815,1.85983,1.16519,1.05355,1.3074,1.39462,2.84868,1.3191,1.25259,1.32416,1.29063,1.0108,2.42362,1.66765,2.84868,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
