,,,,,,,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count
year,,,,,,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All
watch_days,hold_days,num_stocks_to_buy,loss_limit,fee,num_tickers,nlargest_nsmallest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,10,1,0.998,0.003,208,nlargest,1.033955,0.87913,1.36383,0.93482,0.91838,1.07806,1.01206,0.98511,1.44413,0.96296,0.94813,0.95438,0.95893,0.87944,0.87944,1.00824,1.05861,0.89228,0.96582,1.15969,0.99395,1.38669,0.94467,0.88785,0.97919,1.0512314285714286,0.892806,1.326362,0.939752,0.943046,1.187478,0.9988959999999999,1.0443479999999998,1.229378,1.1293039999999999,1.010138,0.981884,1.089716,0.942914,1.0066140000000001,1.000282,1.058786,0.91038,1.007734,1.0845040000000001,1.044346,1.3499560000000002,0.95332,1.24007,1.0587388372093025,0.9811,0.87818,0.87881,0.87787,0.87787,0.8785,0.87913,0.93768,0.87787,0.88474,0.87787,0.89199,0.8785,0.8785,0.87881,0.87787,0.88059,0.8785,0.87913,0.8785,0.92068,0.98798,0.88474,0.88661,0.87787,1.16672,0.94847,1.82491,1.05118,1.05609,1.5671,1.07876,1.36835,1.47382,1.85678,1.32588,1.19064,1.36896,1.12746,1.23065,1.16405,1.33365,0.96061,1.33088,1.25272,1.20894,1.61571,1.03124,1.88733,1.88733,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
4,10,2,0.999,0.006,208,nsmallest,1.00125,0.99047,1.22977,1.12198,0.88936,0.89819,1.00497,0.93278,1.02717,1.07958,0.95806,0.88027,1.02142,0.85662,0.93436,0.87932,1.06938,1.42723,0.94306,0.88292,1.01628,0.96825,0.88398,0.8977,0.97863,0.9958214285714285,1.06311,1.368604,1.191536,0.8778079999999999,1.201234,1.043552,1.038396,1.137214,1.120966,0.917398,0.938536,1.073038,0.906972,0.945604,0.922528,1.06093,1.251862,0.938582,0.9528700000000001,0.9487500000000001,0.996848,0.890894,0.881724,1.02547503875969,0.94079,0.82741,0.97444,0.90056,0.8256,0.87178,0.88682,0.90587,0.89614,1.02521,0.81688,0.80955,0.95114,0.83633,0.81096,0.84642,0.85797,0.84406,0.85692,0.85252,0.80061,0.84722,0.79863,0.8224,0.79863,1.03687,1.30314,2.11719,1.57355,0.92744,2.22958,1.30271,1.23664,1.5833,1.31252,1.02565,1.24346,1.27391,0.99309,1.06488,1.02124,1.24263,1.55553,1.02618,1.2241,1.06532,1.2303,0.99235,0.93116,2.22958,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
6,10,1,0.998,0.006,208,nsmallest,1.024015,1.10057,1.15699,1.38278,1.02109,0.86763,0.85027,0.87591,0.9674,0.95467,0.81873,1.29424,1.16642,0.82009,0.9268,0.81919,1.14347,0.83912,0.82909,1.0821,1.00387,0.80997,0.80903,0.91629,0.97819,1.0250542857142857,1.4350200000000002,1.1170339999999999,1.6738520000000001,1.005734,0.9046759999999999,0.983348,0.888842,1.075686,0.995992,0.818528,1.4486560000000002,1.094884,0.897102,0.948304,0.844082,1.152846,1.003652,0.851756,1.0131999999999999,0.999208,0.89437,1.060432,1.0707900000000001,1.0483777519379847,0.98824,0.97155,0.8102,1.31808,0.82009,0.80903,0.84162,0.82936,0.80997,0.82099,0.8076,1.18904,0.82176,0.81715,0.82298,0.80997,0.83733,0.80856,0.81964,0.80856,0.82099,0.80808,0.80808,0.83573,0.8076,1.09648,2.96912,1.28133,2.17275,1.30504,1.14272,1.20175,0.97819,1.6119,1.36161,0.82976,2.0409,1.30616,1.01479,1.07265,0.89133,1.71007,1.62926,0.93427,1.28398,1.11328,1.10139,1.5223,1.7347,2.96912,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
7,4,1,0.999,0.003,208,nlargest,1.065375,0.9509,1.40852,1.09097,1.00742,0.99525,0.95845,0.89959,1.13744,1.00649,0.89259,0.92036,0.93703,1.03485,1.12726,0.91043,0.87822,1.40397,0.86215,0.85928,1.02653,0.94919,0.89287,0.93244,0.97699,1.0690707142857143,1.055852,1.374402,1.28908,1.036962,1.00717,0.9585139999999999,0.951318,1.112808,1.0033280000000002,0.884676,0.928562,1.064782,1.132918,1.087626,0.9088200000000001,0.88421,1.642202,1.190964,1.150136,1.080492,1.048996,0.8989740000000002,1.151576,1.0789831782945736,0.99608,0.88606,1.05751,0.86215,0.90109,0.88239,0.85534,0.8625,0.88369,0.85584,0.85905,0.8742,0.85534,0.8686,0.92532,0.85497,0.85708,0.85658,0.85534,0.85644,0.97301,0.85571,0.85767,0.9076,0.85497,1.24453,1.39923,1.62655,2.34573,1.26929,1.18054,1.03254,1.16739,1.27489,1.27784,0.90617,1.00189,1.46045,1.83976,1.17067,0.97699,0.91881,3.57437,1.69203,2.23703,1.2044,1.55805,0.94793,1.75166,3.57437,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
7,10,1,0.998,0.003,208,nlargest,1.01817,0.97952,0.99221,1.08614,0.93402,1.09524,0.92245,0.89368,0.89368,1.15777,0.96108,0.9461,0.89984,1.02509,1.00181,0.89931,1.07503,1.0034,1.34925,0.9001,1.21126,1.20742,0.89493,0.90307,0.97696,1.0335178571428572,0.984828,1.159332,1.25442,0.977108,1.116172,1.039052,0.908076,1.016056,1.14285,0.975268,0.963074,0.9205220000000001,1.222188,1.174404,0.9676500000000001,1.003938,1.1162040000000002,1.17719,0.978082,1.261762,1.209618,0.90601,0.9220520000000001,1.057740542635659,0.97962,0.89256,0.89284,0.89493,0.89228,1.00452,0.89312,0.89284,0.89312,0.89256,0.92297,0.89312,0.89284,0.89312,0.89931,0.89368,0.89256,0.89284,0.89284,0.8934,0.89256,0.89199,0.89437,0.90199,0.89199,1.09433,1.10715,1.64674,1.89236,1.20707,1.30399,1.38845,0.96062,1.50613,1.30748,1.05457,1.03481,0.96702,1.61787,1.51018,1.14011,1.07633,1.40815,1.39366,1.13149,1.65694,1.53088,0.94496,0.9514,1.89236,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
2,1,2,0.997,0.003,208,nlargest,1.036945,0.93007,1.36825,1.4586,0.88457,0.87423,0.97258,0.88224,0.91824,1.19341,0.86822,0.78218,0.77277,0.75641,0.83867,0.97635,0.76892,1.19233,1.13661,1.12737,1.89053,0.97917,1.02186,1.36039,0.97635,1.07067,1.005998,1.382152,1.190332,0.909628,0.8661960000000001,0.986388,0.8692,0.924558,1.3156219999999998,0.8133839999999999,0.821756,0.8257059999999999,0.786744,1.02379,0.9808479999999999,1.032378,1.161762,1.060982,1.1241860000000001,2.2134039999999997,1.243886,1.23954,1.485712,1.095427441860465,1.02805,0.80002,1.20869,0.74101,0.87007,0.84948,0.92989,0.77532,0.80544,1.19149,0.71398,0.73984,0.71299,0.75248,0.78427,0.84672,0.76362,0.95356,0.84635,0.95948,1.78578,0.97194,0.93108,1.21804,0.71299,1.12079,1.19418,1.56794,1.52089,0.96059,0.88131,1.05177,0.92757,1.05572,1.75828,0.8752,0.93322,0.9636,0.89436,1.83143,1.18806,1.9194,1.3587,1.13937,1.2674,3.20555,2.04254,1.62679,2.0055,3.20555,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
2,6,1,0.997,0.003,208,nlargest,1.128795,0.8905,1.20212,0.95467,0.92083,0.88007,1.13753,0.97497,1.04239,0.88557,0.80946,0.93763,0.88952,0.87507,0.87419,0.958,1.02554,1.30557,0.78604,1.05213,1.84129,1.30241,0.97139,1.99545,0.9756,1.0937685714285714,1.095962,1.2722120000000001,0.957776,0.9051500000000001,0.8866080000000001,1.107588,0.9766859999999999,1.273096,0.950264,0.9155760000000001,1.205228,1.028786,0.876258,0.9568860000000001,0.902952,1.055588,1.412464,0.878738,1.1660059999999999,2.6298120000000003,1.8590740000000001,0.951738,1.937436,1.1730401550387597,0.9624,0.80403,0.86826,0.89084,0.75629,0.77206,0.7646,0.77055,0.84358,0.86767,0.79067,0.80023,0.79709,0.81552,0.83248,0.76028,1.02,0.92751,0.76027,0.85893,0.90886,0.75395,0.76961,0.77763,0.75395,1.18906,1.63132,1.8314,1.08017,0.99648,1.00812,1.43018,1.30181,2.5875,1.18694,1.19738,2.39243,1.6247,0.92112,1.21035,1.02922,1.15178,2.13177,1.22173,1.76532,6.64778,3.82231,1.1366,2.94183,6.64778,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
4,10,2,0.998,0.006,208,nsmallest,0.99008,0.97459,1.21274,1.10787,0.87566,0.88868,0.99099,0.91838,1.01141,1.063,0.94507,0.88381,1.00608,0.84298,0.91999,0.91626,1.22277,1.43311,0.92898,0.86888,1.00073,1.12446,0.86924,0.89027,0.97459,0.9862664285714285,1.060192,1.34869,1.1749100000000001,0.877728,1.189524,1.0288,1.022608,1.14157,1.103984,0.9075939999999999,0.93204,1.05673,0.8972999999999999,0.9347300000000001,0.91824,1.0812519999999999,1.268304,0.9242039999999999,0.937884,0.93377,1.057496,0.8763439999999999,0.8715719999999999,1.0196516279069767,0.92755,0.87815,0.95926,0.8867,0.81208,0.87566,0.87389,0.89177,0.88226,1.00927,0.80364,0.79602,0.93699,0.82252,0.79782,0.83237,0.84498,0.83004,0.84278,0.83887,0.78701,0.87181,0.78491,0.81011,0.78491,1.02683,1.28437,2.087,1.55334,0.98098,2.19571,1.28582,1.21823,1.56124,1.29279,1.02954,1.22426,1.25502,0.99922,1.06529,1.00583,1.23247,1.61316,1.0118,1.20571,1.04877,1.21131,0.97649,0.91836,2.19571,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
6,10,1,0.997,0.006,208,nsmallest,1.017055,1.08518,1.14196,1.36596,1.05043,0.87812,0.83993,0.8636,0.95384,0.94213,0.81679,1.27854,1.15344,0.80853,0.91654,0.80757,1.13092,0.82975,0.8175,1.06697,1.07039,0.79784,0.79685,0.91057,0.97459,1.014632142857143,1.417024,1.1027580000000001,1.6569040000000002,1.0368220000000001,0.908614,0.971262,0.8769199999999999,1.0621019999999999,0.98363,0.817966,1.44985,1.082024,0.885286,0.943308,0.8323280000000001,1.147608,0.989856,0.840152,0.9988699999999999,1.013136,0.88185,1.0461,1.060604,1.040540465116279,0.97459,0.95792,0.79877,1.30067,0.80853,0.79827,0.82975,0.81773,0.79784,0.80948,0.79534,1.17333,0.81099,0.80566,0.82675,0.79784,0.8255,0.79635,0.80805,0.79635,0.80948,0.79584,0.79584,0.82506,0.79534,1.08674,2.93608,1.2657,2.151,1.40907,1.12878,1.18959,0.96632,1.59717,1.34775,0.85245,2.01621,1.29308,1.00258,1.05974,0.87873,1.73308,1.60641,0.92296,1.26702,1.09772,1.08688,1.50379,1.71612,2.93608,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
1,2,2,0.998,0.002,208,nlargest,1.015845,1.6353,1.50016,1.13477,0.8764,0.81851,0.84577,0.86489,0.7747,0.92577,0.91749,0.95972,1.1496,0.9742,1.39131,1.11397,1.02073,0.83929,0.96711,0.94652,1.08849,1.03838,0.90719,0.92629,0.97413,1.0260835714285714,1.837132,1.4417719999999998,1.180514,0.873068,0.835098,0.8421139999999999,0.8816839999999999,0.8561160000000001,0.91957,0.870338,0.976502,1.393656,0.9908060000000001,1.2818539999999998,1.098832,1.023264,0.8337600000000001,0.9391719999999999,0.9102920000000001,1.143522,0.999738,0.8878780000000001,0.9225540000000001,1.0392352713178294,1.01118,1.30748,1.17091,1.02937,0.84461,0.80137,0.83095,0.84144,0.77275,0.89193,0.76989,0.89975,1.02218,0.9612,0.95122,1.00823,0.96293,0.81007,0.87542,0.77722,1.08046,0.91545,0.79851,0.86849,0.76989,1.04283,2.32704,1.69024,1.31781,0.9164,0.87467,0.85155,0.96878,1.05185,0.92994,0.92246,1.03612,1.83766,1.05568,1.40763,1.13567,1.08494,0.85575,0.97263,0.97558,1.25355,1.0596,1.01979,0.95152,2.32704,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
1,2,2,0.998,0.002,208,nsmallest,1.015845,1.6353,1.50016,1.13477,0.8764,0.81851,0.84577,0.86489,0.7747,0.92577,0.91749,0.95972,1.1496,0.9742,1.39131,1.11397,1.02073,0.83929,0.96711,0.94652,1.08849,1.03838,0.90719,0.92629,0.97413,1.0260835714285714,1.837132,1.4417719999999998,1.180514,0.873068,0.835098,0.8421139999999999,0.8816839999999999,0.8561160000000001,0.91957,0.870338,0.976502,1.393656,0.9908060000000001,1.2818539999999998,1.098832,1.023264,0.8337600000000001,0.9391719999999999,0.9102920000000001,1.143522,0.999738,0.8878780000000001,0.91781,1.0390513953488372,1.01118,1.30748,1.17091,1.02937,0.84461,0.80137,0.83095,0.84144,0.77275,0.89193,0.76989,0.89975,1.02218,0.9612,0.95122,1.00823,0.96293,0.81007,0.87542,0.77722,1.08046,0.91545,0.79851,0.86849,0.76989,1.04283,2.32704,1.69024,1.31781,0.9164,0.87467,0.85155,0.96878,1.05185,0.92994,0.92246,1.03612,1.83766,1.05568,1.40763,1.13567,1.08494,0.85575,0.97263,0.97558,1.25355,1.0596,1.01979,0.95147,2.32704,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
6,7,2,0.999,0.006,208,nsmallest,0.96577,1.29219,1.24431,1.12003,1.00945,0.87958,0.92507,0.88442,0.9822,1.01398,0.98976,0.84742,1.05101,0.90895,1.02328,0.88045,0.92765,0.93439,1.02006,1.02296,1.06691,0.85626,1.14359,0.84354,0.97357,0.96945,1.572082,1.334736,1.136266,0.98559,1.131552,0.9209959999999999,0.879908,1.100362,0.961138,0.960212,0.9624240000000001,1.0315619999999999,0.9075900000000001,1.053976,0.87883,0.95724,1.03901,0.972812,1.020756,1.0644959999999999,0.8941659999999999,1.12401,0.887302,1.0268013953488373,0.91632,0.99027,1.11393,1.04134,0.84067,0.80101,0.80996,0.82021,0.80061,0.82934,0.81668,0.82056,0.88798,0.85058,0.83809,0.81959,0.80803,0.82191,0.8383,0.80994,0.92931,0.80887,0.82931,0.79975,0.79975,1.03649,3.0117,1.64801,1.2295,1.11479,2.18354,1.01334,0.91845,1.38603,1.07147,1.06707,1.28758,1.13487,0.94453,1.24608,0.92782,1.08065,1.35057,1.05955,1.27428,1.13432,1.138,1.49244,1.09473,3.0117,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
6,10,2,0.998,0.006,208,nsmallest,1.01622,1.07166,1.06588,1.25185,0.95094,0.87939,0.93463,0.86284,1.18048,0.9451,0.84007,1.44384,1.01664,0.98647,0.97673,0.81957,0.99732,0.9259,0.86309,0.9659,0.96159,0.80997,0.816,0.91629,0.97351,1.0109742857142856,1.424474,1.185162,1.27701,0.947588,0.8952439999999999,0.955902,0.8702,1.0747959999999999,0.930442,0.8401120000000001,1.279048,0.988842,0.955332,0.9563539999999999,0.8628560000000001,1.0150219999999999,0.999278,0.8888019999999999,0.955368,0.968466,0.873486,0.9526939999999999,0.96068,1.003406434108527,0.97372,0.98885,1.00725,1.05288,0.86966,0.84137,0.82509,0.85302,0.85015,0.8441,0.81753,1.00354,0.85852,0.86652,0.897,0.80997,0.87269,0.86534,0.82807,0.81542,0.87647,0.80808,0.80808,0.83573,0.80808,1.03252,2.86762,1.61525,1.57158,1.04104,1.02091,1.12059,0.89714,1.28331,1.06491,0.85533,1.46059,1.11467,1.0117,1.01584,1.01586,1.2991,1.33404,1.01386,1.13409,1.12511,0.99196,1.17673,1.24127,2.86762,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
6,10,1,0.998,0.003,208,nlargest,1.04193,0.88653,1.25549,0.94341,0.89516,0.95186,0.98241,0.94718,0.88682,1.09038,0.98451,0.89228,0.90907,0.89901,0.93002,0.89228,1.06702,0.89957,0.89256,0.88653,1.18666,0.94995,0.89228,0.9514,0.97206,1.046922857142857,0.9826119999999999,1.21472,1.5229139999999999,1.135162,1.044626,0.990804,0.939946,0.9287279999999999,1.13012,0.989682,1.032774,0.984812,1.0771000000000002,0.9884979999999999,1.034508,1.060864,0.93815,1.027652,1.058906,1.147778,0.980698,0.946928,1.857742,1.0832212403100774,0.96935,0.88534,0.88474,0.88474,0.88534,0.93389,0.89957,0.89256,0.88623,1.05402,0.9617,0.88534,0.88594,0.88623,0.88623,0.88653,0.97721,0.88623,0.88623,0.88594,0.8934,0.94772,0.88534,0.90199,0.88474,1.10677,1.25521,1.39951,3.16345,1.51402,1.35889,1.1447,0.9836,1.08449,1.25421,1.04951,1.56589,1.31237,1.645,1.14546,1.28342,1.12426,1.06702,1.34061,1.74384,1.34487,1.08421,1.13534,3.7317,3.7317,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
6,7,1,0.999,0.006,208,nsmallest,0.98084,1.37099,1.41286,1.43071,0.95183,0.89777,0.876,0.8011,0.85782,0.97144,1.00714,0.82708,0.91133,0.85621,1.28222,0.84924,1.05462,0.85415,0.87167,1.00095,1.11101,0.92549,1.42694,0.86304,0.97144,0.9915435714285714,2.358146,1.2833320000000001,1.34251,0.95389,1.449538,0.879884,0.8346720000000001,1.21625,0.977968,0.960896,1.0988799999999999,1.082306,0.8896900000000001,1.184074,0.903922,1.031712,1.1022180000000001,0.9425420000000001,1.021976,1.029378,0.999756,1.4288,0.9309459999999999,1.1116127131782947,0.92605,0.93625,0.93856,0.8503,0.80395,0.81446,0.80631,0.79956,0.80061,0.80061,0.7978,0.78866,0.78997,0.81003,0.85375,0.78708,0.81643,0.80061,0.8171,0.78918,0.78814,0.80844,0.78866,0.79975,0.78708,1.12829,6.44654,1.5074,1.82434,1.20958,3.72796,1.02614,0.9203,1.78671,1.17135,1.03844,1.8875,1.4899,0.9831,1.44908,1.06845,1.15112,1.88582,1.09669,1.26196,1.12201,1.50947,2.44494,1.29345,6.44654,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
4,10,2,0.997,0.006,208,nsmallest,0.97868,0.98184,1.19593,1.09393,0.86216,0.8797,0.9772,0.9042,0.99589,1.04665,0.93224,0.90674,0.99096,0.82955,0.90582,0.90195,1.20536,1.41264,0.91511,0.85505,0.98536,1.10725,0.85474,0.88289,0.97055,0.9797257142857143,1.06546,1.3457620000000001,1.158504,0.871542,1.195514,1.017348,1.007046,1.13333,1.10623,0.9003399999999999,0.9348259999999999,1.040656,0.88354,0.920852,0.903872,1.065782,1.2498179999999999,0.91428,0.940218,0.919012,1.0410220000000001,0.862022,0.8615320000000001,1.0109201550387599,0.92159,0.86406,1.01961,0.87303,0.79876,0.86282,0.86114,0.87788,0.86859,0.99356,0.80531,0.78271,0.92303,0.80892,0.78488,0.81854,0.83217,0.81625,0.82886,0.82543,0.77363,0.85862,0.77142,0.79798,0.77142,1.0212,1.26585,2.05721,1.53338,1.00322,2.27256,1.28464,1.20008,1.53947,1.27335,1.01408,1.20535,1.23639,0.98462,1.04993,0.99063,1.21577,1.59092,0.99761,1.27306,1.03246,1.19259,0.96087,0.90572,2.27256,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
1,10,2,0.997,0.003,208,nlargest,1.00026,1.35869,1.21309,1.11854,1.02423,0.90608,0.88461,1.04983,0.89249,0.94512,0.87073,0.89719,0.88372,1.03265,0.89271,1.02858,1.00299,0.889,0.93446,0.87948,0.92423,1.01572,1.0665,0.94144,0.96996,0.9910057142857143,1.272446,1.217686,1.162404,1.01899,0.9095600000000001,0.926798,1.0659,0.924082,0.9417719999999999,0.881566,0.882934,0.943678,1.010264,0.888382,1.01365,0.987912,0.8993140000000001,0.9252940000000001,0.902446,0.9735039999999999,1.013648,1.05856,0.922388,0.9890695348837208,0.96116,1.0714,0.99667,1.00725,0.92895,0.85702,0.87691,1.04899,0.88563,0.85366,0.85416,0.817,0.83382,0.88983,0.817,0.87215,0.953,0.86815,0.85545,0.87117,0.83552,0.9258,0.96905,0.87235,0.817,1.00545,1.39062,1.46006,1.38307,1.09998,0.98684,1.03854,1.10374,0.98641,1.04275,0.91115,0.94624,1.2317,1.20211,1.00529,1.13737,1.00593,0.92894,0.95673,0.96054,1.18658,1.0578,1.14167,0.95698,1.46006,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
1,10,2,0.997,0.003,208,nsmallest,1.00026,1.35869,1.21309,1.11854,1.02423,0.90608,0.88461,1.04983,0.89249,0.94512,0.87073,0.89719,0.88372,1.03265,0.89271,1.02858,1.00299,0.889,0.93446,0.87948,0.92423,1.01572,1.0665,0.94144,0.96996,0.9910057142857143,1.272446,1.217686,1.162404,1.01899,0.9095600000000001,0.926798,1.0659,0.924082,0.9417719999999999,0.881566,0.882934,0.943678,1.010264,0.888382,1.01365,0.987912,0.8993140000000001,0.9252940000000001,0.902446,0.9735039999999999,1.013648,1.05856,0.922388,0.9890695348837208,0.96116,1.0714,0.99667,1.00725,0.92895,0.85702,0.87691,1.04899,0.88563,0.85366,0.85416,0.817,0.83382,0.88983,0.817,0.87215,0.953,0.86815,0.85545,0.87117,0.83552,0.9258,0.96905,0.87235,0.817,1.00545,1.39062,1.46006,1.38307,1.09998,0.98684,1.03854,1.10374,0.98641,1.04275,0.91115,0.94624,1.2317,1.20211,1.00529,1.13737,1.00593,0.92894,0.95673,0.96054,1.18658,1.0578,1.14167,0.95698,1.46006,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
6,10,1,0.997,0.003,208,nlargest,1.02968,0.87325,1.23783,0.93022,0.99879,0.93836,0.9686,0.93386,0.87358,1.07726,0.97151,0.87963,0.89632,1.02692,0.91777,0.87963,1.05202,0.93298,0.94457,0.87325,1.17011,0.93667,0.87963,0.94548,0.96984,1.0353942857142857,0.9685179999999999,1.198256,1.5027139999999999,1.14283,1.0300740000000002,0.992532,0.92673,0.9155619999999999,1.116456,0.97631,1.018016,0.970978,1.1242560000000001,0.974848,1.02069,1.057974,0.9456939999999999,1.026454,1.053466,1.132184,0.967038,0.93387,1.9061139999999999,1.0775452713178295,0.96157,0.87194,0.87127,0.87127,0.87194,0.92073,0.88772,0.87994,0.87293,1.04017,0.94814,0.87194,0.8726,0.88714,0.87293,0.87325,0.9634,0.87994,0.87293,0.8726,0.88087,0.9352,0.87194,0.8904,0.87127,1.09822,1.23881,1.38272,3.12529,1.49418,1.33979,1.2061,0.96984,1.07033,1.23891,1.03568,1.54387,1.29402,1.62351,1.13033,1.26772,1.11229,1.05202,1.32176,1.71925,1.32851,1.06884,1.12263,3.69218,3.69218,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
3,7,1,0.998,0.003,208,nlargest,1.116225,0.93151,1.21713,0.92796,1.02253,0.95946,1.0721,0.87245,0.84366,0.90656,0.85218,0.94112,1.33577,0.96498,0.96089,0.97852,0.93371,0.98493,0.8702,1.11423,1.1641,1.71886,0.89707,0.9201,0.9698,1.099635,0.9561059999999999,1.25358,1.116906,1.059862,1.0595240000000001,1.097308,0.940682,0.856336,1.217966,0.861444,0.94582,1.192478,0.940164,1.0302900000000002,1.009264,1.034308,1.460184,0.870412,1.166864,1.332112,2.459714,0.9055,0.9229839999999999,1.1150692248062015,1.03294,0.82638,0.8567,0.82374,0.8864,0.82296,0.85479,0.84137,0.82429,0.88327,0.82251,0.8234,0.84297,0.84188,0.95342,0.82472,0.90836,0.82463,0.86152,1.06696,1.06289,0.94921,0.83355,0.84289,0.82251,1.14414,1.20301,1.78778,2.00529,1.36513,1.62218,1.36693,1.19111,0.93412,1.78701,0.89958,1.10867,1.42651,1.05139,1.21808,1.19588,1.20304,2.9364,0.88712,1.36692,2.17118,4.30895,1.03152,0.98548,4.30895,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
2,10,1,0.997,0.003,208,nlargest,1.0229249999999999,0.85409,0.98058,1.02723,0.85707,0.96645,0.97675,1.06879,0.90679,0.83468,0.86542,0.89467,0.8927,0.96267,1.03166,0.90706,0.94478,1.39186,0.94237,1.03597,1.12341,1.6849,0.89833,0.91935,0.96974,1.0254564285714285,0.95839,1.139686,1.180614,0.89035,0.972448,1.031002,1.055416,0.96004,1.182128,0.89505,0.947732,0.965236,0.94969,0.9769500000000001,0.954354,0.982496,1.402522,0.9380200000000001,1.011348,1.13249,2.165492,0.974818,1.528792,1.0878427131782944,0.93416,0.83426,0.87041,0.83258,0.833,0.86384,0.89835,0.97177,0.89026,0.83258,0.83215,0.83343,0.833,0.84105,0.83426,0.83468,0.83258,0.88124,0.84146,0.83983,0.83426,0.83343,0.83258,0.8402,0.83215,1.1307,1.38631,1.86046,2.09911,0.98921,1.07741,1.23172,1.16235,1.18576,2.01014,0.97245,1.21478,1.34536,1.01242,1.12221,1.06908,1.28268,2.02189,1.01527,1.1177,1.55692,5.1217,1.23711,3.48634,5.1217,14,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,129
