date_range,watch_days,hold_days,num_stocks_to_buy,loss_limit,fee,num_tickers,total_profit,yearly_profit,win_ratio
2000-08-01/2022-12-31,2,2,1,0.998,0.002,208,7637.60663,1.49016,1.0
