watch_days,num_stocks_to_buy,hold_days,loss_limit,total_profit,yearly_profit
5,2,8,0.995,31.09279894188325,1.1659124311243223
3,1,8,0.995,29.005742594014492,1.1622999110104157
4,2,6,0.995,28.24157589911831,1.1609147790013385
3,2,7,0.995,27.94600881556155,1.1603694091426076
4,1,7,0.998,26.862763839982033,1.1583224027554389
2,1,7,0.995,26.526941883576978,1.1576717671040337
4,2,3,0.998,25.977354164140067,1.1565898012071183
5,2,3,0.998,25.791928123279202,1.156219816785686
2,2,7,0.998,25.754715055238844,1.156145258711166
2,1,5,0.998,25.374150537737737,1.1553768163375209
2,2,3,0.998,24.649852198939737,1.1538833847602423
4,1,6,0.995,23.947764742181718,1.15239518483123
4,1,5,0.995,23.750298682980528,1.1519691074852858
5,2,6,0.995,23.706667232232867,1.1518745064431162
2,2,6,0.995,22.550474393174387,1.1493050846723576
4,2,7,0.995,21.97736929609732,1.1479844417978553
2,2,8,0.995,19.68155373480226,1.1423414590211491
2,2,5,0.998,19.393276826803852,1.141588889562714
3,2,4,0.995,19.216392836927117,1.1411218115051505
5,2,7,0.995,19.009847459443783,1.1405711833177026
4,2,5,0.995,18.63904042954667,1.1395681523824817
3,1,3,0.995,18.37218754200349,1.1388344507095787
3,2,3,0.998,18.199435962548392,1.1383540284664362
5,1,2,0.995,18.19772228537757,1.1383492409411122
5,2,4,0.995,16.59193201043526,1.1336621818734287
4,1,3,0.995,16.33398075608752,1.1328691082138973
3,2,8,0.998,15.571555235506871,1.130453072224473
4,1,7,0.995,15.52332919900976,1.1302964733841763
4,1,8,0.995,15.171865457120777,1.1291409665495047
2,1,8,0.995,13.806573078542995,1.1243954947122061
2,1,4,0.998,12.84549600688334,1.1207779968492684
5,1,6,0.998,12.42409146464698,1.1191095569039284
5,2,2,0.998,12.375890651149863,1.118915284297337
4,1,2,0.998,12.285235041958705,1.1185479320010219
2,2,7,0.995,11.458831763487474,1.115074451206287
2,2,4,0.998,9.632759124571704,1.1064626915644902
5,2,3,0.995,9.540601319097357,1.105987735002314
2,1,3,0.998,9.223762631400087,1.1043207121395722
4,2,2,0.998,8.810567313293111,1.1020625490104385
4,2,3,0.995,8.20050777895117,1.0985363211043127
3,1,2,0.995,7.376450887176627,1.0933526072661008
2,1,5,0.995,6.444866317254102,1.0867797155431083
3,2,8,0.995,6.3075199455064,1.085734638602516
2,2,5,0.995,6.1009566996242794,1.0841212141816814
5,1,6,0.995,5.792169949616534,1.0816092840032892
2,2,3,0.995,5.371449021890232,1.0779725860979639
3,2,3,0.995,4.629172196669163,1.0708362113569883
3,2,2,0.998,3.563773999595228,1.0583996616879938
5,2,2,0.995,3.317543814169411,1.0550206961075868
2,2,4,0.995,3.0371696534095207,1.0508682684047312
2,1,4,0.995,2.947778347978586,1.049467072401237
4,1,2,0.995,2.6167810076206353,1.0438991390371601
4,2,2,0.995,2.2256270360405908,1.0363777856440288
2,1,3,0.995,1.4874878203820232,1.0178931749101496
3,2,2,0.995,0.7028282269394032,0.9843734707437787
2,2,2,0.998,0.2367138090485325,0.9376726647132221
2,1,2,0.998,0.09492672761851566,0.9001763629494106
2,2,2,0.995,0.025568296436574416,0.8489536242736176
2,1,2,0.995,0.009581788562494972,0.812542974308542
