watch_days,num_stocks_to_buy,hold_days,loss_limit,total_profit,yearly_profit
3,1,7,0.998,1754.418527406408,1.3961892829769051
2,1,6,0.998,1510.545352487547,1.386884188266639
3,1,5,0.998,1028.874698078908,1.363292481393977
3,1,4,0.998,760.1592156097827,1.3449794361835354
4,1,5,0.998,724.8834308172338,1.3421270610460898
3,1,7,0.995,685.3693825179813,1.3387700665697089
2,1,6,0.995,616.165481649863,1.3324183558197973
3,1,5,0.995,406.52014288165236,1.3078890822896323
5,1,5,0.998,400.0846275804336,1.30695694405522
4,2,5,0.998,399.21441990164124,1.3068298028271874
4,2,4,0.998,396.868715118577,1.306485761588535
3,1,6,0.998,325.08566942628244,1.2948912533255694
4,1,4,0.998,300.02305001716786,1.2902579430961059
2,1,4,0.998,263.3169877169896,1.2827568176248576
3,1,8,0.998,246.1486578343168,1.2788984780628567
3,2,7,0.998,239.58980575738173,1.277356215660198
4,1,6,0.998,233.32073738570801,1.275843919940701
4,1,5,0.995,224.60344180287416,1.2736752108509444
4,1,6,0.995,213.10861339977748,1.2706891722148215
5,1,4,0.998,203.90898607884515,1.26818634972679
5,2,4,0.998,203.55311282437768,1.2680873789842357
5,1,5,0.995,201.41509007333894,1.2674892778408509
4,2,4,0.995,196.91316836369904,1.2662097999872348
3,1,3,0.998,195.62070956351204,1.2658373093385848
3,1,4,0.995,194.70749455143806,1.2655726977528374
3,2,5,0.998,148.0512670917295,1.2501773446011055
3,2,6,0.998,145.00871319607432,1.2490180334599408
5,2,5,0.998,130.65519468198121,1.2432149111994588
4,2,5,0.995,129.96208323176666,1.2429194993178245
3,1,8,0.995,129.54196058322339,1.242739704822354
3,2,7,0.995,129.2742462083763,1.2426248437304976
4,1,4,0.995,127.61304595734114,1.241906995822886
3,2,3,0.998,122.87922408774389,1.2398113198312695
3,1,6,0.995,116.32686155319016,1.2367795873898042
2,2,6,0.998,107.30093030251912,1.2323246289839538
5,2,4,0.995,100.92185441863565,1.2289546396334299
3,2,4,0.998,81.95665655430781,1.2175781246177668
5,1,8,0.998,77.16275250251472,1.2143036450114504
5,2,3,0.998,73.16653392850004,1.2114219242586644
4,1,3,0.998,71.19409382662093,1.2099436845355747
4,2,6,0.998,69.86539082744258,1.208925671550512
5,1,4,0.995,68.04110836388273,1.2074974089249173
4,1,8,0.998,66.80139820649707,1.2065057875971328
2,2,4,0.998,65.12035715867839,1.2051326943654939
3,1,2,0.998,64.95629825435876,1.2049968806813427
3,2,6,0.995,63.516091146275585,1.2037903615537255
5,2,5,0.995,61.43516578070447,1.2020001011238721
3,2,8,0.998,60.97464574066707,1.2015960853523664
2,1,3,0.998,59.91331395366922,1.200653762121071
4,2,7,0.998,59.90946877915439,1.2006503192062652
2,1,4,0.995,59.636684887894546,1.2004055320705096
3,2,5,0.995,55.24111756157921,1.196306241111671
2,1,2,0.998,54.19605384278581,1.1952858171394285
4,1,2,0.998,52.79947651858811,1.1938924197892904
5,2,8,0.998,51.357310314399676,1.192416086225578
4,1,7,0.998,49.63376210764705,1.190598848418211
4,2,8,0.998,47.00443015296552,1.1877070116344621
2,2,6,0.995,45.70400864894457,1.1862191485334963
4,2,6,0.995,44.71673409954387,1.1850623102158673
5,1,2,0.998,43.88598573742945,1.184069818507241
3,1,3,0.995,43.574402213307536,1.1836929363584652
2,2,8,0.998,41.78595783534794,1.1814785788665012
2,1,8,0.998,41.338952317902766,1.1809109821806996
5,1,6,0.998,41.2615043212729,1.1808120450538246
4,1,7,0.995,37.65928573037081,1.176002458258979
4,2,7,0.995,37.43839611353716,1.175693404778343
4,1,8,0.995,37.22390157535502,1.1753916272624656
5,1,3,0.998,35.76216842307825,1.17328972440673
3,2,8,0.995,33.70994215448756,1.170195829093368
3,2,3,0.995,32.95102462073411,1.1690059252973868
5,2,6,0.998,31.1464764735398,1.1660679711141684
5,2,7,0.998,31.019447558410945,1.1658550751264163
5,1,8,0.995,29.853172270043988,1.163860559238507
4,2,8,0.995,28.351726439938147,1.161180284298241
5,1,6,0.995,27.41674149261615,1.1594418294745028
2,2,3,0.998,26.57174437189688,1.157821261378743
3,2,4,0.995,26.116193442085383,1.1569270446798519
5,2,8,0.995,24.12365127808799,1.152832026948516
5,1,7,0.998,23.049824804723375,1.1504890498047347
5,2,3,0.995,22.507274518970497,1.1492653121062988
4,1,3,0.995,20.882429773626573,1.1454242236880547
2,2,8,0.995,19.43454643051321,1.141752801751825
2,2,5,0.998,18.12873480309512,1.1382102030565773
2,2,4,0.995,16.889353777855085,1.1346146813193783
5,2,6,0.995,15.89687701693368,1.1315488024158094
5,2,7,0.995,15.521315517495191,1.1303407261110108
2,1,7,0.998,13.659564087314415,1.123906202579256
3,2,2,0.998,13.490849215453949,1.123282288960287
5,1,3,0.995,13.395302551193256,1.1229256398643255
4,2,3,0.998,12.976171464479727,1.1213318644758425
2,1,8,0.995,12.922848353633164,1.1211255833768328
5,1,2,0.995,12.192791015258127,1.1182164893859707
2,1,3,0.995,10.468608524114472,1.1106251809315513
2,2,7,0.998,10.021100034744828,1.1084594188226276
4,1,2,0.995,9.589379851531994,1.1062806588189384
5,1,7,0.995,8.40139593597341,1.099762749050438
3,1,2,0.995,7.814311031700629,1.0962090247962002
5,2,2,0.998,7.720577990566006,1.0956181457598126
2,1,5,0.998,6.223613880521845,1.08511795844803
2,1,2,0.995,6.207989451629738,1.0849960981434692
2,2,5,0.995,5.844865143192717,1.082078181675171
2,2,3,0.995,5.670573137426816,1.0806155748828847
4,2,2,0.998,5.139540764970765,1.0758787153397642
2,1,7,0.995,5.085407870703319,1.0753698566205796
2,2,7,0.995,3.855795215265318,1.0621526243044561
2,2,2,0.998,3.56344048605249,1.0584172812115207
4,2,3,0.995,3.3604707020583633,1.0556476312743441
3,2,2,0.995,2.1774314640223253,1.0353781316437023
5,2,2,0.995,2.172823294059835,1.0352801319195346
2,1,5,0.995,2.1089741807899465,1.0339014567748215
4,2,2,0.995,1.0421012789435424,1.0018442176453437
2,2,2,0.995,0.39968585023772957,0.9598541198180436
