date_range,year,rank,pct_change_threshold,watch_days,hold_days,num_stocks_to_buy,loss_limit,fee,num_tickers,total_profit,yearly_profit,win_ratio
2000-08-02/2022-12-31,2000,nsmallest,-99.0,4,1,2,0.999,0.002,1254,24728779425.7077,2.9089,0.33
2019-01-07/2019-12-31,2019,nsmallest,-0.3,2,1,1,0.999,0.002,1254,2.8478,2.9088,0.16
2010-01-06/2010-12-31,2010,nsmallest,-0.3,3,3,1,0.999,0.002,1254,2.8561,2.9087,0.17
2001-01-01/2001-12-31,2001,nsmallest,-0.3,3,4,1,0.999,0.002,1254,2.8977,2.9083,0.25
2009-01-07/2009-12-31,2009,nsmallest,-0.3,2,1,2,0.999,0.002,1254,2.8469,2.9078,0.39
2014-01-07/2014-12-31,2014,nsmallest,-0.3,2,2,3,0.999,0.002,1254,2.8464,2.9074,0.47
2014-01-06/2014-12-31,2014,nsmallest,-99.0,3,2,3,0.999,0.002,1254,2.8535,2.9061,0.4
2004-01-01/2004-12-31,2004,nsmallest,-0.3,2,1,3,0.999,0.002,1254,2.9035,2.9057,0.57
2015-01-06/2015-12-31,2015,nsmallest,-99.0,2,2,3,0.999,0.002,1254,2.8531,2.9056,0.4
2004-01-06/2004-12-31,2004,nsmallest,-0.3,4,2,2,0.999,0.002,1254,2.8605,2.9047,0.5
2005-01-04/2005-12-31,2005,nsmallest,-0.1,2,1,1,0.999,0.002,1254,2.8687,2.9045,0.26
2003-01-03/2003-12-31,2003,nsmallest,-0.3,3,1,1,0.999,0.002,1254,2.8771,2.9045,0.3
2016-01-07/2016-12-31,2016,nsmallest,-0.3,4,3,3,0.999,0.002,1254,2.8518,2.9043,0.37
2002-01-03/2002-12-31,2002,nsmallest,-99.0,4,1,2,0.999,0.002,1254,2.8759,2.9033,0.4
2020-01-06/2020-12-31,2020,nsmallest,-0.3,3,1,3,0.999,0.002,1254,2.859,2.9031,0.4
2013-01-04/2013-12-31,2013,nsmallest,-0.3,3,4,2,0.999,0.002,1254,2.8667,2.9025,0.43
2014-01-06/2014-12-31,2014,nsmallest,-99.0,2,3,1,0.999,0.002,1254,2.8496,2.902,0.2
2015-01-08/2015-12-31,2015,nsmallest,-99.0,4,1,1,0.999,0.002,1254,2.8329,2.9019,0.24
2008-01-04/2008-12-31,2008,nsmallest,-0.3,3,4,2,0.999,0.002,1254,2.8742,2.9016,0.37
2005-01-07/2005-12-31,2005,nsmallest,-0.1,2,1,2,0.999,0.002,1254,2.8409,2.9016,0.44
2010-01-04/2010-12-31,2010,nsmallest,-0.3,3,4,2,0.999,0.002,1254,2.8637,2.8994,0.37
2017-01-06/2017-12-31,2017,nsmallest,-99.0,2,4,1,0.999,0.002,1254,2.8452,2.8975,0.24
2021-01-01/2021-12-31,2021,nsmallest,-99.0,4,2,1,0.999,0.002,1254,2.8864,2.8969,0.15
2002-01-03/2002-12-31,2002,nsmallest,-99.0,4,1,3,0.999,0.002,1254,2.8684,2.8957,0.5
2011-01-06/2011-12-31,2011,nsmallest,-0.1,3,4,1,0.999,0.002,1254,2.8432,2.8954,0.23
2020-01-02/2020-12-31,2020,nsmallest,-0.1,2,1,3,0.999,0.002,1254,2.8839,2.8944,0.42
2002-01-02/2002-12-31,2002,nsmallest,-0.3,4,4,3,0.999,0.002,1254,2.8746,2.8934,0.48
2012-01-03/2012-12-31,2012,nsmallest,-0.3,2,3,2,0.999,0.002,1254,2.8745,2.8933,0.32
2015-01-06/2015-12-31,2015,nsmallest,-99.0,3,1,3,0.999,0.002,1254,2.8412,2.8933,0.4
2014-01-07/2014-12-31,2014,nsmallest,-0.3,2,1,1,0.999,0.002,1254,2.8328,2.8932,0.17
2003-01-02/2003-12-31,2003,nsmallest,-0.3,2,4,2,0.999,0.002,1254,2.873,2.8918,0.4
2022-01-03/2022-12-31,2022,nsmallest,-99.0,4,4,2,0.999,0.002,1254,2.8644,2.8916,0.23
2015-01-01/2015-12-31,2015,nsmallest,-0.3,2,1,1,0.999,0.002,1254,2.8811,2.8916,0.14
2006-01-02/2006-12-31,2006,nsmallest,-0.3,3,1,1,0.999,0.002,1254,2.8725,2.8914,0.3
2009-01-05/2009-12-31,2009,nsmallest,-0.3,3,4,3,0.999,0.002,1254,2.8475,2.8913,0.49
2010-01-07/2010-12-31,2010,nsmallest,-0.3,4,2,2,0.999,0.002,1254,2.8309,2.8912,0.29
2001-01-03/2001-12-31,2001,nsmallest,-99.0,4,3,2,0.999,0.002,1254,2.8638,2.891,0.34
2011-01-07/2011-12-31,2011,nsmallest,-99.0,2,3,3,0.999,0.002,1254,2.8306,2.8909,0.41
2017-01-04/2017-12-31,2017,nsmallest,-99.0,3,1,2,0.999,0.002,1254,2.8552,2.8907,0.29
2011-01-04/2011-12-31,2011,nsmallest,-0.3,3,2,3,0.999,0.002,1254,2.8547,2.8902,0.44
2015-01-08/2015-12-31,2015,nsmallest,-99.0,2,2,3,0.999,0.002,1254,2.8217,2.8901,0.32
2021-01-05/2021-12-31,2021,nsmallest,-99.0,2,3,1,0.999,0.002,1254,2.846,2.8897,0.18
2003-01-06/2003-12-31,2003,nsmallest,-99.0,4,2,3,0.999,0.002,1254,2.837,2.889,0.54
2016-01-04/2016-12-31,2016,nsmallest,-0.3,2,1,1,0.999,0.002,1254,2.8615,2.8886,0.12
2004-01-07/2004-12-31,2004,nsmallest,-99.0,2,1,3,0.999,0.002,1254,2.8356,2.8876,0.46
2013-01-04/2013-12-31,2013,nsmallest,-99.0,2,4,2,0.999,0.002,1254,2.852,2.8875,0.37
2010-01-01/2010-12-31,2010,nsmallest,-99.0,4,2,3,0.999,0.002,1254,2.8767,2.8871,0.4
2018-01-04/2018-12-31,2018,nsmallest,-99.0,3,2,2,0.999,0.002,1254,2.8511,2.8865,0.31
2019-01-04/2019-12-31,2019,nsmallest,-0.3,3,1,2,0.999,0.002,1254,2.851,2.8864,0.32
2021-01-01/2021-12-31,2021,nsmallest,-99.0,4,1,1,0.999,0.002,1254,2.8757,2.8861,0.16
2020-01-01/2020-12-31,2020,nsmallest,-0.1,2,1,3,0.999,0.002,1254,2.8839,2.886,0.42
2017-01-06/2017-12-31,2017,nsmallest,-99.0,2,2,2,0.999,0.002,1254,2.834,2.8859,0.27
2020-01-07/2020-12-31,2020,nsmallest,-99.0,2,4,3,0.999,0.002,1254,2.8334,2.8852,0.39
2003-01-02/2003-12-31,2003,nsmallest,-99.0,2,3,1,0.999,0.002,1254,2.8664,2.8851,0.28
2003-01-03/2003-12-31,2003,nsmallest,-0.1,2,1,1,0.999,0.002,1254,2.858,2.8851,0.29
2004-01-02/2004-12-31,2004,nsmallest,-0.3,3,3,2,0.999,0.002,1254,2.8745,2.885,0.4
2014-01-03/2014-12-31,2014,nsmallest,-0.1,2,1,2,0.999,0.002,1254,2.8578,2.8849,0.44
2014-01-06/2014-12-31,2014,nsmallest,-0.3,3,2,2,0.999,0.002,1254,2.833,2.8849,0.32
2010-01-05/2010-12-31,2010,nsmallest,-0.1,2,2,1,0.999,0.002,1254,2.8409,2.8845,0.19
2018-01-03/2018-12-31,2018,nsmallest,-99.0,4,2,3,0.999,0.002,1254,2.8572,2.8842,0.41
2001-01-04/2001-12-31,2001,nsmallest,-0.3,4,4,1,0.999,0.002,1254,2.8489,2.8842,0.19
2009-01-02/2009-12-31,2009,nsmallest,-0.3,2,1,1,0.999,0.002,1254,2.8654,2.8841,0.24
2012-01-02/2012-12-31,2012,nsmallest,-99.0,4,2,1,0.999,0.002,1254,2.8723,2.8827,0.14
2018-01-05/2018-12-31,2018,nsmallest,-99.0,4,2,1,0.999,0.002,1254,2.839,2.8826,0.15
2014-01-02/2014-12-31,2014,nsmallest,-0.3,2,4,2,0.999,0.002,1254,2.8634,2.8821,0.29
2014-01-02/2014-12-31,2014,nsmallest,-99.0,2,4,2,0.999,0.002,1254,2.8634,2.8821,0.29
2002-01-07/2002-12-31,2002,nsmallest,-0.3,3,2,2,0.999,0.002,1254,2.8221,2.882,0.44
2011-01-05/2011-12-31,2011,nsmallest,-0.3,4,3,1,0.999,0.002,1254,2.8384,2.8819,0.2
2013-01-07/2013-12-31,2013,nsmallest,-0.3,3,1,1,0.999,0.002,1254,2.8214,2.8813,0.19
2018-01-04/2018-12-31,2018,nsmallest,-99.0,2,1,1,0.999,0.002,1254,2.8458,2.8811,0.2
2003-01-01/2003-12-31,2003,nsmallest,-99.0,2,1,1,0.999,0.002,1254,2.8703,2.8807,0.22
2009-01-05/2009-12-31,2009,nsmallest,-0.3,2,1,1,0.999,0.002,1254,2.8371,2.8805,0.17
2009-01-07/2009-12-31,2009,nsmallest,-0.3,3,4,1,0.999,0.002,1254,2.8205,2.8804,0.2
2018-01-05/2018-12-31,2018,nsmallest,-0.3,3,1,2,0.999,0.002,1254,2.8364,2.8799,0.4
2021-01-06/2021-12-31,2021,nsmallest,-0.3,2,2,3,0.999,0.002,1254,2.8276,2.8792,0.35
2016-01-07/2016-12-31,2016,nsmallest,-99.0,2,1,3,0.999,0.002,1254,2.8275,2.8791,0.37
2003-01-01/2003-12-31,2003,nsmallest,-0.1,2,1,2,0.999,0.002,1254,2.8659,2.8762,0.45
2001-01-05/2001-12-31,2001,nsmallest,-99.0,4,4,3,0.999,0.002,1254,2.8328,2.8761,0.55
2009-01-01/2009-12-31,2009,nsmallest,-0.3,2,1,1,0.999,0.002,1254,2.8654,2.8758,0.24
2010-01-01/2010-12-31,2010,nsmallest,-0.3,3,4,2,0.999,0.002,1254,2.8637,2.874,0.37
2008-01-04/2008-12-31,2008,nsmallest,-99.0,2,4,1,0.999,0.002,1254,2.8469,2.8738,0.22
2014-01-01/2014-12-31,2014,nsmallest,-99.0,2,4,2,0.999,0.002,1254,2.8634,2.8738,0.29
2014-01-01/2014-12-31,2014,nsmallest,-0.3,2,4,2,0.999,0.002,1254,2.8634,2.8738,0.29
2008-01-03/2008-12-31,2008,nsmallest,-99.0,4,2,3,0.999,0.002,1254,2.8543,2.873,0.54
2012-01-06/2012-12-31,2012,nsmallest,-0.3,4,4,3,0.999,0.002,1254,2.8294,2.8727,0.47
2003-01-07/2003-12-31,2003,nsmallest,-99.0,4,3,3,0.999,0.002,1254,2.813,2.8726,0.54
2017-01-02/2017-12-31,2017,nsmallest,-0.3,4,1,2,0.999,0.002,1254,2.8531,2.8717,0.3
2017-01-03/2017-12-31,2017,nsmallest,-0.3,2,1,3,0.999,0.002,1254,2.8445,2.8713,0.43
2016-01-05/2016-12-31,2016,nsmallest,-99.0,3,4,2,0.999,0.002,1254,2.8357,2.8707,0.34
2022-01-07/2022-12-31,2022,nsmallest,-99.0,4,2,3,0.999,0.002,1254,2.8096,2.869,0.24
2002-01-03/2002-12-31,2002,nsmallest,-99.0,2,3,3,0.999,0.002,1254,2.8417,2.8685,0.48
2023-01-06/2023-12-23,2023,nsmallest,-99.0,3,4,1,0.999,0.002,1254,2.7527,2.8682,0.22
2003-01-06/2003-12-31,2003,nsmallest,-99.0,4,3,3,0.999,0.002,1254,2.8168,2.868,0.6
2011-01-05/2011-12-31,2011,nsmallest,-0.3,3,1,2,0.999,0.002,1254,2.8238,2.8669,0.29
2009-01-06/2009-12-31,2009,nsmallest,-0.3,3,2,1,0.999,0.002,1254,2.8155,2.8667,0.2
2009-01-02/2009-12-31,2009,nsmallest,-99.0,3,2,2,0.999,0.002,1254,2.8475,2.866,0.36
2002-01-04/2002-12-31,2002,nsmallest,-0.1,3,2,1,0.999,0.002,1254,2.831,2.8659,0.36
2006-01-04/2006-12-31,2006,nsmallest,-0.3,2,2,3,0.999,0.002,1254,2.8305,2.8654,0.48
2004-01-01/2004-12-31,2004,nsmallest,-99.0,4,2,2,0.999,0.002,1254,2.8623,2.8644,0.48
2017-01-06/2017-12-31,2017,nsmallest,-0.3,3,1,1,0.999,0.002,1254,2.8129,2.864,0.15
2016-01-01/2016-12-31,2016,nsmallest,-0.3,2,1,1,0.999,0.002,1254,2.8615,2.8635,0.12
2010-01-04/2010-12-31,2010,nsmallest,-0.3,3,1,3,0.999,0.002,1254,2.8279,2.8627,0.41
2021-01-07/2021-12-31,2021,nsmallest,-99.0,2,2,2,0.999,0.002,1254,2.803,2.8621,0.26
2000-08-02/2022-12-31,2000,nsmallest,-0.3,2,3,1,0.999,0.002,1254,17162302548.3075,2.8619,0.18
2001-01-04/2001-12-31,2001,nsmallest,-0.3,2,2,1,0.999,0.002,1254,2.827,2.8618,0.16
2005-01-04/2005-12-31,2005,nsmallest,-0.1,2,1,2,0.999,0.002,1254,2.8268,2.8616,0.44
2004-01-06/2004-12-31,2004,nsmallest,-99.0,4,2,3,0.999,0.002,1254,2.8186,2.8615,0.57
2005-01-03/2005-12-31,2005,nsmallest,-99.0,2,3,1,0.999,0.002,1254,2.8345,2.8611,0.24
2017-01-03/2017-12-31,2017,nsmallest,-99.0,3,1,3,0.999,0.002,1254,2.8325,2.8591,0.38
2006-01-02/2006-12-31,2006,nsmallest,-0.1,3,3,1,0.999,0.002,1254,2.8406,2.859,0.24
2022-01-07/2022-12-31,2022,nsmallest,-0.3,4,1,2,0.999,0.002,1254,2.8,2.859,0.31
2009-01-01/2009-12-31,2009,nsmallest,-99.0,3,2,2,0.999,0.002,1254,2.8475,2.8577,0.36
2020-01-03/2020-12-31,2020,nsmallest,-0.1,2,1,1,0.999,0.002,1254,2.8389,2.8573,0.12
2001-01-05/2001-12-31,2001,nsmallest,-99.0,4,3,1,0.999,0.002,1254,2.8144,2.8572,0.11
2000-08-02/2022-12-31,2000,nsmallest,-0.3,2,3,2,0.999,0.002,1254,16516476275.6166,2.857,0.29
2013-01-07/2013-12-31,2013,nsmallest,-99.0,2,3,2,0.999,0.002,1254,2.798,2.8569,0.27
2022-01-05/2022-12-31,2022,nsmallest,-0.3,2,1,2,0.999,0.002,1254,2.8141,2.8569,0.31
2010-01-06/2010-12-31,2010,nsmallest,-0.05,2,1,1,0.999,0.002,1254,2.8056,2.8564,0.29
2010-01-07/2010-12-31,2010,nsmallest,-99.0,3,2,3,0.999,0.002,1254,2.7974,2.8563,0.36
2002-01-04/2002-12-31,2002,nsmallest,-99.0,4,1,2,0.999,0.002,1254,2.8216,2.8563,0.36
2003-01-06/2003-12-31,2003,nsmallest,-99.0,4,1,1,0.999,0.002,1254,2.8049,2.8557,0.24
2006-01-02/2006-12-31,2006,nsmallest,-99.0,3,2,2,0.999,0.002,1254,2.8367,2.8551,0.39
2008-01-03/2008-12-31,2008,nsmallest,-0.3,4,4,2,0.999,0.002,1254,2.8366,2.855,0.3
2016-01-05/2016-12-31,2016,nsmallest,-99.0,2,3,2,0.999,0.002,1254,2.8187,2.8533,0.3
2023-01-04/2023-06-23,2023,nsmallest,-99.0,4,4,2,0.999,0.002,1254,1.629,2.8531,0.21
2003-01-07/2003-12-31,2003,nsmallest,-0.1,2,1,2,0.999,0.002,1254,2.7933,2.852,0.38
2009-01-02/2009-12-31,2009,nsmallest,-0.3,2,1,2,0.999,0.002,1254,2.8327,2.851,0.38
2008-01-04/2008-12-31,2008,nsmallest,-99.0,4,1,2,0.999,0.002,1254,2.8245,2.8509,0.35
2015-01-08/2015-12-31,2015,nsmallest,-99.0,2,2,2,0.999,0.002,1254,2.7842,2.8509,0.19
2004-01-05/2004-12-31,2004,nsmallest,-0.3,4,2,3,0.999,0.002,1254,2.8155,2.8501,0.5
2020-01-06/2020-12-31,2020,nsmallest,-0.3,2,3,2,0.999,0.002,1254,2.807,2.8496,0.3
2016-01-05/2016-12-31,2016,nsmallest,-0.1,2,1,2,0.999,0.002,1254,2.8143,2.8488,0.42
2000-08-01/2022-12-31,2000,nsmallest,-99.0,4,3,3,0.999,0.002,1254,15452104270.7019,2.8482,0.38
2018-01-05/2018-12-31,2018,nsmallest,-99.0,2,2,2,0.999,0.002,1254,2.8051,2.8476,0.27
2002-01-04/2002-12-31,2002,nsmallest,-99.0,4,3,2,0.999,0.002,1254,2.8126,2.847,0.31
2016-01-07/2016-12-31,2016,nsmallest,-0.1,3,4,1,0.999,0.002,1254,2.7947,2.8451,0.26
2017-01-04/2017-12-31,2017,nsmallest,-99.0,2,2,3,0.999,0.002,1254,2.8105,2.8449,0.49
2019-01-04/2019-12-31,2019,nsmallest,-99.0,2,4,3,0.999,0.002,1254,2.8089,2.8433,0.39
2017-01-03/2017-12-31,2017,nsmallest,-99.0,3,2,3,0.999,0.002,1254,2.8169,2.8432,0.32
2009-01-01/2009-12-31,2009,nsmallest,-0.3,2,1,2,0.999,0.002,1254,2.8327,2.8428,0.38
2022-01-07/2022-12-31,2022,nsmallest,-99.0,2,2,3,0.999,0.002,1254,2.7843,2.8426,0.32
2021-01-05/2021-12-31,2021,nsmallest,-99.0,3,1,3,0.999,0.002,1254,2.8001,2.8425,0.41
2012-01-04/2012-12-31,2012,nsmallest,-0.3,2,3,3,0.999,0.002,1254,2.8159,2.8422,0.38
2008-01-02/2008-12-31,2008,nsmallest,-99.0,3,4,1,0.999,0.002,1254,2.8318,2.8419,0.26
2017-01-06/2017-12-31,2017,nsmallest,-99.0,4,1,2,0.999,0.002,1254,2.7909,2.8412,0.41
2013-01-02/2013-12-31,2013,nsmallest,-0.3,3,1,2,0.999,0.002,1254,2.8226,2.8409,0.35
2016-01-04/2016-12-31,2016,nsmallest,-99.0,2,1,3,0.999,0.002,1254,2.8143,2.8406,0.36
2011-01-07/2011-12-31,2011,nsmallest,-0.1,3,3,2,0.999,0.002,1254,2.7818,2.8401,0.37
2017-01-02/2017-12-31,2017,nsmallest,-99.0,2,2,2,0.999,0.002,1254,2.8213,2.8395,0.27
2003-01-03/2003-12-31,2003,nsmallest,-0.1,2,2,1,0.999,0.002,1254,2.8128,2.8391,0.25
2019-01-07/2019-12-31,2019,nsmallest,-99.0,4,4,1,0.999,0.002,1254,2.78,2.8382,0.2
2010-01-01/2010-12-31,2010,nsmallest,-0.3,3,1,3,0.999,0.002,1254,2.8279,2.838,0.41
2009-01-06/2009-12-31,2009,nsmallest,-99.0,2,2,1,0.999,0.002,1254,2.7859,2.836,0.15
2003-01-06/2003-12-31,2003,nsmallest,-99.0,2,1,1,0.999,0.002,1254,2.7857,2.8359,0.21
2008-01-01/2008-12-31,2008,nsmallest,-99.0,3,4,1,0.999,0.002,1254,2.8318,2.8338,0.26
2009-01-05/2009-12-31,2009,nsmallest,-0.3,2,4,2,0.999,0.002,1254,2.7911,2.8332,0.32
2011-01-05/2011-12-31,2011,nsmallest,-0.1,2,1,2,0.999,0.002,1254,2.7908,2.8329,0.44
2000-08-05/2022-12-31,2000,nsmallest,-99.0,4,4,1,0.999,0.002,1254,13522648877.0581,2.8327,0.18
2013-01-01/2013-12-31,2013,nsmallest,-0.3,3,1,2,0.999,0.002,1254,2.8226,2.8327,0.35
2005-01-04/2005-12-31,2005,nsmallest,-99.0,2,4,3,0.999,0.002,1254,2.7984,2.8326,0.5
2021-01-05/2021-12-31,2021,nsmallest,-0.3,2,3,1,0.999,0.002,1254,2.7902,2.8323,0.2
2008-01-04/2008-12-31,2008,nsmallest,-0.3,3,1,2,0.999,0.002,1254,2.8061,2.8322,0.31
2006-01-02/2006-12-31,2006,nsmallest,-0.1,3,3,2,0.999,0.002,1254,2.8139,2.832,0.4
2011-01-03/2011-12-31,2011,nsmallest,-0.3,3,3,2,0.999,0.002,1254,2.8057,2.8318,0.36
2012-01-03/2012-12-31,2012,nsmallest,-0.3,2,4,3,0.999,0.002,1254,2.8133,2.8314,0.44
2006-01-03/2006-12-31,2006,nsmallest,-99.0,3,1,1,0.999,0.002,1254,2.8045,2.8306,0.29
2022-01-06/2022-12-31,2022,nsmallest,-99.0,3,4,2,0.999,0.002,1254,2.7806,2.8305,0.26
2022-01-07/2022-12-31,2022,nsmallest,-99.0,2,2,1,0.999,0.002,1254,2.7725,2.8304,0.1
2002-01-07/2002-12-31,2002,nsmallest,-99.0,4,3,1,0.999,0.002,1254,2.7724,2.8303,0.17
2022-01-03/2022-12-31,2022,nsmallest,-0.3,3,2,1,0.999,0.002,1254,2.8035,2.8295,0.1
2014-01-07/2014-12-31,2014,nsmallest,-0.3,4,1,1,0.999,0.002,1254,2.7714,2.8292,0.16
2013-01-03/2013-12-31,2013,nsmallest,-0.3,2,2,1,0.999,0.002,1254,2.8029,2.829,0.19
2011-01-05/2011-12-31,2011,nsmallest,-0.3,3,1,3,0.999,0.002,1254,2.7868,2.8288,0.41
2018-01-02/2018-12-31,2018,nsmallest,-0.3,4,1,2,0.999,0.002,1254,2.8106,2.8286,0.34
2000-08-02/2022-12-31,2000,nsmallest,-99.0,3,4,2,0.999,0.002,1254,13194806556.5636,2.8285,0.27
2012-01-06/2012-12-31,2012,nsmallest,-0.3,2,4,3,0.999,0.002,1254,2.7863,2.8282,0.29
2001-01-01/2001-12-31,2001,nsmallest,-99.0,3,4,3,0.999,0.002,1254,2.8177,2.8277,0.47
2013-01-02/2013-12-31,2013,nsmallest,-99.0,2,3,2,0.999,0.002,1254,2.8091,2.8271,0.28
2018-01-02/2018-12-31,2018,nsmallest,-0.3,2,2,1,0.999,0.002,1254,2.8091,2.8271,0.13
2020-01-03/2020-12-31,2020,nsmallest,-0.3,3,4,3,0.999,0.002,1254,2.8071,2.8251,0.46
2000-08-01/2022-12-31,2000,nsmallest,-0.3,2,1,3,0.999,0.002,1254,12850923960.1212,2.8248,0.43
2022-01-05/2022-12-31,2022,nsmallest,-0.3,2,2,1,0.999,0.002,1254,2.7825,2.8243,0.1
2021-01-04/2021-12-31,2021,nsmallest,-99.0,4,1,3,0.999,0.002,1254,2.7892,2.8231,0.4
2020-01-06/2020-12-31,2020,nsmallest,-0.3,4,3,3,0.999,0.002,1254,2.7806,2.8224,0.43
2000-08-03/2022-12-31,2000,nsmallest,-0.3,2,2,3,0.999,0.002,1254,12520646244.227,2.8223,0.41
2021-01-06/2021-12-31,2021,nsmallest,-99.0,3,2,1,0.999,0.002,1254,2.7721,2.8217,0.08
2008-01-07/2008-12-31,2008,nsmallest,-99.0,4,3,1,0.999,0.002,1254,2.7719,2.8215,0.14
2011-01-06/2011-12-31,2011,nsmallest,-0.3,4,2,2,0.999,0.002,1254,2.7718,2.8214,0.34
2016-01-05/2016-12-31,2016,nsmallest,-0.3,4,4,3,0.999,0.002,1254,2.787,2.8208,0.42
2002-01-02/2002-12-31,2002,nsmallest,-99.0,2,4,3,0.999,0.002,1254,2.8029,2.8208,0.26
2004-01-07/2004-12-31,2004,nsmallest,-99.0,3,3,3,0.999,0.002,1254,2.7711,2.8207,0.44
2018-01-01/2018-12-31,2018,nsmallest,-0.3,4,1,2,0.999,0.002,1254,2.8106,2.8206,0.34
2014-01-06/2014-12-31,2014,nsmallest,-99.0,3,2,2,0.999,0.002,1254,2.7707,2.8203,0.28
2022-01-06/2022-12-31,2022,nsmallest,-0.3,2,4,3,0.999,0.002,1254,2.77,2.8196,0.22
2008-01-03/2008-12-31,2008,nsmallest,-0.3,2,3,3,0.999,0.002,1254,2.8016,2.8196,0.45
2005-01-04/2005-12-31,2005,nsmallest,-0.1,2,2,1,0.999,0.002,1254,2.7857,2.8195,0.33
2020-01-03/2020-12-31,2020,nsmallest,-99.0,4,2,3,0.999,0.002,1254,2.8013,2.8192,0.49
2013-01-01/2013-12-31,2013,nsmallest,-99.0,2,3,2,0.999,0.002,1254,2.8091,2.8191,0.28
2018-01-01/2018-12-31,2018,nsmallest,-0.3,2,2,1,0.999,0.002,1254,2.8091,2.8191,0.13
2016-01-04/2016-12-31,2016,nsmallest,-0.3,3,1,3,0.999,0.002,1254,2.7932,2.819,0.44
2000-08-04/2022-12-31,2000,nsmallest,-0.3,2,1,3,0.999,0.002,1254,12137936732.1367,2.8187,0.43
2016-01-07/2016-12-31,2016,nsmallest,-0.3,3,2,3,0.999,0.002,1254,2.769,2.8185,0.48
2000-08-05/2022-12-31,2000,nsmallest,-99.0,4,1,3,0.999,0.002,1254,12022980564.5592,2.8179,0.45
2015-01-01/2015-12-31,2015,nsmallest,-99.0,2,2,3,0.999,0.002,1254,2.8076,2.8176,0.32
2001-01-04/2001-12-31,2001,nsmallest,-0.3,4,1,2,0.999,0.002,1254,2.7837,2.8175,0.38
2011-01-07/2011-12-31,2011,nsmallest,-0.3,3,4,2,0.999,0.002,1254,2.7596,2.8169,0.34
2017-01-02/2017-12-31,2017,nsmallest,-0.3,3,1,1,0.999,0.002,1254,2.7988,2.8168,0.14
2009-01-07/2009-12-31,2009,nsmallest,-0.3,2,3,3,0.999,0.002,1254,2.7592,2.8165,0.49
2017-01-05/2017-12-31,2017,nsmallest,-99.0,3,1,1,0.999,0.002,1254,2.7748,2.8164,0.21
2003-01-02/2003-12-31,2003,nsmallest,-0.3,3,2,1,0.999,0.002,1254,2.7984,2.8163,0.2
2016-01-01/2016-12-31,2016,nsmallest,-99.0,2,1,3,0.999,0.002,1254,2.8143,2.8163,0.36
2015-01-07/2015-12-31,2015,nsmallest,-99.0,2,3,1,0.999,0.002,1254,2.7588,2.8161,0.12
2015-01-07/2015-12-31,2015,nsmallest,-0.3,2,3,1,0.999,0.002,1254,2.7588,2.8161,0.12
2018-01-05/2018-12-31,2018,nsmallest,-0.3,4,4,1,0.999,0.002,1254,2.7741,2.8157,0.13
2012-01-03/2012-12-31,2012,nsmallest,-99.0,4,4,2,0.999,0.002,1254,2.7977,2.8156,0.23
2016-01-04/2016-12-31,2016,nsmallest,-99.0,4,4,2,0.999,0.002,1254,2.7896,2.8154,0.29
2015-01-06/2015-12-31,2015,nsmallest,-0.3,4,3,1,0.999,0.002,1254,2.7658,2.8152,0.2
2005-01-03/2005-12-31,2005,nsmallest,-0.1,2,3,1,0.999,0.002,1254,2.7891,2.8149,0.27
2003-01-07/2003-12-31,2003,nsmallest,-0.3,2,3,1,0.999,0.002,1254,2.757,2.8142,0.2
2001-01-01/2001-12-31,2001,nsmallest,-0.3,4,2,2,0.999,0.002,1254,2.8027,2.8127,0.4
2011-01-03/2011-12-31,2011,nsmallest,-0.3,3,4,1,0.999,0.002,1254,2.7867,2.8124,0.11
2019-01-04/2019-12-31,2019,nsmallest,-99.0,4,4,2,0.999,0.002,1254,2.7779,2.8115,0.2
2021-01-05/2021-12-31,2021,nsmallest,-0.3,3,2,1,0.999,0.002,1254,2.77,2.8115,0.12
2000-08-01/2022-12-31,2000,nsmallest,-99.0,3,4,3,0.999,0.002,1254,11419492304.2018,2.81,0.39
2016-01-04/2016-12-31,2016,nsmallest,-0.3,3,1,2,0.999,0.002,1254,2.7838,2.8095,0.3
2009-01-07/2009-12-31,2009,nsmallest,-99.0,4,3,2,0.999,0.002,1254,2.7523,2.8093,0.26
2002-01-07/2002-12-31,2002,nsmallest,-0.3,3,1,1,0.999,0.002,1254,2.7516,2.8086,0.21
2000-08-02/2022-12-31,2000,nsmallest,-99.0,3,3,3,0.999,0.002,1254,11230851648.5018,2.8083,0.39
2016-01-05/2016-12-31,2016,nsmallest,-99.0,4,4,1,0.999,0.002,1254,2.7745,2.808,0.13
2001-01-04/2001-12-31,2001,nsmallest,-99.0,3,4,2,0.999,0.002,1254,2.774,2.8075,0.34
2004-01-02/2004-12-31,2004,nsmallest,-99.0,4,2,1,0.999,0.002,1254,2.7974,2.8073,0.21
2006-01-05/2006-12-31,2006,nsmallest,-0.3,3,4,3,0.999,0.002,1254,2.7658,2.8072,0.37
2005-01-04/2005-12-31,2005,nsmallest,-99.0,2,1,2,0.999,0.002,1254,2.7735,2.807,0.35
2012-01-05/2012-12-31,2012,nsmallest,-0.3,3,3,1,0.999,0.002,1254,2.7733,2.8068,0.12
2012-01-03/2012-12-31,2012,nsmallest,-99.0,2,4,3,0.999,0.002,1254,2.7888,2.8065,0.44
2011-01-03/2011-12-31,2011,nsmallest,-0.3,2,1,2,0.999,0.002,1254,2.7809,2.8065,0.33
