,,,,,,,,median,median,median,median,median,median,median,median,median,median,median,median,median,median,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,min,min,min,min,min,min,min,min,min,min,min,min,min,min,max,max,max,max,max,max,max,max,max,max,max,max,max,max,count,count,count,count,count,count,count,count,count,count,count,count,count,count
year,,,,,,,,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020,2022,2023,All
rank,pct_change_threshold,watch_days,hold_days,num_stocks_to_buy,loss_limit,fee,num_tickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nlargest,-99.0,2,3,2,0.998,0.002,1254,2.6124,1.7551,2.6824,1.6118,3.4584,2.0411,11.5429,1.3402,2.6986,2.2919,1.5507,2.1487,3.9968,2.3863,2.72076,2.42238,4.357760000000001,1.51556,2.93284,6.2012599999999996,15.39798,1.8488399999999998,2.38384,1.9913399999999999,2.99316,2.98396,3.8049399999999998,3.96574,2.07,1.5428,2.0771,1.1574,1.7567,1.7185,3.6345,1.3059,1.6938,1.3969,1.2167,1.0089,1.5292,1.0089,3.7625,4.0086,11.0076,1.648,3.6317,12.8635,32.2712,2.8727,2.8731,2.4575,5.684,7.6104,6.7266,32.2712,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.01,2,3,2,0.998,0.002,1254,2.6211,1.7551,2.6824,1.6092,3.4584,2.0411,11.5898,1.3483,2.6986,2.2896,1.557,2.1487,3.9968,2.3863,2.7225200000000003,2.3637,4.37106,1.51056,2.93284,6.20336,15.38988,1.8531399999999998,2.3848,1.99388,2.9973599999999996,2.98396,3.8049399999999998,3.9624615384615387,2.0662,1.5428,2.0771,1.1574,1.7567,1.729,3.6345,1.3112,1.6986,1.3969,1.2241,1.0089,1.5292,1.0089,3.7689,3.7152,11.0741,1.648,3.6317,12.8635,32.2712,2.8727,2.8731,2.4725,5.684,7.6104,6.7266,32.2712,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,3,3,4,0.999,0.002,1254,3.4436,3.8199,2.2371,1.6174,2.1579,2.8328,2.7871,1.6143,3.3133,1.781,1.892,9830.6156,8.8509,2.3849,3.3025400000000005,8.3721,2.24994,2.1771599999999998,2.1200200000000002,2.8979,2.88734,1.62194,3.22318,1.80702,2.3843,9820.52694,7010992.025659999,540065.0458492307,2.7185,3.1754,1.7049,1.4408,1.9069,1.5745,1.7346,1.3722,2.0255,1.1332,1.6982,2.0506,1.5493,1.1332,3.8993,25.3623,3.0,4.2585,2.4547,4.1728,3.8353,1.9634,4.1409,2.3849,4.2564,22675.8711,35054929.5896,35054929.5896,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,5,3,1,0.998,0.002,1254,2.588,3.4935,3.8277,1.2234,1.4673,1.7891,4.4363,1.9221,2.4606,1.922,2.8461,2.1577,7.4814,2.3831,2.4744599999999997,23.96892,6.3539,1.6096599999999999,2.17136,5.1623,5.820600000000001,1.5671,3.2847,2.09066,2.57064,2.41188,7.79284,5.175309230769231,2.0887,1.914,1.7673,0.9575,1.1713,1.7616,3.2463,0.9387,1.8063,0.9573,1.2307,1.4694,1.3856,0.9387,2.7675,80.4735,19.7495,3.4351,3.7123,18.1522,12.1582,1.9375,4.9187,2.9055,3.5703,3.8765,16.84,80.4735,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,4,4,1,0.999,0.002,1254,2.8177,8.8109,3.5648,1.031,1.8915,7.1446,6.3653,1.4739,2.808,2.2484,2.3783,3.7312,4.7303,2.3783,2.6570799999999997,33.9416,14.287799999999999,1.2216200000000002,1.9400399999999998,5.19834,9.18958,1.6404599999999998,2.6818,2.1272,2.3254200000000003,2307.47442,4.68094,183.7974076923077,2.0647,1.0466,1.5287,0.9828,1.3355,1.6555,1.0731,1.3024,1.5763,1.6751,1.4053,1.1037,0.8975,0.8975,2.9636,147.1858,45.867,1.7762,2.4572,7.9986,25.2166,2.247,3.7176,2.7803,3.1581,11516.974,9.0489,11516.974,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,3,3,4,0.997,0.002,1254,3.266,3.6345,2.2203,1.5231,2.0152,2.7546,2.6358,1.5515,3.1233,1.7058,1.9466,9176.121,8.303,2.3775,3.1454,7.947039999999999,2.17528,2.10578,2.00952,2.78126,2.7310000000000003,1.55208,3.10414,1.72432,2.3762,9199.413980000001,6580322.2947,506888.72005384613,2.5936,3.0347,1.6043,1.3479,1.7885,1.4741,1.6374,1.3404,1.917,1.0536,1.5839,1.9203,1.4895,1.0536,3.7412,24.0671,2.8274,4.1437,2.3349,4.0156,3.6291,1.8677,4.0689,2.2341,3.9839,21258.8563,32901582.3033,32901582.3033,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,4,3,3,0.998,0.002,1254,2.928,4.5015,2.2607,1.4505,1.8948,3.041,2.1771,1.3948,2.8771,2.368,2.7249,3.0834,3.1059,2.3756,3.39842,7.74544,3.3294799999999993,1.46748,1.83824,3.3612,2.729,1.5363,2.7702,2.2972,2.3299399999999997,32631668.95962,453.03738000000004,2510165.753838462,2.2268,2.4068,1.4877,1.1152,1.6418,2.3699,1.7598,1.3108,2.4525,1.6238,1.3694,1.3987,0.9736,0.9736,5.1668,14.5012,8.3243,1.8336,1.9484,4.453,5.4488,1.8351,3.1001,2.7562,3.21,163151571.2096,2254.7419,163151571.2096,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.05,2,3,2,0.998,0.002,1254,2.6292,1.7551,2.6824,1.5788,3.4584,2.0411,11.5898,1.3483,2.6986,2.3036,1.557,2.1487,3.9968,2.3747,2.72404,2.3637,4.3019,1.5070599999999998,2.92858,6.20336,15.39426,1.85082,2.3848,1.99668,3.0003,2.98396,3.8049399999999998,3.957261538461538,2.0571,1.5428,2.0771,1.1574,1.7354,1.729,3.6564,1.3112,1.6986,1.3969,1.2314,1.0089,1.5292,1.0089,3.7699,3.7152,10.9085,1.648,3.6317,12.8635,32.2712,2.8727,2.8731,2.4725,5.684,7.6104,6.7266,32.2712,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.05,3,1,4,0.999,0.002,1254,2.374,1.8722,1.4784,1.5103,2.3592,3.1433,4.6025,1.8733,2.7667,2.242,3.4274,2.238,3.1498,2.3697,2.4263000000000003,1.74938,3.1029400000000003,1.47616,2.17246,3.4629800000000004,6.302180000000001,1.8805399999999999,2.8422,2.77378,3.1935000000000002,3.08698,4.16958,2.9722292307692304,2.29,1.2483,1.2549,1.0917,1.7794,3.0642,3.6046,1.7885,2.3697,2.1357,2.293,2.0407,2.253,1.0917,2.669,2.0243,9.8,1.7532,2.385,4.8085,9.541,2.0492,3.1726,3.9836,3.9281,5.1989,7.0591,9.8,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.1,4,2,1,0.998,0.002,1254,2.5172,2.0026,1.8885,1.1871,3.7851,3.9445,9.4366,1.4034,1.6794,2.206,3.1579,2.3642,1.9621,2.3642,2.70722,1.9777999999999998,5.13248,1.35994,3.68202,3.54452,9.99516,1.9327999999999999,2.57424,5.97918,4.13316,3.17004,3.9309400000000005,3.855346153846154,2.4269,1.2546,1.582,0.9064,1.0721,1.2981,3.542,1.012,1.1912,0.9771,1.1985,1.2475,0.8774,0.8774,3.389,2.9735,17.9173,2.3017,5.7731,6.7803,18.9579,3.9797,6.9205,20.1709,9.9785,6.9523,8.0828,20.1709,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.25,3,2,2,0.999,0.002,1254,2.6262,1.6001,1.4842,0.9722,2.5365,7.1326,11.0227,2.3788,2.1671,2.1298,2.2392,2.1203,3.2557,2.3642,2.5723,1.47728,4.71086,1.0217800000000001,3.7586399999999998,6.081860000000001,11.68926,2.70374,2.75182,2.42968,4.029400000000001,1.9109200000000002,3.42692,3.7357276923076923,2.3873,1.1697,1.2739,0.9677,1.7351,3.0849,2.0593,1.9589,1.914,1.3879,1.7853,1.061,1.7318,0.9677,2.7554,1.675,11.5013,1.1436,6.2874,9.3445,27.4209,4.5729,3.8662,4.675,8.3468,2.4872,5.6389,27.4209,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.01,3,2,3,0.998,0.002,1254,2.5309,1.4967,1.9539,1.4555,2.4127,4.2785,6.305,1.7145,2.1159,2.1268,2.7158,2.1761,2.822,2.36,2.52318,1.5445600000000002,4.45416,1.39316,2.41702,3.86306,7.23254,1.9798000000000002,2.51214,2.47124,3.4172,1.8875,3.3923200000000002,3.00676,2.36,1.3559,1.3263,1.1766,1.4701,2.8046,2.7304,1.5238,1.7892,1.6363,2.1784,1.0877,2.3356,1.0877,2.6626,1.8968,9.4189,1.542,3.0235,4.9804,12.8886,2.6318,3.4238,4.112,5.9233,2.648,6.0164,12.8886,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,-99.0,3,1,4,0.999,0.002,1254,2.3747,1.8722,1.4784,1.5132,2.359,3.1307,4.6025,1.8658,2.8088,2.242,3.4274,2.238,3.1498,2.3599,2.4235599999999997,1.7466599999999999,3.12124,1.47318,2.16666,3.4579,6.29928,1.8775399999999998,2.8498200000000002,2.77184,3.1915400000000003,3.08698,4.16958,2.971983076923077,2.283,1.2483,1.2608,1.0917,1.7794,3.0642,3.5901,1.7885,2.3697,2.126,2.293,2.0407,2.253,1.0917,2.6709,2.0107,9.8856,1.7415,2.3655,4.8085,9.541,2.0492,3.1726,3.9836,3.9281,5.1989,7.0591,9.8856,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.01,3,1,4,0.999,0.002,1254,2.3776,1.8722,1.4784,1.5027,2.359,3.1433,4.6025,1.8733,2.8088,2.242,3.4274,2.238,3.1498,2.3599,2.4257400000000002,1.7466599999999999,3.12124,1.47078,2.16666,3.4629800000000004,6.302180000000001,1.8805399999999999,2.85208,2.77162,3.1935000000000002,3.08698,4.16958,2.9731184615384616,2.2854,1.2483,1.2608,1.0917,1.7794,3.0642,3.6046,1.7885,2.3697,2.1249,2.293,2.0407,2.253,1.0917,2.672,2.0107,9.8856,1.7415,2.3655,4.8085,9.541,2.0492,3.1726,3.9836,3.9281,5.1989,7.0591,9.8856,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.05,3,2,3,0.998,0.002,1254,2.5311,1.4967,1.9539,1.4555,2.4127,4.2785,6.305,1.7145,2.1159,2.1268,2.7158,2.1761,2.822,2.359,2.52344,1.54594,4.45478,1.38986,2.41702,3.86306,7.23254,1.9798000000000002,2.51214,2.47626,3.4172,1.8875,3.3923200000000002,3.007066153846154,2.359,1.3559,1.3263,1.1766,1.4701,2.8046,2.7304,1.5238,1.7892,1.6363,2.1784,1.0877,2.3356,1.0877,2.6647,1.8968,9.422,1.5439,3.0235,4.9804,12.8886,2.6318,3.4238,4.1371,5.9233,2.648,6.0164,12.8886,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,-99.0,3,2,3,0.998,0.002,1254,2.5298,1.4967,1.9539,1.4555,2.4127,4.2785,6.305,1.7145,2.1159,2.1268,2.7049,2.1761,2.822,2.359,2.52142,1.5445600000000002,4.45416,1.3961999999999999,2.41702,3.86306,7.23034,1.97768,2.51214,2.47206,3.4150199999999997,1.8875,3.3923200000000002,3.006421538461538,2.359,1.3559,1.3263,1.1766,1.4701,2.8046,2.7194,1.5238,1.7892,1.6363,2.1784,1.0877,2.3356,1.0877,2.6601,1.8968,9.4189,1.5572,3.0235,4.9804,12.8886,2.6212,3.4238,4.1161,5.9233,2.648,6.0164,12.8886,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.1,4,1,2,0.999,0.002,1254,2.4333,1.6057,1.547,1.4507,2.4379,2.1615,7.3638,1.6517,1.9885,1.4519,3.158,3.2443,3.1524,2.3571,2.46936,1.5629199999999999,4.66962,1.44706,2.3032399999999997,5.17732,7.04482,1.79004,2.16378,2.3836,3.47932,4.3071,2.88594,3.2064707692307692,2.3571,1.011,1.1036,1.122,1.6048,2.0237,3.1007,1.6466,1.4583,1.383,2.8847,1.7896,1.5248,1.011,2.6743,1.9707,17.4969,1.7225,2.6613,16.6262,11.328,2.0942,2.8435,4.9056,4.6978,10.4153,3.7393,17.4969,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.1,3,2,3,0.997,0.002,1254,2.5042,1.3819,2.3657,1.3596,2.4639,3.8752,6.2127,1.6353,2.0705,2.0431,2.6032,2.1317,2.7618,2.3503,2.45392,1.45796,4.5701,1.35988,2.32826,3.62234,7.03326,1.89784,2.47194,2.37962,3.2849200000000005,1.8191399999999998,3.25678,2.918150769230769,2.3338,1.2444,1.3246,1.1645,1.4675,2.6817,2.7235,1.4619,1.7517,1.5719,2.1037,1.0409,2.2042,1.0409,2.5529,1.8882,9.6354,1.5549,2.8674,4.7507,12.4445,2.5105,3.348,3.9651,5.6866,2.5429,5.7692,12.4445,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.05,4,1,2,0.999,0.002,1254,2.4441,1.6065,1.6078,1.4399,2.5542,2.0237,7.3638,1.6526,2.045,1.4519,3.158,3.2443,3.1524,2.3501,2.4772,1.57342,4.26088,1.48702,2.33378,5.12678,7.140680000000001,1.7902200000000001,2.17508,2.3836,3.47932,4.3071,2.88594,3.1862323076923076,2.3739,1.0105,1.1197,1.233,1.5561,1.9634,3.1007,1.6466,1.4583,1.383,2.8847,1.7896,1.5248,1.0105,2.6631,2.0475,15.3147,1.7439,2.6478,16.6262,11.8073,2.0942,2.8435,4.9056,4.6978,10.4153,3.7393,16.6262,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,-99.0,4,1,2,0.999,0.002,1254,2.4421,1.6065,1.6078,1.4333,2.5542,2.0237,7.3638,1.6526,2.045,1.4519,3.158,3.2443,3.1524,2.3501,2.47504,1.57342,4.26088,1.48444,2.33378,5.12678,7.13818,1.78852,2.17508,2.38102,3.47554,4.3071,2.88594,3.1850553846153846,2.3707,1.0105,1.1197,1.2267,1.5561,1.9634,3.0882,1.6466,1.4583,1.383,2.8847,1.7896,1.5248,1.0105,2.6611,2.0475,15.3147,1.7439,2.6478,16.6262,11.8073,2.0857,2.8435,4.8927,4.6789,10.4153,3.7393,16.6262,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.01,4,1,2,0.999,0.002,1254,2.444,1.6065,1.6078,1.4333,2.5542,2.0237,7.3638,1.6526,2.045,1.4519,3.158,3.2443,3.1524,2.3501,2.47688,1.57342,4.26088,1.48444,2.33378,5.12678,7.140680000000001,1.7902200000000001,2.17508,2.38244,3.47932,4.3071,2.88594,3.18592,2.3734,1.0105,1.1197,1.2267,1.5561,1.9634,3.1007,1.6466,1.4583,1.383,2.8847,1.7896,1.5248,1.0105,2.6626,2.0475,15.3147,1.7439,2.6478,16.6262,11.8073,2.0942,2.8435,4.8998,4.6978,10.4153,3.7393,16.6262,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,4,1,4,0.998,0.002,1254,2.4247,2.8655,1.8206,1.4165,1.7273,2.6208,2.4505,2.054,2.278,2.4106,2.3581,5.0916,20.7103,2.3485,2.83076,3.5718400000000003,1.9335200000000001,1.47884,2.1376,3.09312,3.6403,1.9624199999999998,2.41298,2.01676,2.5101,20613626.284080002,1059597.6231999998,1667173.191963077,2.2866,1.7699,1.4085,1.2204,1.3829,1.7742,1.497,1.7472,1.8323,1.3211,1.935,2.1011,3.1008,1.2204,4.6349,7.1271,2.5567,1.8846,3.5185,5.6962,8.7835,2.1834,3.5611,2.4919,3.6347,103068114.3032,5297805.5034,103068114.3032,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,5,4,1,0.999,0.002,1254,2.5611,3.8198,2.3469,1.3467,2.1012,1.805,3.5652,1.9586,2.8886,1.3703,2.7648,2.2773,2.5427,2.3469,2.44478,3.4851199999999998,8.82196,1.242,3.57304,6.09998,4.24292,1.6552,2.6945,1.88404,2.77834,2.50062,20770505.3468,1597734.366869231,2.1071,1.2508,1.838,0.9106,1.3392,0.8812,2.7548,1.0631,1.2549,1.1635,2.0313,1.1328,0.9465,0.8812,2.7629,5.8979,33.1132,1.4507,6.4324,24.5842,7.8736,1.966,3.8288,2.7702,3.186,4.5799,103852517.3066,103852517.3066,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,4,3,3,0.997,0.002,1254,2.8591,4.3898,2.2019,1.4339,1.8437,2.9641,2.1263,1.4256,2.8051,2.2969,2.6518,2.9889,3.0243,2.3463,3.31984,7.5693399999999995,3.2458799999999997,1.4383599999999999,1.79586,3.28084,2.66528,1.53958,2.6992599999999998,2.26754,2.26702,31734394.94614,446.24384,2441144.0983676924,2.1722,2.3516,1.4449,1.1003,1.5971,2.3101,1.7161,1.2745,2.3875,1.7194,1.3281,1.3554,0.9442,0.9442,5.0587,14.1984,8.1138,1.7806,1.9326,4.3528,5.3287,1.813,3.0187,2.6834,3.1306,158665396.7338,2221.0386,158665396.7338,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.25,3,1,4,0.997,0.002,1254,2.306,1.6436,2.0287,1.1191,2.6184,6.4693,7.6806,2.133,3.402,1.7357,2.9353,2.37,4.7963,2.3449,2.40276,1.62316,3.2483199999999997,1.0893000000000002,2.2976400000000003,5.56924,11.57662,2.3627000000000002,3.34418,1.72606,3.32604,3.26712,4.1729,3.538926153846154,2.1842,1.3022,0.9393,0.9118,1.5622,3.2301,2.1267,1.7574,2.2949,1.0089,2.2503,1.6635,2.667,0.9118,2.9215,1.9233,10.0946,1.1591,2.8488,7.9217,21.9656,2.9099,4.011,2.1298,4.4543,5.6686,5.3752,21.9656,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,4,4,1,0.998,0.002,1254,2.7718,8.6434,3.5009,1.0031,1.8463,7.0148,6.2698,1.4402,2.7322,2.3348,2.3264,3.6341,4.6765,2.3348,2.6203,33.2695,14.220699999999999,1.19034,1.9457999999999998,5.09246,9.03576,1.6051600000000001,2.61492,2.1299599999999996,2.2736,2246.97882,4.59248,179.04383076923077,2.0487,1.0212,1.8966,0.9553,1.3049,1.6161,1.0484,1.2696,1.5336,1.6315,1.3713,1.074,0.8786,0.8786,2.8996,144.2491,44.9013,1.7368,2.527,7.8448,24.8122,2.2052,3.6285,2.7082,3.0852,11215.0381,8.8574,11215.0381,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,3,5,1,0.997,0.002,1254,2.5799,9.3924,3.3142,1.0574,2.1585,2.5914,3.1215,1.9311,2.3315,2.0969,2.2642,2.8459,1.0928,2.3315,2.56488,11.886239999999999,18.5985,1.2453800000000002,2.21078,8.19574,4.42122,1.6785799999999997,2.2614799999999997,4.30112,2.76506,1959.3044999999997,1.6255,155.46607538461538,2.4144,2.5622,1.7467,0.8364,0.8612,1.0926,1.6207,0.8663,1.7147,1.4367,1.9149,1.386,0.8321,0.8321,2.7326,30.9409,47.1666,2.0714,3.3554,29.0744,10.5956,2.2062,2.818,8.0887,4.3911,9784.9659,2.9532,9784.9659,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.05,4,3,1,0.999,0.002,1254,2.3348,1.7848,1.8655,1.3032,3.8942,2.4894,7.3801,2.0899,1.0896,2.4896,2.7173,2.6334,1.003,2.3275,2.35388,2.62978,1.9817,1.42158,3.46212,3.85386,18.27264,1.9561199999999999,1.3141,5.21764,3.5494,2.47648,1.8904,3.8753615384615383,2.048,0.953,1.0868,0.939,1.4642,1.1757,3.404,1.3648,0.915,1.8486,1.0979,1.5675,0.8512,0.8512,2.7126,5.0987,2.9483,2.1155,4.8277,7.8049,56.5301,2.533,1.9355,15.9717,6.3723,3.28,5.2573,56.5301,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.01,4,3,1,0.999,0.002,1254,2.3343,1.7848,1.8655,1.3032,3.8942,2.4894,7.3801,2.0899,1.0896,2.4771,2.7173,2.6334,1.003,2.3264,2.35356,2.62978,1.9817,1.42056,3.46212,3.85386,18.27264,1.9561199999999999,1.3141,5.2126600000000005,3.5494,2.47648,1.8904,3.8748753846153843,2.048,0.953,1.0868,0.939,1.4642,1.1757,3.404,1.3648,0.915,1.8486,1.0979,1.5675,0.8512,0.8512,2.7126,5.0987,2.9483,2.1155,4.8277,7.8049,56.5301,2.533,1.9355,15.9717,6.3723,3.28,5.2573,56.5301,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,-99.0,4,3,1,0.999,0.002,1254,2.3327,1.7848,1.8655,1.3032,3.8942,2.4793,7.3801,2.0899,1.0896,2.4771,2.7173,2.6334,1.003,2.3256,2.3521799999999997,2.62978,1.9817,1.42056,3.46212,3.85184,18.27264,1.9561199999999999,1.31284,5.2126600000000005,3.54852,2.47648,1.8904,3.8744492307692306,2.0465,0.953,1.0868,0.939,1.4642,1.1757,3.404,1.3648,0.915,1.8486,1.0935,1.5675,0.8512,0.8512,2.7105,5.0987,2.9483,2.1155,4.8277,7.8049,56.5301,2.533,1.9355,15.9717,6.3723,3.28,5.2573,56.5301,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,5,3,1,0.997,0.002,1254,2.5379,3.4227,3.7552,1.1929,1.4323,1.7477,4.3431,1.9648,2.4063,1.8722,2.7868,2.1035,7.3229,2.3231,2.4420200000000003,23.5285,6.21382,1.57524,2.12478,5.06454,5.71974,1.6027,3.2099400000000005,2.13998,2.51548,2.3488999999999995,7.63068,5.085870769230769,2.0561,1.8737,1.7563,0.9327,1.141,1.7265,3.2041,1.0186,1.761,0.9324,1.201,1.4323,1.3655,0.9324,2.7491,79.0295,19.255,3.3778,3.6379,17.8229,11.9756,1.9841,4.8105,3.3368,3.4954,3.775,16.4812,79.0295,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.01,4,2,1,0.997,0.002,1254,2.4607,1.9382,1.8356,1.1375,3.6911,3.7966,9.191,1.3575,1.6214,2.1293,3.0456,2.2867,1.8924,2.3224,2.6269,1.9224,4.9423200000000005,1.35298,3.59084,3.43872,9.885560000000002,1.8687999999999998,2.6308,5.791200000000001,3.99998,3.0643800000000003,3.8045999999999998,3.763036923076923,2.3557,1.222,1.5274,0.8725,1.0287,1.2568,3.432,0.9744,1.1484,0.9422,1.1531,1.2041,0.8602,0.8602,3.2752,2.8845,17.2188,2.4503,5.5836,6.6481,18.4658,3.849,7.4141,19.5664,9.6811,6.7236,7.8106,19.5664,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,-99.0,4,2,1,0.997,0.002,1254,2.4595,1.9382,1.8356,1.1375,3.6911,3.7966,9.1539,1.3575,1.6214,2.1293,3.0456,2.2867,1.8924,2.3224,2.62506,1.9224,4.9423200000000005,1.35298,3.59084,3.43872,9.87814,1.8687999999999998,2.6308,5.791200000000001,3.99998,3.0643800000000003,3.8045999999999998,3.7623246153846157,2.3545,1.222,1.5274,0.8725,1.0287,1.2568,3.432,0.9744,1.1484,0.9422,1.1531,1.2041,0.8602,0.8602,3.2693,2.8845,17.2188,2.4503,5.5836,6.6481,18.4658,3.849,7.4141,19.5664,9.6811,6.7236,7.8106,19.5664,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.05,4,2,1,0.997,0.002,1254,2.4612,1.9382,1.8356,1.1375,3.6911,3.7966,9.191,1.3575,1.6214,2.1293,3.0456,2.2867,1.8924,2.3224,2.62736,1.9224,4.9423200000000005,1.3579599999999998,3.59084,3.43872,9.885560000000002,1.8687999999999998,2.6308,5.79558,3.99998,3.0643800000000003,3.8045999999999998,3.7637923076923077,2.3565,1.222,1.5274,0.8725,1.0287,1.2568,3.432,0.9744,1.1484,0.9422,1.1531,1.2041,0.8602,0.8602,3.2762,2.8845,17.2188,2.4677,5.5836,6.6481,18.4658,3.849,7.4141,19.5664,9.6811,6.7236,7.8106,19.5664,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nsmallest,-99.0,4,2,4,0.999,0.002,1254,2.6098,5.9237,2.0066,1.6171,1.7674,2.3024,3.5748,1.7338,2.7706,1.9615,2.0665,5.4667,2.3182,2.3182,2.95354,5.651079999999999,2.11536,1.65104,1.9194,2.4950400000000004,3.8771999999999998,1.8343399999999999,2.9450200000000004,1.88104,2.42712,8626.07972,107473249.29624,8267838.855856923,2.2545,2.6225,1.5402,1.2126,1.757,2.164,1.8644,1.2831,2.3014,1.4873,1.9978,2.891,1.5212,1.2126,3.876,8.5269,2.6001,2.3545,2.5357,3.351,7.4311,2.6668,3.6185,2.2725,3.1501,38599.5129,537366177.1069,537366177.1069,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.1,4,3,1,0.999,0.002,1254,2.3379,1.7848,1.8749,1.2096,3.8942,2.4894,7.3801,2.0899,1.0896,2.4896,2.7173,2.6334,1.003,2.3176,2.3497,2.63816,1.98764,1.39042,3.46212,3.86184,18.035519999999998,1.9561199999999999,1.3141,5.21764,3.5494,2.47648,1.8904,3.856118461538461,2.0388,0.953,1.0923,0.939,1.4642,1.1757,3.404,1.3648,0.915,1.8486,1.0979,1.5675,0.8512,0.8512,2.7138,5.1244,2.9631,2.1263,4.8277,7.8448,56.5301,2.533,1.9355,15.9717,6.3723,3.28,5.2573,56.5301,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.1,2,3,2,0.998,0.002,1254,2.5723,1.9621,2.9211,1.4084,2.9004,1.9382,11.6488,1.3565,2.3119,2.3176,1.557,2.1487,3.9968,2.3176,2.6099799999999997,2.1414,4.4394599999999995,1.35746,2.7938400000000003,6.268680000000001,16.63386,1.75438,2.2266199999999996,2.0189,3.0003,2.98396,3.8073,4.0027800000000004,2.0204,1.4549,2.0061,0.9694,1.7423,1.544,3.6564,1.2253,1.5384,1.4307,1.2314,1.0089,1.5292,0.9694,3.4246,3.4545,11.4584,1.8539,4.0452,13.1133,31.5946,2.5647,2.7209,2.4725,5.684,7.6104,6.7266,31.5946,5,5,5,5,5,5,5,5,5,5,5,5,5,65
nlargest,0.25,3,2,2,0.998,0.002,1254,2.5579,1.5649,1.4611,0.9634,2.4757,6.9866,10.7794,2.3142,2.1004,2.0639,2.1516,2.2712,3.1213,2.3142,2.51736,1.44928,4.7135,1.0106600000000001,3.6815399999999996,5.94758,11.391760000000001,2.6377800000000002,2.6726400000000003,2.3607,3.8745400000000005,2.00992,3.3060400000000003,3.6594846153846152,2.3287,1.1459,1.2514,0.9561,1.7069,3.0089,1.9988,1.9166,1.8482,1.3534,1.7146,1.0167,1.6946,0.9561,2.7296,1.6442,11.2893,1.1326,6.1613,9.1399,26.7289,4.4734,3.7646,4.5514,8.0222,2.904,5.4187,26.7289,5,5,5,5,5,5,5,5,5,5,5,5,5,65
