watch_days,num_stocks_to_buy,hold_days,loss_limit,total_profit,yearly_profit
3,1,7,0.998,1754.418527406408,1.3962462909188909
2,1,6,0.998,1510.545352487547,1.3869396816502797
3,1,5,0.998,1028.874698078908,1.3633441691908927
3,1,4,0.998,760.1592156097827,1.345028204291656
4,1,5,0.998,724.8834308172338,1.342175377129501
3,1,7,0.995,685.3693825179813,1.3388178516101295
2,1,6,0.995,616.165481649863,1.332465138903197
3,1,5,0.995,406.52014288165236,1.3079320309185318
5,1,5,0.998,400.0846275804336,1.3069997480743785
4,2,5,0.998,399.21441990164124,1.3068725871282567
4,2,4,0.998,396.868715118577,1.3065284925404983
3,1,6,0.998,325.08566942628244,1.2949321928638422
4,1,4,0.998,300.02305001716786,1.2902981703091663
2,1,4,0.998,263.3169877169896,1.282795895933847
3,1,8,0.998,246.1486578343168,1.278936967500621
3,2,7,0.998,239.58980575738173,1.277394470111504
4,1,6,0.998,233.32073738570801,1.2758819441926592
4,1,5,0.995,224.60344180287416,1.2737129053681784
4,1,6,0.995,213.10861339977748,1.2707264134684673
5,1,4,0.998,203.90898607884515,1.2682232117276275
5,2,4,0.998,203.55311282437768,1.2681242260004462
5,1,5,0.995,201.41509007333894,1.2675260343219066
4,2,4,0.995,196.91316836369904,1.2662463629084522
3,1,3,0.998,195.62070956351204,1.2658738159390164
3,1,4,0.995,194.70749455143806,1.2656091643520027
3,2,5,0.998,148.0512670917295,1.2502114955898895
3,2,6,0.998,145.00871319607432,1.249052011012727
5,2,5,0.998,130.65519468198121,1.2432480225713798
4,2,5,0.995,129.96208323176666,1.2429525666847452
3,1,8,0.995,129.54196058322339,1.2427727454110205
3,2,7,0.995,129.2742462083763,1.242657867213635
4,1,4,0.995,127.61304595734114,1.2419399124309516
3,2,3,0.998,122.87922408774389,1.2398439247201862
3,1,6,0.995,116.32686155319016,1.236811742094088
2,2,6,0.998,107.30093030251912,1.2323561238179943
5,2,4,0.995,100.92185441863565,1.2289856366120362
3,2,4,0.998,81.95665655430781,1.2176074492901716
5,1,8,0.998,77.16275250251472,1.2143324907525053
5,2,3,0.998,73.16653392850004,1.211450349407691
4,1,3,0.998,71.19409382662093,1.209971894258367
