watch_days,num_stocks_to_buy,hold_days,loss_limit,total_profit,yearly_profit
3,1,2,0.995,5.23052353416379,1.0766544524278672
4,1,8,0.995,5.158987511811549,1.0759927844086525
4,2,3,0.995,4.229871847896375,1.0664970762691504
3,1,3,0.995,3.654790997474845,1.0595624620608493
5,2,2,0.998,3.1310363032960074,1.0522716049866077
3,2,3,0.995,2.9568248447723064,1.0495858626727896
5,1,2,0.995,2.095131210004987,1.033568073910714
3,2,2,0.995,1.7951252256943755,1.0264622004119388
2,1,2,0.998,1.2269840689736111,1.0091734806942472
4,2,2,0.998,0.911324866660735,0.9958634318850685
5,2,2,0.995,0.8446146851978096,0.9924896618490919
4,1,2,0.998,0.7202245195302911,0.9854560747458899
2,2,2,0.998,0.4785229191507447,0.9676329364120261
4,2,2,0.995,0.1721762992429436,0.9244710926721023
4,1,2,0.995,0.1199246922116453,0.9096657829547344
2,1,2,0.995,0.09745055152306958,0.9012777485443227
2,2,2,0.995,0.047703255213823584,0.8729904481886046
