date_range,watch_days,hold_days,num_stocks_to_buy,loss_limit,total_profit,yearly_profit,win_ratio
2006-01-06/2006-12-31,2,5,1,0.999,1.47973,1.48986,0.57
2017-01-04/2017-12-31,3,6,2,0.998,1.4828,1.48969,0.52
2002-01-03/2002-12-31,3,2,2,0.999,1.48438,1.48965,0.96
2020-01-07/2020-12-31,4,6,1,0.997,1.4795,1.48963,0.75
2023-01-03/2023-06-23,4,7,1,0.998,1.20509,1.48954,0.8
2022-01-03/2022-12-31,7,6,1,0.999,1.48424,1.48951,0.83
2002-01-04/2002-12-31,2,3,2,0.999,1.48248,1.48937,0.96
2011-01-05/2011-12-31,5,6,1,0.999,1.4806,1.48909,0.86
2003-01-01/2003-12-31,5,6,1,0.997,1.48706,1.48908,0.95
2001-01-03/2001-12-31,1,5,2,0.998,1.48378,1.48904,0.81
2012-01-02/2012-12-31,2,4,1,0.997,1.48697,1.489,1.0
2013-01-07/2013-12-31,4,3,1,0.998,1.47722,1.48894,0.74
2017-01-02/2017-12-31,6,10,2,0.999,1.48515,1.4888,0.93
2019-01-01/2019-12-31,6,2,1,0.997,1.48677,1.48879,0.23
2016-01-06/2016-12-31,2,5,1,0.997,1.48014,1.48863,0.89
2012-01-03/2012-12-31,6,5,1,0.997,1.48486,1.48851,1.0
2021-01-04/2021-12-31,3,6,2,0.999,1.48141,1.48828,0.41
2001-01-03/2001-12-31,1,4,2,0.997,1.4829,1.48815,0.98
2016-01-06/2016-12-31,3,4,1,0.999,1.47964,1.48812,0.89
2020-01-03/2020-12-31,6,3,1,0.997,1.48427,1.48791,0.85
2017-01-04/2017-12-31,7,7,2,0.998,1.48102,1.48788,1.0
2001-01-02/2001-12-31,3,6,1,0.998,1.48418,1.48781,0.93
2020-01-03/2020-12-31,5,2,2,0.999,1.48412,1.48776,0.8
2003-01-03/2003-12-31,2,10,1,0.999,1.48245,1.4877,0.85
2020-01-01/2020-12-31,4,10,2,0.998,1.4872,1.4876,0.59
2001-01-02/2001-12-31,1,5,2,0.998,1.48378,1.48741,0.81
2022-01-05/2022-12-31,5,4,2,0.997,1.47891,1.48738,0.89
2001-01-02/2001-12-31,5,5,2,0.997,1.48371,1.48735,0.84
2001-01-04/2001-12-31,6,6,1,0.997,1.4802,1.48705,1.0
2004-01-07/2004-12-31,5,2,2,0.999,1.47689,1.48695,1.0
2016-01-04/2016-12-31,7,5,2,0.998,1.48169,1.48693,0.9
2011-01-05/2011-12-31,5,4,1,0.999,1.47846,1.48691,0.22
2001-01-01/2001-12-31,3,3,1,0.998,1.48476,1.48678,0.74
2009-01-07/2009-12-31,3,7,2,0.999,1.47496,1.48661,0.79
2001-01-02/2001-12-31,1,4,2,0.997,1.4829,1.48653,0.98
2016-01-07/2016-12-31,3,4,2,0.997,1.47638,1.48643,0.74
2021-01-05/2021-12-31,3,6,2,0.997,1.47799,1.48643,0.7
2002-01-04/2002-12-31,6,6,2,0.998,1.47932,1.48615,0.85
2020-01-02/2020-12-31,5,2,2,0.999,1.48412,1.48613,0.8
2007-01-05/2007-12-31,2,10,2,0.999,1.47763,1.48607,0.9
2006-01-03/2006-12-31,2,5,2,0.999,1.48076,1.48598,0.94
2004-01-06/2004-12-31,5,7,1,0.999,1.47752,1.48596,1.0
2003-01-03/2003-12-31,7,10,1,0.997,1.48041,1.48563,0.79
2021-01-01/2021-12-31,3,4,2,0.999,1.48361,1.48562,1.0
2003-01-03/2003-12-31,6,6,1,0.999,1.48034,1.48556,0.8
2021-01-07/2021-12-31,2,10,2,0.997,1.4739,1.48552,1.0
2008-01-07/2008-12-31,2,10,2,0.999,1.47543,1.48546,0.95
2009-01-07/2009-12-31,3,3,2,0.999,1.4737,1.48532,0.86
2003-01-07/2003-12-31,7,6,1,0.997,1.47367,1.48528,0.83
2022-01-05/2022-12-31,2,4,2,0.998,1.4766,1.48501,0.56
2023-01-04/2023-06-23,3,2,1,0.997,1.20203,1.4849,0.57
2006-01-06/2006-12-31,4,6,1,0.998,1.47489,1.4849,0.96
2020-01-01/2020-12-31,6,7,2,0.998,1.48433,1.48473,0.94
2002-01-03/2002-12-31,5,6,1,0.999,1.47916,1.48436,0.91
2016-01-01/2016-12-31,5,4,1,0.998,1.48383,1.48424,0.89
2017-01-02/2017-12-31,4,4,2,0.998,1.48047,1.48408,0.94
2022-01-04/2022-12-31,2,2,2,0.997,1.47725,1.48405,0.92
2003-01-02/2003-12-31,7,10,1,0.997,1.48041,1.48401,0.79
2008-01-07/2008-12-31,3,7,1,0.997,1.474,1.48399,0.92
2019-01-01/2019-12-31,6,6,1,0.998,1.48184,1.48384,0.2
2003-01-06/2003-12-31,7,6,1,0.997,1.47367,1.48365,0.83
2020-01-07/2020-12-31,3,5,2,0.999,1.47322,1.48319,0.94
2009-01-01/2009-12-31,4,2,1,0.997,1.48116,1.48316,0.98
2006-01-06/2006-12-31,3,4,1,0.998,1.47317,1.48314,0.91
2003-01-03/2003-12-31,5,2,2,0.999,1.47765,1.48284,1.0
2002-01-02/2002-12-31,5,6,1,0.999,1.47916,1.48275,0.91
2009-01-02/2009-12-31,4,3,2,0.999,1.47908,1.48268,0.94
2022-01-06/2022-12-31,2,10,2,0.999,1.4726,1.48255,0.8
2014-01-02/2014-12-31,5,4,1,0.999,1.47871,1.4823,0.89
2001-01-05/2001-12-31,7,10,2,0.999,1.47378,1.48214,0.79
2008-01-04/2008-12-31,5,10,1,0.997,1.47683,1.482,0.19
2018-01-04/2018-12-31,7,7,1,0.998,1.47502,1.48179,0.29
2006-01-05/2006-12-31,4,3,1,0.999,1.47321,1.48156,0.91
2020-01-06/2020-12-31,3,5,2,0.999,1.47322,1.48156,0.94
2002-01-01/2002-12-31,6,7,2,0.997,1.47952,1.48151,0.89
2002-01-03/2002-12-31,4,5,2,0.998,1.47583,1.481,0.48
2002-01-03/2002-12-31,7,2,1,0.997,1.47567,1.48083,0.96
2001-01-04/2001-12-31,3,7,1,0.999,1.47384,1.48059,0.58
2006-01-04/2006-12-31,4,3,2,0.999,1.47364,1.48038,0.71
2008-01-01/2008-12-31,4,3,2,0.997,1.47997,1.48037,0.5
2008-01-07/2008-12-31,3,7,1,0.999,1.47047,1.48037,0.79
2001-01-05/2001-12-31,3,7,1,0.997,1.47203,1.48035,1.0
2016-01-04/2016-12-31,7,4,2,0.998,1.47518,1.48033,0.91
2017-01-05/2017-12-31,2,7,1,0.998,1.47182,1.48014,0.63
2020-01-07/2020-12-31,2,5,1,0.997,1.47018,1.48008,0.8
2008-01-02/2008-12-31,5,4,2,0.999,1.47809,1.48007,0.44
2016-01-01/2016-12-31,2,5,1,0.999,1.47965,1.48005,0.56
2003-01-03/2003-12-31,4,6,1,0.999,1.47465,1.4798,1.0
2009-01-07/2009-12-31,3,6,1,0.999,1.4683,1.47977,0.74
2019-01-03/2019-12-31,6,2,2,0.998,1.47438,1.47953,0.97
2002-01-07/2002-12-31,4,2,2,0.998,1.46798,1.47944,0.83
2002-01-07/2002-12-31,6,3,2,0.999,1.46762,1.47907,0.96
2001-01-05/2001-12-31,6,5,1,0.999,1.47074,1.47903,1.0
2011-01-05/2011-12-31,4,7,1,0.998,1.47069,1.47899,0.73
2009-01-01/2009-12-31,2,2,1,0.997,1.47698,1.47896,1.0
2009-01-01/2009-12-31,6,10,1,0.999,1.47697,1.47895,0.93
2006-01-03/2006-12-31,4,3,2,0.999,1.47364,1.47878,0.71
2019-01-07/2019-12-31,4,10,1,0.998,1.46733,1.47877,0.35
2001-01-05/2001-12-31,3,4,2,0.998,1.47036,1.47865,0.66
2006-01-02/2006-12-31,3,3,1,0.998,1.47507,1.47863,0.9
2009-01-06/2009-12-31,3,3,1,0.998,1.46872,1.47858,0.76
2004-01-01/2004-12-31,2,10,2,0.998,1.4781,1.4785,0.95
2001-01-01/2001-12-31,5,3,2,0.998,1.47618,1.47816,0.84
2011-01-04/2011-12-31,5,10,1,0.999,1.47141,1.47812,1.0
2006-01-06/2006-12-31,4,7,2,0.999,1.46816,1.47801,0.73
2019-01-02/2019-12-31,6,2,2,0.998,1.47438,1.47794,0.97
2023-01-04/2023-06-23,7,2,2,0.999,1.1994,1.47793,0.5
2005-01-06/2005-12-31,3,10,1,0.999,1.46791,1.47776,0.56
2001-01-04/2001-12-31,1,2,2,0.998,1.47096,1.47765,0.98
2006-01-04/2006-12-31,5,2,1,0.998,1.47092,1.47762,0.91
2003-01-02/2003-12-31,5,4,1,0.998,1.474,1.47755,0.96
2006-01-02/2006-12-31,3,7,2,0.998,1.47391,1.47745,0.88
2007-01-05/2007-12-31,5,10,1,0.999,1.4691,1.47737,1.0
2003-01-02/2003-12-31,5,2,2,0.999,1.47381,1.47736,1.0
2003-01-02/2003-12-31,6,2,1,0.997,1.47366,1.47721,1.0
2008-01-07/2008-12-31,3,10,2,0.999,1.46735,1.47718,0.94
2003-01-06/2003-12-31,4,6,2,0.997,1.46734,1.47716,1.0
2003-01-01/2003-12-31,4,2,1,0.997,1.47506,1.47703,1.0
2009-01-01/2009-12-31,2,4,2,0.997,1.47505,1.47702,1.0
2009-01-05/2009-12-31,3,3,1,0.998,1.46872,1.47698,0.76
2001-01-04/2001-12-31,5,2,2,0.998,1.4702,1.47689,0.97
2002-01-07/2002-12-31,1,7,2,0.997,1.46542,1.4768,0.9
2017-01-06/2017-12-31,6,7,2,0.998,1.46697,1.47679,0.94
2011-01-03/2011-12-31,5,10,1,0.999,1.47141,1.47653,1.0
2001-01-04/2001-12-31,3,7,1,0.998,1.46982,1.4765,0.58
2002-01-07/2002-12-31,3,3,1,0.997,1.46502,1.47639,0.68
2003-01-07/2003-12-31,6,6,1,0.998,1.46491,1.47628,1.0
2017-01-05/2017-12-31,4,4,2,0.997,1.46797,1.47622,0.94
2004-01-07/2004-12-31,2,10,1,0.999,1.4664,1.4762,0.9
2019-01-07/2019-12-31,3,2,1,0.997,1.46463,1.47599,0.46
2020-01-07/2020-12-31,3,5,1,0.999,1.46611,1.47591,0.94
2001-01-01/2001-12-31,2,3,2,0.999,1.47385,1.47581,1.0
2009-01-06/2009-12-31,4,7,2,0.998,1.46599,1.47579,0.82
2003-01-02/2003-12-31,2,10,1,0.999,1.47211,1.47564,0.85
2002-01-01/2002-12-31,5,5,1,0.998,1.47347,1.47544,0.84
2016-01-05/2016-12-31,3,2,2,0.999,1.46831,1.47497,0.82
2022-01-06/2022-12-31,5,4,1,0.999,1.46496,1.47473,0.52
2023-01-03/2023-06-23,7,2,2,0.999,1.1994,1.47456,0.5
2020-01-01/2020-12-31,4,6,2,0.999,1.47414,1.47453,0.79
2003-01-02/2003-12-31,6,2,2,0.998,1.47097,1.47449,1.0
2008-01-03/2008-12-31,2,6,2,0.998,1.47092,1.47444,0.48
2001-01-03/2001-12-31,3,6,1,0.997,1.46935,1.47443,0.93
2002-01-04/2002-12-31,2,3,2,0.998,1.46771,1.47436,0.96
2020-01-06/2020-12-31,3,5,1,0.999,1.46611,1.47431,0.94
2009-01-05/2009-12-31,4,7,2,0.998,1.46599,1.47419,0.82
2003-01-03/2003-12-31,4,5,2,0.999,1.46876,1.47383,1.0
2003-01-03/2003-12-31,6,10,2,0.997,1.46859,1.47367,0.87
2021-01-05/2021-12-31,5,3,1,0.999,1.46537,1.47356,0.61
2008-01-07/2008-12-31,2,2,2,0.999,1.46381,1.47356,0.6
2011-01-06/2011-12-31,3,3,2,0.997,1.46369,1.47343,1.0
2001-01-04/2001-12-31,4,6,1,0.999,1.46674,1.47337,1.0
2020-01-07/2020-12-31,2,7,2,0.997,1.46347,1.47321,0.67
2022-01-06/2022-12-31,7,5,1,0.999,1.4634,1.47314,0.4
2001-01-03/2001-12-31,4,3,2,0.999,1.468,1.47307,0.83
2017-01-04/2017-12-31,7,7,2,0.997,1.4664,1.47303,1.0
2007-01-05/2007-12-31,2,6,2,0.999,1.4648,1.47298,0.94
2022-01-06/2022-12-31,1,5,1,0.999,1.46321,1.47294,1.0
2008-01-02/2008-12-31,2,6,2,0.998,1.47092,1.47287,0.48
2012-01-03/2012-12-31,5,2,1,0.997,1.46928,1.47279,1.0
2021-01-01/2021-12-31,4,10,2,0.997,1.47072,1.47267,1.0
2023-01-04/2023-06-23,3,2,1,0.998,1.19739,1.47263,0.57
2020-01-07/2020-12-31,3,5,1,0.998,1.46289,1.47261,0.94
2016-01-01/2016-12-31,5,6,2,0.997,1.47207,1.47246,0.86
2001-01-04/2001-12-31,4,6,1,0.998,1.46568,1.47229,1.0
2020-01-03/2020-12-31,4,6,1,0.999,1.4686,1.4721,0.79
2001-01-02/2001-12-31,6,6,2,0.999,1.46849,1.47199,0.4
2021-01-04/2021-12-31,5,3,1,0.999,1.46537,1.47198,0.61
2002-01-03/2002-12-31,7,5,2,0.998,1.46676,1.47181,0.85
2020-01-03/2020-12-31,3,7,1,0.997,1.4682,1.4717,0.79
2008-01-04/2008-12-31,2,3,1,0.998,1.46664,1.47169,0.46
2017-01-02/2017-12-31,6,10,2,0.998,1.46818,1.47168,0.93
2019-01-01/2019-12-31,2,2,1,0.998,1.46964,1.47158,0.98
2001-01-02/2001-12-31,4,3,2,0.999,1.468,1.4715,0.83
2023-01-02/2023-06-23,2,10,2,0.997,1.19945,1.47136,0.89
2002-01-01/2002-12-31,1,5,2,0.997,1.4693,1.47125,0.83
2003-01-02/2003-12-31,4,6,2,0.997,1.46774,1.47124,0.96
2020-01-06/2020-12-31,3,5,1,0.998,1.46289,1.47103,0.94
2016-01-04/2016-12-31,3,2,2,0.997,1.46582,1.47086,1.0
2022-01-07/2022-12-31,7,4,1,0.998,1.4596,1.47082,0.41
2022-01-07/2022-12-31,7,5,2,0.999,1.45954,1.47076,0.85
2003-01-02/2003-12-31,4,7,2,0.997,1.46725,1.47074,0.82
2003-01-07/2003-12-31,6,4,1,0.999,1.45947,1.47068,0.83
2020-01-02/2020-12-31,4,6,1,0.999,1.4686,1.47054,0.79
2003-01-07/2003-12-31,4,10,2,0.997,1.45926,1.47048,0.82
2002-01-07/2002-12-31,2,7,2,0.998,1.45922,1.47043,0.78
2016-01-05/2016-12-31,4,4,2,0.999,1.46383,1.47041,0.74
2006-01-04/2006-12-31,4,3,2,0.998,1.46381,1.47039,0.71
2001-01-04/2001-12-31,4,6,2,0.999,1.46369,1.47027,1.0
2002-01-02/2002-12-31,7,5,2,0.998,1.46676,1.47025,0.85
2017-01-05/2017-12-31,2,7,1,0.999,1.46209,1.47021,0.56
2020-01-02/2020-12-31,3,7,1,0.997,1.4682,1.47014,0.79
2012-01-02/2012-12-31,2,4,1,0.998,1.4682,1.47013,1.0
2015-01-08/2015-12-31,4,5,2,0.999,1.45736,1.4701,0.85
2013-01-04/2013-12-31,1,10,1,0.998,1.46337,1.46995,0.82
2019-01-07/2019-12-31,2,10,1,0.999,1.45859,1.46978,0.35
2002-01-04/2002-12-31,5,3,2,0.999,1.46302,1.46959,0.87
2019-01-07/2019-12-31,2,4,2,0.999,1.45836,1.46954,0.66
2019-01-03/2019-12-31,6,2,1,0.997,1.46449,1.46952,0.71
2012-01-04/2012-12-31,1,5,2,0.997,1.46432,1.46935,0.93
2003-01-02/2003-12-31,4,5,1,0.999,1.46557,1.46905,0.81
2016-01-04/2016-12-31,4,4,2,0.999,1.46383,1.46885,0.74
2006-01-03/2006-12-31,4,3,2,0.998,1.46381,1.46882,0.71
2012-01-02/2012-12-31,1,3,2,0.998,1.46673,1.46866,0.92
2014-01-07/2014-12-31,7,6,2,0.998,1.45746,1.46862,0.89
2022-01-03/2022-12-31,3,5,2,0.997,1.46357,1.46859,0.52
2012-01-02/2012-12-31,1,3,2,0.999,1.46648,1.46841,0.92
2004-01-06/2004-12-31,2,3,1,0.997,1.46021,1.46829,0.72
2006-01-05/2006-12-31,3,3,1,0.998,1.46012,1.4682,0.71
2001-01-01/2001-12-31,5,6,2,0.999,1.46626,1.46819,0.77
2003-01-01/2003-12-31,4,6,1,0.998,1.46613,1.46805,1.0
2019-01-02/2019-12-31,6,2,1,0.997,1.46449,1.46796,0.71
2012-01-03/2012-12-31,1,5,2,0.997,1.46432,1.46779,0.93
2001-01-05/2001-12-31,3,2,2,0.997,1.45955,1.46762,1.0
2016-01-01/2016-12-31,3,7,1,0.998,1.46714,1.46752,0.54
2019-01-01/2019-12-31,6,2,1,0.998,1.46552,1.46745,0.23
2002-01-04/2002-12-31,7,4,2,0.998,1.46088,1.46742,0.91
2019-01-03/2019-12-31,7,3,1,0.999,1.46237,1.46737,0.21
2001-01-01/2001-12-31,5,3,1,0.999,1.46543,1.46736,0.68
2022-01-04/2022-12-31,7,6,1,0.998,1.46064,1.46717,0.83
2020-01-03/2020-12-31,5,2,2,0.998,1.46348,1.46694,0.8
2003-01-02/2003-12-31,1,7,2,0.998,1.46348,1.46694,0.97
2020-01-07/2020-12-31,4,6,1,0.999,1.45731,1.46689,0.75
2009-01-01/2009-12-31,2,4,2,0.998,1.46492,1.46684,1.0
2002-01-03/2002-12-31,5,6,2,0.998,1.4618,1.46679,0.91
2004-01-05/2004-12-31,2,3,1,0.997,1.46021,1.46673,0.72
2002-01-02/2002-12-31,5,4,1,0.999,1.46316,1.46662,0.93
2022-01-05/2022-12-31,1,10,1,0.997,1.45835,1.4664,1.0
2001-01-01/2001-12-31,4,2,2,0.999,1.46435,1.46627,0.86
2003-01-03/2003-12-31,1,7,2,0.999,1.4611,1.46608,0.81
2001-01-01/2001-12-31,1,4,2,0.997,1.46414,1.46606,0.59
2003-01-02/2003-12-31,7,3,2,0.999,1.46254,1.46599,1.0
2019-01-02/2019-12-31,7,3,1,0.999,1.46237,1.46582,0.21
2002-01-07/2002-12-31,7,10,1,0.999,1.45473,1.46581,0.36
2020-01-03/2020-12-31,7,4,1,0.999,1.4623,1.46575,0.5
2001-01-01/2001-12-31,7,3,2,0.997,1.46378,1.4657,0.76
2022-01-03/2022-12-31,7,6,1,0.998,1.46064,1.46562,0.83
2020-01-01/2020-12-31,4,10,2,0.997,1.46513,1.46551,0.59
2020-01-02/2020-12-31,5,2,2,0.998,1.46348,1.4654,0.8
2016-01-04/2016-12-31,7,5,2,0.997,1.4604,1.46538,0.9
2003-01-03/2003-12-31,2,10,1,0.998,1.46035,1.46532,0.85
2017-01-02/2017-12-31,4,2,2,0.999,1.46187,1.46532,0.93
2020-01-06/2020-12-31,4,4,1,0.999,1.45725,1.46527,1.0
2001-01-05/2001-12-31,7,10,2,0.998,1.45722,1.46524,0.79
2002-01-02/2002-12-31,5,6,2,0.998,1.4618,1.46524,0.91
2009-01-06/2009-12-31,3,3,2,0.997,1.45567,1.46522,0.83
2008-01-03/2008-12-31,2,7,1,0.997,1.46161,1.46506,0.78
2001-01-04/2001-12-31,1,2,2,0.997,1.45834,1.46483,0.98
2023-01-03/2023-06-23,4,7,1,0.997,1.19546,1.46425,0.8
2020-01-02/2020-12-31,7,4,1,0.999,1.4623,1.46421,0.5
2003-01-01/2003-12-31,7,2,2,0.997,1.46183,1.46374,1.0
2009-01-05/2009-12-31,3,3,2,0.997,1.45567,1.46366,0.83
2001-01-01/2001-12-31,4,2,2,0.998,1.46163,1.46354,0.86
2008-01-02/2008-12-31,2,7,1,0.997,1.46161,1.46352,0.78
2011-01-07/2011-12-31,2,6,1,0.999,1.45206,1.46307,1.0
2003-01-01/2003-12-31,2,3,1,0.998,1.46115,1.46306,0.8
2003-01-02/2003-12-31,2,3,2,0.999,1.45952,1.46295,0.82
2021-01-01/2021-12-31,4,5,2,0.999,1.46104,1.46294,0.96
2009-01-01/2009-12-31,6,10,1,0.998,1.46078,1.46269,0.93
2009-01-06/2009-12-31,4,4,1,0.998,1.45309,1.46257,0.71
2007-01-05/2007-12-31,2,10,2,0.998,1.45446,1.46243,0.9
2003-01-06/2003-12-31,4,2,1,0.999,1.45284,1.46232,1.0
2009-01-06/2009-12-31,3,10,2,0.999,1.45267,1.46215,0.94
2020-01-01/2020-12-31,2,5,1,0.999,1.46167,1.46205,0.78
2020-01-01/2020-12-31,6,7,2,0.997,1.46147,1.46185,0.94
2008-01-03/2008-12-31,2,7,2,0.999,1.45837,1.46179,0.89
2008-01-07/2008-12-31,2,2,2,0.998,1.45229,1.46176,0.5
2020-01-07/2020-12-31,3,5,2,0.998,1.45224,1.4617,0.94
2003-01-03/2003-12-31,7,10,1,0.999,1.45671,1.46163,0.79
2003-01-01/2003-12-31,2,3,2,0.997,1.45969,1.46159,0.82
2002-01-02/2002-12-31,7,2,1,0.998,1.45815,1.46156,0.85
2012-01-03/2012-12-31,5,2,1,0.998,1.45814,1.46155,1.0
2002-01-01/2002-12-31,4,3,1,0.998,1.45939,1.46129,1.0
2009-01-06/2009-12-31,3,7,1,0.999,1.45183,1.46128,0.75
2009-01-05/2009-12-31,4,4,1,0.998,1.45309,1.46103,0.71
2018-01-04/2018-12-31,7,7,1,0.997,1.45447,1.4609,0.29
2009-01-06/2009-12-31,4,7,2,0.999,1.45136,1.4608,0.82
2023-01-05/2023-12-23,7,2,2,0.999,1.44082,1.46077,0.92
2011-01-04/2011-12-31,5,3,1,0.997,1.45421,1.46063,1.0
2009-01-05/2009-12-31,3,10,2,0.999,1.45267,1.4606,0.94
2001-01-03/2001-12-31,7,3,2,0.999,1.45565,1.46057,0.8
2002-01-04/2002-12-31,6,6,2,0.997,1.45396,1.46038,0.85
2004-01-07/2004-12-31,2,6,1,0.999,1.45094,1.46037,0.35
2008-01-02/2008-12-31,2,7,2,0.999,1.45837,1.46026,0.89
2003-01-03/2003-12-31,6,6,1,0.998,1.45535,1.46026,0.8
2016-01-07/2016-12-31,2,4,2,0.997,1.45082,1.46025,0.9
2002-01-04/2002-12-31,4,2,1,0.999,1.45378,1.4602,0.57
2020-01-06/2020-12-31,3,5,2,0.998,1.45224,1.46016,0.94
2003-01-02/2003-12-31,7,10,1,0.999,1.45671,1.46011,0.79
2008-01-04/2008-12-31,3,7,2,0.997,1.45502,1.45993,0.12
2019-01-03/2019-12-31,6,2,1,0.999,1.45494,1.45985,0.84
2009-01-01/2009-12-31,7,3,2,0.997,1.45786,1.45975,0.84
2009-01-05/2009-12-31,3,7,1,0.999,1.45183,1.45974,0.75
2008-01-07/2008-12-31,2,10,2,0.998,1.45016,1.45957,0.95
2001-01-02/2001-12-31,3,6,1,0.997,1.45618,1.45957,0.93
2007-01-05/2007-12-31,5,10,1,0.998,1.45155,1.45946,1.0
2006-01-06/2006-12-31,4,6,1,0.997,1.44997,1.45938,0.96
2023-01-05/2023-12-23,6,4,1,0.999,1.43943,1.45931,0.27
2009-01-05/2009-12-31,4,7,2,0.999,1.45136,1.45926,0.82
2003-01-02/2003-12-31,6,3,1,0.999,1.45577,1.45916,1.0
2011-01-03/2011-12-31,5,3,1,0.997,1.45421,1.45911,1.0
2002-01-03/2002-12-31,5,6,1,0.998,1.45419,1.45908,0.91
2011-01-04/2011-12-31,5,10,1,0.998,1.45238,1.45878,0.94
2023-01-02/2023-06-23,7,4,2,0.999,1.19461,1.45878,0.9
2001-01-02/2001-12-31,7,3,2,0.999,1.45538,1.45877,0.8
2017-01-06/2017-12-31,2,4,1,0.998,1.4493,1.4587,0.9
2019-01-01/2019-12-31,6,6,1,0.997,1.4568,1.45868,0.2
2003-01-06/2003-12-31,6,4,1,0.999,1.44929,1.45868,0.83
2003-01-03/2003-12-31,2,6,1,0.999,1.4536,1.45849,0.94
2019-01-02/2019-12-31,6,2,1,0.999,1.45494,1.45833,0.84
2001-01-04/2001-12-31,4,3,2,0.997,1.45178,1.45816,1.0
2016-01-01/2016-12-31,5,5,2,0.998,1.45764,1.45801,0.96
2019-01-07/2019-12-31,4,3,1,0.999,1.447,1.45787,0.37
2017-01-02/2017-12-31,2,7,2,0.999,1.45435,1.45773,0.93
2009-01-07/2009-12-31,3,7,2,0.998,1.44681,1.45768,0.79
2002-01-02/2002-12-31,5,6,1,0.998,1.45419,1.45756,0.91
2001-01-01/2001-12-31,7,7,2,0.999,1.45566,1.45753,1.0
2004-01-01/2004-12-31,2,10,2,0.997,1.45708,1.45746,0.9
2017-01-06/2017-12-31,5,4,1,0.999,1.44803,1.45739,0.74
2016-01-07/2016-12-31,5,3,2,0.999,1.44796,1.45733,0.9
2011-01-03/2011-12-31,5,10,1,0.998,1.45238,1.45726,0.94
2003-01-01/2003-12-31,7,6,2,0.997,1.45526,1.45714,1.0
2011-01-05/2011-12-31,5,4,1,0.998,1.44914,1.457,0.22
2003-01-06/2003-12-31,4,3,2,0.998,1.44749,1.45683,1.0
2006-01-04/2006-12-31,4,3,2,0.997,1.45032,1.45669,0.71
2002-01-03/2002-12-31,1,4,2,0.997,1.45155,1.45642,0.9
2016-01-06/2016-12-31,6,4,1,0.999,1.44857,1.45642,1.0
2020-01-07/2020-12-31,7,10,2,0.999,1.44706,1.4564,0.71
2003-01-02/2003-12-31,5,4,1,0.997,1.45281,1.45618,0.96
2017-01-02/2017-12-31,4,4,2,0.997,1.45281,1.45618,0.94
2016-01-04/2016-12-31,7,4,2,0.997,1.45125,1.45611,0.91
2006-01-06/2006-12-31,3,5,1,0.997,1.44668,1.45601,0.7
2003-01-01/2003-12-31,4,4,1,0.998,1.45404,1.45591,1.0
2001-01-01/2001-12-31,5,6,2,0.998,1.45394,1.45581,0.77
2008-01-03/2008-12-31,3,4,2,0.997,1.45245,1.45581,0.94
2001-01-05/2001-12-31,3,7,2,0.999,1.44778,1.45562,1.0
2002-01-01/2002-12-31,4,3,2,0.997,1.45361,1.45547,1.0
2005-01-06/2005-12-31,3,10,1,0.998,1.44603,1.45534,0.56
2004-01-07/2004-12-31,2,2,2,0.998,1.44599,1.45531,0.94
2020-01-06/2020-12-31,2,7,2,0.997,1.44739,1.45522,0.63
2006-01-03/2006-12-31,4,3,2,0.997,1.45032,1.45517,0.71
2002-01-02/2002-12-31,1,4,2,0.997,1.45155,1.45491,0.9
2020-01-06/2020-12-31,7,10,2,0.999,1.44706,1.45488,0.71
2008-01-07/2008-12-31,3,10,2,0.998,1.44555,1.45485,0.89
2005-01-07/2005-12-31,4,4,2,0.998,1.44401,1.4548,1.0
2001-01-05/2001-12-31,7,4,1,0.999,1.44696,1.45478,0.95
2004-01-07/2004-12-31,5,4,1,0.999,1.44545,1.45475,0.7
2016-01-01/2016-12-31,5,4,1,0.997,1.45438,1.45475,0.89
2017-01-02/2017-12-31,6,10,2,0.997,1.45138,1.45473,0.93
2017-01-06/2017-12-31,2,4,1,0.999,1.44541,1.45471,0.93
2001-01-05/2001-12-31,6,5,1,0.998,1.44678,1.4546,1.0
2022-01-06/2022-12-31,2,10,2,0.998,1.44516,1.45445,0.8
2017-01-06/2017-12-31,6,7,2,0.997,1.4451,1.45439,0.94
2008-01-02/2008-12-31,3,4,2,0.997,1.45245,1.45431,0.94
2009-01-07/2009-12-31,3,6,1,0.998,1.44352,1.45429,0.74
2008-01-01/2008-12-31,2,2,2,0.999,1.4536,1.45397,0.52
2008-01-03/2008-12-31,5,4,2,0.999,1.45052,1.45387,0.22
2020-01-01/2020-12-31,4,3,2,0.998,1.45341,1.45378,0.75
2003-01-02/2003-12-31,7,5,2,0.999,1.45038,1.45373,1.0
2022-01-04/2022-12-31,4,4,1,0.999,1.44739,1.4537,0.81
2001-01-04/2001-12-31,4,6,2,0.998,1.44736,1.45367,1.0
2003-01-02/2003-12-31,1,7,2,0.997,1.45027,1.45362,0.94
2013-01-07/2013-12-31,4,3,1,0.997,1.44283,1.45359,0.74
2006-01-06/2006-12-31,4,7,2,0.998,1.44375,1.45301,0.73
2013-01-07/2013-12-31,4,3,1,0.999,1.44215,1.45288,0.74
2009-01-07/2009-12-31,3,4,1,0.999,1.44208,1.45281,0.74
2021-01-04/2021-12-31,3,6,2,0.998,1.44644,1.45274,0.41
2019-01-01/2019-12-31,2,6,2,0.998,1.45076,1.45262,0.87
