date_range,watch_days,hold_days,num_stocks_to_buy,loss_limit,total_profit,yearly_profit,win_ratio
2000-08-06/2022-12-31,3,5,1,1.0,68.99197,1.20805,0.94
2000-08-04/2022-12-31,3,4,1,1.0,67.88502,1.20712,1.0
2000-08-04/2022-12-31,5,6,2,0.999,67.01144,1.20643,0.97
2000-08-08/2022-12-31,4,6,1,1.0,66.8304,1.20639,0.97
2000-08-07/2022-12-31,4,6,1,1.0,66.8304,1.20636,0.97
2000-08-06/2022-12-31,4,6,1,1.0,66.8304,1.20634,0.97
2000-08-02/2022-12-31,6,3,1,0.999,66.38903,1.20587,0.99
2000-08-09/2022-12-31,3,7,1,0.998,65.66445,1.20547,0.96
2000-08-03/2022-12-31,8,5,2,1.0,65.17381,1.2049,0.99
2000-08-03/2022-12-31,3,6,2,0.999,63.10618,1.20317,0.85
2000-08-03/2022-12-31,6,3,1,1.0,62.99391,1.20307,0.81
2000-08-02/2022-12-31,3,4,2,1.0,61.37977,1.20165,0.97
2000-08-08/2022-12-31,3,3,1,0.999,60.93741,1.20143,0.94
2000-08-07/2022-12-31,3,3,1,0.999,60.93741,1.2014,0.94
2000-08-06/2022-12-31,3,3,1,0.999,60.93741,1.20137,0.94
2000-08-02/2022-12-31,5,4,1,0.998,60.28284,1.20069,0.97
2000-08-03/2022-12-31,3,3,1,0.998,59.04089,1.1996,0.96
2000-08-02/2022-12-31,5,4,2,1.0,57.67429,1.19832,1.0
2000-08-09/2022-12-31,3,7,2,1.0,57.14225,1.19801,0.99
2000-08-03/2022-12-31,9,5,1,1.0,57.29375,1.19799,0.98
2000-08-05/2022-12-31,4,3,1,0.999,56.56431,1.19736,0.99
2000-08-02/2022-12-31,3,4,1,0.998,56.27026,1.197,0.97
2000-08-03/2022-12-31,6,7,1,1.0,54.76768,1.19558,0.96
2000-08-03/2022-12-31,3,4,1,1.0,54.06581,1.1949,0.82
2000-08-08/2022-12-31,4,6,1,0.999,53.71124,1.19468,0.97
2000-08-07/2022-12-31,4,6,1,0.999,53.71124,1.19465,0.97
2000-08-05/2022-12-31,4,6,1,1.0,53.76392,1.19465,0.96
2000-08-06/2022-12-31,4,6,1,0.999,53.71124,1.19462,0.97
2000-08-08/2022-12-31,3,6,1,1.0,53.35734,1.19432,0.93
2000-08-07/2022-12-31,3,6,1,1.0,53.35734,1.1943,0.93
2000-08-06/2022-12-31,3,6,1,1.0,53.35734,1.19427,0.93
2000-08-09/2022-12-31,11,7,1,1.0,53.02737,1.19402,0.97
2000-08-08/2022-12-31,3,8,1,1.0,52.90987,1.19387,0.93
2000-08-07/2022-12-31,3,8,1,1.0,52.90987,1.19385,0.93
2000-08-06/2022-12-31,3,8,1,1.0,52.90987,1.19382,0.93
2000-08-04/2022-12-31,4,3,1,1.0,52.61142,1.19347,0.99
2000-08-02/2022-12-31,6,3,1,0.998,51.84918,1.19264,0.99
2000-08-08/2022-12-31,5,6,1,0.999,50.35724,1.19124,0.95
2000-08-07/2022-12-31,5,6,1,0.999,50.35724,1.19122,0.95
2000-08-06/2022-12-31,5,6,1,0.999,50.35724,1.19119,0.95
2000-08-04/2022-12-31,5,6,2,0.998,50.01629,1.19078,0.97
2000-08-03/2022-12-31,3,3,2,0.998,49.56412,1.19027,1.0
2000-08-01/2022-12-31,2,9,1,1.0,49.41895,1.19006,0.99
2000-08-03/2022-12-31,5,4,1,1.0,49.02669,1.18969,0.98
2000-08-08/2022-12-31,3,6,2,1.0,48.84507,1.18962,0.94
2000-08-07/2022-12-31,3,6,2,1.0,48.84507,1.1896,0.94
2000-08-06/2022-12-31,3,6,2,1.0,48.84507,1.18957,0.94
2000-08-02/2022-12-31,6,6,1,1.0,48.72573,1.18934,1.0
2000-08-09/2022-12-31,3,7,2,0.999,48.22809,1.18897,0.99
2000-08-03/2022-12-31,15,3,1,1.0,48.33587,1.18894,0.85
2000-08-09/2022-12-31,3,6,1,1.0,48.07915,1.18881,0.79
2000-08-09/2022-12-31,5,3,1,1.0,47.62705,1.18831,0.99
2000-08-03/2022-12-31,9,5,1,0.999,47.50094,1.18801,0.97
2000-08-04/2022-12-31,20,6,1,0.998,46.84598,1.1873,0.91
2000-08-01/2022-12-31,3,5,2,1.0,46.77344,1.18715,0.98
2000-08-08/2022-12-31,5,8,1,0.998,46.51484,1.18703,0.98
2000-08-07/2022-12-31,5,8,1,0.998,46.51484,1.187,0.98
2000-08-06/2022-12-31,5,8,1,0.998,46.51484,1.18698,0.98
2000-08-01/2022-12-31,7,5,1,0.999,46.56297,1.18691,0.99
2000-08-03/2022-12-31,4,5,1,1.0,46.12197,1.18645,0.92
2000-08-04/2022-12-31,7,4,1,0.999,45.95593,1.18629,0.97
2000-08-05/2022-12-31,3,5,1,0.999,45.66344,1.18597,0.96
2000-08-05/2022-12-31,4,3,2,1.0,45.17391,1.1854,1.0
2000-08-09/2022-12-31,11,7,1,0.999,44.56051,1.18478,0.95
2000-08-05/2022-12-31,5,5,1,1.0,44.36117,1.18444,0.99
2000-08-03/2022-12-31,3,6,2,0.998,44.17714,1.18417,0.68
2000-08-04/2022-12-31,20,6,1,1.0,43.97587,1.18396,0.92
2000-08-03/2022-12-31,8,5,2,0.999,43.83925,1.18377,0.99
2000-08-03/2022-12-31,8,5,2,0.998,42.87818,1.1826,0.99
2000-08-05/2022-12-31,2,4,1,0.999,42.80932,1.18256,0.91
2000-08-03/2022-12-31,5,3,1,1.0,42.71756,1.1824,1.0
2000-08-08/2022-12-31,4,5,1,1.0,42.54967,1.18231,0.65
2000-08-07/2022-12-31,4,5,1,1.0,42.54967,1.18229,0.65
2000-08-06/2022-12-31,4,5,1,1.0,42.54967,1.18227,0.65
2000-08-03/2022-12-31,3,9,2,1.0,42.59928,1.18225,0.99
2000-08-03/2022-12-31,3,9,2,0.999,42.55554,1.1822,0.99
2000-08-05/2022-12-31,3,5,2,1.0,42.34236,1.18198,0.93
2000-08-05/2022-12-31,3,9,1,1.0,42.33468,1.18197,1.0
2000-08-02/2022-12-31,4,5,2,1.0,42.24632,1.18179,0.93
2000-08-04/2022-12-31,8,13,1,1.0,41.84148,1.18133,0.88
2000-08-01/2022-12-31,2,9,2,1.0,41.61891,1.18098,1.0
2000-08-03/2022-12-31,5,3,2,1.0,41.15284,1.18043,1.0
2000-08-03/2022-12-31,8,3,1,1.0,40.92716,1.18014,0.99
2000-08-01/2022-12-31,4,4,1,1.0,40.56091,1.17962,0.78
2000-08-03/2022-12-31,6,7,1,0.999,40.44775,1.17952,0.95
2000-08-02/2022-12-31,10,4,1,1.0,40.23576,1.17922,0.98
2000-08-02/2022-12-31,5,4,2,0.999,39.86121,1.17873,1.0
2000-08-08/2022-12-31,5,8,2,1.0,39.72966,1.1787,0.98
2000-08-07/2022-12-31,5,8,2,1.0,39.72966,1.17868,0.98
2000-08-06/2022-12-31,5,8,2,1.0,39.72966,1.17865,0.98
2000-08-03/2022-12-31,6,8,1,1.0,39.56098,1.17836,0.99
2000-08-02/2022-12-31,7,4,1,1.0,39.47228,1.17822,0.93
2000-08-08/2022-12-31,3,5,1,0.999,38.78005,1.17743,0.94
2000-08-07/2022-12-31,3,5,1,0.999,38.78005,1.1774,0.94
2000-08-06/2022-12-31,3,5,1,0.999,38.78005,1.17738,0.94
2000-08-01/2022-12-31,8,5,1,1.0,38.62133,1.17705,0.86
2000-08-02/2022-12-31,6,3,2,1.0,38.45953,1.17685,0.99
2000-08-02/2022-12-31,3,3,1,0.999,38.19339,1.17649,0.99
2000-08-08/2022-12-31,4,6,1,0.998,37.83274,1.17613,0.97
2000-08-07/2022-12-31,4,6,1,0.998,37.83274,1.1761,0.97
2000-08-05/2022-12-31,3,8,1,1.0,37.85739,1.17609,0.97
2000-08-06/2022-12-31,4,6,1,0.998,37.83274,1.17608,0.97
2000-08-04/2022-12-31,3,8,2,1.0,37.64219,1.17577,0.99
2000-08-04/2022-12-31,20,6,1,0.999,37.61962,1.17574,0.91
2000-08-08/2022-12-31,5,6,1,0.998,37.51624,1.17569,0.94
2000-08-07/2022-12-31,5,6,1,0.998,37.51624,1.17566,0.94
2000-08-06/2022-12-31,5,6,1,0.998,37.51624,1.17564,0.94
2000-08-04/2022-12-31,5,8,1,1.0,37.27413,1.17525,0.93
2000-08-04/2022-12-31,8,4,1,1.0,37.16602,1.1751,0.97
2000-08-03/2022-12-31,6,3,1,0.999,37.16629,1.17508,0.75
2000-08-01/2022-12-31,3,3,1,1.0,37.17067,1.17504,0.6
2000-08-09/2022-12-31,3,3,1,1.0,37.0348,1.17503,0.6
2000-08-08/2022-12-31,3,3,1,0.998,36.6233,1.17442,0.94
2000-08-07/2022-12-31,3,3,1,0.998,36.6233,1.1744,0.94
2000-08-06/2022-12-31,3,3,1,0.998,36.6233,1.17438,0.94
2000-08-03/2022-12-31,3,9,1,1.0,36.5585,1.17421,0.98
2000-08-09/2022-12-31,5,3,1,0.999,36.26115,1.17392,0.99
2000-08-04/2022-12-31,2,4,1,1.0,36.17492,1.17368,0.9
2000-08-09/2022-12-31,3,4,1,0.999,36.06403,1.17364,0.9
2000-08-08/2022-12-31,7,5,1,1.0,36.00716,1.17353,0.99
2000-08-07/2022-12-31,7,5,1,1.0,36.00716,1.17351,0.99
2000-08-06/2022-12-31,7,5,1,1.0,36.00716,1.17349,0.99
2000-08-05/2022-12-31,3,3,2,1.0,35.94966,1.17338,1.0
2000-08-02/2022-12-31,2,3,2,1.0,35.95825,1.17332,1.0
2000-08-09/2022-12-31,2,3,2,1.0,35.82681,1.17329,1.0
2000-08-09/2022-12-31,3,7,2,0.998,35.5335,1.17286,0.96
2000-08-01/2022-12-31,5,7,1,1.0,35.56142,1.17272,0.93
2000-08-01/2022-12-31,2,9,1,0.999,35.39581,1.17248,0.99
2000-08-08/2022-12-31,5,3,1,1.0,35.14784,1.17227,0.98
2000-08-07/2022-12-31,5,3,1,1.0,35.14784,1.17225,0.98
2000-08-06/2022-12-31,5,3,1,1.0,35.14784,1.17222,0.98
2000-08-02/2022-12-31,10,4,1,0.999,35.08827,1.17204,0.98
2000-08-03/2022-12-31,15,3,1,0.999,35.04992,1.17201,0.84
2000-08-05/2022-12-31,4,6,1,0.999,34.91476,1.17185,0.96
2000-08-03/2022-12-31,9,5,1,0.998,34.68454,1.17146,0.95
2000-08-08/2022-12-31,5,4,1,1.0,34.5555,1.17138,0.99
2000-08-07/2022-12-31,5,4,1,1.0,34.5555,1.17136,0.99
2000-08-06/2022-12-31,5,4,1,1.0,34.5555,1.17133,0.99
2000-08-02/2022-12-31,2,3,1,0.999,34.49674,1.17115,0.97
2000-08-09/2022-12-31,2,3,1,0.999,34.37065,1.17112,0.97
2000-08-03/2022-12-31,3,9,1,0.999,34.45361,1.17111,0.98
2000-08-03/2022-12-31,4,4,2,1.0,34.2527,1.17081,0.98
2000-08-09/2022-12-31,3,6,1,0.999,33.92829,1.17044,0.69
2000-08-03/2022-12-31,11,9,1,0.998,33.99522,1.17041,0.89
2000-08-01/2022-12-31,8,3,1,1.0,33.8152,1.17009,0.88
2000-08-09/2022-12-31,11,7,1,0.998,33.59658,1.16993,0.93
2000-08-03/2022-12-31,11,9,1,1.0,33.59234,1.16979,0.89
2000-08-03/2022-12-31,3,4,2,1.0,33.42836,1.16953,0.88
2000-08-05/2022-12-31,3,3,1,1.0,33.31148,1.1694,1.0
2000-08-04/2022-12-31,3,4,1,0.999,33.28379,1.16933,1.0
2000-08-08/2022-12-31,3,8,1,0.999,33.05084,1.16905,0.93
2000-08-07/2022-12-31,3,8,1,0.999,33.05084,1.16903,0.93
2000-08-06/2022-12-31,3,8,1,0.999,33.05084,1.16901,0.93
2000-08-09/2022-12-31,4,4,1,1.0,32.99781,1.16899,0.99
2000-08-04/2022-12-31,8,13,1,0.999,32.5821,1.16822,0.88
2000-08-08/2022-12-31,8,3,1,1.0,32.49077,1.16816,0.99
2000-08-07/2022-12-31,8,3,1,1.0,32.49077,1.16814,0.99
2000-08-06/2022-12-31,8,3,1,1.0,32.49077,1.16812,0.99
2000-08-03/2022-12-31,2,6,1,1.0,32.46521,1.16801,0.9
2000-08-02/2022-12-31,3,4,2,0.999,32.43544,1.16794,0.97
2000-08-03/2022-12-31,4,5,1,0.999,32.2991,1.16774,0.79
2000-08-02/2022-12-31,6,6,1,0.999,32.18114,1.16753,1.0
2000-08-05/2022-12-31,4,6,1,0.998,31.7399,1.16688,0.95
2000-08-04/2022-12-31,6,4,1,1.0,31.72885,1.16684,0.99
2000-08-08/2022-12-31,3,6,1,0.999,31.61564,1.16674,0.86
2000-08-07/2022-12-31,3,6,1,0.999,31.61564,1.16672,0.86
2000-08-06/2022-12-31,3,6,1,0.999,31.61564,1.16669,0.86
2000-08-05/2022-12-31,3,9,1,0.999,31.5776,1.16661,1.0
2000-08-04/2022-12-31,2,7,1,1.0,31.50698,1.16647,0.93
2000-08-01/2022-12-31,7,5,1,0.998,31.32916,1.16611,0.98
2000-08-08/2022-12-31,4,13,1,1.0,31.04785,1.16579,0.93
2000-08-07/2022-12-31,4,13,1,1.0,31.04785,1.16577,0.93
2000-08-06/2022-12-31,4,13,1,1.0,31.04785,1.16575,0.93
2000-08-03/2022-12-31,3,9,2,0.998,31.0739,1.16573,0.98
2000-08-08/2022-12-31,3,6,2,0.999,30.99283,1.1657,0.94
2000-08-07/2022-12-31,3,6,2,0.999,30.99283,1.16568,0.94
2000-08-06/2022-12-31,3,6,2,0.999,30.99283,1.16566,0.94
2000-08-03/2022-12-31,5,4,1,0.999,30.81157,1.16529,0.98
2000-08-01/2022-12-31,2,9,2,0.999,30.83741,1.16529,1.0
2000-08-03/2022-12-31,2,3,2,1.0,30.64217,1.165,0.99
2000-08-09/2022-12-31,4,9,2,1.0,30.54457,1.16496,0.89
2000-08-05/2022-12-31,5,8,1,1.0,30.51799,1.16483,0.94
2000-08-01/2022-12-31,11,10,1,1.0,30.56134,1.16482,0.88
2000-08-08/2022-12-31,4,13,1,0.998,30.45155,1.16478,0.93
2000-08-07/2022-12-31,4,13,1,0.998,30.45155,1.16476,0.93
2000-08-03/2022-12-31,6,7,1,0.998,30.48979,1.16474,0.95
2000-08-06/2022-12-31,4,13,1,0.998,30.45155,1.16474,0.93
2000-08-04/2022-12-31,7,4,1,0.998,30.46476,1.16472,0.96
2000-08-04/2022-12-31,5,4,1,1.0,30.22732,1.16431,0.92
2000-08-04/2022-12-31,3,20,2,1.0,30.15287,1.16419,0.98
2000-08-08/2022-12-31,5,5,1,1.0,30.0629,1.16412,0.92
2000-08-07/2022-12-31,5,5,1,1.0,30.0629,1.16409,0.92
2000-08-06/2022-12-31,5,5,1,1.0,30.0629,1.16407,0.92
2000-08-04/2022-12-31,4,3,1,0.999,29.9795,1.16389,0.98
2000-08-01/2022-12-31,8,5,1,0.999,30.00318,1.16386,0.84
2000-08-09/2022-12-31,4,9,1,1.0,29.74926,1.16359,0.93
2000-08-08/2022-12-31,8,15,1,1.0,29.67246,1.16344,0.93
2000-08-07/2022-12-31,8,15,1,1.0,29.67246,1.16342,0.93
2000-08-05/2022-12-31,3,9,1,0.998,29.68172,1.16339,1.0
2000-08-06/2022-12-31,8,15,1,1.0,29.67246,1.16339,0.93
2000-08-02/2022-12-31,10,4,2,1.0,29.71787,1.16339,1.0
2000-08-05/2022-12-31,5,5,1,0.999,29.11281,1.16238,0.96
2000-08-05/2022-12-31,4,3,1,0.998,29.08051,1.16233,0.99
2000-08-08/2022-12-31,4,3,1,1.0,28.81274,1.16191,0.93
2000-08-07/2022-12-31,4,3,1,1.0,28.81274,1.16189,0.93
2000-08-06/2022-12-31,4,3,1,1.0,28.81274,1.16187,0.93
2000-08-05/2022-12-31,3,4,1,1.0,28.76535,1.16176,0.98
2000-08-05/2022-12-31,4,9,2,1.0,28.69584,1.16164,0.92
2000-08-04/2022-12-31,7,6,2,1.0,28.678,1.16158,0.89
2000-08-09/2022-12-31,5,3,1,0.998,28.11786,1.16067,0.99
2000-08-08/2022-12-31,6,15,1,1.0,28.07294,1.16056,0.9
2000-08-03/2022-12-31,3,9,1,0.998,28.11889,1.16054,0.97
2000-08-07/2022-12-31,6,15,1,1.0,28.07294,1.16054,0.9
2000-08-06/2022-12-31,6,15,1,1.0,28.07294,1.16052,0.9
2000-08-03/2022-12-31,15,3,1,0.998,28.0119,1.16034,0.78
2000-08-02/2022-12-31,10,11,1,1.0,28.011,1.16032,0.89
2000-08-02/2022-12-31,9,4,2,1.0,27.92719,1.16017,0.93
2000-08-02/2022-12-31,5,4,2,0.998,27.88501,1.16009,0.99
2000-08-02/2022-12-31,7,4,1,0.998,27.86466,1.16005,0.93
2000-08-03/2022-12-31,11,11,1,1.0,27.68235,1.15973,0.89
2000-08-01/2022-12-31,5,5,1,1.0,27.64501,1.15962,0.93
2000-08-02/2022-12-31,10,4,1,0.998,27.58834,1.15953,0.96
2000-08-02/2022-12-31,4,3,2,1.0,27.58754,1.15953,0.96
2000-08-09/2022-12-31,3,6,1,0.998,27.50019,1.15952,0.66
2000-08-08/2022-12-31,3,4,1,1.0,27.39574,1.1593,0.99
2000-08-07/2022-12-31,3,4,1,1.0,27.39574,1.15928,0.99
2000-08-06/2022-12-31,3,4,1,1.0,27.39574,1.15926,0.99
2000-08-03/2022-12-31,3,5,1,1.0,27.39253,1.15919,0.93
2000-08-04/2022-12-31,3,7,1,1.0,27.27231,1.15898,0.93
2000-08-03/2022-12-31,6,8,1,0.999,27.25806,1.15893,0.99
2000-08-03/2022-12-31,8,3,1,0.999,27.25579,1.15893,0.99
2000-08-05/2022-12-31,2,4,2,1.0,27.15336,1.15877,0.94
2000-08-03/2022-12-31,11,9,1,0.999,27.16237,1.15875,0.89
2000-08-08/2022-12-31,4,5,1,0.999,26.91421,1.15838,0.64
2000-08-07/2022-12-31,4,5,1,0.999,26.91421,1.15836,0.64
2000-08-06/2022-12-31,4,5,1,0.999,26.91421,1.15834,0.64
2000-08-08/2022-12-31,2,6,1,1.0,26.81143,1.15818,0.81
2000-08-07/2022-12-31,2,6,1,1.0,26.81143,1.15816,0.81
2000-08-06/2022-12-31,2,6,1,1.0,26.81143,1.15814,0.81
2000-08-03/2022-12-31,3,4,1,0.999,26.80668,1.15807,0.78
2000-08-08/2022-12-31,5,8,2,0.999,26.73567,1.15804,0.98
2000-08-07/2022-12-31,5,8,2,0.999,26.73567,1.15801,0.98
2000-08-04/2022-12-31,5,3,1,1.0,26.75478,1.15799,1.0
2000-08-06/2022-12-31,5,8,2,0.999,26.73567,1.15799,0.98
2000-08-05/2022-12-31,7,5,1,1.0,26.50568,1.15753,0.87
2000-08-05/2022-12-31,17,5,1,1.0,26.4912,1.1575,0.88
2000-08-05/2022-12-31,3,5,2,0.999,26.23946,1.15701,0.93
2000-08-01/2022-12-31,3,4,1,1.0,26.2497,1.15694,0.93
2000-08-05/2022-12-31,3,5,1,0.998,26.16859,1.15687,0.92
2000-08-03/2022-12-31,5,3,2,0.999,26.17726,1.15684,1.0
2000-08-04/2022-12-31,4,3,1,0.998,26.02988,1.15657,0.97
2000-08-08/2022-12-31,3,8,2,1.0,25.96575,1.15653,0.95
2000-08-07/2022-12-31,3,8,2,1.0,25.96575,1.15651,0.95
2000-08-06/2022-12-31,3,8,2,1.0,25.96575,1.15648,0.95
2000-08-01/2022-12-31,3,5,2,0.999,25.99208,1.15643,0.96
2000-08-04/2022-12-31,5,8,1,0.999,25.95165,1.15642,0.92
2000-08-02/2022-12-31,7,4,1,0.999,25.95445,1.15638,0.93
2000-08-01/2022-12-31,8,6,1,1.0,25.94175,1.15633,0.99
2000-08-04/2022-12-31,5,5,1,1.0,25.86347,1.15624,0.95
2000-08-05/2022-12-31,4,3,2,0.999,25.84588,1.15623,1.0
2000-08-08/2022-12-31,5,4,1,0.999,25.80159,1.1562,0.99
2000-08-07/2022-12-31,5,4,1,0.999,25.80159,1.15618,0.99
2000-08-03/2022-12-31,6,3,2,1.0,25.84449,1.15618,0.81
2000-08-06/2022-12-31,5,4,1,0.999,25.80159,1.15616,0.99
2000-08-05/2022-12-31,5,3,1,1.0,25.63739,1.15581,0.89
2000-08-03/2022-12-31,5,3,1,0.999,25.65797,1.15581,1.0
2000-08-01/2022-12-31,3,7,1,1.0,25.57823,1.15561,1.0
2000-08-05/2022-12-31,8,9,1,1.0,25.51141,1.15555,0.98
2000-08-04/2022-12-31,2,7,2,1.0,25.52192,1.15555,0.99
2000-08-04/2022-12-31,8,13,1,0.998,25.36544,1.15524,0.88
2000-08-04/2022-12-31,2,7,1,0.999,25.12826,1.15475,0.91
2000-08-01/2022-12-31,11,3,2,1.0,25.09581,1.15463,1.0
2000-08-09/2022-12-31,2,6,1,1.0,24.99877,1.15459,0.99
2000-08-09/2022-12-31,7,3,1,1.0,24.98582,1.15456,0.99
2000-08-02/2022-12-31,3,3,1,0.998,24.93886,1.15432,0.99
2000-08-08/2022-12-31,4,13,1,0.999,24.86323,1.15429,0.93
2000-08-07/2022-12-31,4,13,1,0.999,24.86323,1.15427,0.93
2000-08-06/2022-12-31,4,13,1,0.999,24.86323,1.15425,0.93
2000-08-09/2022-12-31,7,6,1,1.0,24.8226,1.15422,0.93
2000-08-08/2022-12-31,3,5,1,0.998,24.81225,1.15418,0.94
2000-08-07/2022-12-31,3,5,1,0.998,24.81225,1.15416,0.94
2000-08-06/2022-12-31,3,5,1,0.998,24.81225,1.15414,0.94
2000-08-02/2022-12-31,4,5,2,0.999,24.73838,1.15391,0.9
2000-08-05/2022-12-31,8,4,1,1.0,24.70203,1.15389,0.99
2000-08-04/2022-12-31,10,10,1,0.998,24.6958,1.15386,0.89
2000-08-04/2022-12-31,3,20,2,0.999,24.63868,1.15374,0.97
2000-08-04/2022-12-31,8,4,1,0.999,24.53712,1.15353,0.95
2000-08-04/2022-12-31,3,3,1,1.0,24.48559,1.15342,0.96
2000-08-08/2022-12-31,3,8,1,0.998,24.35664,1.15323,0.93
2000-08-07/2022-12-31,3,8,1,0.998,24.35664,1.15321,0.93
2000-08-06/2022-12-31,3,8,1,0.998,24.35664,1.15319,0.93
2000-08-02/2022-12-31,10,4,2,0.999,24.3974,1.15319,1.0
2000-08-04/2022-12-31,10,10,1,1.0,24.34446,1.15312,0.89
2000-08-04/2022-12-31,2,10,1,0.999,24.29172,1.15301,0.93
2000-08-01/2022-12-31,5,10,2,1.0,24.30184,1.15297,0.94
2000-08-04/2022-12-31,3,8,2,0.999,24.18846,1.15279,0.99
2000-08-05/2022-12-31,6,7,1,1.0,24.11271,1.15265,0.9
2000-08-05/2022-12-31,4,6,2,1.0,24.10802,1.15264,1.0
2000-08-05/2022-12-31,3,20,1,0.999,24.10245,1.15263,0.72
2000-08-01/2022-12-31,11,10,1,0.999,23.98947,1.1523,0.88
2000-08-01/2022-12-31,4,3,1,1.0,23.94078,1.1522,0.98
2000-08-03/2022-12-31,9,5,2,1.0,23.88953,1.15213,0.97
2000-08-08/2022-12-31,8,15,1,0.999,23.76249,1.15196,0.93
2000-08-07/2022-12-31,8,15,1,0.999,23.76249,1.15194,0.93
2000-08-06/2022-12-31,8,15,1,0.999,23.76249,1.15192,0.93
2000-08-08/2022-12-31,8,4,1,1.0,23.73091,1.15189,0.99
