date_range,watch_days,hold_days,num_stocks_to_buy,loss_limit,total_profit,yearly_profit,win_ratio
2000-08-01/2022-12-31,11,8,2,1.0,5.02053,1.07464,0.96
2000-08-01/2022-12-31,8,6,2,0.998,5.01752,1.07461,0.99
2000-08-03/2022-12-31,13,15,1,0.999,5.01544,1.07461,0.78
2000-08-05/2022-12-31,9,6,1,1.0,5.01177,1.07459,0.98
2000-08-01/2022-12-31,5,6,2,0.999,5.01393,1.07458,0.95
2000-08-04/2022-12-31,10,3,2,1.0,5.00694,1.07454,0.98
2000-08-09/2022-12-31,3,40,2,1.0,5.00028,1.07452,0.85
2000-08-01/2022-12-31,6,13,2,1.0,5.005,1.07449,0.9
2000-08-04/2022-12-31,4,7,2,0.998,5.00041,1.07448,0.98
2000-08-08/2022-12-31,10,3,2,0.999,4.99669,1.07448,1.0
2000-08-01/2022-12-31,7,7,1,1.0,5.00082,1.07445,0.93
2000-08-01/2022-12-31,15,7,2,0.998,4.99916,1.07444,0.92
2000-08-09/2022-12-31,35,3,1,0.998,4.98931,1.07442,0.88
2000-08-04/2022-12-31,10,3,1,0.999,4.99419,1.07442,0.94
2000-08-08/2022-12-31,4,4,2,0.999,4.9898,1.07441,0.56
2000-08-07/2022-12-31,4,4,2,0.999,4.9898,1.0744,0.56
2000-08-02/2022-12-31,5,5,2,0.999,4.99305,1.07439,0.94
2000-08-06/2022-12-31,4,4,2,0.999,4.9898,1.07439,0.56
2000-08-03/2022-12-31,17,10,1,0.999,4.99168,1.07438,0.85
2000-08-04/2022-12-31,3,25,2,0.998,4.98846,1.07436,0.93
2000-08-08/2022-12-31,3,13,1,0.999,4.98244,1.07434,0.9
2000-08-07/2022-12-31,3,13,1,0.999,4.98244,1.07433,0.9
2000-08-05/2022-12-31,2,15,1,0.999,4.98339,1.07432,0.99
2000-08-06/2022-12-31,3,13,1,0.999,4.98244,1.07432,0.9
2000-08-08/2022-12-31,9,11,1,1.0,4.97435,1.07426,0.88
2000-08-01/2022-12-31,11,11,2,1.0,4.97883,1.07424,0.93
2000-08-03/2022-12-31,13,6,2,1.0,4.97577,1.07423,0.93
2000-08-05/2022-12-31,8,8,2,1.0,4.97058,1.0742,0.99
2000-08-02/2022-12-31,10,13,2,0.998,4.97409,1.0742,0.9
2000-08-04/2022-12-31,3,7,2,0.998,4.96576,1.07414,0.69
2000-08-03/2022-12-31,4,7,1,0.998,4.96698,1.07414,0.98
2000-08-04/2022-12-31,9,4,2,0.999,4.96481,1.07413,0.99
2000-08-04/2022-12-31,6,15,2,0.998,4.96093,1.0741,0.98
2000-08-01/2022-12-31,10,5,1,0.999,4.9625,1.07408,0.94
2000-08-02/2022-12-31,3,3,2,0.998,4.9601,1.07407,0.99
2000-08-03/2022-12-31,8,4,1,1.0,4.95959,1.07407,0.97
2000-08-08/2022-12-31,10,13,2,1.0,4.95347,1.07406,0.93
2000-08-07/2022-12-31,9,11,1,1.0,4.94459,1.07397,0.87
2000-08-06/2022-12-31,9,11,1,1.0,4.94459,1.07396,0.87
2000-08-08/2022-12-31,13,4,1,0.998,4.94316,1.07396,0.94
2000-08-01/2022-12-31,3,8,1,0.998,4.94658,1.07393,0.61
2000-08-07/2022-12-31,10,3,1,0.998,4.94017,1.07392,0.96
2000-08-06/2022-12-31,10,3,1,0.998,4.94017,1.07391,0.96
2000-08-04/2022-12-31,7,25,1,0.999,4.9378,1.07387,0.8
2000-08-03/2022-12-31,7,5,2,1.0,4.93774,1.07386,0.9
2000-08-09/2022-12-31,6,5,1,0.999,4.92696,1.07381,0.66
2000-08-02/2022-12-31,15,4,1,1.0,4.93203,1.0738,0.98
2000-08-02/2022-12-31,5,25,2,0.999,4.92903,1.07377,0.96
2000-08-08/2022-12-31,13,5,2,0.998,4.92223,1.07376,0.68
2000-08-05/2022-12-31,15,15,1,1.0,4.92474,1.07375,0.95
2000-08-03/2022-12-31,6,25,2,0.999,4.92489,1.07374,0.9
2000-08-03/2022-12-31,4,8,1,0.998,4.9235,1.07372,0.56
2000-08-05/2022-12-31,10,5,1,0.999,4.91855,1.07369,1.0
2000-08-01/2022-12-31,6,6,1,0.999,4.92245,1.07369,0.96
2000-08-05/2022-12-31,8,9,2,1.0,4.91705,1.07368,0.98
2000-08-01/2022-12-31,20,10,1,0.998,4.91784,1.07365,0.55
2000-08-08/2022-12-31,10,8,2,1.0,4.90451,1.07358,0.9
2000-08-02/2022-12-31,6,11,2,1.0,4.9039,1.07352,0.92
2000-08-08/2022-12-31,6,30,1,1.0,4.89595,1.0735,0.68
2000-08-01/2022-12-31,11,6,1,1.0,4.90239,1.0735,0.89
2000-08-07/2022-12-31,6,30,1,1.0,4.89595,1.07349,0.68
2000-08-06/2022-12-31,6,30,1,1.0,4.89595,1.07348,0.68
2000-08-09/2022-12-31,11,6,1,0.999,4.88988,1.07345,0.97
2000-08-02/2022-12-31,8,11,2,1.0,4.89645,1.07345,0.93
2000-08-01/2022-12-31,2,6,2,0.999,4.89596,1.07344,0.5
2000-08-03/2022-12-31,17,6,1,0.999,4.89498,1.07344,0.52
2000-08-08/2022-12-31,6,10,1,1.0,4.88831,1.07343,0.97
2000-08-05/2022-12-31,5,25,1,0.999,4.89071,1.07342,0.94
2000-08-07/2022-12-31,6,10,1,1.0,4.88831,1.07342,0.97
2000-08-06/2022-12-31,6,10,1,1.0,4.88831,1.07341,0.97
2000-08-08/2022-12-31,7,9,2,1.0,4.88518,1.0734,0.99
2000-08-02/2022-12-31,3,6,2,0.999,4.89132,1.0734,1.0
2000-08-07/2022-12-31,7,9,2,1.0,4.88518,1.07339,0.99
2000-08-06/2022-12-31,7,9,2,1.0,4.88518,1.07338,0.99
2000-08-02/2022-12-31,3,9,2,1.0,4.88796,1.07337,0.99
2000-08-07/2022-12-31,10,8,2,0.999,4.87967,1.07333,0.98
2000-08-06/2022-12-31,10,8,2,0.999,4.87967,1.07332,0.98
2000-08-07/2022-12-31,9,4,2,1.0,4.87735,1.07331,0.98
2000-08-03/2022-12-31,6,4,1,1.0,4.88006,1.0733,1.0
2000-08-06/2022-12-31,9,4,2,1.0,4.87735,1.0733,0.98
2000-08-04/2022-12-31,2,17,1,0.999,4.8788,1.0733,0.89
2000-08-01/2022-12-31,2,7,1,0.999,4.87873,1.07327,0.94
2000-08-08/2022-12-31,20,8,2,0.998,4.87105,1.07326,0.92
2000-08-02/2022-12-31,10,7,1,1.0,4.87671,1.07326,0.95
2000-08-04/2022-12-31,3,5,2,1.0,4.87051,1.07321,0.89
2000-08-02/2022-12-31,5,6,1,0.998,4.87164,1.07321,0.89
2000-08-04/2022-12-31,8,5,1,1.0,4.86833,1.07319,0.96
2000-08-09/2022-12-31,3,10,1,0.998,4.86017,1.07316,0.94
2000-08-09/2022-12-31,13,17,1,0.998,4.85932,1.07315,0.95
2000-08-08/2022-12-31,3,7,2,1.0,4.85979,1.07315,0.99
2000-08-03/2022-12-31,13,10,2,0.998,4.86423,1.07314,0.93
2000-08-07/2022-12-31,3,7,2,1.0,4.85979,1.07314,0.99
2000-08-09/2022-12-31,5,4,1,0.999,4.8588,1.07314,0.76
2000-08-09/2022-12-31,6,3,1,1.0,4.85761,1.07313,0.73
2000-08-06/2022-12-31,3,7,2,1.0,4.85979,1.07313,0.99
2000-08-02/2022-12-31,4,3,1,0.998,4.86139,1.07311,0.75
2000-08-08/2022-12-31,10,10,1,1.0,4.85544,1.0731,0.84
2000-08-07/2022-12-31,10,10,1,1.0,4.85544,1.07309,0.84
2000-08-01/2022-12-31,5,25,2,1.0,4.85954,1.07308,0.93
2000-08-03/2022-12-31,6,10,2,1.0,4.85746,1.07308,0.9
2000-08-06/2022-12-31,10,10,1,1.0,4.85544,1.07308,0.84
2000-08-09/2022-12-31,9,3,1,0.998,4.84293,1.07299,0.95
2000-08-02/2022-12-31,5,15,1,1.0,4.8464,1.07296,0.93
2000-08-03/2022-12-31,8,8,2,0.999,4.84166,1.07292,0.9
2000-08-02/2022-12-31,5,5,2,0.998,4.84201,1.07291,0.93
2000-08-05/2022-12-31,2,15,1,1.0,4.83577,1.07288,1.0
2000-08-05/2022-12-31,3,15,1,0.998,4.83609,1.07288,0.88
2000-08-03/2022-12-31,10,15,2,0.999,4.8359,1.07286,0.4
2000-08-05/2022-12-31,17,30,2,0.998,4.83367,1.07286,0.9
2000-08-07/2022-12-31,20,8,2,0.998,4.83222,1.07286,0.91
2000-08-06/2022-12-31,20,8,2,0.998,4.83222,1.07285,0.91
2000-08-09/2022-12-31,11,25,2,0.999,4.82893,1.07285,0.42
2000-08-02/2022-12-31,3,11,1,1.0,4.83411,1.07284,0.88
2000-08-01/2022-12-31,5,25,1,1.0,4.83328,1.07282,0.93
2000-08-01/2022-12-31,6,4,2,0.998,4.8328,1.07281,0.93
2000-08-01/2022-12-31,25,3,2,0.998,4.83061,1.07279,0.89
2000-08-04/2022-12-31,9,13,2,0.998,4.82403,1.07275,0.78
2000-08-02/2022-12-31,3,6,1,0.998,4.82458,1.07274,1.0
2000-08-03/2022-12-31,25,9,2,1.0,4.82325,1.07274,0.95
2000-08-09/2022-12-31,8,3,2,1.0,4.81465,1.07271,0.82
2000-08-08/2022-12-31,3,30,2,1.0,4.81602,1.07271,0.95
2000-08-07/2022-12-31,3,30,2,1.0,4.81602,1.0727,0.95
2000-08-04/2022-12-31,9,13,2,0.999,4.81777,1.07269,0.82
2000-08-06/2022-12-31,3,30,2,1.0,4.81602,1.07269,0.95
2000-08-08/2022-12-31,4,10,2,0.999,4.81307,1.07268,0.8
2000-08-08/2022-12-31,20,8,1,0.998,4.81184,1.07267,0.96
2000-08-07/2022-12-31,4,10,2,0.999,4.81307,1.07267,0.8
2000-08-06/2022-12-31,4,10,2,0.999,4.81307,1.07266,0.8
2000-08-02/2022-12-31,5,7,2,0.999,4.81558,1.07265,0.95
2000-08-01/2022-12-31,13,5,1,0.998,4.81386,1.07263,1.0
2000-08-08/2022-12-31,10,25,2,1.0,4.808,1.07263,0.8
2000-08-04/2022-12-31,5,10,1,0.998,4.80835,1.0726,0.93
2000-08-03/2022-12-31,9,7,2,1.0,4.80922,1.0726,0.94
2000-08-09/2022-12-31,6,10,1,0.998,4.80412,1.0726,0.97
2000-08-05/2022-12-31,11,9,2,1.0,4.80725,1.0726,0.84
2000-08-02/2022-12-31,3,8,1,0.999,4.80991,1.0726,0.9
2000-08-09/2022-12-31,9,10,2,1.0,4.80279,1.07259,0.95
2000-08-03/2022-12-31,3,11,1,0.999,4.80857,1.07259,0.66
2000-08-08/2022-12-31,10,3,1,0.998,4.80376,1.07259,0.94
2000-08-01/2022-12-31,40,35,1,1.0,4.80722,1.07256,0.84
2000-08-03/2022-12-31,4,7,2,0.998,4.79797,1.07249,0.99
2000-08-05/2022-12-31,7,10,1,0.999,4.79659,1.07249,0.89
2000-08-03/2022-12-31,30,11,2,1.0,4.79762,1.07248,0.9
2000-08-08/2022-12-31,8,13,1,1.0,4.79232,1.07248,0.77
2000-08-07/2022-12-31,8,13,1,1.0,4.79232,1.07247,0.77
2000-08-03/2022-12-31,7,7,2,1.0,4.79595,1.07247,0.95
2000-08-06/2022-12-31,8,13,1,1.0,4.79232,1.07246,0.77
2000-08-03/2022-12-31,17,5,2,0.998,4.79583,1.07246,1.0
2000-08-09/2022-12-31,3,4,2,0.998,4.7897,1.07246,0.96
2000-08-02/2022-12-31,7,6,2,0.998,4.79495,1.07245,0.84
2000-08-02/2022-12-31,13,9,1,0.999,4.7916,1.07241,0.86
2000-08-07/2022-12-31,10,4,1,0.998,4.78647,1.07241,0.81
2000-08-06/2022-12-31,10,4,1,0.998,4.78647,1.0724,0.81
2000-08-09/2022-12-31,3,6,2,0.998,4.78395,1.0724,0.78
2000-08-04/2022-12-31,5,11,2,0.998,4.78457,1.07236,0.9
2000-08-09/2022-12-31,25,15,2,1.0,4.77942,1.07236,0.75
2000-08-05/2022-12-31,6,4,2,1.0,4.78222,1.07235,0.94
2000-08-03/2022-12-31,3,10,2,1.0,4.78063,1.07231,1.0
2000-08-01/2022-12-31,9,10,2,1.0,4.7816,1.0723,0.95
2000-08-08/2022-12-31,4,13,2,0.999,4.77382,1.07229,0.93
2000-08-04/2022-12-31,6,25,2,1.0,4.77781,1.07229,0.95
2000-08-07/2022-12-31,20,8,1,0.998,4.77349,1.07228,0.96
2000-08-07/2022-12-31,4,13,2,0.999,4.77382,1.07228,0.93
2000-08-06/2022-12-31,4,13,2,0.999,4.77382,1.07227,0.93
2000-08-06/2022-12-31,20,8,1,0.998,4.77349,1.07227,0.96
2000-08-01/2022-12-31,7,3,2,0.999,4.77267,1.07221,0.93
2000-08-04/2022-12-31,8,15,1,1.0,4.7614,1.07213,0.98
2000-08-09/2022-12-31,4,3,2,0.998,4.75591,1.07212,0.73
2000-08-04/2022-12-31,10,7,2,0.998,4.75964,1.07211,1.0
2000-08-03/2022-12-31,10,9,1,1.0,4.76029,1.07211,1.0
2000-08-08/2022-12-31,4,17,2,0.998,4.75566,1.07211,0.9
2000-08-07/2022-12-31,4,17,2,0.998,4.75566,1.0721,0.9
2000-08-06/2022-12-31,4,17,2,0.998,4.75566,1.07209,0.9
2000-08-07/2022-12-31,15,4,2,0.998,4.75399,1.07208,1.0
2000-08-06/2022-12-31,15,4,2,0.998,4.75399,1.07207,1.0
2000-08-03/2022-12-31,11,10,1,1.0,4.75504,1.07206,0.65
2000-08-04/2022-12-31,11,30,2,0.998,4.74238,1.07194,0.82
2000-08-04/2022-12-31,10,3,1,0.998,4.74104,1.07192,0.94
2000-08-03/2022-12-31,10,3,2,0.999,4.73886,1.07189,0.99
2000-08-01/2022-12-31,8,13,1,0.999,4.73826,1.07187,0.93
2000-08-09/2022-12-31,30,5,1,1.0,4.72981,1.07186,0.97
2000-08-01/2022-12-31,10,8,2,1.0,4.73687,1.07185,0.99
2000-08-02/2022-12-31,11,4,1,0.999,4.73497,1.07184,0.51
2000-08-01/2022-12-31,2,10,2,0.999,4.73494,1.07184,0.18
2000-08-04/2022-12-31,4,13,1,1.0,4.73076,1.07182,0.26
2000-08-03/2022-12-31,10,11,1,1.0,4.7311,1.07181,0.88
2000-08-04/2022-12-31,20,10,1,1.0,4.72795,1.07179,0.54
2000-08-09/2022-12-31,7,9,1,1.0,4.72355,1.07179,0.93
2000-08-03/2022-12-31,11,7,1,1.0,4.72692,1.07177,0.99
2000-08-09/2022-12-31,7,6,2,0.999,4.72062,1.07176,0.57
2000-08-08/2022-12-31,15,4,2,0.998,4.72027,1.07175,1.0
2000-08-04/2022-12-31,40,30,2,0.999,4.72059,1.07172,0.94
2000-08-02/2022-12-31,11,8,1,0.999,4.72244,1.07172,1.0
2000-08-03/2022-12-31,11,8,2,1.0,4.72001,1.0717,0.95
2000-08-07/2022-12-31,10,3,2,0.998,4.71489,1.07169,1.0
2000-08-08/2022-12-31,6,8,2,0.998,4.71421,1.07169,0.83
2000-08-07/2022-12-31,6,8,2,0.998,4.71421,1.07168,0.83
2000-08-06/2022-12-31,10,3,2,0.998,4.71489,1.07168,1.0
2000-08-06/2022-12-31,6,8,2,0.998,4.71421,1.07167,0.83
2000-08-05/2022-12-31,3,25,1,0.998,4.71411,1.07166,0.9
2000-08-04/2022-12-31,6,25,2,0.999,4.71386,1.07165,0.95
2000-08-02/2022-12-31,8,13,1,1.0,4.71437,1.07164,0.97
2000-08-08/2022-12-31,3,11,1,1.0,4.70537,1.0716,0.81
2000-08-07/2022-12-31,3,11,1,1.0,4.70537,1.07159,0.81
2000-08-06/2022-12-31,3,11,1,1.0,4.70537,1.07158,0.81
2000-08-08/2022-12-31,7,6,1,0.999,4.70343,1.07158,0.99
2000-08-05/2022-12-31,7,35,1,1.0,4.7054,1.07157,0.88
2000-08-07/2022-12-31,7,6,1,0.999,4.70343,1.07157,0.99
2000-08-06/2022-12-31,7,6,1,0.999,4.70343,1.07156,0.99
2000-08-05/2022-12-31,25,15,1,0.999,4.70185,1.07154,0.95
2000-08-09/2022-12-31,4,8,2,1.0,4.69724,1.07153,0.98
2000-08-04/2022-12-31,5,10,2,0.999,4.69454,1.07145,0.94
2000-08-09/2022-12-31,8,9,2,1.0,4.68959,1.07145,1.0
2000-08-04/2022-12-31,8,3,2,0.998,4.69168,1.07142,0.93
2000-08-08/2022-12-31,9,20,2,1.0,4.68114,1.07135,0.86
2000-08-04/2022-12-31,5,11,2,0.999,4.68423,1.07135,0.9
2000-08-07/2022-12-31,9,20,2,1.0,4.68114,1.07134,0.86
2000-08-06/2022-12-31,9,20,2,1.0,4.68114,1.07133,0.86
2000-08-05/2022-12-31,20,6,1,1.0,4.67846,1.0713,0.95
2000-08-04/2022-12-31,11,6,2,1.0,4.67696,1.07127,0.93
2000-08-01/2022-12-31,9,8,2,1.0,4.67834,1.07126,0.81
2000-08-02/2022-12-31,10,7,2,0.999,4.67412,1.07123,0.9
2000-08-04/2022-12-31,30,15,1,0.999,4.66766,1.07118,0.91
2000-08-02/2022-12-31,3,5,1,0.998,4.66741,1.07116,0.71
2000-08-01/2022-12-31,2,10,2,0.998,4.66478,1.07112,0.29
2000-08-04/2022-12-31,9,8,2,0.999,4.65947,1.07109,0.94
2000-08-09/2022-12-31,3,11,2,0.999,4.65482,1.07109,0.91
2000-08-03/2022-12-31,3,8,1,0.998,4.65936,1.07108,0.72
2000-08-02/2022-12-31,4,11,1,0.999,4.65608,1.07104,0.93
2000-08-09/2022-12-31,11,25,2,1.0,4.6496,1.07104,0.32
2000-08-09/2022-12-31,7,5,2,0.999,4.64663,1.07101,0.94
2000-08-09/2022-12-31,15,11,1,1.0,4.64375,1.07098,0.8
2000-08-08/2022-12-31,3,10,2,0.999,4.64021,1.07093,0.93
2000-08-07/2022-12-31,3,10,2,0.999,4.64021,1.07092,0.93
2000-08-08/2022-12-31,10,4,1,0.998,4.63789,1.07091,0.74
2000-08-06/2022-12-31,3,10,2,0.999,4.64021,1.07091,0.93
2000-08-01/2022-12-31,4,11,2,1.0,4.644,1.07091,0.99
2000-08-02/2022-12-31,40,11,2,0.998,4.64234,1.0709,0.37
2000-08-02/2022-12-31,5,10,2,0.999,4.6426,1.0709,0.94
2000-08-01/2022-12-31,8,3,2,1.0,4.64232,1.07089,0.63
2000-08-09/2022-12-31,15,7,2,0.999,4.63374,1.07087,0.83
2000-08-05/2022-12-31,4,17,2,0.998,4.63671,1.07087,0.88
2000-08-03/2022-12-31,17,8,1,1.0,4.63739,1.07086,0.84
2000-08-03/2022-12-31,10,40,1,0.998,4.63605,1.07084,0.4
2000-08-08/2022-12-31,3,13,1,0.998,4.62472,1.07077,0.89
2000-08-01/2022-12-31,2,10,1,0.999,4.63081,1.07077,0.11
2000-08-07/2022-12-31,3,13,1,0.998,4.62472,1.07076,0.89
2000-08-06/2022-12-31,3,13,1,0.998,4.62472,1.07075,0.89
2000-08-08/2022-12-31,9,11,2,1.0,4.62086,1.07073,0.8
2000-08-01/2022-12-31,8,15,2,0.998,4.62372,1.0707,1.0
2000-08-01/2022-12-31,15,4,2,0.998,4.62392,1.0707,0.74
2000-08-02/2022-12-31,35,7,1,0.999,4.61955,1.07067,0.74
2000-08-02/2022-12-31,2,6,1,0.999,4.6168,1.07064,0.87
2000-08-08/2022-12-31,7,6,2,0.998,4.61038,1.07062,0.99
2000-08-07/2022-12-31,7,6,2,0.998,4.61038,1.07061,0.99
2000-08-06/2022-12-31,7,6,2,0.998,4.61038,1.07061,0.99
2000-08-04/2022-12-31,4,40,1,0.999,4.61161,1.0706,0.71
2000-08-05/2022-12-31,6,9,1,0.999,4.61031,1.0706,0.31
2000-08-05/2022-12-31,3,20,2,0.998,4.6098,1.07059,0.7
2000-08-05/2022-12-31,3,25,1,0.999,4.60779,1.07057,0.9
2000-08-09/2022-12-31,3,40,2,0.998,4.60018,1.07053,0.85
2000-08-03/2022-12-31,15,13,2,1.0,4.60261,1.0705,0.95
2000-08-05/2022-12-31,4,7,2,0.999,4.60035,1.07049,0.93
2000-08-09/2022-12-31,17,9,2,0.999,4.59691,1.07049,0.89
2000-08-05/2022-12-31,7,6,1,1.0,4.59951,1.07048,0.96
2000-08-01/2022-12-31,11,17,1,0.999,4.60156,1.07047,0.95
2000-08-03/2022-12-31,8,4,2,1.0,4.59903,1.07046,0.95
2000-08-02/2022-12-31,5,8,1,1.0,4.5997,1.07046,0.88
2000-08-01/2022-12-31,10,5,1,0.998,4.59964,1.07045,0.94
2000-08-07/2022-12-31,9,11,2,1.0,4.59322,1.07044,0.8
2000-08-06/2022-12-31,9,11,2,1.0,4.59322,1.07043,0.8
2000-08-09/2022-12-31,7,10,1,0.998,4.58992,1.07042,0.99
2000-08-04/2022-12-31,25,25,2,0.999,4.59288,1.07041,0.95
2000-08-05/2022-12-31,13,11,1,1.0,4.59123,1.0704,0.93
2000-08-02/2022-12-31,9,6,2,0.998,4.59008,1.07036,0.94
2000-08-01/2022-12-31,4,8,1,0.998,4.58981,1.07035,0.99
2000-08-08/2022-12-31,2,5,1,0.998,4.58385,1.07035,0.96
2000-08-07/2022-12-31,2,5,1,0.998,4.58385,1.07034,0.96
2000-08-06/2022-12-31,2,5,1,0.998,4.58385,1.07033,0.96
2000-08-03/2022-12-31,17,30,2,1.0,4.58683,1.07033,0.38
2000-08-01/2022-12-31,15,7,1,0.999,4.58617,1.07031,0.9
2000-08-05/2022-12-31,10,5,1,0.998,4.58115,1.07029,1.0
2000-08-04/2022-12-31,7,3,1,1.0,4.57959,1.07027,0.99
2000-08-03/2022-12-31,7,6,2,1.0,4.5791,1.07025,0.95
2000-08-09/2022-12-31,10,5,2,1.0,4.5735,1.07025,0.97
2000-08-03/2022-12-31,2,5,1,0.999,4.57481,1.07021,0.26
2000-08-03/2022-12-31,7,3,2,0.998,4.57462,1.07021,0.95
2000-08-03/2022-12-31,7,7,1,0.998,4.57393,1.0702,0.95
2000-08-02/2022-12-31,10,9,1,1.0,4.57215,1.07017,0.96
2000-08-02/2022-12-31,17,11,2,1.0,4.57215,1.07017,0.99
2000-08-04/2022-12-31,2,3,1,0.998,4.56937,1.07016,0.83
2000-08-05/2022-12-31,15,10,1,1.0,4.56602,1.07014,0.93
2000-08-01/2022-12-31,10,7,2,1.0,4.56666,1.07011,0.72
2000-08-09/2022-12-31,7,7,1,0.999,4.55756,1.07008,0.24
2000-08-03/2022-12-31,8,8,2,0.998,4.5565,1.07002,0.86
2000-08-05/2022-12-31,40,11,2,1.0,4.55296,1.07,0.86
2000-08-04/2022-12-31,4,17,1,1.0,4.55361,1.07,0.93
2000-08-08/2022-12-31,2,3,2,0.999,4.55073,1.07,0.95
2000-08-01/2022-12-31,5,13,2,0.998,4.5567,1.07,0.93
2000-08-07/2022-12-31,2,3,2,0.999,4.55073,1.06999,0.95
2000-08-05/2022-12-31,11,11,1,0.999,4.55135,1.06998,0.33
2000-08-06/2022-12-31,2,3,2,0.999,4.55073,1.06998,0.95
2000-08-03/2022-12-31,10,6,1,1.0,4.55235,1.06997,0.95
2000-08-08/2022-12-31,9,20,2,0.999,4.54643,1.06996,0.85
2000-08-04/2022-12-31,10,11,2,0.999,4.54888,1.06995,0.45
2000-08-07/2022-12-31,9,20,2,0.999,4.54643,1.06995,0.85
2000-08-06/2022-12-31,9,20,2,0.999,4.54643,1.06994,0.85
2000-08-02/2022-12-31,10,6,1,0.999,4.54997,1.06994,0.99
2000-08-05/2022-12-31,10,5,2,0.999,4.5474,1.06994,1.0
2000-08-03/2022-12-31,10,15,2,0.998,4.54682,1.06992,0.31
2000-08-04/2022-12-31,3,20,1,0.998,4.54335,1.06989,0.96
2000-08-03/2022-12-31,8,4,1,0.999,4.54263,1.06987,0.97
2000-08-03/2022-12-31,6,17,2,0.999,4.54192,1.06986,1.0
2000-08-02/2022-12-31,6,4,1,1.0,4.53624,1.0698,0.97
2000-08-02/2022-12-31,6,8,2,0.999,4.5339,1.06977,0.94
2000-08-04/2022-12-31,2,25,1,0.999,4.5299,1.06975,0.94
2000-08-02/2022-12-31,6,5,1,1.0,4.52993,1.06973,0.97
2000-08-03/2022-12-31,6,9,1,1.0,4.52636,1.0697,0.65
2000-08-08/2022-12-31,10,3,2,0.998,4.5224,1.0697,1.0
2000-08-02/2022-12-31,4,10,2,0.999,4.52426,1.06967,0.86
2000-08-02/2022-12-31,5,9,1,1.0,4.52282,1.06965,0.92
2000-08-01/2022-12-31,4,17,1,0.999,4.52367,1.06965,0.77
2000-08-01/2022-12-31,2,3,2,0.999,4.51898,1.06961,0.95
2000-08-08/2022-12-31,7,3,1,1.0,4.51391,1.06961,0.82
2000-08-09/2022-12-31,5,7,2,0.999,4.51282,1.06961,0.89
2000-08-07/2022-12-31,7,3,1,1.0,4.51391,1.0696,0.82
2000-08-06/2022-12-31,7,3,1,1.0,4.51391,1.0696,0.82
2000-08-09/2022-12-31,6,5,1,0.998,4.51112,1.06959,0.72
2000-08-03/2022-12-31,8,7,1,0.999,4.51097,1.06954,0.91
2000-08-01/2022-12-31,8,15,1,1.0,4.511,1.06952,1.0
2000-08-08/2022-12-31,3,15,2,0.999,4.50539,1.06952,0.94
2000-08-06/2022-12-31,3,15,2,0.999,4.50539,1.06951,0.94
2000-08-07/2022-12-31,3,15,2,0.999,4.50539,1.06951,0.94
2000-08-03/2022-12-31,13,3,1,0.999,4.50707,1.0695,1.0
2000-08-03/2022-12-31,15,9,1,0.998,4.50483,1.06947,0.93
2000-08-09/2022-12-31,8,3,1,0.999,4.49189,1.06939,0.72
2000-08-09/2022-12-31,6,4,1,0.999,4.49065,1.06938,0.95
2000-08-01/2022-12-31,4,17,1,0.998,4.49602,1.06936,0.77
2000-08-05/2022-12-31,6,6,1,0.998,4.49257,1.06936,0.94
2000-08-01/2022-12-31,5,11,1,0.999,4.49496,1.06935,0.93
2000-08-01/2022-12-31,8,9,1,0.998,4.49257,1.06933,0.98
2000-08-03/2022-12-31,5,6,1,1.0,4.48995,1.06932,0.92
2000-08-01/2022-12-31,40,35,1,0.999,4.49104,1.06931,0.84
2000-08-01/2022-12-31,8,20,1,0.998,4.48845,1.06928,0.99
2000-08-02/2022-12-31,5,25,1,0.999,4.48651,1.06927,0.93
2000-08-03/2022-12-31,9,8,2,1.0,4.48526,1.06927,0.95
2000-08-04/2022-12-31,7,5,2,1.0,4.4838,1.06926,0.98
2000-08-02/2022-12-31,4,4,2,0.999,4.48517,1.06926,0.95
2000-08-08/2022-12-31,10,8,2,0.999,4.48034,1.06926,0.93
2000-08-04/2022-12-31,11,11,2,0.998,4.48388,1.06926,0.82
2000-08-01/2022-12-31,5,40,2,0.999,4.48133,1.06921,0.88
2000-08-01/2022-12-31,6,4,1,1.0,4.47891,1.06918,0.93
2000-08-03/2022-12-31,8,8,1,0.999,4.4764,1.06917,0.93
2000-08-02/2022-12-31,11,3,1,1.0,4.47368,1.06913,0.94
2000-08-09/2022-12-31,9,11,1,1.0,4.46709,1.06912,0.78
2000-08-08/2022-12-31,2,8,2,1.0,4.46624,1.06911,0.98
2000-08-07/2022-12-31,2,8,2,1.0,4.46624,1.0691,0.98
2000-08-06/2022-12-31,2,8,2,1.0,4.46624,1.06909,0.98
2000-08-03/2022-12-31,3,35,2,0.998,4.46868,1.06909,0.88
2000-08-05/2022-12-31,9,3,2,0.998,4.46726,1.06909,0.93
2000-08-03/2022-12-31,25,3,1,0.999,4.4669,1.06907,0.64
2000-08-02/2022-12-31,5,13,2,1.0,4.46439,1.06903,0.98
2000-08-05/2022-12-31,35,3,2,0.998,4.46167,1.06903,0.99
2000-08-03/2022-12-31,9,13,2,1.0,4.45811,1.06898,0.94
2000-08-03/2022-12-31,2,13,1,1.0,4.45736,1.06897,0.77
2000-08-03/2022-12-31,25,9,1,0.999,4.45733,1.06897,0.94
2000-08-08/2022-12-31,6,30,1,0.998,4.45151,1.06895,0.64
