watch_days,num_stocks_to_buy,hold_days,loss_limit,total_profit,yearly_profit
3,2,7,0.998,44.79592347010172,1.1849100499508909
4,1,8,0.998,41.354945635382535,1.1806914728796618
5,2,6,0.995,38.31164229153839,1.176670992970901
3,2,4,0.995,37.766419239631944,1.175918608357151
5,2,5,0.998,36.14954951380407,1.1736247800308175
5,1,6,0.995,36.118594874623945,1.1735799156813187
5,1,3,0.998,34.99581671023463,1.1719272665381621
2,2,8,0.998,34.27388037860091,1.1708376553416615
4,1,8,0.995,33.471003649943455,1.1695998246529276
4,2,7,0.998,31.40929873871738,1.1662863564148185
5,2,8,0.995,31.1026413139682,1.1657758447682365
3,2,7,0.995,30.116574644114873,1.164101054149455
5,1,5,0.995,27.8498592287969,1.1600433896115723
2,2,3,0.998,24.69753251948389,1.15384164137518
5,2,3,0.995,22.024963486401116,1.14795976789095
4,1,7,0.995,20.326608642905747,1.1438563786951463
5,2,5,0.995,18.446815576401978,1.1389138459171986
2,1,4,0.995,18.401040794182798,1.1387875810237271
2,2,8,0.995,18.390171895063542,1.1387575562321723
4,1,2,0.995,17.75006854896968,1.1369587099900855
4,2,2,0.998,16.771457070703928,1.1340850623642502
2,1,5,0.998,16.438796860858318,1.1330716265804504
4,2,7,0.995,15.449831638625929,1.1299387572346091
2,2,4,0.995,15.44218689617907,1.1299138016225054
4,2,3,0.998,14.22773843537493,1.1257913199134444
5,1,3,0.995,13.108253037508277,1.1216817901484744
2,2,5,0.998,12.476069453388394,1.1192103504131243
5,1,8,0.998,10.382138359138626,1.1100718779394796
2,1,3,0.998,9.202220519442706,1.1041117876159778
4,1,3,0.998,9.12744688081608,1.1037098747902312
3,1,2,0.995,7.041072614677143,1.091001380091895
5,1,2,0.998,6.911674932318643,1.09009871566963
5,1,8,0.995,6.538141046817023,1.0873993951022234
2,1,2,0.995,6.1772083600565955,1.0846473529847276
2,2,3,0.995,5.3899869406478995,1.0780691014981063
2,2,7,0.998,4.998410693821165,1.0744467459723992
4,2,3,0.995,4.549278248158735,1.0699419903237724
2,2,5,0.995,4.258353016255196,1.066791328190606
4,2,2,0.995,3.8683297464640924,1.062228212196995
2,1,7,0.998,3.6502627837386687,1.059481378375591
2,2,2,0.998,3.5257287686029644,1.0578415128979788
3,2,2,0.998,3.457982213750196,1.0569260331724621
4,1,3,0.995,3.4279897371273194,1.0565152510370712
2,1,5,0.995,3.323847895470243,1.0550617474679251
2,2,7,0.995,1.9645439025768505,1.030591612325647
5,2,2,0.998,1.643700843600619,1.0224237828213023
5,1,2,0.995,1.533744163355246,1.019269658870623
2,1,3,0.995,1.4840137902662853,1.017771534372272
2,1,7,0.995,0.9643842284158317,0.998382986361479
3,2,2,0.995,0.6809228764204642,0.9829968125697696
5,2,2,0.995,0.40962460276757184,0.9609548723102648
2,2,2,0.995,0.39584999020654377,0.9594891793419739
