,,,,,,,,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,median,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,mean,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,min,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,max,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count,count
year,,,,,,,,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,All
rank,pct_change_threshold,watch_days,hold_days,num_stocks_to_buy,loss_limit,fee,num_tickers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nsmallest,-99.0,3,1,3,0.999,0.002,1254,3.2659,3.3457,3.9095,3.6902,2.0879,1.8779,2.5139,1.4942,3.2578,4.4392,4.7331,7.1965,3.0481,2.7764,2.4423,2.6087,3.1087,2.4025,1.362,3.2878,3.8224,4.7597,11123.0707,19.5462,3.00185,3.8241199999999997,3.37228,5.24016,4.24154,2.4464200000000003,1.7735800000000002,2.2701000000000002,1.47476,3.1602,4.26126,5.9816,7.964700000000001,7.36956,3.07116,2.40104,2.61862,3.2201,2.36416,1.72324,2.8483,3.4120800000000004,4.2375799999999995,75357.12186,14832.97332,3761.2238224999996,3.0007,2.1959,3.5407,1.9705,1.5982,1.5543,1.5812,1.3628,2.314,3.3348,3.5865,2.6507,2.2001,2.3135,1.4285,2.3193,2.105,1.8684,1.3359,1.6082,1.6934,2.6939,2.526,5.7105,1.3359,5.6229,4.3197,9.8254,9.0459,4.3635,1.9209,2.662,1.5149,3.906,4.6118,9.3959,13.2521,25.3905,3.7952,3.7873,2.8933,5.1843,2.8591,2.7509,3.5036,4.3932,5.4841,193860.8679,74091.6746,193860.8679,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-99.0,3,4,1,0.999,0.002,1254,3.61,3.4906,9.9427,3.5402,2.5897,1.4199,1.1948,1.2752,2.386,4.0446,7.2335,5.8429,2.178,3.0397,2.6222,1.2623,2.9749,2.3169,2.9708,3.7557,3.3879,1.1752,6.4899,2.8682,2.9566,3.90766,4.49996,12.5842,3.68086,12.487179999999999,1.5367799999999998,2.1913,1.3639,2.4537,4.33948,5.8983,9.38458,6.05758,5.0305,2.39052,1.5703399999999998,2.8131399999999998,2.8971999999999998,2.89234,5.1847,4.7094000000000005,2.06656,26851.832999999995,3.81256,1123.1494058333333,3.0238,1.613,2.4395,2.3946,1.2733,1.2205,0.9442,1.0604,1.8944,3.118,3.4013,1.0411,1.0393,1.2983,1.3966,1.2265,1.3782,1.5527,1.1539,1.5155,2.9986,0.932,0.8502,0.8475,0.8475,5.495,9.5906,27.6307,5.1944,51.8013,1.9877,5.7649,1.76,2.8419,5.9676,7.8972,23.4534,21.3856,9.2029,2.9211,2.1028,4.3106,5.0668,3.9517,8.8771,9.7234,5.8508,126716.7563,10.3152,126716.7563,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-0.3,2,2,2,0.999,0.002,1254,3.1683,4.4525,3.3804,4.506,2.9448,2.1461,2.1751,1.6571,4.0002,2.1714,2.5407,3.4151,6.9932,3.4629,3.0542,2.5468,3.9934,2.3225,2.2582,2.3434,3.7702,2.9935,2.9294,2.3054,2.93145,3.15676,4.09368,3.3626199999999997,4.62008,2.80746,2.1177,2.3825200000000004,1.71576,4.29482,2.91872,2.47404,3.7072000000000003,6.79816,3.5472200000000003,3.1364,2.3342400000000003,3.75654,2.91018,2.10744,2.25818,3.7660600000000004,2.83186,2.99738,19.69728,3.9080125,2.7933,2.4904,2.6026,4.2423,2.2877,1.6461,1.2709,1.6066,2.5421,1.6711,2.1521,2.0834,2.0479,2.3565,3.0435,1.6284,1.9473,2.0985,1.5846,1.6575,3.5444,2.0003,1.7294,1.5752,1.2709,3.3895,5.0693,4.8099,5.4639,3.1383,2.5712,4.1858,1.9529,6.5833,5.6955,2.7602,5.7301,12.3839,4.3874,3.4424,2.9335,5.2293,4.0572,2.5982,2.9193,4.0861,3.9043,5.6132,87.9731,87.9731,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-0.3,2,1,3,0.999,0.002,1254,3.051,5.0077,4.4652,3.4809,2.7733,1.7206,1.9917,1.5397,4.2927,2.6016,1.8681,2.7357,4.2053,2.6004,3.1479,2.438,2.7185,2.8713,2.1539,3.5008,4.0763,3.1782,3.5163,17.564,2.9256,2.96648,5.83894,4.5617,5.23476,2.68902,1.85822,1.97988,1.64938,3.8282800000000003,3.0451,2.48088,3.0683,4.04174,2.5863,3.23686,2.71774,2.71448,2.82334,2.08006,2.94178,3.90976,3.3522399999999997,3.3799599999999996,1369.6708800000001,60.11067,2.8187,2.9827,4.3364,2.9638,2.3674,1.4112,1.5657,1.2771,2.2978,2.5481,1.8397,2.3231,3.4383,2.4006,2.1573,1.9524,2.4664,2.038,1.8589,1.5681,3.0945,3.0743,2.2861,2.1086,1.2771,3.0855,8.3559,4.9647,8.2131,2.9142,2.2327,2.1971,2.0704,4.3502,3.8651,4.7352,5.1617,4.5199,2.689,4.7458,3.6087,2.937,4.0537,2.1834,3.5705,4.4616,4.1368,3.841,6740.9266,6740.9266,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-99.0,3,2,3,0.999,0.002,1254,3.7478,2.9666,8.344,3.1937,2.4417,1.696,2.0045,1.4623,2.5322,2.9896,4.3626,4.0388,3.9303,3.8531,1.8424,2.2339,4.4219,2.4579,1.9533,2.072,2.2915,2.7936,12.6386,9.0248,2.8811999999999998,4.22978,3.5126599999999994,7.87514,3.6795400000000003,2.5314799999999997,1.70262,2.13726,1.46016,3.4243,3.64984,4.68162,5.08398,5.13476,3.58472,2.1332999999999998,2.77142,3.99078,2.42382,1.9909400000000002,3.10818,3.53048,2.8526,22106094.480920002,2002.3013999999998,921173.8446541667,2.9704,2.1939,3.7321,2.5571,1.7933,1.3983,1.6654,1.3163,2.423,2.5532,1.6467,2.4368,2.5346,2.6664,1.6936,1.6712,3.0421,1.6498,1.5623,1.333,2.1368,1.9159,4.417,2.1561,1.3163,6.3411,5.4794,12.21,6.2439,3.6286,2.1733,2.5336,1.6006,7.138,5.2194,7.3309,8.1706,9.2235,4.3237,2.9061,4.4653,4.564,3.4936,2.4548,7.324,5.8196,4.4882,110515150.3224,9558.9939,110515150.3224,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-99.0,4,2,1,0.999,0.002,1254,3.6532,4.267,12.7651,3.2095,3.2387,1.5583,1.4817,1.3017,1.6779,5.216,4.7159,5.0581,7.3567,1.3056,1.6296,2.0341,2.9527,1.9902,1.6293,2.2091,2.508,2.5726,6.7984,4.022,2.7916499999999997,3.81678,5.80126,10.08926,3.3677,3.5739600000000005,1.59266,2.02194,1.40664,2.1514599999999997,6.265980000000001,7.9559,8.80604,14.852160000000001,4.10482,1.6620599999999999,3.05032,3.89862,2.35982,2.00272,2.4583399999999997,3.01188,2.52314,4716.14438,3465305322.76834,144387922.3202575,2.5709,1.3338,2.513,1.5652,2.2841,1.2442,1.3086,1.0761,1.6278,1.9342,4.606,3.3049,1.6531,1.1724,1.345,1.7177,2.7576,1.2691,1.2024,1.3637,1.9394,1.8081,2.2112,1.238,1.0761,5.5669,13.6144,17.5122,5.5742,6.0906,2.0931,3.7309,2.0618,3.0,10.9033,17.6803,23.0919,52.8788,15.1896,2.0119,6.4363,7.4195,4.9623,3.0963,3.4311,6.0596,2.9226,23551.3136,17326526399.0933,17326526399.0933,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-99.0,3,3,2,0.999,0.002,1254,4.037,3.2727,5.9484,3.4663,2.7666,1.4835,1.7611,1.2828,2.3188,3.3819,4.4515,4.385,3.4262,2.1712,1.6702,1.7468,5.38,2.2185,1.9163,3.1337,2.248,3.7172,10257.8571,23.1068,2.74985,4.08198,4.297759999999999,12.243599999999999,3.91218,2.8409,1.4881199999999999,3.1596800000000003,1.3208600000000001,2.68368,3.8558999999999997,5.1522,5.356920000000001,3.65426,3.19992,1.62226,2.6351999999999998,4.67504,1.9929200000000002,2.1036799999999998,2.8634399999999998,2.5049599999999996,3.42252,15683.2769,24580046.76126,1024825.3794225,3.2234,2.0195,5.0971,2.6194,1.843,1.3327,1.5562,1.0174,2.2936,2.1096,1.9951,1.9376,1.8025,1.7126,1.2708,1.3167,2.104,1.3257,0.9721,1.9449,1.3899,1.4981,2.0581,1.0116,0.9721,4.9984,6.9752,34.2088,6.1502,3.6679,1.6402,8.7135,1.6433,3.9064,5.551,10.3644,13.7105,6.769,7.402,1.895,4.9594,6.0559,2.3063,3.0917,3.35,4.3656,5.5739,37168.3614,122900171.4751,122900171.4751,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-99.0,2,3,3,0.999,0.002,1254,3.3589,2.9155,5.2786,3.5641,2.4262,1.8813,2.0978,1.6403,3.0897,3.5069,3.8644,4.2114,5.9951,2.3316,2.2835,2.0825,2.6622,2.1579,2.0446,2.5971,2.9751,2.4846,4.8787,5.4614,2.7291499999999997,3.5129400000000004,5.10882,5.5153,3.80224,2.80564,1.83554,2.1894199999999997,1.5539,3.2960599999999998,3.40632,3.8815,4.99144,5.61808,2.36964,2.13922,2.23184,4.43774,2.4722,2.28438,2.39518,3.4075,3.3689799999999996,7353.291780000001,949.7633599999999,348.98662583333333,2.7473,1.5284,2.8685,2.6651,1.9103,1.4146,1.4152,1.2135,2.502,2.2271,2.3244,1.6852,2.2231,2.1034,1.5468,1.5172,2.4068,1.6358,1.4706,1.3253,2.4776,2.1033,2.7609,1.613,1.2135,4.2344,14.7164,8.5604,4.6907,3.8607,2.409,3.1505,1.8305,4.3002,5.0339,5.4284,10.0486,8.1635,2.6588,2.4333,3.5296,7.2979,3.9106,3.0993,3.3619,5.2157,4.9303,19174.1588,4488.3573,19174.1588,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-99.0,2,4,1,0.999,0.002,1254,4.4218,3.7061,4.4147,3.6407,2.9828,1.6595,1.9429,1.4747,2.8738,4.2563,3.8818,6.5663,12.9188,2.6384,2.4684,1.5476,2.1752,2.4264,3.5073,4.5835,2.7414,1.9692,2.1877,10.6802,2.7289000000000003,4.38616,4.076919999999999,28.225119999999997,3.49876,2.98982,1.63004,3.2318200000000004,1.6198000000000001,3.51302,4.99026,4.801900000000001,8.23626,15.14342,3.8806800000000004,2.1708,3.8455199999999996,5.8651,2.59408,6.773480000000001,9.79834,2.6623200000000002,2.74256,37936.67464,8857702.198719999,370656.89789749996,2.7212,2.3816,2.0386,2.0575,2.0536,0.9647,1.6566,1.3306,1.9647,1.7112,1.5153,1.78,1.5717,2.3472,0.895,1.2776,2.0958,1.5671,1.1521,0.9,1.2206,1.6509,1.8807,1.9008,0.895,6.433,6.2325,127.557,5.7702,4.6155,2.2256,8.6353,2.1639,5.2515,11.3736,9.5446,16.4966,39.5935,6.1485,3.1708,12.0594,20.5024,4.4386,14.0492,20.9126,3.9571,6.1535,189673.6746,44288405.7604,44288405.7604,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-0.3,2,2,3,0.999,0.002,1254,2.8223,6.0959,3.9289,3.9081,2.5684,2.0693,1.6098,1.6124,2.9937,2.565,2.2808,2.3725,5.4204,2.9181,2.6603,2.2572,3.2125,2.3707,1.911,2.418,3.332,2.8792,2.5937,3.5755,2.6859,2.91094,8.02618,3.6669400000000003,4.27342,2.53022,1.91494,2.0976,1.6181999999999999,3.23204,2.8129999999999997,2.3014400000000004,3.1027,4.29744,2.7390999999999996,2.59816,2.2270399999999997,3.07236,2.48128,1.74614,2.59864,3.67464,2.99128,2.57306,14.81792,3.512695,2.6798,3.4783,2.0613,3.3239,2.1544,1.484,1.3647,1.5433,2.0873,1.4301,2.1051,1.8127,1.879,1.8323,2.3612,1.7444,1.7749,2.0116,1.3775,1.5511,2.7055,2.6701,1.5568,2.2895,1.3647,3.1638,13.6588,4.5458,6.2823,2.7437,2.1438,3.0547,1.6784,4.7919,5.6857,2.6431,4.9987,6.2428,3.4321,2.9074,3.0574,4.1481,3.2721,1.9906,3.489,4.5419,3.5985,4.1167,60.4358,60.4358,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-99.0,4,2,2,0.999,0.002,1254,3.0377,3.7925,8.3874,2.9284,2.8644,1.5098,1.8168,1.2477,2.0772,3.1478,3.3458,4.8198,4.7162,1.8014,1.7618,2.0412,5.007,1.9133,1.8033,2.4044,2.3505,3.1383,5.5515,4.9284,2.6388,3.2359,3.83042,7.40604,2.66428,2.75232,1.6104399999999999,1.9653199999999997,1.34838,2.2013000000000003,4.35486,3.79086,5.5078,6.76602,2.87836,1.8937000000000002,2.9098999999999995,4.6872799999999994,1.9105599999999998,1.8988,2.33284,2.5959,3.08234,25382.90562,101670378.15743999,4237326.361945,2.5947,2.3709,2.5123,1.6659,1.7907,1.3627,1.3868,1.0935,1.6266,1.5794,2.9767,2.4123,1.505,1.2259,1.2488,1.419,3.147,1.1858,1.6663,1.4727,1.9273,1.4919,4.4869,1.5045,1.0935,4.4827,5.0492,11.2642,4.0412,3.845,2.2037,3.0435,1.7889,2.6829,7.3261,5.432,10.3257,19.8194,7.885,3.0584,4.7448,5.8758,3.0722,2.3843,2.7553,3.7341,4.158,116544.062,508351713.7021,508351713.7021,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-99.0,4,2,3,0.999,0.002,1254,2.9624,3.2086,7.1179,2.7679,2.0915,1.5411,1.7187,1.4268,2.1388,3.0444,2.9127,3.8138,4.3903,1.9031,1.9833,2.6504,3.2512,1.6748,2.0313,2.2408,1.9978,2.3989,6.9152,2.9302,2.624,3.24534,2.99832,6.73438,2.71494,2.33418,1.57802,1.79112,1.3543800000000001,2.2465,3.36874,3.1863,4.6047,4.57094,2.4777,1.95898,3.24852,3.16492,1.7125800000000002,2.27764,2.41828,2.24644,2.54448,11740.632459999999,77078847.00864,3212110.434104167,2.3328,2.1914,2.655,1.769,1.6573,1.2696,1.2956,1.1794,1.9837,1.8599,2.6251,2.8002,1.9187,1.3834,1.2776,1.2684,2.6097,1.1694,1.722,1.8159,1.9075,1.685,2.869,1.521,1.1694,4.169,3.5539,10.3584,3.4153,3.0532,1.9361,2.6229,1.4827,2.873,4.7045,4.5422,8.21,8.4726,5.3288,3.1263,6.7775,3.6864,2.3675,3.0261,3.0187,2.8192,3.378,52781.8566,385394108.9653,385394108.9653,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-99.0,4,1,2,0.999,0.002,1254,2.9343,3.1649,2.9033,2.2606,2.3437,1.6355,1.6278,1.4666,1.6877,3.7039,5.5191,3.5437,2.3241,3.565,2.2352,2.2937,3.3012,2.0756,2.4398,1.8446,2.5157,3.3582,7.2161,6.0855,2.5881499999999997,3.5412799999999995,3.16484,4.20612,2.6881999999999997,2.62372,1.6938600000000001,1.7462,1.42456,2.85712,3.9621000000000004,6.157500000000001,5.25286,4.587,3.29508,2.2518000000000002,2.76588,3.34582,2.46346,2.2006,2.5224800000000003,2.65834,3.24524,99219366.57012,4398531.89054,4317415.296446667,2.6001,1.4555,2.2358,1.5941,1.3808,1.4722,1.335,1.1429,1.6574,2.0596,2.219,1.4063,1.5,2.1223,1.8418,1.4344,2.4618,1.5988,1.612,1.8144,2.1065,1.8308,2.4687,2.4862,1.1429,6.0557,5.3686,7.9849,5.0347,4.5827,2.1312,2.5762,1.6623,6.4043,5.6349,11.9638,12.0539,12.9263,4.2671,2.6244,4.5157,4.5134,4.0106,2.7949,4.947,3.1672,5.2559,496096808.2018,21992106.2318,496096808.2018,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-0.3,3,1,1,0.999,0.002,1254,2.5337,3.7135,2.7319,3.0589,3.229,1.7504,2.2469,1.4301,4.2356,2.9915,2.4383,3.776,3.0938,3.4259,2.6082,1.7792,3.991,2.864,1.1121,1.9853,2.0978,2.0939,2.1676,1.1973,2.5751999999999997,2.5457799999999997,4.97868,2.56948,4.7232199999999995,3.56044,2.3470000000000004,2.23754,1.4453200000000002,3.7710999999999997,3.37628,2.2922000000000002,3.34144,3.03952,3.07482,2.4871600000000003,2.149,5.21748,3.06492,2.4101600000000003,2.0752200000000003,2.11328,4.86296,3.00786,2.60728,3.0540891666666665,2.4391,1.7891,2.2476,1.6142,1.3338,1.5839,1.319,1.2966,1.387,2.6291,1.7467,1.5159,2.1926,2.164,2.128,1.232,1.4223,2.0135,1.0107,1.1912,1.3165,1.177,1.7276,1.0105,1.0105,2.7208,8.8409,2.8086,8.4505,6.2316,4.9053,2.9407,1.5978,4.6865,4.1642,2.7074,5.2223,4.2481,3.4654,2.6946,4.129,14.8255,3.8155,7.1768,2.7856,2.7891,9.6781,4.6127,5.2158,14.8255,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-0.3,2,3,1,0.999,0.002,1254,2.7998,3.0291,3.6763,2.8053,3.8783,2.014,2.5155,1.8182,3.5014,1.8664,2.4014,2.7554,3.7312,2.0213,2.2668,2.5279,2.4212,2.3485,1.5517,1.5826,3.7736,2.8323,1.9366,3.6958,2.55605,2.79108,3.6990600000000002,4.89178,3.19552,3.7735999999999996,2.0782,3.3405,1.9178000000000002,2.88596,2.33032,2.43296,2.94176,5.0194600000000005,2.3323799999999997,2.76616,3.2585,3.65052,2.58618,2.68284,2.1511199999999997,3.6978400000000002,7.62586,1.95736,58.727779999999996,5.530605833333333,2.4241,2.2279,2.153,2.4676,2.0631,1.3803,1.7596,1.0875,1.2356,1.8226,1.6343,1.2731,1.6789,1.6423,1.7491,1.0103,2.3939,1.3722,0.9221,1.2817,1.2154,1.8161,0.8963,1.167,0.8963,3.1236,5.74,8.285,5.0872,5.8483,3.1876,7.4491,3.618,4.6884,3.3404,3.0193,4.2742,9.8763,3.6968,4.63,7.6097,5.553,4.8585,6.7595,3.1929,5.5225,15.6442,3.5622,274.2064,274.2064,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-99.0,2,4,2,0.999,0.002,1254,3.2905,3.3654,3.2041,3.1885,2.3638,1.4192,1.6049,1.5925,2.9365,2.6864,2.5521,5.2248,5.4732,2.3597,2.8738,1.4374,2.4446,2.1177,3.5423,4.0059,1.8267,1.9708,2.3591,22.8673,2.5313499999999998,3.4520600000000004,3.6551400000000003,7.213979999999999,3.84692,2.28226,1.8813,2.201,1.47412,3.54454,3.0515999999999996,2.8158000000000003,5.11072,6.70284,2.4537400000000003,2.30642,2.15338,3.0422000000000002,2.0654,3.4562199999999996,3.8560600000000003,2.41308,2.44874,15375.45088,1913471.6221999999,80371.60419166667,2.2809,2.43,2.9768,2.4928,1.9332,1.0295,1.4847,1.2693,2.1376,1.9257,1.8257,1.3329,2.3391,1.8393,1.169,1.1333,1.9654,1.7234,1.063,1.0218,1.6639,1.4302,1.7296,1.4671,1.0218,4.6624,6.2424,22.7027,6.0837,2.5106,3.5528,4.7316,1.6285,5.0192,4.1486,4.3455,7.5664,12.7072,3.3398,3.1134,5.0138,5.3154,2.2962,5.7379,5.9575,3.8366,5.2295,76868.8582,9567301.9125,9567301.9125,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-99.0,3,3,3,0.999,0.002,1254,3.6869,2.6836,5.1322,3.6573,2.6678,1.4994,1.8379,1.2659,2.1709,2.5025,3.3021,3.6288,3.1721,1.7567,1.7311,2.0968,4.5225,1.8828,1.5623,2.8059,2.2168,2.734,12587.3119,16.009,2.52975,3.6089599999999997,3.1771000000000003,9.45346,3.8693200000000005,2.4158,1.4625599999999999,2.45218,1.36422,2.1589,3.40904,3.68058,3.9625399999999997,3.4375799999999996,2.6437,1.7425599999999999,2.76726,4.1312,1.80194,1.75738,2.79904,2.1627,3.15344,13493.50484,10845006.0823,452440.29160833335,2.8083,2.3861,4.1023,2.1238,1.6746,1.2426,1.563,1.2058,1.9404,2.2987,1.6767,1.9576,1.8806,1.5581,1.5113,1.4866,2.1454,1.3135,0.9481,2.1277,1.3931,1.5986,2.0925,1.181,0.9481,4.4369,4.2698,25.4759,6.4096,2.8207,1.6905,5.0857,1.5735,2.3894,4.9239,6.64,7.1908,4.8249,6.0547,2.0322,5.2791,5.3311,2.0938,2.6906,3.1955,3.201,6.2085,34990.2506,54224994.1946,54224994.1946,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-0.3,3,1,2,0.999,0.002,1254,2.4588,2.5931,3.3731,3.3536,2.5817,2.0459,2.0202,1.359,2.8322,2.7037,2.9596,2.8669,2.7966,2.6265,2.2259,1.9042,2.7857,2.0712,1.1772,1.4785,2.7163,2.0998,4.3736,1.4707,2.5115,2.43994,3.2742400000000003,3.5605800000000003,3.7861599999999997,2.67316,1.9394199999999997,2.36968,1.42828,2.7440399999999996,2.6650400000000003,2.7729,3.14694,3.01026,2.60578,2.24086,2.12448,3.4409,2.46356,1.5642,1.83426,2.3030999999999997,2.97514,3.50666,3.1738399999999998,2.6684758333333334,2.3615,2.4257,2.7486,1.9893,1.4411,1.4219,1.458,1.3028,2.0399,2.5896,1.7416,1.8786,1.8108,2.2801,1.642,1.4811,1.6402,1.9259,0.9959,1.4316,1.4581,1.6045,1.6162,1.2268,0.9959,2.5157,4.4914,4.9711,5.6602,4.147,2.5717,3.3754,1.5805,3.3699,2.7181,3.5619,4.2847,3.9381,2.8409,2.6856,3.1858,7.6598,3.3327,2.8799,2.8864,2.9394,4.6874,4.4234,8.4662,8.4662,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-99.0,4,3,2,0.999,0.002,1254,3.3238,3.2066,3.8271,2.666,2.3916,1.2947,1.494,1.2426,2.2548,2.8093,4.0778,2.6567,2.0796,2.9367,1.5199,2.0625,2.9898,1.6012,1.7098,3.6824,2.4758,2.0467,4.9961,2.5716,2.4726999999999997,3.48984,3.7531399999999997,11.0627,2.80964,3.8731400000000002,1.6949400000000001,1.6314,1.3344200000000002,2.02698,3.10444,4.13054,4.75812,3.7088,3.36592,1.68796,1.98298,3.37748,1.81718,2.00914,2.7946999999999997,2.66112,1.92044,10829.662820000001,827.2633400000001,488.5800491666667,2.5506,2.344,2.847,1.8822,1.7638,1.2749,1.1086,1.02,1.4164,2.1175,3.3723,2.1774,1.8941,1.6197,1.4912,1.3501,2.5853,1.2865,1.5547,1.1599,1.8654,1.4077,1.4134,1.0876,1.02,4.6357,6.0972,27.5318,3.5496,10.3288,3.184,2.5072,1.6447,2.5099,5.1387,4.8674,10.6069,8.9859,4.8791,2.2107,2.4308,4.7576,2.3756,2.927,3.7349,3.3906,2.5409,43802.135,4125.3153,43802.135,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-99.0,3,4,2,0.999,0.002,1254,3.0146,3.208,6.4371,3.1299,2.5268,1.3125,1.8075,1.2933,2.3309,3.1508,3.9004,4.1588,2.39,3.4849,2.2051,1.5489,2.7692,2.2653,2.3983,2.9146,2.9364,1.5609,4.2732,2.0126,2.4472500000000004,3.80524,3.1576,8.21304,3.2690399999999995,7.24124,1.37194,2.01814,1.3097999999999999,2.2680800000000003,4.27646,4.459059999999999,4.0829,3.6675199999999997,4.6726399999999995,2.0673,1.5603,2.61298,2.1769600000000002,2.18608,2.85666,3.28588,1.9138600000000001,124271076.05584002,2.4076,5177964.62234,2.8285,2.1273,2.7811,2.2895,2.1488,1.1471,1.3334,1.0524,1.7193,2.5792,3.1804,1.8678,1.8855,1.7372,1.147,1.3602,2.1672,1.2812,1.0857,1.4608,1.9528,1.4323,0.8438,1.0629,0.8438,6.3338,4.3744,15.9548,5.1541,26.0242,1.5807,3.4685,1.6435,2.6921,9.2139,6.691,7.4071,8.1786,8.2073,2.6963,1.7357,3.0766,2.7025,3.1149,3.817,5.3867,3.3901,621351185.4672,5.135,621351185.4672,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
nsmallest,-99.0,4,1,3,0.999,0.002,1254,2.6706,2.5216,3.1862,2.5219,2.1983,1.5866,1.4998,1.5369,1.8254,4.0499,3.4157,3.0381,2.0788,2.9891,2.2543,2.2912,2.6898,2.0026,2.9271,2.1656,2.3504,2.7991,4.8127,21.2906,2.43805,3.1706399999999997,2.52574,4.25066,2.5484,2.18356,1.63232,1.64528,1.41212,2.41424,3.58968,4.16436,4.25636,4.8218000000000005,2.99736,2.1536,2.40806,2.77086,2.11078,2.4638999999999998,2.6398800000000002,2.2837199999999998,2.77908,43205273.132139996,1398220.0596,1858481.4339225,2.4438,1.7015,2.0143,1.9037,1.4109,1.4017,1.1792,1.1708,1.4655,2.3693,1.966,1.5028,1.7029,1.9949,1.7396,1.5205,2.0532,1.6194,1.5465,1.6637,1.9227,1.767,2.1954,2.0043,1.1708,5.2839,3.6769,8.9006,3.5004,3.2698,1.9216,2.4666,1.5886,4.2351,4.1243,8.4295,9.0543,13.4901,4.5578,2.4323,3.7263,4.0078,2.7099,3.3143,5.0354,2.5092,3.7231,216026348.6182,6990784.0553,216026348.6182,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,120
