watch_days,num_stocks_to_buy,hold_days,loss_limit,total_profit,yearly_profit
4,2,8,0.995,9.39266145380068,1.1051349915949902
4,2,6,0.995,9.202984982871104,1.1041292428985423
5,2,2,0.998,7.555132816850146,1.094449529874264
2,1,3,0.995,6.639032719520422,1.0881539546884231
2,2,6,0.998,6.637803847885619,1.0881449647842574
2,2,3,0.998,6.544460082712999,1.0874574109872381
5,2,3,0.995,6.42354277367563,1.086552691178211
2,1,5,0.998,6.149375941589192,1.0844395408510805
2,2,8,0.998,5.878475813141563,1.0822612393384143
3,2,6,0.995,5.863042297215247,1.0821342690518816
2,2,5,0.995,5.775145081842509,1.081405000646358
3,2,5,0.995,5.170943565151569,1.0760846904076995
3,2,3,0.995,4.4915162422757575,1.0693408197884682
2,1,8,0.995,4.402208682837711,1.0683827541868052
3,1,5,0.995,3.7531665696162193,1.0608042250682166
2,2,4,0.995,3.749063096196949,1.0607524357073213
2,1,6,0.995,3.6689179939239414,1.059729926094973
4,1,4,0.995,3.4005114336772055,1.0561429264996298
4,2,3,0.995,3.2884587801856044,1.0545647479904174
2,2,8,0.995,2.2492926801543507,1.0368399657526737
2,2,6,0.995,2.232753161706374,1.0364985029948006
5,2,2,0.995,2.126261608162887,1.0342402998984752
2,1,5,0.995,2.0838174311184927,1.0333099994274957
4,2,2,0.998,1.9337576606531865,1.029869167167224
4,1,2,0.995,1.8851114883529738,1.0286987864638262
2,2,3,0.995,1.389077791397357,1.0147752192626025
3,1,2,0.998,0.6581646735837825,0.981504543630037
3,2,2,0.998,0.45698130830379563,0.9656535624599702
4,2,2,0.995,0.3919338602914082,0.9590586838457502
2,2,2,0.998,0.23702282390617027,0.9377715043241684
3,1,2,0.995,0.12803040030852814,0.9123460439469513
2,1,2,0.998,0.09470502609866695,0.9001518292782934
3,2,2,0.995,0.07424840993250492,0.8904284605095487
2,2,2,0.995,0.02564041005456268,0.8491622801331987
2,1,2,0.995,0.009559410280419246,0.8125818429902543
