date_range,watch_days,hold_days,num_stocks_to_buy,loss_limit,total_profit,yearly_profit
2000-08-04/2022-12-31,3,3,1,0.998,0.02247477106325346,0.8441828925577718
2012-01-02/2012-12-31,4,4,2,0.995,0.8446215207747731,0.8441318673920359
2010-01-07/2010-12-31,3,8,2,0.998,0.8469445545041856,0.8441000823102565
2019-01-07/2019-12-31,3,3,1,0.998,0.8469355100986371,0.8440908857347403
2007-01-03/2007-12-31,3,8,2,0.995,0.8452290376730902,0.8439540317483449
2007-01-04/2007-12-31,5,4,1,0.998,0.8455971094806592,0.8439291658853595
2016-01-05/2016-12-31,5,5,1,0.998,0.845561329559716,0.8438930361485738
2001-01-01/2001-12-31,2,8,2,0.995,0.8443827086682373,0.8438923742275071
2005-01-05/2005-12-31,4,8,1,0.995,0.8459259041389096,0.8438642475581309
2015-01-05/2015-12-31,4,6,1,0.998,0.8458703632853948,0.8438080340967103
2018-01-04/2018-12-31,5,5,1,0.998,0.845447740818077,0.8437783369831908
2001-01-04/2001-12-31,2,4,2,0.998,0.8453877093750544,0.8437177187565179
2015-01-07/2015-12-31,2,7,2,0.998,0.8465518496316585,0.8437007721037287
2009-01-01/2009-12-31,5,2,1,0.998,0.8441680553552804,0.8436771089524802
2023-01-05/2023-12-23,3,5,2,0.995,0.8488627931298605,0.8436431724081221
2005-01-03/2005-12-31,4,3,2,0.998,0.8448648926479241,0.843587172409794
2003-01-01/2003-12-31,3,2,2,0.995,0.8439659842709637,0.8434744619489417
2011-01-03/2011-12-31,5,7,2,0.998,0.8447347081058221,0.8434560178250076
2002-01-01/2002-12-31,3,3,2,0.998,0.8439422487470721,0.8434506587877879
2005-01-04/2005-12-31,4,7,1,0.998,0.8451152048400323,0.8434425512344623
2021-01-01/2021-12-31,5,4,2,0.998,0.8439153983186795,0.843423731848605
2009-01-02/2009-12-31,2,6,2,0.995,0.8443048191958072,0.8434195920127242
2015-01-06/2015-12-31,4,6,1,0.998,0.8458703632853948,0.843408952633159
2000-08-10/2022-12-31,2,5,1,0.998,0.0220578928441689,0.8433724556815216
2017-01-04/2017-12-31,4,2,1,0.998,0.8450298001161567,0.8433563121278068
2000-08-09/2022-12-31,4,7,2,0.995,0.02202650458199775,0.8433363898984549
2016-01-07/2016-12-31,4,8,2,0.998,0.8457690652472971,0.8433061910573795
2017-01-03/2017-12-31,3,6,1,0.995,0.844493050064178,0.8432125596004773
2004-01-01/2004-12-31,3,3,1,0.995,0.8432769464548506,0.8431784968172847
2000-08-09/2022-12-31,5,4,2,0.995,0.02190863608730762,0.8431343414217264
2023-01-04/2023-06-23,3,2,2,0.995,0.9236462168160089,0.8431170788629425
2006-01-06/2006-12-31,4,3,2,0.995,0.8455749409709596,0.8431092627036597
2009-01-05/2009-12-31,4,6,2,0.998,0.8451209490717261,0.8430495496312282
2005-01-03/2005-12-31,3,2,2,0.998,0.8442875422064389,0.8430055213454726
2000-08-01/2022-12-31,2,5,1,0.998,0.021751187272494667,0.8430036276367231
2005-01-06/2005-12-31,5,5,1,0.998,0.8453771595298469,0.842908625167786
2017-01-04/2017-12-31,3,6,1,0.995,0.844493050064178,0.8428143205114963
2012-01-04/2012-12-31,5,7,1,0.995,0.8440919200261986,0.8428084428059748
2004-01-02/2004-12-31,5,3,2,0.998,0.8432741292498065,0.8427806363461201
2009-01-05/2009-12-31,2,8,2,0.995,0.8448525070341988,0.8427778609924492
2022-01-07/2022-12-31,2,8,2,0.998,0.8455406092063451,0.842672539787666
2016-01-07/2016-12-31,5,4,1,0.998,0.8451272220270869,0.8426550795711527
2009-01-06/2009-12-31,4,6,2,0.998,0.8451209490717263,0.8426487160762982
2000-08-09/2022-12-31,2,6,2,0.995,0.02161509192892365,0.8426266031143332
2015-01-07/2015-12-31,5,5,2,0.995,0.845470514947092,0.8426012686559212
2013-01-01/2013-12-31,5,7,2,0.998,0.843084743138052,0.8425907111545629
2000-08-13/2022-12-31,2,7,2,0.995,0.02162155167540804,0.8425672569268937
2000-08-14/2022-12-31,2,7,2,0.995,0.02162155167540804,0.8425495995049794
2005-01-07/2005-12-31,5,2,2,0.998,0.8453580563226706,0.8424869221174373
2022-01-04/2022-12-31,2,6,2,0.998,0.8441135858195348,0.8424311531039561
2008-01-01/2008-12-31,4,8,1,0.995,0.8425119443587262,0.8424130603574921
2021-01-06/2021-12-31,3,7,2,0.998,0.8448446744668576,0.842368454730804
2013-01-03/2013-12-31,3,8,2,0.995,0.843651914749633,0.84236516329638
2006-01-06/2006-12-31,3,6,2,0.998,0.8448051789742157,0.8423283894345226
2004-01-02/2004-12-31,5,2,2,0.998,0.842773515398621,0.8422785978363628
2000-08-05/2022-12-31,3,7,1,0.998,0.0213452769559579,0.8422247877305503
2010-01-06/2010-12-31,4,8,1,0.995,0.8446715226990431,0.8421928051348431
2000-08-05/2022-12-31,2,7,1,0.998,0.021326752378475464,0.8421921490709787
2014-01-07/2014-12-31,3,2,2,0.998,0.8450538655804425,0.8421776262765072
2014-01-07/2014-12-31,3,3,2,0.998,0.8450505539852908,0.8421742591167238
2000-08-06/2022-12-31,2,8,2,0.995,0.02131815643455856,0.8421593149080357
2000-08-07/2022-12-31,2,8,2,0.995,0.02131815643455856,0.8421416312847317
2000-08-08/2022-12-31,2,8,2,0.995,0.02131815643455856,0.8421239437092596
2000-08-02/2022-12-31,2,7,2,0.995,0.02125682231961114,0.8421217421240152
2000-08-10/2022-12-31,3,8,1,0.995,0.021329022453857854,0.8421077220130125
2003-01-01/2003-12-31,4,6,1,0.998,0.8425704439742556,0.8420749487985318
2014-01-02/2014-12-31,3,4,1,0.995,0.8429288269525945,0.842036529508463
2023-01-05/2023-12-23,2,4,1,0.995,0.847261391578518,0.8419917671081718
2017-01-02/2017-12-31,2,4,2,0.995,0.8427948949998564,0.8419019101201368
2000-08-02/2022-12-31,2,8,2,0.995,0.021124967720419798,0.8418879765988218
2022-01-04/2022-12-31,3,8,1,0.998,0.8434876699037788,0.8417991333536112
2000-08-12/2022-12-31,2,7,1,0.995,0.021151455920284924,0.8417578945731918
2000-08-04/2022-12-31,2,4,2,0.998,0.02107165139105196,0.8417576278391414
2016-01-06/2016-12-31,5,6,1,0.995,0.8438195443112304,0.84173241712098
2012-01-05/2012-12-31,3,6,2,0.998,0.843379422442147,0.8416898308394793
2003-01-06/2003-12-31,3,4,2,0.998,0.8441462390711502,0.8416599477809911
2014-01-03/2014-12-31,3,4,1,0.995,0.8429288269525945,0.8416366992590772
2003-01-03/2003-12-31,5,2,2,0.998,0.842916982665878,0.8416247669554257
2022-01-03/2022-12-31,4,8,1,0.998,0.8428626855484495,0.8415700663660312
2019-01-01/2019-12-31,2,5,1,0.998,0.8420593761598337,0.8415624280560691
2017-01-05/2017-12-31,4,2,1,0.998,0.8435574425457896,0.8414671513831546
2022-01-05/2022-12-31,5,8,2,0.995,0.8435376418451679,0.8414471117063773
2015-01-07/2015-12-31,4,6,2,0.998,0.8442868903312861,0.8413977892320562
2019-01-01/2019-12-31,5,7,2,0.998,0.8418650873839196,0.8413675872117199
2014-01-02/2014-12-31,3,5,2,0.998,0.8422599824041461,0.8413642532889339
2000-08-12/2022-12-31,2,4,2,0.998,0.020924803394838418,0.8413528622629275
2014-01-01/2014-12-31,3,6,2,0.995,0.8418503404821044,0.8413527984131247
2000-08-01/2022-12-31,2,7,1,0.995,0.020794656509780737,0.8413139484360115
2017-01-06/2017-12-31,2,2,2,0.998,0.8437555337685374,0.8412636128939517
2001-01-05/2001-12-31,3,3,1,0.995,0.8433540212037769,0.8412612752603537
2014-01-03/2014-12-31,5,5,1,0.995,0.8425125126883046,0.8412172921953132
2022-01-04/2022-12-31,4,8,1,0.998,0.8428626855484495,0.8411680597571848
2014-01-03/2014-12-31,5,3,1,0.998,0.8424193167167773,0.8411234041255787
2000-08-09/2022-12-31,2,7,2,0.998,0.02076332696469915,0.8411151353428552
2000-08-06/2022-12-31,3,3,2,0.998,0.020729615846096734,0.8411074851775507
2000-08-07/2022-12-31,3,3,2,0.998,0.020729615846096734,0.841089695153727
2000-08-08/2022-12-31,3,3,2,0.998,0.020729615846096734,0.8410719011566739
2005-01-04/2005-12-31,4,3,1,0.995,0.8427480456804637,0.8410523035473788
2005-01-03/2005-12-31,2,5,2,0.995,0.8423381097003199,0.8410415941201288
2020-01-06/2020-12-31,4,3,1,0.998,0.8430932325391655,0.8409973405959005
2012-01-04/2012-12-31,4,6,2,0.995,0.8422918392545513,0.8409949801326426
2014-01-03/2014-12-31,3,5,2,0.998,0.8422599824041461,0.8409628867697375
2000-08-04/2022-12-31,4,4,2,0.995,0.020602905599340856,0.840912916420061
2011-01-06/2011-12-31,4,6,2,0.998,0.843402781819949,0.840905780966777
2000-08-05/2022-12-31,2,8,2,0.995,0.02058259184078795,0.8408580868625756
2015-01-07/2015-12-31,4,7,2,0.995,0.8437123826288904,0.8408136567171388
2000-08-06/2022-12-31,4,3,1,0.995,0.020559746502418635,0.8407985895456838
2022-01-05/2022-12-31,5,5,2,0.998,0.8428938847699226,0.8407955888162231
2000-08-07/2022-12-31,4,3,1,0.995,0.020559746502418635,0.8407807683052702
2000-08-08/2022-12-31,4,3,1,0.995,0.020559746502418656,0.8407629430854558
2008-01-04/2008-12-31,5,4,2,0.995,0.8420210499154545,0.8407221807393476
2018-01-05/2018-12-31,5,8,1,0.998,0.8428114315963887,0.8407121415119829
2000-08-02/2022-12-31,3,5,1,0.995,0.02042400496738109,0.8406213408534184
2000-08-12/2022-12-31,3,5,1,0.995,0.02047181692762426,0.8405306519919524
2003-01-07/2003-12-31,2,3,2,0.998,0.8434294831257939,0.8405260207162857
2001-01-04/2001-12-31,4,2,1,0.995,0.8421231214954548,0.8404212972265577
2018-01-04/2018-12-31,3,4,2,0.995,0.8421223077171813,0.8404204755317006
2022-01-07/2022-12-31,5,4,1,0.995,0.8432978772467588,0.8403922120670797
2008-01-07/2008-12-31,4,3,1,0.995,0.8428547728608683,0.8403498853025655
2000-08-02/2022-12-31,3,5,2,0.998,0.020262807995413717,0.8403241895771985
2007-01-05/2007-12-31,5,5,2,0.995,0.8424113808008679,0.8403072690293153
2001-01-02/2001-12-31,3,5,1,0.998,0.8411368124001728,0.8402353280310096
2000-08-12/2022-12-31,3,5,2,0.998,0.02031024259856039,0.8402331694335261
2015-01-08/2015-12-31,3,5,2,0.995,0.8435328651289675,0.8402224498058017
2016-01-06/2016-12-31,3,7,2,0.995,0.8423013200848688,0.8401958822776805
2002-01-04/2002-12-31,2,7,2,0.998,0.8418993347836244,0.8401953338289592
2012-01-06/2012-12-31,5,8,2,0.995,0.8422943730381958,0.8401888515385874
2022-01-06/2022-12-31,4,6,1,0.995,0.8426925459775042,0.8401853249277725
2001-01-04/2001-12-31,5,8,2,0.995,0.8418453954869564,0.8401408699916131
2006-01-04/2006-12-31,3,3,2,0.995,0.8418414602585298,0.8401368964960829
2007-01-05/2007-12-31,4,7,1,0.995,0.8422214403196633,0.8401150402364769
2021-01-05/2021-12-31,3,3,2,0.998,0.842197018269408,0.8400903240069645
2005-01-06/2005-12-31,4,5,2,0.998,0.8425766028070494,0.8400677143544409
2010-01-05/2010-12-31,5,6,2,0.995,0.8421253122203937,0.8400177542730035
2012-01-06/2012-12-31,3,7,1,0.995,0.8421163433668403,0.8400086773977523
2023-01-05/2023-12-23,2,6,1,0.998,0.8453320585781597,0.8400023467622706
2018-01-01/2018-12-31,3,8,2,0.998,0.840492642514198,0.8399912469620299
2016-01-06/2016-12-31,3,2,1,0.995,0.8419375137683548,0.8398276942534366
2019-01-01/2019-12-31,3,6,2,0.995,0.8402933938729715,0.839791433439048
2008-01-01/2008-12-31,2,2,1,0.998,0.8398397651182555,0.8397393676078234
2004-01-07/2004-12-31,3,5,2,0.998,0.8421507148987599,0.8396357040820298
2018-01-02/2018-12-31,3,8,2,0.998,0.840492642514198,0.8395878615588637
2014-01-02/2014-12-31,5,6,2,0.998,0.8404621922572101,0.8395572555465899
2000-08-11/2022-12-31,2,6,2,0.995,0.019922333689465756,0.8395275983988769
2000-08-05/2022-12-31,5,2,2,0.998,0.01985666080730615,0.8395115405293527
2015-01-05/2015-12-31,2,7,2,0.995,0.8416146076260417,0.8395009009513622
2012-01-04/2012-12-31,5,7,2,0.995,0.8407789104047032,0.839470830993005
2022-01-04/2022-12-31,3,8,2,0.998,0.8411240976407506,0.8394125617266679
2018-01-01/2018-12-31,3,5,2,0.998,0.8399097546459499,0.8394067070302519
2015-01-07/2015-12-31,5,2,2,0.995,0.8423235111936439,0.8394015505981194
2000-08-10/2022-12-31,2,6,1,0.995,0.01976918106706693,0.8392562395684371
2022-01-05/2022-12-31,4,2,1,0.998,0.8412639367266431,0.8391460107298127
2013-01-04/2013-12-31,3,7,1,0.998,0.840854871747941,0.8391407210648208
2018-01-03/2018-12-31,3,5,2,0.995,0.8404368421318393,0.8391262292605954
2015-01-06/2015-12-31,2,7,2,0.995,0.8416146076260417,0.8390918953910985
2000-08-01/2022-12-31,2,6,2,0.995,0.01958626808040992,0.8390698926042284
2023-01-06/2023-12-23,5,4,2,0.998,0.844804063248719,0.839039511030005
2018-01-02/2018-12-31,3,5,2,0.998,0.8399097546459499,0.839001993370362
2003-01-02/2003-12-31,3,7,1,0.998,0.839893113882078,0.8389852675588406
2016-01-04/2016-12-31,2,4,2,0.998,0.8402737916895945,0.8389619716613228
2006-01-02/2006-12-31,4,2,1,0.995,0.8397419977354387,0.838833379181521
2003-01-07/2003-12-31,3,8,2,0.995,0.841652445860469,0.8387192757809682
2006-01-06/2006-12-31,2,3,2,0.998,0.8412304729028212,0.838702246111056
2022-01-05/2022-12-31,5,4,2,0.995,0.8408161994560607,0.8386928893565195
2011-01-07/2011-12-31,3,7,1,0.998,0.8415323073620767,0.8385971316499645
2003-01-03/2003-12-31,3,7,1,0.998,0.8398931138820783,0.8385784765891712
2016-01-05/2016-12-31,2,4,2,0.998,0.8402737916895945,0.8385540009480913
2011-01-06/2011-12-31,3,2,2,0.995,0.8410381772602207,0.8385071910762479
2023-01-06/2023-12-23,5,4,1,0.998,0.8442760679192786,0.8384938359803783
2006-01-05/2006-12-31,5,6,1,0.995,0.8405846924791542,0.8384585998561086
2009-01-05/2009-12-31,5,8,2,0.995,0.8405790935966387,0.838452933691282
2008-01-01/2008-12-31,2,8,2,0.998,0.8385072974096796,0.8384061473720709
2017-01-06/2017-12-31,2,8,2,0.995,0.840925728107653,0.8383931286674878
2021-01-06/2021-12-31,4,7,2,0.995,0.8409151719131195,0.8383824210417272
2000-08-12/2022-12-31,3,4,2,0.995,0.01932187522333589,0.8383626747216681
2012-01-05/2012-12-31,4,8,2,0.998,0.8400655730297046,0.8383437624460359
2011-01-06/2011-12-31,5,5,2,0.995,0.8408314419253536,0.8382974900094288
2013-01-02/2013-12-31,3,4,1,0.998,0.8391921959096338,0.8382807691992644
2008-01-07/2008-12-31,2,5,1,0.995,0.8408041616143543,0.8382698184144153
2005-01-06/2005-12-31,4,3,2,0.998,0.8407495828136358,0.8382144568318476
2000-08-04/2022-12-31,4,4,1,0.998,0.01916342627997568,0.8381990805115647
2015-01-06/2015-12-31,4,2,1,0.998,0.8407311217230957,0.8381957309822157
2022-01-07/2022-12-31,4,5,1,0.995,0.8410929931224934,0.8381504863573184
2012-01-02/2012-12-31,2,7,1,0.998,0.8386399493666509,0.8381333076000258
2010-01-04/2010-12-31,5,6,1,0.998,0.8398050360175856,0.838080698937373
2000-08-09/2022-12-31,4,2,1,0.998,0.01914554166302033,0.8380736998999532
2009-01-06/2009-12-31,5,8,2,0.995,0.840579093596639,0.8380415228218615
2022-01-07/2022-12-31,4,5,2,0.998,0.8409717676520349,0.8380272387693317
2013-01-02/2013-12-31,2,6,2,0.995,0.8389389673859895,0.8380262480455691
2019-01-01/2019-12-31,3,6,2,0.998,0.8384975928498005,0.8379905485593145
2013-01-03/2013-12-31,3,4,1,0.998,0.8391921959096337,0.8378723754478593
2004-01-06/2004-12-31,5,6,1,0.995,0.839962590867308,0.837829025756923
2017-01-03/2017-12-31,4,5,1,0.998,0.8391203729822122,0.8378000217011385
2019-01-02/2019-12-31,2,7,1,0.998,0.8387073277770046,0.8377934264263062
2015-01-08/2015-12-31,5,7,2,0.995,0.841142891405518,0.8377869215254566
2001-01-02/2001-12-31,3,8,1,0.998,0.8386440307006336,0.8377298064270322
2015-01-08/2015-12-31,2,3,1,0.995,0.8410727496462616,0.8377154452289336
2002-01-02/2002-12-31,2,7,2,0.998,0.8386243155208082,0.8377099906722877
2000-08-01/2022-12-31,4,2,1,0.998,0.018879331089677993,0.8376949182526962
2010-01-05/2010-12-31,5,6,1,0.998,0.8398050360175852,0.8376695794872564
2021-01-01/2021-12-31,2,7,2,0.995,0.8381722351198535,0.8376642711681994
2010-01-01/2010-12-31,5,8,1,0.998,0.8381267070584761,0.837618614451188
2015-01-06/2015-12-31,3,5,1,0.995,0.8401268013736777,0.8375827477469189
2006-01-02/2006-12-31,5,6,2,0.995,0.8384729584846055,0.8375578616002443
2001-01-05/2001-12-31,3,3,2,0.995,0.8396748899035043,0.8375378713195771
2002-01-07/2002-12-31,4,6,2,0.995,0.8404713933542466,0.8375185217197489
2000-08-09/2022-12-31,3,8,1,0.995,0.018856578091596413,0.8375047180643252
2000-08-12/2022-12-31,2,7,2,0.995,0.018882632125804977,0.8375018837592159
2022-01-05/2022-12-31,2,3,1,0.995,0.8396297769110024,0.8374922169365764
2007-01-03/2007-12-31,2,5,2,0.998,0.8387897172282354,0.8374669228980457
2005-01-06/2005-12-31,5,7,2,0.995,0.8400036958958592,0.83745787850248
2005-01-03/2005-12-31,4,7,2,0.998,0.838718832138267,0.8373955142272241
2000-08-01/2022-12-31,2,7,2,0.995,0.018721186259311386,0.8373806043712682
2007-01-05/2007-12-31,2,6,1,0.995,0.8394695555548354,0.8373300730904399
2013-01-01/2013-12-31,5,2,1,0.998,0.8378243847790463,0.8373154380693433
2002-01-03/2002-12-31,2,7,2,0.998,0.8386243155208083,0.8373002995628797
2009-01-01/2009-12-31,5,8,1,0.998,0.8377952088523765,0.8372861797365049
2017-01-04/2017-12-31,5,2,2,0.998,0.8389695162749472,0.837237083420705
2000-08-01/2022-12-31,3,6,2,0.998,0.018634667966214463,0.8372075735373483
2006-01-06/2006-12-31,2,6,2,0.995,0.839720477501516,0.837170603568655
2004-01-05/2004-12-31,4,3,2,0.998,0.8388781365330921,0.8371448188540969
2000-08-12/2022-12-31,3,6,2,0.998,0.018678291144203822,0.8370948943711477
2020-01-07/2020-12-31,4,4,2,0.998,0.839645117204544,0.8370941641696165
2000-08-03/2022-12-31,3,4,2,0.995,0.018580043304044575,0.8370615620301957
2007-01-04/2007-12-31,2,5,2,0.998,0.8387897172282354,0.8370555435028618
2007-01-03/2007-12-31,5,7,2,0.995,0.8383714805063741,0.8370455977240006
2009-01-01/2009-12-31,3,6,1,0.995,0.8374910758090557,0.8369811878906546
2011-01-07/2011-12-31,4,7,2,0.998,0.8399195865932492,0.8369575217839479
2019-01-07/2019-12-31,4,4,2,0.998,0.8399168992783939,0.8369547897163251
2022-01-05/2022-12-31,4,6,2,0.998,0.8390454601118111,0.8369008911207996
2013-01-04/2013-12-31,5,3,1,0.998,0.8385920620163712,0.8368559750594764
2004-01-07/2004-12-31,4,4,2,0.998,0.8393789351820649,0.8368241715793402
2000-08-11/2022-12-31,5,2,1,0.995,0.018515695686426845,0.8367862364422904
2005-01-06/2005-12-31,4,5,1,0.995,0.839330754812306,0.8367753016357354
2007-01-05/2007-12-31,2,7,1,0.998,0.8389158739162037,0.83676975132195
2000-08-02/2022-12-31,2,4,1,0.998,0.018424636201205526,0.8367660951976184
2019-01-04/2019-12-31,4,8,2,0.998,0.8384789264476631,0.8367417446282561
2004-01-06/2004-12-31,4,3,2,0.998,0.8388781365330923,0.8367315615625387
2005-01-05/2005-12-31,3,8,2,0.995,0.8388729259970086,0.8367262885672022
2017-01-03/2017-12-31,2,8,1,0.998,0.8380500809699568,0.8367218261078663
2000-08-10/2022-12-31,2,4,1,0.998,0.018467767701366995,0.8367076069036702
2006-01-05/2006-12-31,4,7,1,0.998,0.8388208887423176,0.8366736275625845
2011-01-05/2011-12-31,4,8,2,0.995,0.8388198302464442,0.8366725563794354
2012-01-02/2012-12-31,3,7,2,0.995,0.8371414423068326,0.8366305675729224
2017-01-03/2017-12-31,3,7,2,0.998,0.8379396189624597,0.8366105490961975
2000-08-04/2022-12-31,2,6,2,0.998,0.018357313817800997,0.8365929662674728
2022-01-06/2022-12-31,5,3,1,0.998,0.8391191835015793,0.8365607028225649
2006-01-06/2006-12-31,3,5,2,0.995,0.8390808524236502,0.8365218233427347
2007-01-01/2007-12-31,5,5,1,0.995,0.8370000275778461,0.8364887538538147
2009-01-06/2009-12-31,2,2,2,0.998,0.8390366528865786,0.8364769914822289
2002-01-01/2002-12-31,5,6,1,0.998,0.8369822800882847,0.8364709562969701
2003-01-07/2003-12-31,3,4,2,0.995,0.8394032544847913,0.836432594272611
2006-01-04/2006-12-31,2,6,2,0.995,0.8381717899819887,0.8364316367833468
2018-01-04/2018-12-31,5,8,2,0.995,0.8381558452626322,0.8364155378439759
2010-01-07/2010-12-31,3,4,1,0.995,0.8393264668648022,0.8363545289242461
2000-08-02/2022-12-31,5,2,1,0.995,0.018203358354619028,0.8363151065890222
2019-01-03/2019-12-31,3,7,2,0.995,0.8376462855112496,0.8363150520289375
2006-01-03/2006-12-31,5,7,1,0.998,0.8376429077032698,0.8363116493117883
2017-01-04/2017-12-31,2,8,1,0.998,0.8380500809699568,0.8363087506725083
2021-01-04/2021-12-31,2,5,2,0.995,0.8379924092450595,0.8362505212535815
2001-01-02/2001-12-31,5,3,1,0.995,0.8371625808365938,0.8362408071501768
2015-01-08/2015-12-31,3,7,2,0.995,0.8396148902986841,0.8362298794323172
2003-01-01/2003-12-31,2,3,2,0.995,0.8367290834469503,0.8362170455060125
2007-01-01/2007-12-31,5,6,2,0.998,0.8367176336977443,0.8362055634686396
2017-01-04/2017-12-31,3,7,2,0.998,0.8379396189624596,0.836197220522572
2017-01-03/2017-12-31,5,5,2,0.998,0.8375198419328252,0.8361876760941546
2018-01-03/2018-12-31,3,4,2,0.995,0.8374756262308878,0.836143134399866
2007-01-02/2007-12-31,5,5,1,0.995,0.8370000275778461,0.8360774265199655
2000-08-11/2022-12-31,4,7,1,0.995,0.01816615111441378,0.8360741701652026
2013-01-02/2013-12-31,5,2,1,0.995,0.8369584426759499,0.8360356299888089
2010-01-04/2010-12-31,5,2,1,0.998,0.8377565464404176,0.8360123781121271
2022-01-03/2022-12-31,2,5,2,0.995,0.8373434418498457,0.8360099755792446
2007-01-03/2007-12-31,5,3,1,0.998,0.8373219679439494,0.8359883433893794
2015-01-05/2015-12-31,3,8,2,0.995,0.8380946888127538,0.8359387279355369
2006-01-04/2006-12-31,5,7,1,0.998,0.83764290770327,0.8358976409900888
2009-01-02/2009-12-31,3,7,1,0.998,0.8367679215975169,0.8358441394962702
2002-01-02/2002-12-31,4,7,2,0.998,0.8367289328717336,0.8358049524203882
2007-01-02/2007-12-31,5,6,2,0.998,0.8367176336977443,0.8357935957654282
2007-01-01/2007-12-31,4,8,2,0.998,0.8362631750141877,0.8357498236524001
2017-01-02/2017-12-31,5,4,2,0.998,0.8366619029107484,0.8357375814796035
2019-01-07/2019-12-31,3,5,1,0.995,0.8387061320285895,0.83572387716374
2016-01-06/2016-12-31,2,6,1,0.995,0.8377659562210362,0.8356060602606284
2010-01-05/2010-12-31,5,2,1,0.998,0.8377565464404171,0.8355965378685469
2006-01-02/2006-12-31,4,8,1,0.995,0.8365125500111077,0.8355874689456778
2023-01-02/2023-06-23,5,7,2,0.998,0.9188901159146139,0.8355808988105227
2007-01-04/2007-12-31,5,3,1,0.998,0.8373219679439494,0.8355736001498806
2000-08-02/2022-12-31,2,8,1,0.995,0.017808039399440485,0.8354962066930435
2010-01-04/2010-12-31,4,8,1,0.995,0.8372404366324036,0.8354912812748102
2001-01-02/2001-12-31,5,5,2,0.998,0.8363346416083323,0.8354086558872714
2002-01-03/2002-12-31,4,7,2,0.998,0.8367289328717334,0.8353909390294917
2014-01-07/2014-12-31,3,2,1,0.998,0.8383405116906185,0.8353521805380356
2007-01-02/2007-12-31,4,8,2,0.998,0.8362631750141877,0.8353368259553243
2014-01-01/2014-12-31,5,3,1,0.995,0.8358421572338413,0.8353276197692034
2007-01-01/2007-12-31,4,7,1,0.995,0.8358262672137272,0.8353116849975879
2017-01-05/2017-12-31,2,5,2,0.995,0.8374229154887646,0.8352589151997633
2015-01-08/2015-12-31,5,6,1,0.995,0.8386470043347347,0.835243631824821
2013-01-04/2013-12-31,3,5,1,0.998,0.8369572381075783,0.8352053478860609
2022-01-07/2022-12-31,3,6,2,0.998,0.8381776361931317,0.8351865992502263
2002-01-07/2002-12-31,4,3,1,0.998,0.838130721589835,0.8351389053928684
2010-01-05/2010-12-31,4,8,1,0.995,0.8372404366324036,0.8350742539106107
2013-01-03/2013-12-31,5,7,1,0.998,0.8363385580135446,0.8349976900921099
2003-01-06/2003-12-31,4,2,1,0.998,0.8374947868879079,0.8349130931284413
2007-01-02/2007-12-31,4,7,1,0.995,0.8358262672137272,0.8348976977330429
2017-01-02/2017-12-31,2,4,1,0.995,0.8357673138261634,0.8348384448456828
2000-08-12/2022-12-31,5,2,2,0.998,0.017583089818001132,0.8348383195683164
2000-08-02/2022-12-31,2,3,1,0.998,0.01748449171599665,0.8348129514421695
2000-08-09/2022-12-31,2,3,1,0.998,0.017525422367165873,0.8347711257492249
2010-01-01/2010-12-31,3,3,2,0.998,0.8352778435510534,0.8347617174319366
2004-01-01/2004-12-31,3,6,1,0.995,0.8348479653533202,0.8347447561355384
2000-08-13/2022-12-31,4,2,2,0.998,0.017530588506251884,0.8347083555320237
2011-01-04/2011-12-31,5,4,2,0.995,0.8364538017991691,0.8346970526775863
2000-08-14/2022-12-31,4,2,2,0.998,0.017530588506251884,0.8346899058740619
2010-01-01/2010-12-31,4,8,2,0.995,0.8352060941451069,0.8346897661313
2003-01-02/2003-12-31,5,7,1,0.995,0.8356105679105729,0.8346809027427534
2001-01-02/2001-12-31,5,8,2,0.998,0.8355978299986845,0.8346681001369765
2014-01-06/2014-12-31,2,7,2,0.995,0.8372497232184122,0.8346645322579259
2008-01-01/2008-12-31,4,2,2,0.995,0.8347565611052767,0.8346533005929895
2000-08-06/2022-12-31,4,4,2,0.995,0.0174320456760566,0.8346273347095
2000-08-07/2022-12-31,4,4,2,0.995,0.0174320456760566,0.8346088927240946
2000-08-08/2022-12-31,4,4,2,0.995,0.0174320456760566,0.8345904466372911
2020-01-02/2020-12-31,2,8,2,0.998,0.835104475702398,0.8345878617821396
2007-01-01/2007-12-31,5,8,1,0.995,0.8350638695551011,0.8345471414001707
2001-01-01/2001-12-31,2,8,1,0.998,0.835060832599665,0.8345440959013358
2000-08-06/2022-12-31,2,8,1,0.995,0.01737986982951523,0.8345156570764592
2020-01-06/2020-12-31,4,6,1,0.995,0.8366852976220669,0.8345124790907148
2000-08-11/2022-12-31,5,2,2,0.998,0.01741740168691867,0.8345037562217077
2000-08-07/2022-12-31,2,8,1,0.995,0.01737986982951523,0.8344972039090522
2003-01-07/2003-12-31,4,2,1,0.998,0.8374947868879081,0.8344924131162802
2000-08-08/2022-12-31,2,8,1,0.995,0.01737986982951523,0.8344787466380623
2007-01-03/2007-12-31,4,5,2,0.998,0.835764705518571,0.834419615682002
2001-01-04/2001-12-31,3,5,2,0.998,0.8361740698321474,0.8344146224425405
2013-01-01/2013-12-31,4,8,1,0.998,0.8349140252225943,0.8343968755790522
2012-01-06/2012-12-31,4,8,1,0.995,0.8365634230829441,0.8343891484616246
